#scalar perturbations for mode k = 9.845588963938e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:delta_scf             22:theta_scf          
       2.695000433623e+00       5.842910753151e-06      -2.331191551004e-02      -5.067574301315e-05       2.312151002767e-07       5.780377506917e-07       9.516840371154e-13       1.156075501383e-07      -1.748393664226e-02      -5.067572094672e-05       5.998924060139e-01       6.965220908183e-01      -2.328991508949e-02      -7.527306786810e-05       2.798727251969e-03      -1.751797547250e-02      -1.030795304287e-29      -2.331393223236e-02      -7.535068430862e-05       2.801612933052e-03      -5.400932655199e-23                     -inf 
       2.762005668314e+00       5.988903554930e-06      -2.447980787609e-02      -5.453702702524e-05       2.488478541669e-07       6.221196354173e-07       1.076085115472e-12       1.244239270835e-07      -1.835985591837e-02      -5.453700204089e-05       5.998272992139e-01       6.963979888766e-01      -2.445552672306e-02      -8.101218739470e-05       2.938530349922e-03      -1.839741859890e-02      -1.255398166741e-29      -2.448074561404e-02      -8.109572037612e-05       2.941560123345e-03      -6.247204405959e-23                     -inf 
       2.829010903005e+00       6.134931374481e-06      -2.567587533156e-02      -5.858884505159e-05       2.673501711724e-07       6.683754279309e-07       1.213159686337e-12       1.336750855862e-07      -1.925690651175e-02      -5.858881685023e-05       5.997606164796e-01       6.962715253579e-01      -2.564914154628e-02      -8.703473848153e-05       3.081660095825e-03      -1.929825812682e-02      -1.521621350508e-29      -2.567559116745e-02      -8.712448050425e-05       3.084837401311e-03      -7.201759574309e-23                     -inf 
       2.896016137696e+00       6.280994211809e-06      -2.690008558926e-02      -6.283570139687e-05       2.867423244804e-07       7.168558112010e-07       1.363850205351e-12       1.433711622402e-07      -2.017506420703e-02      -6.283566965706e-05       5.996923607774e-01       6.961427045719e-01      -2.687071887424e-02      -9.334742325893e-05       3.228108908506e-03      -2.022048275860e-02      -1.835902802216e-29      -2.689842797451e-02      -9.344367308862e-05       3.231437154817e-03      -8.275375494891e-23                     -inf 
       2.963021372387e+00       6.427092066916e-06      -2.815240580292e-02      -6.728209348102e-05       3.070445230155e-07       7.676113075388e-07       1.529144344244e-12       1.535222615078e-07      -2.111430436953e-02      -6.728205785790e-05       5.996225317919e-01       6.960115271853e-01      -2.812021726682e-02      -9.995693221016e-05       3.377869036151e-03      -2.116408107883e-02      -2.205489899185e-29      -2.814921450377e-02      -1.000599953109e-04       3.381351618061e-03      -9.479607157459e-23                     -inf 
       3.030026607078e+00       6.573224939807e-06      -2.943280257371e-02      -7.193251175126e-05       3.282769141331e-07       8.206922853328e-07       1.710076018203e-12       1.641384570666e-07      -2.207460195015e-02      -7.193247187544e-05       5.995511233372e-01       6.958779873678e-01      -2.939759453563e-02      -1.068699439388e-04       3.530932558157e-03      -2.212904155881e-02      -2.638518614694e-29      -2.942790879568e-02      -1.069801336113e-04       3.534572894819e-03      -1.082682305697e-22                     -inf 
       3.097031841769e+00       6.719392830486e-06      -3.074124195359e-02      -7.679143959491e-05       3.504595634534e-07       8.761489086334e-07       1.907726289076e-12       1.752297817267e-07      -2.305593148789e-02      -7.679139507135e-05       5.994781382562e-01       6.957420894185e-01      -3.070280774781e-02      -1.140931249379e-04       3.687291385993e-03      -2.311535255858e-02      -3.144098581841e-29      -3.073446771238e-02      -1.142107607853e-04       3.691092868739e-03      -1.233024171153e-22                     -inf 
       3.166406964872e+00       6.870767387738e-06      -3.212547024705e-02      -8.204669554376e-05       3.744493669521e-07       9.361234173802e-07       2.131187584298e-12       1.872246834760e-07      -2.409410271125e-02      -8.204664576320e-05       5.994009111126e-01       6.955989020877e-01      -3.208346822069e-02      -1.219056930794e-04       3.852643811057e-03      -2.415903215195e-02      -3.754864124409e-29      -3.211655160802e-02      -1.220313823307e-04       3.856615697453e-03      -1.406646837752e-22                     -inf 
       3.235782087975e+00       7.022179483658e-06      -3.353968397784e-02      -8.753522977957e-05       3.995013783842e-07       9.987534459605e-07       2.375090808070e-12       1.997506891921e-07      -2.515476301299e-02      -8.753517425867e-05       5.993219944673e-01       6.954531900502e-01      -3.349387233794e-02      -1.300652634195e-04       4.021510555785e-03      -2.522557347055e-02      -4.466925959149e-29      -3.352840972740e-02      -1.301993633404e-04       4.025656454022e-03      -1.600197075736e-22                     -inf 
       3.305157211078e+00       7.173629118251e-06      -3.498384358876e-02      -9.326199390582e-05       4.256376194023e-07       1.064094048506e-06       2.640802547106e-12       2.128188097011e-07      -2.623788272524e-02      -9.326193212873e-05       5.992413872727e-01       6.953049534210e-01      -3.493396991157e-02      -1.385791924947e-04       4.193882070213e-03      -2.631496320199e-02      -5.294350804916e-29      -3.496999189276e-02      -1.387220681497e-04       4.198205585877e-03      -1.815455883537e-22                     -inf 
       3.374532334181e+00       7.325116291522e-06      -3.645790889401e-02      -9.923193100532e-05       4.528800195110e-07       1.132200048777e-06       2.929748184136e-12       2.264400097555e-07      -2.734343170870e-02      -9.923186242228e-05       5.991590894699e-01       6.951541934549e-01      -3.640370990289e-02      -1.474548218449e-04       4.369748612548e-03      -2.742718790568e-02      -6.252797255335e-29      -3.644124703505e-02      -1.476068459408e-04       4.374253343649e-03      -2.054319794070e-22                     -inf 
       3.443907457284e+00       7.476641003475e-06      -3.796183907886e-02      -1.054499755378e-04       4.812504141297e-07       1.203126035324e-06       3.243413037545e-12       2.406252070649e-07      -2.847137935235e-02      -1.054498995637e-04       5.990751015543e-01       6.950009120517e-01      -3.790304042269e-02      -1.566994777417e-04       4.549100249309e-03      -2.856223401193e-02      -7.359656539277e-29      -3.794212321112e-02      -1.568610305252e-04       4.553789783353e-03      -2.318805624714e-22                     -inf 
       3.513282580387e+00       7.628203254114e-06      -3.949559269614e-02      -1.119210532377e-04       5.107705421947e-07       1.276926355487e-06       3.583343488665e-12       2.553852710974e-07      -2.962169457085e-02      -1.119209692505e-04       5.989894244979e-01       6.948451116473e-01      -3.943190872840e-02      -1.663204709167e-04       4.731926854681e-03      -2.972008781875e-02      -8.634202215923e-29      -3.947256759726e-02      -1.664919400469e-04       4.736804765310e-03      -2.611055310845e-22                     -inf 
       3.582657703490e+00       7.779803043442e-06      -4.105912766552e-02      -1.186500810107e-04       5.414620432183e-07       1.353655108046e-06       3.951148094952e-12       2.707310216092e-07      -3.079434580401e-02      -1.186499883503e-04       5.989020599291e-01       6.946867954064e-01      -4.099026122401e-02      -1.763250962884e-04       4.918218110407e-03      -3.090073549072e-02      -1.009774973203e-28      -4.103252646885e-02      -1.765068766105e-04       4.923287951607e-03      -2.933340819329e-22                     -inf 
       3.663812827639e+00       7.957192347814e-06      -4.292589200468e-02      -1.268556579629e-04       5.788805023907e-07       1.447201255977e-06       4.419027662971e-12       2.894402511954e-07      -3.219441906635e-02      -1.268555542649e-04       5.987977182848e-01       6.944984048849e-01      -4.285057021447e-02      -1.885251565815e-04       5.140524852726e-03      -3.231076831027e-02      -1.208136024977e-28      -4.289475310272e-02      -1.887195106351e-04       5.145823725680e-03      -3.351705436653e-22                     -inf 
       3.744967951788e+00       8.134633021477e-06      -4.483328228294e-02      -1.354287798152e-04       6.179656870995e-07       1.544914217749e-06       4.930130072776e-12       3.089828435497e-07      -3.362496178394e-02      -1.354286640547e-04       5.986910699136e-01       6.943065784877e-01      -4.475106326239e-02      -2.012717762492e-04       5.367541203010e-03      -3.375195136986e-02      -1.439774747707e-28      -4.479720506194e-02      -2.014792664212e-04       5.373073935381e-03      -3.818568972853e-22                     -inf 
       3.826123075937e+00       8.312125064439e-06      -4.678122787438e-02      -1.443772704018e-04       6.587517078690e-07       1.646879269673e-06       5.487366627657e-12       3.293758539345e-07      -3.508592098744e-02      -1.443771414846e-04       5.985821147836e-01       6.941113184033e-01      -4.669165016724e-02      -2.145765475694e-04       5.599249651679e-03      -3.522426184580e-02      -1.709365230163e-28      -4.673979217070e-02      -2.147977486698e-04       5.605021066842e-03      -4.338302338270e-22                     -inf 
       3.907278200086e+00       8.489668476707e-06      -4.876965698429e-02      -1.537089361964e-04       7.012724701862e-07       1.753181175465e-06       6.093773926584e-12       3.506362350931e-07      -3.657724283091e-02      -1.537087929554e-04       5.984708542967e-01       6.939126284432e-01      -4.867223915274e-02      -2.284510310113e-04       5.835632334609e-03      -3.672767667204e-02      -2.022116486040e-28      -4.872242258403e-02      -2.286865298547e-04       5.841647240261e-03      -4.915561596800e-22                     -inf 
       3.988433324235e+00       8.667263258288e-06      -5.079849665216e-02      -1.634315660901e-04       7.455616710991e-07       1.863904177748e-06       6.752516196392e-12       3.727808355496e-07      -3.809887259405e-02      -1.634314072826e-04       5.983572903817e-01       6.937105130263e-01      -5.069273687133e-02      -2.429067546474e-04       6.076671034151e-03      -3.826217254099e-02      -2.383820260209e-28      -5.074500285183e-02      -2.431571498745e-04       6.082934218073e-03      -5.555299644838e-22                     -inf 
       4.069588448384e+00       8.844909409188e-06      -5.286767275338e-02      -1.735529311708e-04       7.916527956383e-07       1.979131989096e-06       7.466887595457e-12       3.958263978191e-07      -3.965075468354e-02      -1.735527554752e-04       5.982414249196e-01       6.935049765338e-01      -5.275304840765e-02      -2.579552135672e-04       6.322347179947e-03      -3.982772590340e-02      -2.800901836758e-28      -5.280743796829e-02      -2.582211156742e-04       6.328863411283e-03      -6.262778129425e-22                     -inf 
       4.150743572533e+00       9.022606929414e-06      -5.497711000040e-02      -1.840807845026e-04       8.395791102866e-07       2.098947775716e-06       8.240314460583e-12       4.197895551433e-07      -4.123283263379e-02      -1.840805905149e-04       5.981232602295e-01       6.932960238473e-01      -5.485307728121e-02      -2.736078692915e-04       6.572641849724e-03      -4.142431296773e-02      -3.280474276351e-28      -5.490963132712e-02      -2.738899004289e-04       6.579415874561e-03      -7.043579548965e-22                     -inf 
       4.244502848285e+00       9.227966496514e-06      -5.746418857109e-02      -1.967599276606e-04       8.972769363810e-07       2.243192340952e-06       9.212056829402e-12       4.486384681905e-07      -4.309814158106e-02      -1.967597106800e-04       5.979838867856e-01       6.930503752164e-01      -5.732858091852e-02      -2.924587311943e-04       6.867534546965e-03      -4.330747120410e-02      -3.922663201942e-28      -5.738768607689e-02      -2.927601846191e-04       6.874612245590e-03      -8.044699255590e-22                     -inf 
       4.338262124037e+00       9.433394628316e-06      -6.000478339040e-02      -2.100038467990e-04       9.575189402432e-07       2.393797350608e-06       1.027309878481e-11       4.787594701216e-07      -4.500358771705e-02      -2.100036046999e-04       5.978414500789e-01       6.928001797384e-01      -5.985681216520e-02      -3.121488534878e-04       7.168535730353e-03      -4.523198179788e-02      -4.672248004526e-28      -5.991852276482e-02      -3.124705933778e-04       7.175923381609e-03      -9.161292437186e-22                     -inf 
       4.432021399790e+00       9.638891324829e-06      -6.259877259623e-02      -2.238244052435e-04       1.020355285809e-06       2.550888214522e-06       1.142940630354e-11       5.101776429045e-07      -4.694907964539e-02      -2.238241357565e-04       5.976959533529e-01       6.925454446520e-01      -6.243761449250e-02      -3.326957367255e-04       7.475614479785e-03      -4.719780686190e-02      -5.544267391917e-28      -6.250198473675e-02      -3.330386454363e-04       7.483318334314e-03      -1.040369882722e-21                     -inf 
       4.525780675542e+00       9.844456586065e-06      -6.524603228221e-02      -2.382334325296e-04       1.085835705278e-06       2.714589263196e-06       1.268719748609e-11       5.429178526391e-07      -4.893452443651e-02      -2.382331332358e-04       5.975474014372e-01       6.922861790057e-01      -6.507082862463e-02      -3.541168172004e-04       7.788739258928e-03      -4.920490808649e-02      -6.555475996277e-28      -6.513791242246e-02      -3.544817943092e-04       7.796765518636e-03      -1.178292622880e-21                     -inf 
       4.619539951294e+00       1.005009041203e-05      -6.794643649095e-02      -2.532427239574e-04       1.154009498269e-06       2.885023745673e-06       1.405294693687e-11       5.770047491346e-07      -5.095982762263e-02      -2.532423922812e-04       5.973957983188e-01       6.920223909205e-01      -6.775629253576e-02      -3.764294657611e-04       8.107877914860e-03      -5.125324673126e-02      -7.724497181678e-28      -6.782614358769e-02      -3.768174284317e-04       8.116232742909e-03      -1.331067730977e-21                     -inf 
       4.713299227047e+00       1.025579280275e-05      -7.069985721917e-02      -2.688640401449e-04       1.224925521928e-06       3.062313804819e-06       1.553338997025e-11       6.124627609639e-07      -5.302489320151e-02      -2.688636733481e-04       5.972411473355e-01       6.917540878078e-01      -7.049384145918e-02      -3.996509866294e-04       8.432997680417e-03      -5.334278362568e-02      -9.071985361767e-28      -7.056651333944e-02      -4.000628700039e-04       8.441687210759e-03      -1.499937694907e-21                     -inf 
       4.807058502799e+00       1.046156375821e-05      -7.350616443637e-02      -2.851091065836e-04       1.298632180987e-06       3.246580452468e-06       1.713552672848e-11       6.493160904936e-07      -5.512962365056e-02      -2.851087017583e-04       5.970834513295e-01       6.914812765685e-01      -7.328330790996e-02      -4.237986162219e-04       8.764065179676e-03      -5.547347917983e-02      -1.062079934303e-27      -7.335885415319e-02      -4.242353738864e-04       8.773095527113e-03      -1.686219999200e-21                     -inf 
       4.905103869121e+00       1.067681461907e-05      -7.649718334370e-02      -3.027766631291e-04       1.378745194921e-06       3.446862987302e-06       1.894896535408e-11       6.893725974605e-07      -5.737288787284e-02      -3.027762152351e-04       5.969152952488e-01       6.911911827095e-01      -7.625563835281e-02      -4.500593469412e-04       9.116591904229e-03      -5.774555736629e-02      -1.248320620800e-27      -7.633424723381e-02      -4.505231539798e-04       9.125985127297e-03      -1.901158623052e-21                     -inf 
       5.003149235442e+00       1.089214045669e-05      -7.954573675927e-02      -3.211524095698e-04       1.462016478754e-06       3.655041196885e-06       2.091206014377e-11       7.310082393771e-07      -5.965930298069e-02      -3.211519150248e-04       5.967438193543e-01       6.908961787278e-01      -7.928435760053e-02      -4.773711148819e-04       9.475545848183e-03      -6.006255326465e-02      -1.462529766814e-27      -7.936608713112e-02      -4.778630525953e-04       9.485308536955e-03      -2.138354296396e-21                     -inf 
       5.101194601764e+00       1.110754127110e-05      -8.265166889867e-02      -3.402496276782e-04       1.548499699136e-06       3.871249247841e-06       2.303377297264e-11       7.742498495682e-07      -6.198875213617e-02      -3.402490826817e-04       5.965690294085e-01       6.905962754148e-01      -8.236926464472e-02      -5.057533837316e-04       9.840886724349e-03      -6.242442012282e-02      -1.708232322196e-27      -8.245417246171e-02      -5.062745523434e-04       9.851025406543e-03      -2.399596958231e-21                     -inf 
       5.199239968086e+00       1.132301706230e-05      -8.581482156792e-02      -3.600815550759e-04       1.638247928274e-06       4.095619820684e-06       2.532340124849e-11       8.191239641368e-07      -6.436111669417e-02      -3.600809556008e-04       5.963909310612e-01       6.902914834591e-01      -8.551015526205e-02      -5.352255304056e-04       1.021257352758e-02      -6.483111068155e-02      -1.989315942471e-27      -8.559829862361e-02      -5.357770488882e-04       1.022309466779e-02      -2.686780216326e-21                     -inf 
       5.297285334407e+00       1.153856783030e-05      -8.903503418793e-02      -3.806613846891e-04       1.731313660291e-06       4.328284150729e-06       2.779058289955e-11       8.656568301457e-07      -6.677627622080e-02      -3.806607264729e-04       5.962095257602e-01       6.899818089230e-01      -8.870682204435e-02      -5.658068436056e-04       1.059056454230e-02      -6.728257718852e-02      -2.310060183599e-27      -8.879825850163e-02      -5.663898538111e-04       1.060147462188e-02      -3.001905049052e-21                     -inf 
       5.395330700729e+00       1.175419357512e-05      -9.231214381176e-02      -4.020022642101e-04       1.827748756262e-06       4.569371890654e-06       3.044530014442e-11       9.138743781308e-07      -6.923410850627e-02      -4.020015427458e-04       5.960248176096e-01       6.896672608993e-01      -9.195905442158e-02      -5.975165223936e-04       1.097481734863e-02      -6.977877140675e-02      -2.675167339585e-27      -9.205384146986e-02      -5.981321869545e-04       1.098612282360e-02      -3.347083557969e-21                     -inf 
       5.493376067051e+00       1.196989429677e-05      -9.564598510410e-02      -4.241172955616e-04       1.927604387786e-06       4.819010969466e-06       3.329788294702e-11       9.638021938932e-07      -7.173448954956e-02      -4.241165060889e-04       5.958368184015e-01       6.893478570614e-01      -9.526663864722e-02      -6.303736747698e-04       1.136528881911e-02      -7.231964459486e-02      -3.089795170967e-27      -9.536483241012e-02      -6.310231683941e-04       1.137699596283e-02      -3.724542735931e-21                     -inf 
       5.605698911992e+00       1.221709775386e-05      -9.953481311283e-02      -4.504210248926e-04       2.046270273079e-06       5.115675682697e-06       3.682283130923e-11       1.023135136539e-06      -7.465111064943e-02      -4.504201513189e-04       5.956173965496e-01       6.889759778875e-01      -9.912362672708e-02      -6.694503086921e-04       1.182020762674e-02      -7.528537115512e-02      -3.632967328947e-27      -9.922579324281e-02      -6.701400345832e-04       1.183238273179e-02      -4.199670572743e-21                     -inf 
       5.718021756933e+00       1.246439961415e-05      -1.034976222823e-01      -4.777774756865e-04       2.169566829746e-06       5.423917074364e-06       4.063814226270e-11       1.084783414873e-06      -7.762321762969e-02      -4.777765110094e-04       5.953936631995e-01       6.885977473426e-01      -1.030526452189e-01      -7.100863349632e-04       1.228316352649e-02      -7.830959703532e-02      -4.257909579342e-27      -1.031588585485e-01      -7.108178962082e-04       1.229581481932e-02      -4.723972986871e-21                     -inf 
       5.830344601875e+00       1.271179987768e-05      -1.075341525985e-01      -5.062061205790e-04       2.297567902469e-06       5.743919756174e-06       4.476107778769e-11       1.148783951235e-06      -8.065061548068e-02      -5.062050573699e-04       5.951656252440e-01       6.882131801243e-01      -1.070533575677e-01      -7.523100285532e-04       1.275408830144e-02      -8.139224656404e-02      -4.974951426642e-27      -1.071636915943e-01      -7.530850583594e-04       1.276722395708e-02      -5.301394020446e-21                     -inf 
       5.942667446816e+00       1.295929854445e-05      -1.116441400231e-01      -5.357263494280e-04       2.430346135978e-06       6.075865339944e-06       4.920952880396e-11       1.215173067989e-06      -8.373310617443e-02      -5.357251798155e-04       5.949332921361e-01       6.878222938607e-01      -1.111254218818e-01      -7.961494971716e-04       1.323291255146e-02      -8.453324323410e-02      -5.795487549178e-27      -1.112399498343e-01      -7.969696554081e-04       1.324654063615e-02      -5.936104368734e-21                     -inf 
       6.054990291758e+00       1.320689561448e-05      -1.158273164653e-01      -5.663574682767e-04       2.567972963082e-06       6.419932407705e-06       5.400202219148e-11       1.283986481541e-06      -8.687048864382e-02      -5.663561839295e-04       5.946966741381e-01       6.874251071058e-01      -1.152684909183e-01      -8.416326785306e-04       1.371956569134e-02      -8.773250967232e-02      -6.732063631858e-27      -1.153872851444e-01      -8.424996497662e-04       1.373369413506e-02      -6.632509216737e-21                     -inf 
       6.167313136699e+00       1.345459108779e-05      -1.200834098058e-01      -5.981186983127e-04       2.710518648978e-06       6.776296622446e-06       5.915772873652e-11       1.355259324489e-06      -9.006255880033e-02      -5.981172904222e-04       5.944557759687e-01       6.870216322823e-01      -1.194822121194e-01      -8.887873376075e-04       1.421397596033e-02      -9.098996764783e-02      -7.798466956118e-27      -1.196053452248e-01      -8.897028391515e-04       1.422861269179e-02      -7.395256235336e-21                     -inf 
       6.279635981640e+00       1.370238496441e-05      -1.244121439707e-01      -6.310291748357e-04       2.858052211503e-06       7.145130528756e-06       6.469646823677e-11       1.429026105751e-06      -9.330910958952e-02      -6.310276340989e-04       5.942106030137e-01       6.866118826641e-01      -1.237662276999e-01      -9.376410639337e-04       1.471607044268e-02      -9.430553811796e-02      -9.009822665256e-27      -1.238937725283e-01      -9.386068458841e-04       1.473122338636e-02      -8.229243682955e-21                     -inf 
       6.395367771161e+00       1.395780219494e-05      -1.289479384464e-01      -6.661606881542e-04       3.015352033712e-06       7.538380084280e-06       7.082558760412e-11       1.507676016856e-06      -9.671095563303e-02      -6.661590002667e-04       5.939535342697e-01       6.861831600920e-01      -1.282534043837e-01      -9.897836365668e-04       1.524136255787e-02      -9.778243496494e-02      -1.042707525336e-26      -1.283855688549e-01      -9.908030716560e-04       1.525705537667e-02      -9.168509374963e-21                     -inf 
       6.511099560681e+00       1.421332389244e-05      -1.335602418785e-01      -7.025532246226e-04       3.178091591192e-06       7.945228977980e-06       7.740620938814e-11       1.589045795596e-06      -1.001701834115e-01      -7.025513785830e-04       5.936919455688e-01       6.857478123056e-01      -1.328144187611e-01      -1.043788855615e-03       1.577465146291e-02      -1.013208521328e-01      -1.203564657668e-26      -1.329512792723e-01      -1.044863860993e-03       1.579089238636e-02      -1.019481868039e-20                     -inf 
       6.626831350202e+00       1.446895005693e-05      -1.382487391092e-01      -7.402274222374e-04       3.346341990431e-06       8.365854976078e-06       8.446221056945e-11       1.673170995216e-06      -1.036865565578e-01      -7.402254064431e-04       5.934258491981e-01       6.853058611545e-01      -1.374488621474e-01      -1.099686297138e-03       1.631585358352e-02      -1.049207003889e-01      -1.385725176989e-26      -1.375904939098e-01      -1.100818814249e-03       1.633265066267e-02      -1.131441911304e-20                     -inf 
       6.742563139722e+00       1.472468068842e-05      -1.430131105569e-01      -7.792038175635e-04       3.520172848525e-06       8.800432121311e-06       9.201822375540e-11       1.760086424262e-06      -1.072598353873e-01      -7.792016197894e-04       5.931552553171e-01       6.848573261844e-01      -1.421563200632e-01      -1.157505327285e-03       1.686488407226e-02      -1.085818895653e-01      -1.591562127514e-26      -1.423027975594e-01      -1.158697324987e-03       1.688224523356e-02      -1.253387808526e-20                     -inf 
       6.858294929243e+00       1.498051578693e-05      -1.478530322647e-01      -8.195028445722e-04       3.699652306663e-06       9.249130766657e-06       1.000996432606e-10       1.849826153331e-06      -1.108897769337e-01      -8.195004519493e-04       5.928801698386e-01       6.844022223092e-01      -1.469363723000e-01      -1.217275099262e-03       1.742165682494e-02      -1.123043285836e-01      -1.823664736277e-26      -1.470877704217e-01      -1.218528582903e-03       1.743959000466e-02      -1.386009262434e-20                     -inf 
       6.974026718763e+00       1.523645535249e-05      -1.527681759161e-01      -8.611448334933e-04       3.884846853491e-06       9.712117133728e-06       1.087326256085e-10       1.942423426746e-06      -1.145761349610e-01      -8.611422324871e-04       5.926006048228e-01       6.839405713676e-01      -1.517885929523e-01      -1.279024550320e-03       1.798608449011e-02      -1.160879254541e-01      -2.084853790757e-26      -1.519449854250e-01      -1.280341548758e-03       1.800459744678e-02      -1.530029915763e-20                     -inf 
       7.089758508284e+00       1.549249938511e-05      -1.577582088216e-01      -9.041500096719e-04       4.075821415315e-06       1.018955353829e-05       1.179440964184e-10       2.037910707657e-06      -1.183186599539e-01      -9.041471860605e-04       5.923165702028e-01       6.834723928897e-01      -1.567125504230e-01      -1.342782398768e-03       1.855807847259e-02      -1.199325872546e-01      -2.378197875698e-26      -1.568740103209e-01      -1.344164968194e-03       1.857717884767e-02      -1.686208332992e-20                     -inf 
       7.220339249146e+00       1.578152054455e-05      -1.634779837256e-01      -9.543349080324e-04       4.298318229118e-06       1.074579557279e-05       1.290667401658e-10       2.149159114559e-06      -1.226084915180e-01      -9.543318152888e-04       5.919907332630e-01       6.829363261379e-01      -1.623538614815e-01      -1.417167818180e-03       1.921243434018e-02      -1.243437402813e-01      -2.751972662669e-26      -1.625211274362e-01      -1.418626887709e-03       1.923220671133e-02      -1.878019067808e-20                     -inf 
       7.350919990008e+00       1.607067469812e-05      -1.692921781594e-01      -1.006309587703e-03       4.528342450392e-06       1.132085612598e-05       1.410020959551e-10       2.264171225196e-06      -1.269691377659e-01      -1.006306205763e-03       5.916592303799e-01       6.823919995564e-01      -1.680853052786e-01      -1.494186931825e-03       1.987617739825e-02      -1.288323776804e-01      -3.176157714707e-26      -1.682584694938e-01      -1.495725200731e-03       1.989663128495e-02      -2.087517704715e-20                     -inf 
       7.481500730870e+00       1.635996184585e-05      -1.752002944937e-01      -1.060102608684e-03       4.765979761671e-06       1.191494940418e-05       1.537923922007e-10       2.382989880836e-06      -1.314002254782e-01      -1.060098916393e-03       5.913220778172e-01       6.818394437506e-01      -1.739062362354e-01      -1.573879958494e-03       2.054917480580e-02      -1.333983618074e-01      -3.656468532780e-26      -1.740853894246e-01      -1.575500159350e-03       2.057031949119e-02      -2.315963593007e-20                     -inf 
       7.612081471733e+00       1.664938198777e-05      -1.812018282015e-01      -1.115742353203e-03       5.011313281017e-06       1.252828320254e-05       1.674811266966e-10       2.505656640509e-06      -1.359013762627e-01      -1.115738328278e-03       5.909792823132e-01       6.812786788694e-01      -1.798159998628e-01      -1.656286741900e-03       2.123129179100e-02      -1.380415535624e-01      -4.199150372423e-26      -1.800012343438e-01      -1.657991668235e-03       2.125313668666e-02      -2.564679547597e-20                     -inf 
       7.742662212595e+00       1.693893512391e-05      -1.872962678748e-01      -1.173257023689e-03       5.264423001406e-06       1.316105750351e-05       1.821130520698e-10       2.632211500703e-06      -1.404722065662e-01      -1.173252642678e-03       5.906308668586e-01       6.807097432328e-01      -1.858139328124e-01      -1.741446745434e-03       2.192239166510e-02      -1.427618123793e-01      -4.811016646335e-26      -1.860053372513e-01      -1.743239203624e-03       2.194494568925e-02      -2.835053688510e-20                     -inf 
       7.873242953457e+00       1.722862125430e-05      -1.934830952756e-01      -1.232674640754e-03       5.525386436609e-06       1.381346609152e-05       1.977341996464e-10       2.762693218305e-06      -1.451123277135e-01      -1.232669879001e-03       5.902768369531e-01       6.801326558345e-01      -1.918993629629e-01      -1.829399046965e-03       2.262233584585e-02      -1.475589962403e-01      -5.499489202037e-26      -1.920970282235e-01      -1.831281909758e-03       2.264560811311e-02      -3.128541299324e-20                     -inf 
       8.003823694319e+00       1.751844037897e-05      -1.997617853909e-01      -1.294023041197e-03       5.794277889009e-06       1.448569472252e-05       2.143918561055e-10       2.897138944504e-06      -1.498213459480e-01      -1.294017872800e-03       5.899172129877e-01       6.795474523346e-01      -1.980716095108e-01      -1.920182333689e-03       2.333098388015e-02      -1.524329616933e-01      -6.272640903759e-26      -1.982756236148e-01      -1.922158492880e-03       2.335498310595e-02      -3.446666679921e-20                     -inf 
       8.144849101453e+00       1.783159043044e-05      -2.066452493770e-01      -1.362478966038e-03       6.093663981734e-06       1.523415995434e-05       2.336021033635e-10       3.046831990867e-06      -1.549839446992e-01      -1.362473327896e-03       5.895225548845e-01       6.789063554107e-01      -2.048342661462e-01      -2.021450883538e-03       2.410592587100e-02      -1.577828497727e-01      -7.212872685088e-26      -2.050452358346e-01      -2.023531102408e-03       2.413071992309e-02      -3.819751405786e-20                     -inf 
       8.285874508586e+00       1.814489560257e-05      -2.136345603633e-01      -1.433253732520e-03       6.402466643675e-06       1.600616660919e-05       2.541407795017e-10       3.201233321838e-06      -1.602259287691e-01      -1.433247591251e-03       5.891214045333e-01       6.782558601816e-01      -2.116964989848e-01      -2.126113775073e-03       2.489067212027e-02      -1.632219402298e-01      -8.274133359734e-26      -2.119145259995e-01      -2.128301527429e-03       2.491627089699e-02      -4.225539341714e-20                     -inf 
       8.426899915719e+00       1.845835589538e-05      -2.207290306734e-01      -1.506381667240e-03       6.720767912951e-06       1.680191978238e-05       2.760724150924e-10       3.360383956475e-06      -1.655467824053e-01      -1.506374987738e-03       5.887137804567e-01       6.775960040437e-01      -2.186574169091e-01      -2.234218164708e-03       2.568503852042e-02      -1.687500467465e-01      -9.469527976608e-26      -2.188826019809e-01      -2.236516970983e-03       2.571145171719e-02      -4.666236906339e-20                     -inf 
       8.567925322853e+00       1.877197130891e-05      -2.279279636488e-01      -1.581896835655e-03       7.048645694365e-06       1.762161423591e-05       2.994632475587e-10       3.524322847183e-06      -1.709459831189e-01      -1.581889581029e-03       5.882996996260e-01       6.769268228315e-01      -2.257161174346e-01      -2.345810649025e-03       2.648883854420e-02      -1.743669810903e-01      -1.081332203998e-25      -2.259485609870e-01      -2.348224083052e-03       2.651607573508e-02      -5.144154921811e-20                     -inf 
