#scalar perturbations for mode k = 9.845588963938e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:delta_scf             22:theta_scf          
       7.128327019224e-01       1.539950717097e-06      -1.640169207095e-03      -9.438036365980e-07       4.281051566931e-09       1.070262891733e-08       1.224002174574e-15       2.140525783465e-09      -1.230126905321e-03      -9.438036364832e-07       6.012027638684e-01       6.992791211474e-01      -1.640168636948e-03      -1.399252066909e-06       1.973366250784e-04      -1.230127791439e-03      -3.576210101099e-41      -1.641860256030e-03      -1.400695227246e-06       1.975401498100e-04      -1.031611700988e-27                     -inf 
       7.129787781741e-01       1.540266695518e-06      -1.640840656487e-03      -9.443836511780e-07       4.283686375604e-09       1.070921593901e-08       1.225258157115e-15       2.141843187802e-09      -1.230630492366e-03      -9.443836510454e-07       6.012026722925e-01       6.992789063027e-01      -1.640839997606e-03      -1.400112290790e-06       1.974173660048e-04      -1.230631516393e-03      -5.511172821071e-41      -1.642532309847e-03      -1.401556338956e-06       1.976209740972e-04      -1.191676223812e-27                     -inf 
       7.136144958768e-01       1.541641822252e-06      -1.643764376364e-03      -9.469106140834e-07       4.295165538568e-09       1.073791384642e-08       1.230736155318e-15       2.147582769284e-09      -1.232823282273e-03      -9.469106138726e-07       6.012022740848e-01       6.992779720821e-01      -1.643763330679e-03      -1.403860049496e-06       1.977689396412e-04      -1.232824907464e-03      -2.194667751850e-40      -1.645458661086e-03      -1.405307965618e-06       1.979729107047e-04      -1.887889756589e-27                     -inf 
       7.142502135794e-01       1.543016952139e-06      -1.646690698906e-03      -9.494420748156e-07       4.306665178050e-09       1.076666294513e-08       1.236233730686e-15       2.153332589025e-09      -1.235018024180e-03      -9.494420745263e-07       6.012018767834e-01       6.992770395378e-01      -1.646689265383e-03      -1.407614481363e-06       1.981208263729e-04      -1.235020252144e-03      -5.635227779896e-40      -1.648387615388e-03      -1.409066271259e-06       1.983251605800e-04      -2.583487707752e-27                     -inf 
       7.148859312821e-01       1.544392085178e-06      -1.649619624092e-03      -9.519780373638e-07       4.318185307586e-09       1.079546326897e-08       1.241750934311e-15       2.159092653793e-09      -1.237214718069e-03      -9.519780369956e-07       6.012014806585e-01       6.992761089681e-01      -1.649617801691e-03      -1.411375592321e-06       1.984730261966e-04      -1.237217550415e-03      -1.153940907310e-39      -1.651319171911e-03      -1.412831261113e-06       1.986777236216e-04      -3.278474497660e-27                     -inf 
       7.155216489848e-01       1.545767221368e-06      -1.652551151895e-03      -9.545185057241e-07       4.329725945705e-09       1.082431486426e-08       1.247287818807e-15       2.164862972852e-09      -1.239413363921e-03      -9.545185052764e-07       6.012010856876e-01       6.992751803437e-01      -1.652548939578e-03      -1.415143388308e-06       1.988255391087e-04      -1.239416802265e-03      -2.057730972045e-39      -1.654253330679e-03      -1.416602941164e-06       1.990305998316e-04      -3.972854542573e-27                     -inf 
       7.161573666874e-01       1.547142360711e-06      -1.655485282294e-03      -9.570634838940e-07       4.341287116053e-09       1.085321779013e-08       1.252844438362e-15       2.170643558027e-09      -1.241613961720e-03      -9.570634833665e-07       6.012006915510e-01       6.992742533042e-01      -1.655482679019e-03      -1.418917875268e-06       1.991783651058e-04      -1.241618007677e-03      -3.342172853821e-39      -1.657190092594e-03      -1.420381318151e-06       1.993837893185e-04      -4.666632253698e-27                     -inf 
       7.167930843901e-01       1.548517503206e-06      -1.658422015267e-03      -9.596129758688e-07       4.352868847524e-09       1.088217211881e-08       1.258420848782e-15       2.176434423762e-09      -1.243816511450e-03      -9.596129752611e-07       6.012002976291e-01       6.992733271539e-01      -1.658419019992e-03      -1.422699059138e-06       1.995315041853e-04      -1.243821166639e-03      -5.074752654925e-39      -1.660129459463e-03      -1.424166399584e-06       1.997372922995e-04      -5.359812036475e-27                     -inf 
       7.186320151098e-01       1.552495374279e-06      -1.666931709839e-03      -9.670133017838e-07       4.386487127579e-09       1.096621781895e-08       1.274663571919e-15       2.193243563789e-09      -1.250198782379e-03      -9.670133009416e-07       6.011991561575e-01       6.992706495115e-01      -1.666927574741e-03      -1.433674590121e-06       2.005547867985e-04      -1.250205209028e-03      -1.323252105278e-38      -1.668646795949e-03      -1.435153255663e-06       2.007616310274e-04      -7.361636375176e-27                     -inf 
       7.204709458296e-01       1.556473271728e-06      -1.675463181176e-03      -9.744515276161e-07       4.420277974968e-09       1.105069493742e-08       1.291073601965e-15       2.210138987484e-09      -1.256597385882e-03      -9.744515265359e-07       6.011980207968e-01       6.992679840286e-01      -1.675457897466e-03      -1.444706351705e-06       2.015806890991e-04      -1.256605597635e-03      -2.735839883082e-38      -1.677185916187e-03      -1.446196394608e-06       2.017885913413e-04      -9.358600500416e-27                     -inf 
       7.223098765493e-01       1.560451195552e-06      -1.684016428782e-03      -9.819277500355e-07       4.454241837658e-09       1.113560459415e-08       1.307652230471e-15       2.227120918829e-09      -1.263012321586e-03      -9.819277487136e-07       6.011968911116e-01       6.992653301406e-01      -1.684009987626e-03      -1.455794487580e-06       2.026092110227e-04      -1.263022332156e-03      -4.912005459811e-38      -1.685746820683e-03      -1.457295961117e-06       2.028181733027e-04      -1.135081025070e-26                     -inf 
       7.241488072691e-01       1.564429145751e-06      -1.692591452176e-03      -9.894420657214e-07       4.488379271747e-09       1.122094817937e-08       1.324400787551e-15       2.244189635874e-09      -1.269443589132e-03      -9.894420641542e-07       6.011957606055e-01       6.992626805152e-01      -1.692583844695e-03      -1.466939141452e-06       2.036403525085e-04      -1.269455412302e-03      -8.020288395017e-38      -1.694329528364e-03      -1.468452115871e-06       2.038503791913e-04      -1.333837109835e-26                     -inf 
       7.259877379888e-01       1.568407122326e-06      -1.701188250868e-03      -9.969945713526e-07       4.522690565740e-09       1.130672641435e-08       1.341320531281e-15       2.261345282870e-09      -1.275891188151e-03      -9.969945695365e-07       6.011946378762e-01       6.992600446782e-01      -1.701179468139e-03      -1.478140457027e-06       2.046741134923e-04      -1.275904837775e-03      -1.223100626820e-37      -1.702934012608e-03      -1.479664980146e-06       2.048852058042e-04      -1.532138814966e-26                     -inf 
       7.278266687086e-01       1.572385125276e-06      -1.709806824367e-03      -1.004585363600e-06       4.557176249389e-09       1.139294062347e-08       1.358412797380e-15       2.278588124695e-09      -1.282355118276e-03      -1.004585361532e-06       6.011935179380e-01       6.992574169862e-01      -1.709796857421e-03      -1.489398577999e-06       2.057104939095e-04      -1.282370608277e-03      -1.771626517184e-37      -1.711560287787e-03      -1.490934710692e-06       2.059226548708e-04      -1.729996615531e-26                     -inf 
       7.350935163918e-01       1.588105138949e-06      -1.744077612959e-03      -1.034958131367e-06       4.695166970775e-09       1.173791742694e-08       1.427669327401e-15       2.347583485387e-09      -1.308058209719e-03      -1.034958128263e-06       6.011891232102e-01       6.992471155200e-01      -1.744062877740e-03      -1.534445513945e-06       2.098315540483e-04      -1.308081109882e-03      -5.526495040211e-37      -1.745861654885e-03      -1.536028111289e-06       2.100479659548e-04      -2.507724578144e-26                     -inf 
       7.423603640751e-01       1.603825564494e-06      -1.778688393721e-03      -1.065936245439e-06       4.835914743100e-09       1.208978685775e-08       1.499722767584e-15       2.417957371550e-09      -1.334016295291e-03      -1.065936241240e-06       6.011847872883e-01       6.992369527715e-01      -1.778668746632e-03      -1.580390615833e-06       2.139935137097e-04      -1.334046828525e-03      -1.264873176185e-36      -1.780503206104e-03      -1.582020590957e-06       2.142142169409e-04      -3.279322509355e-26                     -inf 
       7.496272117583e-01       1.619546401910e-06      -1.813639137889e-03      -1.097525669664e-06       4.979447025874e-09       1.244861756468e-08       1.574657090638e-15       2.489723512937e-09      -1.360229353417e-03      -1.097525664307e-06       6.011804974949e-01       6.992269104939e-01      -1.813614432484e-03      -1.627242749052e-06       2.181963691090e-04      -1.360267747053e-03      -2.428715656400e-36      -1.815484941740e-03      -1.628921052496e-06       2.184214078836e-04      -4.045422512836e-26                     -inf 
       7.568940594415e-01       1.635267651198e-06      -1.848929817041e-03      -1.129732367243e-06       5.125790910066e-09       1.281447727516e-08       1.652557819161e-15       2.562895455033e-09      -1.386697362781e-03      -1.129732360665e-06       6.011762604703e-01       6.992169922471e-01      -1.848899903992e-03      -1.675010778297e-06       2.224401164544e-04      -1.386743848614e-03      -4.163986234252e-36      -1.850806801426e-03      -1.676738343886e-06       2.226695314944e-04      -4.806650309577e-26                     -inf 
       7.641609071248e-01       1.650989312357e-06      -1.884560403048e-03      -1.162562300674e-06       5.274973742085e-09       1.318743435521e-08       1.733512235754e-15       2.637486871042e-09      -1.413420302286e-03      -1.162562292808e-06       6.011720697314e-01       6.992071871503e-01      -1.884525130122e-03      -1.723703567480e-06       2.267247519401e-04      -1.413475116618e-03      -6.595656619542e-36      -1.886468767300e-03      -1.725481349942e-06       2.269585855520e-04      -5.563626096015e-26                     -inf 
       7.714277548080e-01       1.666711385387e-06      -1.920530868218e-03      -1.196021431708e-06       5.427022842975e-09       1.356755710744e-08       1.817609313334e-15       2.713511421487e-09      -1.440398151164e-03      -1.196021422486e-06       6.011679204696e-01       6.991974864104e-01      -1.920490080245e-03      -1.773329979662e-06       2.310502717888e-04      -1.440461534847e-03      -9.854089979747e-36      -1.922470817584e-03      -1.775158951099e-06       2.312885673440e-04      -6.316965320218e-26                     -inf 
       7.828897541304e-01       1.691510649364e-06      -1.977957853039e-03      -1.250089868269e-06       5.672741717970e-09       1.418185429492e-08       1.956863661884e-15       2.836370858985e-09      -1.483468389780e-03      -1.250089856763e-06       6.011614647008e-01       6.991823948588e-01      -1.977908043592e-03      -1.853524872886e-06       2.379560063792e-04      -1.483545790606e-03      -1.700571506353e-35      -1.979947998278e-03      -1.855436552212e-06       2.382014239043e-04      -7.499296364471e-26                     -inf 
       7.943517534527e-01       1.716310938026e-06      -2.036230240572e-03      -1.305761888393e-06       5.925766167961e-09       1.481441541990e-08       2.104527165977e-15       2.962883083980e-09      -1.527172680430e-03      -1.305761874420e-06       6.011551062956e-01       6.991675366648e-01      -2.036171004455e-03      -1.936099324231e-06       2.449634318843e-04      -1.527264727298e-03      -2.711801494486e-35      -2.038271046913e-03      -1.938096164511e-06       2.452160761224e-04      -8.676483819815e-26                     -inf 
       8.058137527751e-01       1.741112251372e-06      -2.095347926309e-03      -1.363060875953e-06       6.186203182204e-09       1.546550795551e-08       2.260975250801e-15       3.093101591102e-09      -1.571510944732e-03      -1.363060859320e-06       6.011488373253e-01       6.991528922183e-01      -2.095278846378e-03      -2.021088101249e-06       2.520725334509e-04      -1.571618285058e-03      -4.079346471839e-35      -2.097439848175e-03      -2.023172592577e-06       2.523325092812e-04      -9.850897760769e-26                     -inf 
       8.172757520974e-01       1.765914589404e-06      -2.155310807170e-03      -1.422010210577e-06       6.454159740194e-09       1.613539935049e-08       2.426594364383e-15       3.227079870097e-09      -1.616483105378e-03      -1.422010191082e-06       6.011426505555e-01       6.991384436007e-01      -2.155231454163e-03      -2.108525966699e-06       2.592832962100e-04      -1.616606405358e-03      -5.867587978242e-35      -2.157454287294e-03      -2.110700635562e-06       2.595507085621e-04      -1.102490086780e-25                     -inf 
       8.287377514197e-01       1.790717952121e-06      -2.216118781408e-03      -1.482633267650e-06       6.729742812984e-09       1.682435703246e-08       2.601782138099e-15       3.364871406492e-09      -1.662089086057e-03      -1.482633245081e-06       6.011365393053e-01       6.991241743459e-01      -2.216028713769e-03      -2.198447678519e-06       2.665957052840e-04      -1.662229030937e-03      -8.145305422294e-35      -2.218314250259e-03      -2.200715087426e-06       2.668706590896e-04      -1.220085428658e-25                     -inf 
       8.401997507421e-01       1.815522339523e-06      -2.277771748469e-03      -1.544953418309e-06       7.013059364766e-09       1.753264841192e-08       2.786947547392e-15       3.506529682383e-09      -1.708328811353e-03      -1.544953392446e-06       6.011304973255e-01       6.991100692256e-01      -2.277670512172e-03      -2.290887989802e-06       2.740097457812e-04      -1.708486105699e-03      -1.098595084870e-34      -2.280019623984e-03      -2.293250737191e-06       2.742923459627e-04      -1.338112324507e-25                     -inf 
       8.516617500644e-01       1.840327751610e-06      -2.340269608828e-03      -1.608994029492e-06       7.304216352615e-09       1.826054088154e-08       2.982511071853e-15       3.652108176307e-09      -1.755202206623e-03      -1.608994000103e-06       6.011245187658e-01       6.990961141387e-01      -2.340156737208e-03      -2.385881648838e-06       2.815254027808e-04      -1.755377574585e-03      -1.446793445831e-34      -2.342570296133e-03      -2.388342368966e-06       2.818157542385e-04      -1.456808239654e-25                     -inf 
       8.691404854424e-01       1.878156217013e-06      -2.437200748969e-03      -1.710016438742e-06       7.763546162757e-09       1.940886540689e-08       3.301730713136e-15       3.881773081379e-09      -1.827900561729e-03      -1.710016403510e-06       6.011155121092e-01       6.990750936463e-01      -2.437069206855e-03      -2.535734450847e-06       2.931818412815e-04      -1.828104929777e-03      -2.120329747607e-34      -2.439582718898e-03      -2.538349722635e-06       2.934842145311e-04      -1.639639991106e-25                     -inf 
       8.866192208203e-01       1.915987065227e-06      -2.536096035499e-03      -1.815176776350e-06       8.241736094513e-09       2.060434023628e-08       3.647723702992e-15       4.120868047256e-09      -1.902072026627e-03      -1.815176734676e-06       6.011066226663e-01       6.990543500194e-01      -2.535944661630e-03      -2.691728803343e-06       3.050744915460e-04      -1.902307196547e-03      -2.994798023128e-34      -2.538560150331e-03      -2.694504959735e-06       3.053891300627e-04      -1.825439826708e-25                     -inf 
       9.040979561983e-01       1.953820296253e-06      -2.636955125304e-03      -1.924557847977e-06       8.739165294044e-09       2.184791323511e-08       4.022140829622e-15       4.369582647022e-09      -1.977716343982e-03      -1.924557799223e-06       6.010978348707e-01       6.990338462944e-01      -2.636782711256e-03      -2.853987862920e-06       3.172032999516e-04      -1.977984190609e-03      -4.105667699708e-34      -2.639502194620e-03      -2.856931358253e-06       3.175304465375e-04      -2.015078215050e-25                     -inf 
       9.215766915762e-01       1.991655910091e-06      -2.739777678038e-03      -2.038242437180e-06       9.256212909408e-09       2.314053227352e-08       4.426699482852e-15       4.628106454704e-09      -2.054833258533e-03      -2.038242380668e-06       6.010891331302e-01       6.990135477622e-01      -2.739582967280e-03      -3.022634760553e-06       3.295682125335e-04      -2.055135731199e-03      -5.491964045082e-34      -2.742408464132e-03      -3.025752177101e-06       3.299081100806e-04      -2.209443186103e-25                     -inf 
       9.390554269542e-01       2.029493906740e-06      -2.844563355951e-03      -2.156313305521e-06       9.793258202797e-09       2.448314550699e-08       4.863185035523e-15       4.896629101399e-09      -2.133422516969e-03      -2.156313240532e-06       6.010804990962e-01       6.989934186492e-01      -2.844345042910e-03      -3.197792601613e-06       3.421691750606e-04      -2.133761640950e-03      -7.196566247474e-34      -2.847278593972e-03      -3.201090673361e-06       3.425220690864e-04      -2.409443591046e-25                     -inf 
       9.565341623321e-01       2.067334286202e-06      -2.951311823064e-03      -2.278853192676e-06       1.035068005698e-08       2.587670014245e-08       5.333451925822e-15       5.175340028491e-09      -2.213483867305e-03      -2.278853118445e-06       6.010719245935e-01       6.989734362793e-01      -2.951068552179e-03      -3.379584465882e-06       3.550061329224e-04      -2.213861745266e-03      -9.266521723234e-34      -2.954112175925e-03      -3.383070029813e-06       3.553722662583e-04      -2.616012239404e-25                     -inf 
       9.740128977101e-01       2.105177048476e-06      -3.060022744090e-03      -2.405944816498e-06       1.092885735872e-08       2.732214339680e-08       5.839425152902e-15       5.464428679361e-09      -2.295017058076e-03      -2.405944732216e-06       6.010634003387e-01       6.989535782178e-01      -3.059753108876e-03      -3.568133407509e-06       3.680790309361e-04      -2.295435871518e-03      -1.175337797640e-33      -3.062908809679e-03      -3.571813411242e-06       3.684586447075e-04      -2.830108889359e-25                     -inf 
       9.981321228330e-01       2.157400877698e-06      -3.213256744973e-03      -2.588948007128e-06       1.176147768848e-08       2.940369422121e-08       6.599965673015e-15       5.880738844242e-09      -2.409942558740e-03      -2.588947907560e-06       6.010516885557e-01       6.989263250178e-01      -3.212948323510e-03      -3.839638554984e-06       3.865058826591e-04      -2.410421590696e-03      -1.597485967721e-33      -3.216262036636e-03      -3.843598587864e-06       3.869045019324e-04      -3.139742217827e-25                     -inf 
       1.022251347956e+00       2.209629244209e-06      -3.370226086330e-03      -2.780993186603e-06       1.263533712301e-08       3.158834280753e-08       7.437787008406e-15       6.317668561506e-09      -2.527669564761e-03      -2.780993069988e-06       6.010400258286e-01       6.988992115477e-01      -3.369875962309e-03      -4.124567808210e-06       4.053817519388e-04      -2.528213337732e-03      -2.126309063241e-33      -3.373351505075e-03      -4.128821676138e-06       4.057998358869e-04      -3.468302328136e-25                     -inf 
       1.046370573079e+00       2.261862148010e-06      -3.530929891150e-03      -2.982297500559e-06       1.355143145334e-08       3.387857863334e-08       8.358638129898e-15       6.775715726668e-09      -2.648197418379e-03      -2.982297365001e-06       6.010283796390e-01       6.988721804034e-01      -3.530535005633e-03      -4.423244262140e-06       4.247064892509e-04      -2.648810675571e-03      -2.780372607014e-33      -3.534176251306e-03      -4.427806172828e-06       4.251445037465e-04      -3.818623769039e-25                     -inf 
       1.070489798202e+00       2.314099589101e-06      -3.695367281636e-03      -3.193078015743e-06       1.451075554530e-08       3.627688886325e-08       9.368546178751e-15       7.255377772651e-09      -2.771525461247e-03      -3.193077859203e-06       6.010167344753e-01       6.988451961708e-01      -3.694924429650e-03      -4.735990916816e-06       4.444799431732e-04      -2.772213171808e-03      -3.580545247458e-33      -3.698735222406e-03      -4.740875377281e-06       4.449383505575e-04      -4.193684684105e-25                     -inf 
