# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.48588e-07 to 11.3904 h/Mpc,
# number of wavenumbers equal to 581
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:d_tot                  8:phi                    9:psi                
       1.806257916693e-01       1.368771734513e-02      -1.774855614455e+04      -1.762149465956e+04       1.393715618311e-02       1.546615093065e-02      -5.504840992258e+03       2.816023827495e-02       2.816023827495e-02 
       1.838435070877e-01       1.344026436174e-02      -1.805878505452e+04      -1.792422831967e+04       1.368519689082e-02       1.524835048055e-02      -5.599669819218e+03       2.765138317189e-02       2.765138317189e-02 
       1.870612259501e-01       1.319888936422e-02      -1.836490699669e+04      -1.822327550410e+04       1.343942579636e-02       1.497625190455e-02      -5.693328033946e+03       2.715499013329e-02       2.715499013329e-02 
       1.902789480745e-01       1.295556005689e-02      -1.865519507393e+04      -1.850747430574e+04       1.319166385244e-02       1.469868906637e-02      -5.782305298774e+03       2.665449706881e-02       2.665449706881e-02 
       1.934966732933e-01       1.270533498604e-02      -1.892113164345e+04      -1.876872862429e+04       1.293687985491e-02       1.440977950398e-02      -5.864054911545e+03       2.613978107976e-02       2.613978107976e-02 
       1.967144014510e-01       1.244545502935e-02      -1.915666012385e+04      -1.900125012877e+04       1.267226454070e-02       1.407843656851e-02      -5.936757717960e+03       2.560518418169e-02       2.560518418169e-02 
       1.999321324035e-01       1.217555657861e-02      -1.935900603364e+04      -1.920235194557e+04       1.239744718106e-02       1.380674887637e-02      -5.999570990215e+03       2.504989207549e-02       2.504989207549e-02 
       2.031498660160e-01       1.189729010387e-02      -1.952876766947e+04      -1.937254426201e+04       1.211410855050e-02       1.349947211785e-02      -6.052658249270e+03       2.447732201370e-02       2.447732201370e-02 
       2.063676021626e-01       1.161396489718e-02      -1.966982400629e+04      -1.951545198325e+04       1.182561900571e-02       1.312861597452e-02      -6.097162917018e+03       2.389436885854e-02       2.389436885854e-02 
       2.095853407254e-01       1.132990666776e-02      -1.978842605518e+04      -1.963694743323e+04       1.153638231101e-02       1.282386191103e-02      -6.134935620984e+03       2.330982303754e-02       2.330982303754e-02 
       2.128030815939e-01       1.104969750025e-02      -1.989242019979e+04      -1.974441600502e+04       1.125106486418e-02       1.251080851096e-02      -6.168303249543e+03       2.273320341586e-02       2.273320341586e-02 
       2.160208246641e-01       1.077776867749e-02      -1.999032696204e+04      -1.984588442861e+04       1.097417879422e-02       1.222486827676e-02      -6.199794325681e+03       2.217362838601e-02       2.217362838601e-02 
       2.192385698383e-01       1.051777964215e-02      -2.009023803627e+04      -1.994897095022e+04       1.070945077390e-02       1.193489816100e-02      -6.231808970312e+03       2.163868721680e-02       2.163868721680e-02 
       2.224563170246e-01       1.027261767679e-02      -2.019938411731e+04      -2.006049854295e+04       1.045981985439e-02       1.160777622855e-02      -6.266495970918e+03       2.113420688400e-02       2.113420688400e-02 
       2.256740661361e-01       1.004413075439e-02      -2.032376019116e+04      -2.018614453351e+04       1.022716864892e-02       1.137739952076e-02      -6.305642157865e+03       2.066410817051e-02       2.066410817051e-02 
       2.288918170912e-01       9.833229621334e-03      -2.046764857027e+04      -2.032999834320e+04       1.001242402951e-02       1.115127071692e-02      -6.350532994415e+03       2.023020462163e-02       2.023020462163e-02 
       2.321095698126e-01       9.639731861670e-03      -2.063328898938e+04      -2.049423816430e+04       9.815400575373e-03       1.092930241175e-02      -6.401851147901e+03       1.983216336002e-02       1.983216336002e-02 
       2.353273242274e-01       9.462547908920e-03      -2.082078418514e+04      -2.067903957202e+04       9.634988523431e-03       1.072548870849e-02      -6.459647879929e+03       1.946770357072e-02       1.946770357072e-02 
       2.385450802666e-01       9.299634321190e-03      -2.102783699328e+04      -2.088230135713e+04       9.469107057802e-03       1.054627147732e-02      -6.523258052239e+03       1.913260941098e-02       1.913260941098e-02 
       2.417628378650e-01       9.148276475911e-03      -2.125008493881e+04      -2.109995385318e+04       9.314991849949e-03       1.037045203493e-02      -6.591397620636e+03       1.882127231077e-02       1.882127231077e-02 
       2.449805969605e-01       9.005317613156e-03      -2.148154460894e+04      -2.132637233590e+04       9.169428975525e-03       1.020453680505e-02      -6.662294091863e+03       1.852725003531e-02       1.852725003531e-02 
       2.481983574948e-01       8.867555246671e-03      -2.171525529563e+04      -2.155498285083e+04       9.029157195168e-03       1.005399219781e-02      -6.733877414987e+03       1.824391010031e-02       1.824391010031e-02 
       2.514161194121e-01       8.732207235904e-03      -2.194456139459e+04      -2.177950503345e+04       8.891343435350e-03       9.890106515416e-03      -6.804169732004e+03       1.796550415258e-02       1.796550415258e-02 
       2.546338826597e-01       8.596871339770e-03      -2.216321412964e+04      -2.199401001070e+04       8.753541965270e-03       9.752030052670e-03      -6.871305491153e+03       1.768712990609e-02       1.768712990609e-02 
       2.578516471875e-01       8.459984483608e-03      -2.236654388424e+04      -2.219407344734e+04       8.614161038471e-03       9.569603790554e-03      -6.933892303325e+03       1.740554995218e-02       1.740554995218e-02 
       2.610694129478e-01       8.320663595843e-03      -2.255134637516e+04      -2.237664117678e+04       8.472301128673e-03       9.400787435749e-03      -6.990969841109e+03       1.711890207025e-02       1.711890207025e-02 
       2.642871798955e-01       8.178636998476e-03      -2.271611794574e+04      -2.254025282405e+04       8.327686273825e-03       9.242492579804e-03      -7.042080312963e+03       1.682671080746e-02       1.682671080746e-02 
       2.675049479873e-01       8.034321718205e-03      -2.286110355382e+04      -2.268509629177e+04       8.180740579020e-03       9.083144351469e-03      -7.087285115475e+03       1.652976589837e-02       1.652976589837e-02 
       2.707227171822e-01       7.888534847908e-03      -2.298805610348e+04      -2.281277619060e+04       8.032296526657e-03       8.915999658517e-03      -7.127092124622e+03       1.622980855079e-02       1.622980855079e-02 
       2.739404874412e-01       7.742543473453e-03      -2.310020014936e+04      -2.292629688378e+04       7.883643995605e-03       8.750437140483e-03      -7.162449463442e+03       1.592940429902e-02       1.592940429902e-02 
       2.771582587270e-01       7.597860748126e-03      -2.320199160552e+04      -2.302984469250e+04       7.736323956222e-03       8.614203109434e-03      -7.194676452524e+03       1.563169314128e-02       1.563169314128e-02 
       2.803760310039e-01       7.456116882234e-03      -2.329866836963e+04      -2.312836452130e+04       7.591996395762e-03       8.462277848791e-03      -7.225330305095e+03       1.534003420987e-02       1.534003420987e-02 
       2.835938042382e-01       7.318866692993e-03      -2.339569071261e+04      -2.322703259115e+04       7.452244503705e-03       8.287627797766e-03      -7.256039957894e+03       1.505762813429e-02       1.505762813429e-02 
       2.868115783973e-01       7.187400414514e-03      -2.349810431450e+04      -2.333064493579e+04       7.318382101073e-03       8.135541705393e-03      -7.288314014903e+03       1.478713660477e-02       1.478713660477e-02 
       2.900293534504e-01       7.062618667123e-03      -2.360996263174e+04      -2.344306820374e+04       7.191326064079e-03       7.982104601177e-03      -7.323368083169e+03       1.453039137165e-02       1.453039137165e-02 
       2.932471293678e-01       6.944850828463e-03      -2.373368456946e+04      -2.356660489981e+04       7.071411957548e-03       7.877063958965e-03      -7.361926235266e+03       1.428809308023e-02       1.428809308023e-02 
       2.964649061212e-01       6.834069365419e-03      -2.387046592242e+04      -2.370241285624e+04       6.958611680194e-03       7.750763532639e-03      -7.404351648733e+03       1.406017712910e-02       1.406017712910e-02 
       2.996826836836e-01       6.729677773439e-03      -2.401946509107e+04      -2.384970357299e+04       6.852317935183e-03       7.637254111272e-03      -7.450395688428e+03       1.384542748791e-02       1.384542748791e-02 
       3.029004620291e-01       6.630984315796e-03      -2.417926093422e+04      -2.400715729395e+04       6.751826246078e-03       7.509453101757e-03      -7.499641653902e+03       1.364240572216e-02       1.364240572216e-02 
       3.061182411328e-01       6.537036871029e-03      -2.434724128937e+04      -2.417232638508e+04       6.656167052083e-03       7.407923663793e-03      -7.551317800054e+03       1.344914391882e-02       1.344914391882e-02 
       3.093360209709e-01       6.446843169933e-03      -2.452040448211e+04      -2.434240170309e+04       6.564330159790e-03       7.292269168475e-03      -7.604538278106e+03       1.326362283408e-02       1.326362283408e-02 
       3.125538015207e-01       6.359406979244e-03      -2.469531095652e+04      -2.451415132742e+04       6.475300822839e-03       7.195687458471e-03      -7.658284533515e+03       1.308374954058e-02       1.308374954058e-02 
       3.157715827603e-01       6.273750819246e-03      -2.486844843998e+04      -2.468426394180e+04       6.388084028969e-03       7.124940323601e-03      -7.711513577237e+03       1.290755031632e-02       1.290755031632e-02 
       3.189893646686e-01       6.189029265685e-03      -2.503644688531e+04      -2.484954892617e+04       6.301818784683e-03       7.003929863917e-03      -7.763221179330e+03       1.273326659131e-02       1.273326659131e-02 
       3.222071472257e-01       6.104548308195e-03      -2.519634436509e+04      -2.500718516954e+04       6.215798369395e-03       6.902799522984e-03      -7.812520177060e+03       1.255946339259e-02       1.255946339259e-02 
       3.254249304120e-01       6.019830965664e-03      -2.534594993486e+04      -2.515507328320e+04       6.129537231622e-03       6.829727764656e-03      -7.858751038963e+03       1.238517519106e-02       1.238517519106e-02 
       3.286427142092e-01       5.934701364715e-03      -2.548421655668e+04      -2.529220058744e+04       6.042856289365e-03       6.705954350771e-03      -7.901596157858e+03       1.221003952652e-02       1.221003952652e-02 
       3.318604985992e-01       5.849252569348e-03      -2.561123182903e+04      -2.541863276317e+04       5.955850216788e-03       6.615104298386e-03      -7.941077029779e+03       1.203423635631e-02       1.203423635631e-02 
       3.350782835649e-01       5.763790532855e-03      -2.572813007327e+04      -2.553543014652e+04       5.868830572827e-03       6.548543166486e-03      -7.977528106018e+03       1.185839801699e-02       1.185839801699e-02 
       3.382960690899e-01       5.678804917181e-03      -2.583700027485e+04      -2.564457069772e+04       5.782295936427e-03       6.414862387267e-03      -8.011572023909e+03       1.168352995281e-02       1.168352995281e-02 
       3.415138551583e-01       5.594761606283e-03      -2.594005713423e+04      -2.574812895847e+04       5.696720821874e-03       6.352678109258e-03      -8.043862806854e+03       1.151060712772e-02       1.151060712772e-02 
       3.447316417547e-01       5.512203528430e-03      -2.604000221474e+04      -2.584866090188e+04       5.612658029568e-03       6.262843529845e-03      -8.075205132775e+03       1.134074260490e-02       1.134074260490e-02 
       3.479494288644e-01       5.431547623939e-03      -2.613911841065e+04      -2.594830741976e+04       5.530532046481e-03       6.150670423881e-03      -8.106273910064e+03       1.117478659229e-02       1.117478659229e-02 
       3.511672164734e-01       5.353170244478e-03      -2.623969475786e+04      -2.604922876636e+04       5.450726232107e-03       6.049364860293e-03      -8.137749431662e+03       1.101353146502e-02       1.101353146502e-02 
       3.543850045678e-01       5.277383394996e-03      -2.634372616685e+04      -2.615331739029e+04       5.373558096560e-03       5.992830039119e-03      -8.170227151735e+03       1.085759569041e-02       1.085759569041e-02 
       3.576027931346e-01       5.204367081219e-03      -2.645274936471e+04      -2.626204146626e+04       5.299211120532e-03       5.907430088311e-03      -8.204168568439e+03       1.070737402018e-02       1.070737402018e-02 
       3.608205821610e-01       5.134209081900e-03      -2.656777884589e+04      -2.637638237184e+04       5.227774556278e-03       5.809449766301e-03      -8.239881504295e+03       1.056303108881e-02       1.056303108881e-02 
       3.640383716349e-01       5.066847545077e-03      -2.668911789857e+04      -2.649664990383e+04       5.159185490166e-03       5.738717387070e-03      -8.277462288559e+03       1.042444823308e-02       1.042444823308e-02 
       3.672561615444e-01       5.002108935282e-03      -2.681641380308e+04      -2.662253247548e+04       5.093267214406e-03       5.671960681459e-03      -8.316811722125e+03       1.029126770770e-02       1.029126770770e-02 
       3.704739518780e-01       4.939654637876e-03      -2.694832004725e+04      -2.675275874366e+04       5.029674877446e-03       5.609319174698e-03      -8.357529458481e+03       1.016278510595e-02       1.016278510595e-02 
       3.736917426249e-01       4.879096668533e-03      -2.708310937641e+04      -2.688569651185e+04       4.968013431465e-03       5.531673616123e-03      -8.399101601346e+03       1.003820382077e-02       1.003820382077e-02 
       3.769095337743e-01       4.820023590665e-03      -2.721875818796e+04      -2.701942740375e+04       4.907863892271e-03       5.473114806763e-03      -8.440924425686e+03       9.916671776960e-03       9.916671776960e-03 
       3.801273253160e-01       4.762068295101e-03      -2.735338962192e+04      -2.715217624011e+04       4.848852527862e-03       5.401057365087e-03      -8.482439107582e+03       9.797442865157e-03       9.797442865157e-03 
       3.833451172401e-01       4.704935330992e-03      -2.748538682668e+04      -2.728241647938e+04       4.790678481754e-03       5.322018027806e-03      -8.523164931541e+03       9.679906999411e-03       9.679906999411e-03 
       3.865629095371e-01       4.648410411143e-03      -2.761351386235e+04      -2.740898583156e+04       4.733123536412e-03       5.251718701671e-03      -8.562735643274e+03       9.563620477152e-03       9.563620477152e-03 
       3.897807021975e-01       4.592368949304e-03      -2.773701837371e+04      -2.753117776386e+04       4.676060819064e-03       5.184562899381e-03      -8.600928563776e+03       9.448325114993e-03       9.448325114993e-03 
       3.929984952125e-01       4.536759211140e-03      -2.785557117916e+04      -2.764868635897e+04       4.619437655056e-03       5.151824041471e-03      -8.637647088150e+03       9.333914803350e-03       9.333914803350e-03 
       3.962162885733e-01       4.481540601363e-03      -2.796891483290e+04      -2.776125408590e+04       4.563212716862e-03       5.083166638950e-03      -8.672810907366e+03       9.220306838848e-03       9.220306838848e-03 
       3.994340822717e-01       4.426738968765e-03      -2.807722286497e+04      -2.786903172263e+04       4.507412350563e-03       5.029559171682e-03      -8.706468134401e+03       9.107557475465e-03       9.107557475465e-03 
       4.026518762994e-01       4.372424234955e-03      -2.818095803457e+04      -2.797243846569e+04       4.452107719567e-03       4.941804419503e-03      -8.738751714725e+03       8.995806098180e-03       8.995806098180e-03 
       4.058696706487e-01       4.318717385942e-03      -2.828099222561e+04      -2.807228654911e+04       4.397422065112e-03       4.883355978488e-03      -8.769917938723e+03       8.885307606719e-03       8.885307606719e-03 
       4.090874653118e-01       4.265805170334e-03      -2.837865631368e+04      -2.816984005482e+04       4.343545502389e-03       4.843977046613e-03      -8.800364489694e+03       8.776441191337e-03       8.776441191337e-03 
       4.123052602814e-01       4.213822561035e-03      -2.847504202234e+04      -2.826612286579e+04       4.290615494587e-03       4.759389285136e-03      -8.830414185515e+03       8.669488043340e-03       8.669488043340e-03 
       4.155230555504e-01       4.162949553786e-03      -2.857160380218e+04      -2.836252369133e+04       4.238815337481e-03       4.704525825930e-03      -8.860503489579e+03       8.564820679547e-03       8.564820679547e-03 
       4.187408511118e-01       4.113273065516e-03      -2.866919993960e+04      -2.845984782727e+04       4.188233500107e-03       4.643811154393e-03      -8.890886273873e+03       8.462613652266e-03       8.462613652266e-03 
       4.219586469590e-01       4.064848893589e-03      -2.876851911124e+04      -2.855874916814e+04       4.138926816478e-03       4.589409017144e-03      -8.921768254350e+03       8.362984170565e-03       8.362984170565e-03 
       4.251764430853e-01       4.017668626530e-03      -2.886980185923e+04      -2.865944814416e+04       4.090886723998e-03       4.564091332686e-03      -8.953219170638e+03       8.265915144810e-03       8.265915144810e-03 
       4.283942394846e-01       3.971695058993e-03      -2.897307425270e+04      -2.876196886181e+04       4.044075356734e-03       4.511222590417e-03      -8.985246678775e+03       8.171332303471e-03       8.171332303471e-03 
       4.316120361506e-01       3.926877620177e-03      -2.907821606625e+04      -2.886620431974e+04       3.998441182831e-03       4.433026161595e-03      -9.017816749483e+03       8.079126734298e-03       8.079126734298e-03 
       4.348298330774e-01       3.883159438648e-03      -2.918506315401e+04      -2.897201254507e+04       3.953926315403e-03       4.408015877669e-03      -9.050883956274e+03       7.989184254892e-03       7.989184254892e-03 
       4.380476302593e-01       3.840469804496e-03      -2.929330670758e+04      -2.907911731798e+04       3.910458751739e-03       4.345421069872e-03      -9.084360595051e+03       7.901359056757e-03       7.901359056757e-03 
       4.412654276906e-01       3.798747626201e-03      -2.940267151650e+04      -2.918728280538e+04       3.867976264219e-03       4.287350962313e-03      -9.118171145112e+03       7.815522805262e-03       7.815522805262e-03 
       4.444832253659e-01       3.757874138954e-03      -2.951242364007e+04      -2.929581852807e+04       3.826357938477e-03       4.270194191702e-03      -9.152098022001e+03       7.731433228448e-03       7.731433228448e-03 
       4.477010232800e-01       3.717731278488e-03      -2.962177576370e+04      -2.940397983627e+04       3.785483551719e-03       4.216788558898e-03      -9.185906854116e+03       7.648846723465e-03       7.648846723465e-03 
       4.509188214277e-01       3.678199251690e-03      -2.972987505214e+04      -2.951095313640e+04       3.745231111180e-03       4.179308047575e-03      -9.219341832503e+03       7.567514881116e-03       7.567514881116e-03 
       4.541366198040e-01       3.639169323291e-03      -2.983593704275e+04      -2.961598511371e+04       3.705489930933e-03       4.129484742067e-03      -9.252166404040e+03       7.487218000136e-03       7.487218000136e-03 
       4.573544184041e-01       3.600586375045e-03      -2.993954886336e+04      -2.971868259603e+04       3.666203851237e-03       4.069671529467e-03      -9.284256928267e+03       7.407838048701e-03       7.407838048701e-03 
       4.605722172233e-01       3.562419567086e-03      -3.004051801195e+04      -2.981885969744e+04       3.627341492010e-03       4.047721815763e-03      -9.315555047902e+03       7.329314326390e-03       7.329314326390e-03 
       4.637900162569e-01       3.524673250475e-03      -3.013894031194e+04      -2.991660799533e+04       3.588907290539e-03       3.984314472249e-03      -9.346089598852e+03       7.251656613991e-03       7.251656613991e-03 
       4.670078155006e-01       3.487355773105e-03      -3.023493841009e+04      -3.001203528091e+04       3.550909714261e-03       3.950000202953e-03      -9.375894885564e+03       7.174877852091e-03       7.174877852091e-03 
       4.702256149501e-01       3.450498739564e-03      -3.032888227224e+04      -3.010549049490e+04       3.513380974643e-03       3.894213752132e-03      -9.405080843389e+03       7.099046875403e-03       7.099046875403e-03 
       4.734434146010e-01       3.414127739584e-03      -3.042109348722e+04      -3.019727023820e+04       3.476347127939e-03       3.861486716450e-03      -9.433741201132e+03       7.024216234402e-03       7.024216234402e-03 
       4.766612144494e-01       3.378262828643e-03      -3.051185913740e+04      -3.028763405496e+04       3.439828592713e-03       3.839263448556e-03      -9.461958286579e+03       6.950426758009e-03       6.950426758009e-03 
       4.798790144912e-01       3.342937920639e-03      -3.060160854754e+04      -3.037698379640e+04       3.403859905903e-03       3.780077720299e-03      -9.489858854754e+03       6.877748750931e-03       6.877748750931e-03 
       4.830968147225e-01       3.308190546507e-03      -3.069081686611e+04      -3.046576853100e+04       3.368479277142e-03       3.742808427181e-03      -9.517584254226e+03       6.806258666113e-03       6.806258666113e-03 
       4.863146151397e-01       3.274070452934e-03      -3.078009879988e+04      -3.055457859263e+04       3.333737364737e-03       3.720706213816e-03      -9.545319877595e+03       6.736059420487e-03       6.736059420487e-03 
       4.895324157389e-01       3.240602586127e-03      -3.086985185332e+04      -3.064379507995e+04       3.299659568754e-03       3.681964556584e-03      -9.573185459069e+03       6.667202193368e-03       6.667202193368e-03 
       4.927502165167e-01       3.207848558715e-03      -3.096084003491e+04      -3.073417018910e+04       3.266308628625e-03       3.632275751247e-03      -9.601416284803e+03       6.599814266551e-03       6.599814266551e-03 
       4.959680174695e-01       3.175777110089e-03      -3.105294777772e+04      -3.082558821302e+04       3.233652715503e-03       3.609871972427e-03      -9.629976229336e+03       6.533831509234e-03       6.533831509234e-03 
       4.991858185939e-01       3.144359320478e-03      -3.114605781453e+04      -3.091793993099e+04       3.201662374767e-03       3.572390346277e-03      -9.658830851467e+03       6.469193482581e-03       6.469193482581e-03 
       5.024036198867e-01       3.113557588384e-03      -3.123995703115e+04      -3.101102565485e+04       3.170299322719e-03       3.531159147327e-03      -9.687917183354e+03       6.405823280591e-03       6.405823280591e-03 
       5.056214213446e-01       3.083298077640e-03      -3.133403856661e+04      -3.110425817566e+04       3.139488370118e-03       3.502999470321e-03      -9.717051028488e+03       6.343568105118e-03       6.343568105118e-03 
       5.088392229645e-01       3.053535214213e-03      -3.142795904942e+04      -3.119731365030e+04       3.109183120217e-03       3.450653073162e-03      -9.746130415799e+03       6.282335257703e-03       6.282335257703e-03 
       5.120570247432e-01       3.024236929929e-03      -3.152148596232e+04      -3.128997867223e+04       3.079350914299e-03       3.429329384408e-03      -9.775087792064e+03       6.222058064734e-03       6.222058064734e-03 
       5.152748266779e-01       2.995371069713e-03      -3.161437900871e+04      -3.138202851267e+04       3.049959012924e-03       3.405451059799e-03      -9.803852303108e+03       6.162670619717e-03       6.162670619717e-03 
       5.184926287656e-01       2.966913633604e-03      -3.170647021165e+04      -3.147330977184e+04       3.020982979386e-03       3.373431643614e-03      -9.832375381262e+03       6.104123672399e-03       6.104123672399e-03 
       5.217104310035e-01       2.938838720998e-03      -3.179755858299e+04      -3.156363178427e+04       2.992396433406e-03       3.318733375347e-03      -9.860597041789e+03       6.046362988184e-03       6.046362988184e-03 
       5.249282333888e-01       2.911113764020e-03      -3.188737004216e+04      -3.165272811539e+04       2.964166219601e-03       3.287371528916e-03      -9.888433744069e+03       5.989322337422e-03       5.989322337422e-03 
       5.281460359187e-01       2.883716117310e-03      -3.197572371549e+04      -3.174042125080e+04       2.936269279870e-03       3.257705964750e-03      -9.915829948151e+03       5.932955112206e-03       5.932955112206e-03 
       5.313638385907e-01       2.856631963078e-03      -3.206252476035e+04      -3.182661415942e+04       2.908691534892e-03       3.224743071983e-03      -9.942755484956e+03       5.877231635764e-03       5.877231635764e-03 
       5.345816414022e-01       2.829864919550e-03      -3.214788879375e+04      -3.191141552297e+04       2.881436681915e-03       3.200582496758e-03      -9.969244594664e+03       5.822160979155e-03       5.822160979155e-03 
       5.377994443507e-01       2.803433866912e-03      -3.223210207417e+04      -3.199510016261e+04       2.854523942118e-03       3.172419228141e-03      -9.995383595078e+03       5.767781554985e-03       5.767781554985e-03 
       5.410172474337e-01       2.777364697980e-03      -3.231554729707e+04      -3.207803632031e+04       2.827979678458e-03       3.151697764814e-03      -1.002128808453e+04       5.714146372349e-03       5.714146372349e-03 
       5.442350506489e-01       2.751680399104e-03      -3.239859349902e+04      -3.216057997555e+04       2.801827302350e-03       3.122796907275e-03      -1.004706978608e+04       5.661303466684e-03       5.661303466684e-03 
       5.474528539938e-01       2.726393180719e-03      -3.248149074377e+04      -3.224296883971e+04       2.776079245219e-03       3.093947567405e-03      -1.007280346729e+04       5.609277733350e-03       5.609277733350e-03 
       5.506706574662e-01       2.701499536231e-03      -3.256430380200e+04      -3.232525900432e+04       2.750731931549e-03       3.060661264641e-03      -1.009850705337e+04       5.558061297475e-03       5.558061297475e-03 
       5.538884610640e-01       2.676988687601e-03      -3.264701119833e+04      -3.240742390308e+04       2.725774388603e-03       3.035498372736e-03      -1.012417249153e+04       5.507632185949e-03       5.507632185949e-03 
       5.571062647848e-01       2.652846426653e-03      -3.272954895410e+04      -3.248939627422e+04       2.701192157871e-03       3.011156444335e-03      -1.014977895653e+04       5.457962245696e-03       5.457962245696e-03 
       5.603240686266e-01       2.629074073078e-03      -3.281202555414e+04      -3.257128225883e+04       2.676986574019e-03       2.966974455254e-03      -1.017535969663e+04       5.409053046442e-03       5.409053046442e-03 
       5.635418725873e-01       2.605662797809e-03      -3.289443515378e+04      -3.265307688909e+04       2.653148655267e-03       2.940028943454e-03      -1.020091309381e+04       5.360887466029e-03       5.360887466029e-03 
       5.667596766649e-01       2.582618453315e-03      -3.297693715091e+04      -3.273494055148e+04       2.629684345940e-03       2.920891098117e-03      -1.022648915479e+04       5.313475686706e-03       5.313475686706e-03 
       5.699774808573e-01       2.559936992641e-03      -3.305958953374e+04      -3.281693473277e+04       2.606589539765e-03       2.910981036271e-03      -1.025210689641e+04       5.266811227339e-03       5.266811227339e-03 
       5.731952851627e-01       2.537602233495e-03      -3.314227532089e+04      -3.289894983726e+04       2.583847756383e-03       2.866511028061e-03      -1.027773179334e+04       5.220860413695e-03       5.220860413695e-03 
       5.764130895792e-01       2.515595556454e-03      -3.322483873808e+04      -3.298083700705e+04       2.561440034271e-03       2.851606499062e-03      -1.030331701705e+04       5.175584611646e-03       5.175584611646e-03 
       5.796308941049e-01       2.493888392412e-03      -3.330697858585e+04      -3.306230479986e+04       2.539337279276e-03       2.820658876921e-03      -1.032877118447e+04       5.130924501168e-03       5.130924501168e-03 
       5.828486987379e-01       2.472459718718e-03      -3.338848968899e+04      -3.314315551441e+04       2.517518090975e-03       2.801309952352e-03      -1.035403222390e+04       5.086837528572e-03       5.086837528572e-03 
       5.860665034765e-01       2.451297765787e-03      -3.346927756699e+04      -3.322329993956e+04       2.495970483784e-03       2.777323247894e-03      -1.037907205411e+04       5.043299297689e-03       5.043299297689e-03 
       5.892843083190e-01       2.430396782499e-03      -3.354932713648e+04      -3.330272588419e+04       2.474688600924e-03       2.743224003002e-03      -1.040388673508e+04       5.000297872830e-03       5.000297872830e-03 
       5.925021132637e-01       2.409760766018e-03      -3.362875880274e+04      -3.338155380573e+04       2.453676511560e-03       2.725834076975e-03      -1.042851383409e+04       4.957841374336e-03       4.957841374336e-03 
       5.957199183089e-01       2.389396521052e-03      -3.370774135271e+04      -3.345995169119e+04       2.432941149090e-03       2.703635189131e-03      -1.045300582425e+04       4.915944394683e-03       4.915944394683e-03 
       5.989377234530e-01       2.369297322268e-03      -3.378624754788e+04      -3.353789105160e+04       2.412475658466e-03       2.694306378144e-03      -1.047735386389e+04       4.874592185390e-03       4.874592185390e-03 
       6.021555286944e-01       2.349444937281e-03      -3.386409182675e+04      -3.361518539227e+04       2.392261479226e-03       2.660804876275e-03      -1.050149982861e+04       4.833747750669e-03       4.833747750669e-03 
       6.053733340315e-01       2.329832530942e-03      -3.394124362714e+04      -3.369180247631e+04       2.372291654573e-03       2.644169814189e-03      -1.052543371163e+04       4.793397392322e-03       4.793397392322e-03 
       6.085911394629e-01       2.310454660320e-03      -3.401768322361e+04      -3.376771899414e+04       2.352560636365e-03       2.611256008592e-03      -1.054914843513e+04       4.753529139448e-03       4.753529139448e-03 
       6.118089449869e-01       2.291311431646e-03      -3.409348145846e+04      -3.384300127931e+04       2.333068537799e-03       2.589226362666e-03      -1.057266489719e+04       4.714143833487e-03       4.714143833487e-03 
       6.150267506023e-01       2.272412004398e-03      -3.416884018039e+04      -3.391784563118e+04       2.313824683172e-03       2.583279348438e-03      -1.059604461657e+04       4.675260045254e-03       4.675260045254e-03 
       6.182445563075e-01       2.253764306075e-03      -3.424395462188e+04      -3.399244134840e+04       2.294837147717e-03       2.560326523359e-03      -1.061934697240e+04       4.636894483121e-03       4.636894483121e-03 
       6.214623621011e-01       2.235378443162e-03      -3.431905045569e+04      -3.406701030573e+04       2.276116217365e-03       2.523294448370e-03      -1.064264138115e+04       4.599067341259e-03       4.599067341259e-03 
       6.246801679819e-01       2.217256103572e-03      -3.439423698297e+04      -3.414165872327e+04       2.257663612912e-03       2.505701220607e-03      -1.066596111406e+04       4.561782359678e-03       4.561782359678e-03 
       6.278979739483e-01       2.199376500603e-03      -3.446927172305e+04      -3.421614631481e+04       2.239458171376e-03       2.501301261909e-03      -1.068923108913e+04       4.524997087321e-03       4.524997087321e-03 
       6.311157799992e-01       2.181733360794e-03      -3.454412281033e+04      -3.429044171411e+04       2.221493499995e-03       2.466476235919e-03      -1.071244152454e+04       4.488697993048e-03       4.488697993048e-03 
       6.343335861332e-01       2.164314263588e-03      -3.461866462655e+04      -3.436442246160e+04       2.203756956112e-03       2.458942740780e-03      -1.073555401509e+04       4.452860066780e-03       4.452860066780e-03 
       6.716080021207e-01       1.977592127950e-03      -3.545885519184e+04      -3.519829436141e+04       2.013631983474e-03       2.249231237969e-03      -1.099606562254e+04       4.068699241467e-03       4.068699241467e-03 
       7.165587080684e-01       1.784099004883e-03      -3.641485583159e+04      -3.614729245800e+04       1.816612616829e-03       2.014889955165e-03      -1.129253493560e+04       3.670606803683e-03       3.670606803683e-03 
