# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.48588e-07 to 11.3904 h/Mpc,
# number of wavenumbers equal to 581
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:d_tot                  8:phi                    9:psi                
       1.248932601440e-02       1.615330125335e-01      -9.976659620891e+02      -9.864874278906e+02       1.644569862951e-01       1.806766637809e-01      -3.082448514846e+02       3.299981179529e-01       3.299981179529e-01 
       1.261818816033e-02       1.609158458111e-01      -1.014600650354e+03      -1.003252844257e+03       1.638290503107e-01       1.800227561328e-01      -3.134850548530e+02       3.287846547224e-01       3.287846547224e-01 
       1.274708660356e-02       1.603014952694e-01      -1.031610408352e+03      -1.020093422392e+03       1.632039634101e-01       1.793578530477e-01      -3.187487152741e+02       3.275747941016e-01       3.275747941016e-01 
       1.287602125695e-02       1.596896125000e-01      -1.048693133175e+03      -1.037007094266e+03       1.625813750811e-01       1.787064202031e-01      -3.240351689144e+02       3.263683513769e-01       3.263683513769e-01 
       1.300499206084e-02       1.590801372509e-01      -1.065847518585e+03      -1.053992580579e+03       1.619612256503e-01       1.780713764353e-01      -3.293440132657e+02       3.251654079883e-01       3.251654079883e-01 
       1.313399898236e-02       1.584733141520e-01      -1.083071909774e+03      -1.071048441247e+03       1.613437603534e-01       1.774614422732e-01      -3.346747825902e+02       3.239659736298e-01       3.239659736298e-01 
       1.326304201474e-02       1.578687801680e-01      -1.100364725198e+03      -1.088172845512e+03       1.607286150405e-01       1.768330770723e-01      -3.400269475887e+02       3.227699928087e-01       3.227699928087e-01 
       1.339212117666e-02       1.572664227834e-01      -1.117724374251e+03      -1.105364534705e+03       1.601156775337e-01       1.761708762782e-01      -3.454001100703e+02       3.215775333838e-01       3.215775333838e-01 
       1.352123651170e-02       1.566665766143e-01      -1.135149093979e+03      -1.122621448418e+03       1.595052817408e-01       1.755134325203e-01      -3.507936149057e+02       3.203884201225e-01       3.203884201225e-01 
       1.365038808780e-02       1.560692011912e-01      -1.152637860402e+03      -1.139942742802e+03       1.588973883936e-01       1.748877793321e-01      -3.562071714842e+02       3.192028097873e-01       3.192028097873e-01 
       1.377957599677e-02       1.554740364399e-01      -1.170188498686e+03      -1.157326283925e+03       1.582917354706e-01       1.742866793898e-01      -3.616401169247e+02       3.180205154521e-01       3.180205154521e-01 
       1.390880035384e-02       1.548812086486e-01      -1.187799741539e+03      -1.174770724810e+03       1.576884500422e-01       1.736653398404e-01      -3.670920655659e+02       3.168416012421e-01       3.168416012421e-01 
       1.403806129729e-02       1.542905202718e-01      -1.205470081223e+03      -1.192274936658e+03       1.570873347394e-01       1.730232625141e-01      -3.725626472203e+02       3.156661347806e-01       3.156661347806e-01 
       1.416735898803e-02       1.537019364759e-01      -1.223198160087e+03      -1.209837379059e+03       1.564883544953e-01       1.723587454524e-01      -3.780513912025e+02       3.144940953674e-01       3.144940953674e-01 
       1.429669360931e-02       1.531154357717e-01      -1.240982432589e+03      -1.227456651157e+03       1.558914874632e-01       1.717404543151e-01      -3.835578061634e+02       3.133254372043e-01       3.133254372043e-01 
       1.442606536638e-02       1.525314687098e-01      -1.258821041284e+03      -1.245130292211e+03       1.552971833974e-01       1.711215942572e-01      -3.890811855513e+02       3.121599424813e-01       3.121599424813e-01 
       1.455547448629e-02       1.519496177891e-01      -1.276712933317e+03      -1.262857992575e+03       1.547050258983e-01       1.705143416222e-01      -3.946213884882e+02       3.109978522786e-01       3.109978522786e-01 
       1.468492121757e-02       1.513696260500e-01      -1.294656635263e+03      -1.280638150960e+03       1.541147571516e-01       1.699080226381e-01      -4.001779288131e+02       3.098391184319e-01       3.098391184319e-01 
       1.481440583012e-02       1.507916702826e-01      -1.312650959590e+03      -1.298469903835e+03       1.535265554066e-01       1.692408650309e-01      -4.057505639137e+02       3.086838797869e-01       3.086838797869e-01 
       1.494392861493e-02       1.502157905254e-01      -1.330693759430e+03      -1.316350344948e+03       1.529404576351e-01       1.686229699064e-01      -4.113383478307e+02       3.075317339193e-01       3.075317339193e-01 
       1.507348988403e-02       1.496420859083e-01      -1.348784367033e+03      -1.334279253026e+03       1.523565654195e-01       1.679912262514e-01      -4.169412333751e+02       3.063829661366e-01       3.063829661366e-01 
       1.520308997027e-02       1.490704195827e-01      -1.366921126705e+03      -1.352255023547e+03       1.517747409409e-01       1.673904759020e-01      -4.225586865466e+02       3.052374830876e-01       3.052374830876e-01 
       1.533272922732e-02       1.485007303044e-01      -1.385102896583e+03      -1.370276775602e+03       1.511949235716e-01       1.668105855439e-01      -4.281904268334e+02       3.040953751273e-01       3.040953751273e-01 
       1.546240802948e-02       1.479329797248e-01      -1.403328266724e+03      -1.388342518214e+03       1.506170740528e-01       1.661945363838e-01      -4.338359002299e+02       3.029565331203e-01       3.029565331203e-01 
       1.559212677176e-02       1.473673196060e-01      -1.421595627561e+03      -1.406451133605e+03       1.500413444812e-01       1.655735042398e-01      -4.394947127520e+02       3.018209638006e-01       3.018209638006e-01 
       1.572188586971e-02       1.468034386141e-01      -1.439903968739e+03      -1.424601551943e+03       1.494674233660e-01       1.649213910928e-01      -4.451665513860e+02       3.006887223020e-01       3.006887223020e-01 
       1.585168575954e-02       1.462416455151e-01      -1.458251876135e+03      -1.442792501353e+03       1.488956197089e-01       1.643187022382e-01      -4.508509570047e+02       2.995597610556e-01       2.995597610556e-01 
       1.598152689804e-02       1.456817431610e-01      -1.476637360572e+03      -1.461021582725e+03       1.483257343772e-01       1.637174590315e-01      -4.565472337674e+02       2.984338747237e-01       2.984338747237e-01 
       1.611140976265e-02       1.451237926605e-01      -1.495060113101e+03      -1.479289169495e+03       1.477578309803e-01       1.631404012313e-01      -4.622554496197e+02       2.973113621037e-01       2.973113621037e-01 
       1.624133485152e-02       1.445676532981e-01      -1.513517919007e+03      -1.497592491236e+03       1.471917663181e-01       1.625497341705e-01      -4.679747928848e+02       2.961919420924e-01       2.961919420924e-01 
       1.637130268356e-02       1.440133189992e-01      -1.532009726296e+03      -1.515930837403e+03       1.466275352465e-01       1.618852694899e-01      -4.737050667582e+02       2.950757328698e-01       2.950757328698e-01 
       1.650131379857e-02       1.434608894910e-01      -1.550535377843e+03      -1.534304077863e+03       1.460652387697e-01       1.613033575867e-01      -4.794461217819e+02       2.939628700069e-01       2.939628700069e-01 
       1.663136875729e-02       1.429101565754e-01      -1.569092373112e+03      -1.552709786674e+03       1.455046667639e-01       1.606852265831e-01      -4.851972790474e+02       2.928531593009e-01       2.928531593009e-01 
       1.676146814158e-02       1.423615531765e-01      -1.587679853236e+03      -1.571146626262e+03       1.449462526097e-01       1.601095482930e-01      -4.909580901650e+02       2.917465491709e-01       2.917465491709e-01 
       1.689161255454e-02       1.418151443349e-01      -1.606296539781e+03      -1.589613156166e+03       1.443900613275e-01       1.595193994392e-01      -4.967281526215e+02       2.906430168053e-01       2.906430168053e-01 
       1.702180262069e-02       1.412695753275e-01      -1.624942193087e+03      -1.608111068819e+03       1.438347390659e-01       1.589405375788e-01      -5.025078835438e+02       2.895430131257e-01       2.895430131257e-01 
       1.715203898614e-02       1.407261392897e-01      -1.643614218652e+03      -1.626636005073e+03       1.432815774848e-01       1.582951357101e-01      -5.082960614002e+02       2.884460260694e-01       2.884460260694e-01 
       1.728232231878e-02       1.401848932628e-01      -1.662311765154e+03      -1.645186837342e+03       1.427306334988e-01       1.576930221053e-01      -5.140922721219e+02       2.873520235936e-01       2.873520235936e-01 
       1.741265330851e-02       1.396449285642e-01      -1.681035103240e+03      -1.663765526403e+03       1.421810005750e-01       1.571056536716e-01      -5.198970656039e+02       2.862615036296e-01       2.862615036296e-01 
       1.754303266748e-02       1.391070170065e-01      -1.699781158601e+03      -1.682367599970e+03       1.416334475993e-01       1.565610138885e-01      -5.257090945260e+02       2.851739020475e-01       2.851739020475e-01 
       1.767346113031e-02       1.385709403061e-01      -1.718549092760e+03      -1.700992483727e+03       1.410877567715e-01       1.559778037881e-01      -5.315282228453e+02       2.840893318970e-01       2.840893318970e-01 
       1.780393945437e-02       1.380365454775e-01      -1.737338717838e+03      -1.719640243834e+03       1.405437761904e-01       1.553762323463e-01      -5.373544450416e+02       2.830079691816e-01       2.830079691816e-01 
       1.793446842009e-02       1.375035896462e-01      -1.756150104765e+03      -1.738311597184e+03       1.400012645956e-01       1.547536030301e-01      -5.431879554897e+02       2.819300775436e-01       2.819300775436e-01 
       1.806504883119e-02       1.369722689782e-01      -1.774978972901e+03      -1.757001740809e+03       1.394604135888e-01       1.541691776421e-01      -5.490272398938e+02       2.808550305292e-01       2.808550305292e-01 
       1.819568151507e-02       1.364430510727e-01      -1.793826329292e+03      -1.775711119645e+03       1.389216937132e-01       1.536254810532e-01      -5.548724624937e+02       2.797830804379e-01       2.797830804379e-01 
       1.832636732311e-02       1.359155639963e-01      -1.812690822982e+03      -1.794438816720e+03       1.383847324590e-01       1.530637229928e-01      -5.607233566411e+02       2.787142469446e-01       2.787142469446e-01 
       1.845710713099e-02       1.353896518909e-01      -1.831572191248e+03      -1.813184871036e+03       1.378493748246e-01       1.524893549726e-01      -5.665799161903e+02       2.776486764342e-01       2.776486764342e-01 
       1.858790183911e-02       1.348653321637e-01      -1.850467481763e+03      -1.831946168184e+03       1.373156356256e-01       1.519143086747e-01      -5.724411689196e+02       2.765860364340e-01       2.765860364340e-01 
       1.871875237294e-02       1.343426891519e-01      -1.869377799867e+03      -1.850723802270e+03       1.367836019566e-01       1.512892081030e-01      -5.783074907467e+02       2.755266531001e-01       2.755266531001e-01 
       1.884965968342e-02       1.338220317548e-01      -1.888300688490e+03      -1.869514853030e+03       1.362535808496e-01       1.506919877981e-01      -5.841779391672e+02       2.744702140083e-01       2.744702140083e-01 
       1.898062474738e-02       1.333026727161e-01      -1.907235812517e+03      -1.888320397586e+03       1.357248856683e-01       1.501618146122e-01      -5.900527551756e+02       2.734169668316e-01       2.734169668316e-01 
       1.911164856799e-02       1.327851034317e-01      -1.926181474737e+03      -1.907137335911e+03       1.351980067311e-01       1.496078197849e-01      -5.959311016471e+02       2.723666518449e-01       2.723666518449e-01 
       1.924273217518e-02       1.322692083572e-01      -1.945137680949e+03      -1.925966180261e+03       1.346728297688e-01       1.490382076007e-01      -6.018131083361e+02       2.713194571745e-01       2.713194571745e-01 
       1.937387662614e-02       1.317551877753e-01      -1.964102828441e+03      -1.944804875228e+03       1.341495542679e-01       1.484280210789e-01      -6.076981728821e+02       2.702752336684e-01       2.702752336684e-01 
       1.950508300578e-02       1.312422899721e-01      -1.983078434803e+03      -1.963656532533e+03       1.336274309176e-01       1.478462551229e-01      -6.135871418688e+02       2.692344733185e-01       2.692344733185e-01 
       1.963635242727e-02       1.307313552917e-01      -2.002060195365e+03      -1.982515178465e+03       1.331072963883e-01       1.472995234418e-01      -6.194782272476e+02       2.681964972526e-01       2.681964972526e-01 
       1.976768603252e-02       1.302220550666e-01      -2.021048383663e+03      -2.001381711807e+03       1.325888231757e-01       1.467705187801e-01      -6.253716912013e+02       2.671615368350e-01       2.671615368350e-01 
       1.989908499278e-02       1.297144995972e-01      -2.040041857675e+03      -2.020254457089e+03       1.320721211157e-01       1.462132420675e-01      -6.312670682995e+02       2.661295027337e-01       2.661295027337e-01 
       2.003055050913e-02       1.292081795153e-01      -2.059042762161e+03      -2.039137147569e+03       1.315566842420e-01       1.456255181533e-01      -6.371654483014e+02       2.651009538389e-01       2.651009538389e-01 
       2.016208381313e-02       1.287039771791e-01      -2.078045160059e+03      -2.058021463125e+03       1.310433892268e-01       1.450281345338e-01      -6.430643356898e+02       2.640749488277e-01       2.640749488277e-01 
       2.029368616739e-02       1.282012530644e-01      -2.097052086467e+03      -2.076912193434e+03       1.305316005328e-01       1.444827566723e-01      -6.489650979447e+02       2.630521545458e-01       2.630521545458e-01 
       2.042535886620e-02       1.276994326099e-01      -2.116062368429e+03      -2.095809496978e+03       1.300207432388e-01       1.439418938423e-01      -6.548677529109e+02       2.620326622804e-01       2.620326622804e-01 
       2.055710323616e-02       1.272000224205e-01      -2.135074708145e+03      -2.114708360065e+03       1.295123231526e-01       1.434231495010e-01      -6.607709033628e+02       2.610159982749e-01       2.610159982749e-01 
       2.068892063687e-02       1.267016916985e-01      -2.154087939648e+03      -2.133610916805e+03       1.290050092767e-01       1.428644072892e-01      -6.666750986563e+02       2.600024686822e-01       2.600024686822e-01 
       2.082081246158e-02       1.262054980352e-01      -2.173098822565e+03      -2.152510916135e+03       1.284998563851e-01       1.422869107458e-01      -6.725785189014e+02       2.589914518120e-01       2.589914518120e-01 
       2.095278013797e-02       1.257102067402e-01      -2.192113517509e+03      -2.171418335528e+03       1.279956368548e-01       1.417138773913e-01      -6.784840772981e+02       2.579841521361e-01       2.579841521361e-01 
       2.108482512878e-02       1.252167297759e-01      -2.211125960435e+03      -2.190324357858e+03       1.274932570929e-01       1.411544260259e-01      -6.843891491307e+02       2.569796342560e-01       2.569796342560e-01 
       2.121694893267e-02       1.247250706915e-01      -2.230136434057e+03      -2.209229315622e+03       1.269927215373e-01       1.406215349746e-01      -6.902938268234e+02       2.559780129800e-01       2.559780129800e-01 
       2.134915308491e-02       1.242351182884e-01      -2.249144299814e+03      -2.228132870402e+03       1.264939190873e-01       1.400809391996e-01      -6.961980138537e+02       2.549793266539e-01       2.549793266539e-01 
       2.148143915828e-02       1.237463439482e-01      -2.268149379397e+03      -2.247036172815e+03       1.259963213911e-01       1.395818150815e-01      -7.021019712867e+02       2.539837387539e-01       2.539837387539e-01 
       2.161380876379e-02       1.232590312792e-01      -2.287150885632e+03      -2.265937732408e+03       1.255002120483e-01       1.390230575213e-01      -7.080053375293e+02       2.529911806084e-01       2.529911806084e-01 
       2.174626355164e-02       1.227734928421e-01      -2.306149785090e+03      -2.284837508381e+03       1.250059047874e-01       1.384393257167e-01      -7.139081246408e+02       2.520017175740e-01       2.520017175740e-01 
       2.187880521204e-02       1.222893755619e-01      -2.325142220541e+03      -2.303733034426e+03       1.245130437365e-01       1.379311883389e-01      -7.198094266949e+02       2.510150869892e-01       2.510150869892e-01 
       2.201143547614e-02       1.218070339735e-01      -2.344130548330e+03      -2.322625212966e+03       1.240219857680e-01       1.374049793367e-01      -7.257096599072e+02       2.500314938293e-01       2.500314938293e-01 
       2.214415611699e-02       1.213260647541e-01      -2.363112957432e+03      -2.341513694480e+03       1.235323266716e-01       1.368675202267e-01      -7.316086399636e+02       2.490509256300e-01       2.490509256300e-01 
       2.227696895047e-02       1.208463127997e-01      -2.382089314965e+03      -2.360398405895e+03       1.230439113726e-01       1.363034249667e-01      -7.375063517587e+02       2.480734271158e-01       2.480734271158e-01 
       2.240987583631e-02       1.203689647390e-01      -2.401058298665e+03      -2.379274862253e+03       1.225579258364e-01       1.357732478498e-01      -7.434015068061e+02       2.470986145047e-01       2.470986145047e-01 
       2.254287867916e-02       1.198922756262e-01      -2.420020428914e+03      -2.398148606876e+03       1.220726260501e-01       1.352188505664e-01      -7.492956323843e+02       2.461270439030e-01       2.461270439030e-01 
       2.267597942956e-02       1.194173004188e-01      -2.438975891694e+03      -2.417017109780e+03       1.215890674403e-01       1.347547207882e-01      -7.551879913848e+02       2.451585096110e-01       2.451585096110e-01 
       2.280918008515e-02       1.189441423709e-01      -2.457919157634e+03      -2.435873516888e+03       1.211073487512e-01       1.342420568808e-01      -7.610766044464e+02       2.441924135703e-01       2.441924135703e-01 
       2.294248269170e-02       1.184726859191e-01      -2.476858811582e+03      -2.454727726909e+03       1.206273621807e-01       1.336882292011e-01      -7.669644919252e+02       2.432297693153e-01       2.432297693153e-01 
       2.307588934435e-02       1.180020706673e-01      -2.495788098099e+03      -2.473575069911e+03       1.201482418713e-01       1.331357158418e-01      -7.728500666900e+02       2.422700979056e-01       2.422700979056e-01 
       2.320940218876e-02       1.175335055464e-01      -2.514706248152e+03      -2.492411079449e+03       1.196711963847e-01       1.326020701863e-01      -7.787321014240e+02       2.413130511015e-01       2.413130511015e-01 
       2.334302342241e-02       1.170658833744e-01      -2.533617248991e+03      -2.511243818748e+03       1.191951222351e-01       1.321173919887e-01      -7.846128947507e+02       2.403593745400e-01       2.403593745400e-01 
       2.347675529581e-02       1.166001176596e-01      -2.552518161928e+03      -2.530066723322e+03       1.187209305101e-01       1.316043468969e-01      -7.904906264807e+02       2.394085298872e-01       2.394085298872e-01 
       2.361060011387e-02       1.161359207110e-01      -2.571404585478e+03      -2.548876097404e+03       1.182483303466e-01       1.310647701009e-01      -7.963641080330e+02       2.384601910975e-01       2.384601910975e-01 
       2.374456023726e-02       1.156731788806e-01      -2.590284658069e+03      -2.567681335297e+03       1.177772148173e-01       1.305574352594e-01      -8.022361698069e+02       2.375152334915e-01       2.375152334915e-01 
       2.387863808380e-02       1.152115537856e-01      -2.609152851016e+03      -2.586477246539e+03       1.173072412553e-01       1.300061803468e-01      -8.081052282002e+02       2.365732005329e-01       2.365732005329e-01 
       2.401283612989e-02       1.147519433750e-01      -2.628008613383e+03      -2.605260797422e+03       1.168393074407e-01       1.295267108038e-01      -8.139703768237e+02       2.356338490512e-01       2.356338490512e-01 
       2.414715691206e-02       1.142935021278e-01      -2.646855867884e+03      -2.624038482859e+03       1.163725708602e-01       1.290208932231e-01      -8.198335857179e+02       2.346977666624e-01       2.346977666624e-01 
       2.428160302848e-02       1.138368267748e-01      -2.665690150387e+03      -2.642803699972e+03       1.159076250190e-01       1.285168695900e-01      -8.256928783717e+02       2.337643970873e-01       2.337643970873e-01 
       2.441617714055e-02       1.133816128013e-01      -2.684510788124e+03      -2.661556847191e+03       1.154441651145e-01       1.280122834154e-01      -8.315483290221e+02       2.328337799473e-01       2.328337799473e-01 
       2.455088197457e-02       1.129275281200e-01      -2.703319227687e+03      -2.680300320722e+03       1.149818601367e-01       1.274636910273e-01      -8.374006694357e+02       2.319061336465e-01       2.319061336465e-01 
       2.468572032343e-02       1.124750740939e-01      -2.722118035853e+03      -2.699035591334e+03       1.145212134449e-01       1.269585275583e-01      -8.432503513275e+02       2.309815882426e-01       2.309815882426e-01 
       2.482069504834e-02       1.120240598896e-01      -2.740902649915e+03      -2.717758172176e+03       1.140620308880e-01       1.264675868910e-01      -8.490959910209e+02       2.300597674026e-01       2.300597674026e-01 
       2.495580908068e-02       1.115746961323e-01      -2.759677724195e+03      -2.736472131211e+03       1.136045263674e-01       1.259640968689e-01      -8.549389046302e+02       2.291410334638e-01       2.291410334638e-01 
       2.509106542386e-02       1.111265010573e-01      -2.778437311980e+03      -2.755173168705e+03       1.131482140396e-01       1.255036903227e-01      -8.607776326637e+02       2.282249947632e-01       2.282249947632e-01 
       2.522646715523e-02       1.106799946165e-01      -2.797192301848e+03      -2.773870743090e+03       1.126936213737e-01       1.249968173507e-01      -8.666152572266e+02       2.273124658642e-01       2.273124658642e-01 
       2.536201742813e-02       1.102348992761e-01      -2.815922254664e+03      -2.792543938331e+03       1.122404567205e-01       1.244527355954e-01      -8.724452682078e+02       2.264017349507e-01       2.264017349507e-01 
       2.549771947389e-02       1.097908512523e-01      -2.834646284904e+03      -2.811214948969e+03       1.117883694477e-01       1.239646080581e-01      -8.782743785514e+02       2.254945555683e-01       2.254945555683e-01 
       2.563357660402e-02       1.093487386207e-01      -2.853355821408e+03      -2.829870793300e+03       1.113382415230e-01       1.234939471607e-01      -8.840987767625e+02       2.245899309162e-01       2.245899309162e-01 
       2.576959221239e-02       1.089081460929e-01      -2.872056606640e+03      -2.848519396633e+03       1.108896615785e-01       1.230152146366e-01      -8.899208480919e+02       2.236884621630e-01       2.236884621630e-01 
       2.590576977752e-02       1.084686724186e-01      -2.890739587865e+03      -2.867152403349e+03       1.104422222619e-01       1.224978088079e-01      -8.957379725976e+02       2.227894776936e-01       2.227894776936e-01 
       2.604211286494e-02       1.080307299643e-01      -2.909413277836e+03      -2.885777203135e+03       1.099963412864e-01       1.219914906497e-01      -9.015524761905e+02       2.218935495754e-01       2.218935495754e-01 
       2.617862512961e-02       1.075940813315e-01      -2.928079407761e+03      -2.904397189030e+03       1.095517825368e-01       1.214662276951e-01      -9.073653580868e+02       2.210009002455e-01       2.210009002455e-01 
       2.631531031849e-02       1.071589734436e-01      -2.946727667523e+03      -2.922999802153e+03       1.091087858120e-01       1.210066280713e-01      -9.131727496994e+02       2.201105672149e-01       2.201105672149e-01 
       2.645217227310e-02       1.067254174291e-01      -2.965364514945e+03      -2.941591757994e+03       1.086673663120e-01       1.205174375745e-01      -9.189767996529e+02       2.192230603339e-01       2.192230603339e-01 
       2.658921493227e-02       1.062930825418e-01      -2.983991478799e+03      -2.960176493453e+03       1.082271942055e-01       1.200740449007e-01      -9.247784364456e+02       2.183385787337e-01       2.183385787337e-01 
       2.672644233492e-02       1.058620270024e-01      -3.002607968578e+03      -2.978752485007e+03       1.077883269476e-01       1.195527601496e-01      -9.305773147916e+02       2.174570132973e-01       2.174570132973e-01 
       2.686385862295e-02       1.054326441499e-01      -3.021210798554e+03      -2.997314835073e+03       1.073511556834e-01       1.190715547960e-01      -9.363719079119e+02       2.165779840355e-01       2.165779840355e-01 
       2.700146804427e-02       1.050046879341e-01      -3.039801505545e+03      -3.015866328351e+03       1.069154352503e-01       1.185770855257e-01      -9.421630612116e+02       2.157016665610e-01       2.157016665610e-01 
       2.713927495589e-02       1.045778107735e-01      -3.058379350005e+03      -3.034407555707e+03       1.064808173322e-01       1.181091351628e-01      -9.479508674773e+02       2.148280561322e-01       2.148280561322e-01 
       2.727728382713e-02       1.041526428952e-01      -3.076954208083e+03      -3.052946510862e+03       1.060479377917e-01       1.176668225057e-01      -9.537379125990e+02       2.139577055253e-01       2.139577055253e-01 
       2.741549924302e-02       1.037286071282e-01      -3.095516834175e+03      -3.071475100091e+03       1.056162135009e-01       1.171847282959e-01      -9.595216603537e+02       2.130900052569e-01       2.130900052569e-01 
       2.755392590767e-02       1.033060064766e-01      -3.114069129321e+03      -3.089994377930e+03       1.051859484470e-01       1.166695419596e-01      -9.653024760692e+02       2.122250062092e-01       2.122250062092e-01 
       2.769256864796e-02       1.028847437233e-01      -3.132609640855e+03      -3.108503509192e+03       1.047570443366e-01       1.162270451228e-01      -9.710799965567e+02       2.113625952309e-01       2.113625952309e-01 
       2.783143241720e-02       1.024650132039e-01      -3.151145878263e+03      -3.127008817365e+03       1.043296992234e-01       1.157515449868e-01      -9.768563249915e+02       2.105031926885e-01       2.105031926885e-01 
       2.797052229901e-02       1.020466967841e-01      -3.169671931524e+03      -3.145505201991e+03       1.039037915567e-01       1.152874240578e-01      -9.826298001858e+02       2.096463970481e-01       2.096463970481e-01 
       2.810984351135e-02       1.016296028581e-01      -3.188192084524e+03      -3.163997487760e+03       1.034791315291e-01       1.148312839274e-01      -9.884019038944e+02       2.087924834119e-01       2.087924834119e-01 
       2.824940141065e-02       1.012139109000e-01      -3.206697525814e+03      -3.182475685436e+03       1.030558935332e-01       1.143773223620e-01      -9.941695798653e+02       2.079407653815e-01       2.079407653815e-01 
       2.838920149616e-02       1.007994514057e-01      -3.225204118004e+03      -3.200956565165e+03       1.026339160924e-01       1.138602790674e-01      -9.999380622345e+02       2.070922962463e-01       2.070922962463e-01 
       2.852924941443e-02       1.003866124140e-01      -3.243702968588e+03      -3.219430246560e+03       1.022135824384e-01       1.133914821681e-01      -1.005704238979e+03       2.062463752197e-01       2.062463752197e-01 
       2.866955096396e-02       9.997442308635e-02      -3.262194397121e+03      -3.237900888187e+03       1.017939212307e-01       1.129832210421e-01      -1.011469213978e+03       2.054031810975e-01       2.054031810975e-01 
       2.881011210009e-02       9.956432768596e-02      -3.280679602311e+03      -3.256361977022e+03       1.013763766861e-01       1.125205140975e-01      -1.017231406249e+03       2.045623440451e-01       2.045623440451e-01 
       2.895093893998e-02       9.915520727915e-02      -3.299165203751e+03      -3.274827270615e+03       1.009598334350e-01       1.120578209887e-01      -1.022994726730e+03       2.037245982840e-01       2.037245982840e-01 
       2.909203776787e-02       9.874753721175e-02      -3.317641383203e+03      -3.293282336952e+03       1.005447606349e-01       1.115542479203e-01      -1.028754922831e+03       2.028890381833e-01       2.028890381833e-01 
       2.923341504057e-02       9.834088466858e-02      -3.336116482222e+03      -3.311739383977e+03       1.001307297716e-01       1.110869149356e-01      -1.034515564292e+03       2.020563168194e-01       2.020563168194e-01 
       2.937507739306e-02       9.793578716989e-02      -3.354591333932e+03      -3.330196065910e+03       9.971827798488e-02       1.106834542918e-01      -1.040276053579e+03       2.012262536558e-01       2.012262536558e-01 
       2.951703164444e-02       9.753205051425e-02      -3.373070205234e+03      -3.348657601462e+03       9.930721272119e-02       1.102315320136e-01      -1.046038050490e+03       2.003991043991e-01       2.003991043991e-01 
       2.965928480405e-02       9.712936222748e-02      -3.391540419154e+03      -3.367112334961e+03       9.889721474685e-02       1.097823064057e-01      -1.051797833425e+03       1.995740910566e-01       1.995740910566e-01 
       2.980184407788e-02       9.672785722147e-02      -3.410014666721e+03      -3.385572465717e+03       9.848842457304e-02       1.092733763469e-01      -1.057559275793e+03       1.987518893849e-01       1.987518893849e-01 
       2.994471687524e-02       9.632822577464e-02      -3.428487226345e+03      -3.404028757794e+03       9.808152912751e-02       1.088395631222e-01      -1.063319572473e+03       1.979319034392e-01       1.979319034392e-01 
       3.008791081566e-02       9.592924139372e-02      -3.446967813828e+03      -3.422497387006e+03       9.767530601039e-02       1.084121316396e-01      -1.069083506486e+03       1.971149551305e-01       1.971149551305e-01 
       3.023143373620e-02       9.553182121202e-02      -3.465448452077e+03      -3.440965098500e+03       9.727066788029e-02       1.079866005208e-01      -1.074847199575e+03       1.963002506984e-01       1.963002506984e-01 
       3.037529369895e-02       9.513551336846e-02      -3.483933147297e+03      -3.459438453896e+03       9.686716425976e-02       1.075141642859e-01      -1.080612609476e+03       1.954880787341e-01       1.954880787341e-01 
       3.051949899891e-02       9.474039752104e-02      -3.502425275654e+03      -3.477920133287e+03       9.646487556736e-02       1.070364023823e-01      -1.086380577503e+03       1.946785139552e-01       1.946785139552e-01 
       3.066405817224e-02       9.434672423607e-02      -3.520924745065e+03      -3.496408793333e+03       9.606405168232e-02       1.065981861476e-01      -1.092150714012e+03       1.938714057046e-01       1.938714057046e-01 
       3.080898000482e-02       9.395415327277e-02      -3.539430626826e+03      -3.514905340764e+03       9.566435130943e-02       1.061872925134e-01      -1.097923221746e+03       1.930667097626e-01       1.930667097626e-01 
       3.095427354121e-02       9.356284211200e-02      -3.557944916789e+03      -3.533410853804e+03       9.526593218517e-02       1.057728826765e-01      -1.103698502673e+03       1.922644148039e-01       1.922644148039e-01 
       3.109994809404e-02       9.317259782600e-02      -3.576473470929e+03      -3.551932017040e+03       9.486860316200e-02       1.053004555174e-01      -1.109478640179e+03       1.914647964344e-01       1.914647964344e-01 
       3.124601325376e-02       9.278348799149e-02      -3.595007454494e+03      -3.570458003976e+03       9.447242671949e-02       1.048469155583e-01      -1.115260299150e+03       1.906671904453e-01       1.906671904453e-01 
       3.139247889891e-02       9.239588780306e-02      -3.613564395918e+03      -3.589008358009e+03       9.407778617449e-02       1.044146356079e-01      -1.121049479123e+03       1.898725338651e-01       1.898725338651e-01 
       3.153935520678e-02       9.200940923417e-02      -3.632133162770e+03      -3.607570481610e+03       9.368428677988e-02       1.040032098431e-01      -1.126842320094e+03       1.890800708192e-01       1.890800708192e-01 
       3.168665266466e-02       9.162370812260e-02      -3.650702545415e+03      -3.626134435344e+03       9.329157883985e-02       1.035831869348e-01      -1.132635679442e+03       1.882891886512e-01       1.882891886512e-01 
