#scalar perturbations for mode k = 1.000000000000e-04 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_scf             19:theta_scf          
       8.701234550672e+01       2.174983613945e-04      -2.203989439724e-05      -1.428193049466e-12       1.061070838943e-08       2.652677097359e-08       6.101233729379e-14       5.305354194717e-09      -1.652992079793e-05      -1.428188777421e-12       5.872304921707e-01       6.583930047359e-01      -2.203989424283e-05      -2.513630070485e-12       2.932168512447e-06      -1.652992095033e-05      -3.317990680890e-40      -3.289842069404e-20      -8.300120287325e-18 
       8.716654798697e+01       2.179366531411e-04      -2.211790663204e-05      -1.435282277714e-12       1.066874266444e-08       2.667185666111e-08       6.159353056589e-14       5.334371332222e-09      -1.658842997403e-05      -1.435271785166e-12       5.873030206086e-01       6.584403346626e-01      -2.211790625386e-05      -2.526671389972e-12       2.942927485361e-06      -1.658843034721e-05      -1.996102065849e-39      -8.022105534758e-20      -4.926423427304e-17 
       8.732075046721e+01       2.183751318528e-04      -2.219602493831e-05      -1.442394128167e-12       1.072701097053e-08       2.681752742634e-08       6.217938035774e-14       5.363505485267e-09      -1.664701870373e-05      -1.442377346706e-12       5.873750997377e-01       6.584871032959e-01      -2.219602433511e-05      -2.539759406594e-12       2.953702040204e-06      -1.664701929878e-05      -5.093833054949e-39      -1.273826390901e-19      -1.240808939634e-16 
       8.747495294746e+01       2.188137975293e-04      -2.227424933598e-05      -1.449528617411e-12       1.078551375529e-08       2.696378438823e-08       6.276991614433e-14       5.392756877645e-09      -1.670568700199e-05      -1.449505478195e-12       5.874467364804e-01       6.585333196096e-01      -2.227424850655e-05      -2.552894185289e-12       2.964492184535e-06      -1.670568782000e-05      -9.662009917440e-39      -1.743842790223e-19      -2.322116034312e-16 
       8.762915542771e+01       2.192526501708e-04      -2.235257984427e-05      -1.456685762021e-12       1.084425152885e-08       2.711062882213e-08       6.336516790183e-14       5.422125764425e-09      -1.676443488321e-05      -1.456656195781e-12       5.875179356630e-01       6.585789901669e-01      -2.235257878736e-05      -2.566075791026e-12       2.975297925794e-06      -1.676443592529e-05      -1.573823423622e-38      -2.212270737713e-19      -3.732108337192e-16 
       8.778335790795e+01       2.196916897772e-04      -2.243101648192e-05      -1.463865578549e-12       1.090322500498e-08       2.725806251246e-08       6.396516694298e-14       5.451612502492e-09      -1.682326236146e-05      -1.463829515582e-12       5.875886969533e-01       6.586241156216e-01      -2.243101519630e-05      -2.579304288781e-12       2.986119271382e-06      -1.682326362871e-05      -2.336069736145e-38      -2.679121141647e-19      -5.468446780220e-16 
       8.916679139805e+01       2.236389134602e-04      -2.313946358684e-05      -1.529296380008e-12       1.144294343323e-08       2.860735858307e-08       6.956548268414e-14       5.721471716614e-09      -1.735459769024e-05      -1.529198841364e-12       5.882045387355e-01       6.590054157729e-01      -2.313946019295e-05      -2.700092388417e-12       3.083902533853e-06      -1.735460102761e-05      -1.676765273653e-37      -6.798607575360e-19      -3.484324981305e-15 
       9.055022488814e+01       2.276011856714e-04      -2.385646516637e-05      -1.596565158436e-12       1.200209500795e-08       3.000523751988e-08       7.557312921984e-14       6.001047503977e-09      -1.789234887507e-05      -1.596400177493e-12       5.887877798521e-01       6.593466268640e-01      -2.385645956027e-05      -2.824706988862e-12       3.182947393722e-06      -1.789235437426e-05      -4.704563902452e-37      -1.079946941566e-18      -8.703053642460e-15 
       9.193365837824e+01       2.315785064109e-04      -2.458202955952e-05      -1.665683600908e-12       1.258110238845e-08       3.145275597112e-08       8.201182919679e-14       6.290551194225e-09      -1.843652217020e-05      -1.665444880704e-12       5.893405233658e-01       6.596507607064e-01      -2.458202163356e-05      -2.953195170316e-12       3.283258596155e-06      -1.843652992546e-05      -9.661103122964e-37      -1.468895926067e-18      -1.594121387425e-14 
       9.331709186833e+01       2.355708756786e-04      -2.531616208803e-05      -1.736663217575e-12       1.318039172832e-08       3.295097932081e-08       8.890635701780e-14       6.590195864161e-09      -1.898712156697e-05      -1.736344118934e-12       5.898647144075e-01       6.599205781574e-01      -2.531615173081e-05      -3.085604104247e-12       3.384840524410e-06      -1.898713167509e-05      -1.693986501438e-36      -1.847390487748e-18      -2.497276539957e-14 
       9.470052535842e+01       2.395782934746e-04      -2.605886537230e-05      -1.809515335014e-12       1.380039334955e-08       3.450098337387e-08       9.628257663057e-14       6.900196674774e-09      -1.954414903068e-05      -1.809108864486e-12       5.903621423570e-01       6.601585998849e-01      -2.605885246858e-05      -3.221981038154e-12       3.487697228122e-06      -1.954416159103e-05      -2.698886085553e-36      -2.216074460024e-18      -3.560400741730e-14 
       9.759283411186e+01       2.480051173415e-04      -2.763930588853e-05      -1.967923913122e-12       1.516544620234e-08       3.791361550585e-08       1.133803469708e-13       7.582723101171e-09      -2.072947941932e-05      -1.967310554983e-12       5.913228279123e-01       6.605635139271e-01      -2.763928727136e-05      -3.520129006985e-12       3.706871897962e-06      -2.072949743897e-05      -5.926647209918e-36      -2.957850720621e-18      -6.224688373363e-14 
       1.004851428653e+02       2.564977171029e-04      -2.925718197468e-05      -2.134664608038e-12       1.662694698600e-08       4.156736746499e-08       1.329660676043e-13       8.313473492998e-09      -2.194288648605e-05      -2.133808659010e-12       5.921871846602e-01       6.608580292062e-01      -2.925715708667e-05      -3.836260472292e-12       3.931665098487e-06      -2.194291043453e-05      -1.115630670717e-35      -3.664564378476e-18      -9.383144624664e-14 
       1.033774516187e+02       2.650560927587e-04      -3.091243441397e-05      -2.309832716594e-12       1.818898415170e-08       4.547246037925e-08       1.553264199442e-13       9.094492075851e-09      -2.318432581839e-05      -2.308694710861e-12       5.929667781338e-01       6.610578341087e-01      -3.091240265985e-05      -4.170808846616e-12       4.162102640114e-06      -2.318435618938e-05      -1.910080617478e-35      -4.340873349006e-18      -1.294707936765e-13 
       1.062697603722e+02       2.736802443090e-04      -3.260497789831e-05      -2.493519619856e-12       1.985571765369e-08       4.963929413424e-08       1.807730938785e-13       9.927858826847e-09      -2.445373343540e-05      -2.492056078487e-12       5.936715486967e-01       6.611761915896e-01      -3.260493864364e-05      -4.524207680436e-12       4.398206386013e-06      -2.445377074696e-05      -3.065935569799e-35      -4.991008576177e-18      -1.683591913731e-13 
       1.091620691256e+02       2.823701717537e-04      -3.433470594068e-05      -2.685812708189e-12       2.163137762768e-08       5.407844406921e-08       2.096443320278e-13       1.081568881384e-08      -2.575102947193e-05      -2.683975878810e-12       5.943100851918e-01       6.612243752763e-01      -3.433465851049e-05      -4.896890387829e-12       4.639994750468e-06      -2.575107426677e-05      -4.695674765251e-35      -5.618822820985e-18      -2.100330604773e-13 
       1.120543778790e+02       2.911258750928e-04      -3.610149454060e-05      -2.886795341988e-12       2.352029417834e-08       5.880073544584e-08       2.423071294991e-13       1.176014708917e-08      -2.707612092779e-05      -2.884532928372e-12       5.948898081124e-01       6.612119752150e-01      -3.610143821809e-05      -5.289290034341e-12       4.887483094295e-06      -2.707617377345e-05      -6.938872925676e-35      -6.227824433160e-18      -2.540263145686e-13 
       1.189227295191e+02       3.121815613726e-04      -4.044474536857e-05      -3.399341720218e-12       2.848547110672e-08       7.121367776680e-08       3.374453834780e-13       1.424273555336e-08      -3.033355906839e-05      -3.395830344308e-12       5.960668302143e-01       6.609853874460e-01      -4.044466480213e-05      -6.302650056625e-12       5.498101126000e-06      -3.033363345354e-05      -1.581137685518e-34      -7.616697613355e-18      -3.664324270032e-13 
       1.257910811591e+02       3.336081695749e-04      -4.499410489283e-05      -3.962299901778e-12       3.417617247925e-08       8.544043119812e-08       4.623752484662e-13       1.708808623962e-08      -3.374557874110e-05      -3.957145117054e-12       5.970160891819e-01       6.605471082062e-01      -4.499399518393e-05      -7.435409257774e-12       6.141049361840e-06      -3.374567834879e-05      -3.250099801149e-34      -8.953549970785e-18      -4.881647216589e-13 
       1.326594327991e+02       3.554056996996e-04      -4.974729202077e-05      -4.576516564124e-12       4.067275094760e-08       1.016818773690e-07       6.249358171222e-13       2.033637547380e-08      -3.731046912946e-05      -4.569237136190e-12       5.977881725405e-01       6.599581062711e-01      -4.974714761676e-05      -8.693310193677e-12       6.816393435673e-06      -3.731059798898e-05      -6.216669792585e-34      -1.026767151431e-17      -6.182371526637e-13 
       1.395277844391e+02       3.775741517469e-04      -5.470191823703e-05      -5.242720367695e-12       4.814112700148e-08       1.203528175037e-07       8.373301470264e-13       2.407056350074e-08      -4.102643885058e-05      -5.232735751125e-12       5.984199403146e-01       6.592621605955e-01      -5.470173288590e-05      -1.008205800057e-11       7.524157551722e-06      -4.102660134223e-05      -1.126830679530e-33      -1.158160416564e-17      -7.562986949301e-13 
       1.463961360791e+02       4.001135257166e-04      -5.985554732236e-05      -5.961531319098e-12       5.663975037053e-08       1.415993759263e-07       1.111206878283e-12       2.831987518527e-08      -4.489166074444e-05      -5.948130306921e-12       5.989402603287e-01       6.584910591528e-01      -5.985531402687e-05      -1.160731703077e-11       8.264334145620e-06      -4.489186160334e-05      -1.958202085174e-33      -1.291116032828e-17      -9.025662814557e-13 
       1.532644877191e+02       4.230238216090e-04      -6.520574081357e-05      -6.733461505206e-12       6.628554351494e-08       1.657138587873e-07       1.461573631116e-12       3.314277175747e-08      -4.890430596901e-05      -6.715795768843e-12       5.993710742068e-01       6.576681268409e-01      -6.520545178477e-05      -1.327470861283e-11       9.036891724631e-06      -4.890455028806e-05      -3.288332942311e-33      -1.426522098453e-17      -1.057225522395e-12 
       1.601328393592e+02       4.463050394239e-04      -7.075009273396e-05      -7.558921012458e-12       7.715682881865e-08       1.928920720466e-07       1.905449312079e-12       3.857841440933e-08      -5.306257004809e-05      -7.535991191305e-12       5.997292855053e-01       6.568106673739e-01      -7.074973934410e-05      -1.508980964558e-11       9.841780831462e-06      -5.306286328017e-05      -5.365816082473e-33      -1.564534880575e-17      -1.220761198777e-12 
       1.692791002638e+02       4.778833899211e-04      -7.843061864917e-05      -8.741794212318e-12       9.379565754147e-08       2.344891438537e-07       2.682675887842e-12       4.689782877073e-08      -5.882296473310e-05      -8.709978369388e-12       6.001152453313e-01       6.556370782812e-01      -7.843016462348e-05      -1.774574133369e-11       1.096369779695e-05      -5.882333218889e-05      -9.922252421557e-33      -1.751086575269e-17      -1.453034514284e-12 
       1.784253611684e+02       5.101194961338e-04      -8.644589597032e-05      -1.002073037505e-11       1.134694102817e-07       2.836735257042e-07       3.753678279334e-12       5.673470514083e-08      -6.483442306586e-05      -9.977294726740e-12       6.004163179291e-01       6.544470999795e-01      -8.644532220741e-05      -2.068635171438e-11       1.214266034591e-05      -6.483487590992e-05      -1.768921615563e-32      -1.936889461789e-17      -1.702818277677e-12 
       1.875716220730e+02       5.430133580624e-04      -9.479076409628e-05      -1.139613009433e-11       1.371977774335e-07       3.429944435839e-07       5.260165851389e-12       6.859888871677e-08      -7.109307462378e-05      -1.133757625365e-11       6.006473956135e-01       6.532561798957e-01      -9.479004911889e-05      -2.392444353793e-11       1.337847174569e-05      -7.109362487294e-05      -3.056378411670e-32      -2.114508002819e-17      -1.971013950706e-12 
       1.967178829776e+02       5.765649757070e-04      -1.034602928928e-04      -1.286792001458e-11       1.635982807536e-07       4.089957018841e-07       7.153331587661e-12       8.179914037681e-08      -7.759522183831e-05      -1.279082919752e-11       6.008360897271e-01       6.520747986473e-01      -1.034594126948e-04      -2.747268566227e-11       1.467091962901e-05      -7.759588235949e-05      -5.138838472237e-32      -2.272503551981e-17      -2.258519315123e-12 
       2.040990129228e+02       6.041210833871e-04      -1.106902091140e-04      -1.412573727630e-11       1.856494166399e-07       4.641235415997e-07       8.925134961541e-12       9.282470831994e-08      -8.301765963661e-05      -1.403109499726e-11       6.009649335611e-01       6.511331347306e-01      -1.106891762510e-04      -3.057085601528e-11       1.575508284862e-05      -8.301841910882e-05      -7.677910697809e-32      -2.374967480500e-17      -2.505180310583e-12 
       2.114801428679e+02       6.321055651247e-04      -1.181261547175e-04      -1.544615431231e-11       2.103282111005e-07       5.258205277513e-07       1.114258549497e-11       1.051641055503e-07      -8.859461961375e-05      -1.533050116179e-11       6.010670932422e-01       6.502047149753e-01      -1.181249503249e-04      -3.388571613252e-11       1.687586762231e-05      -8.859548741015e-05      -1.131042237420e-31      -2.443002795221e-17      -2.765394618207e-12 
       2.188612728131e+02       6.605184209198e-04      -1.257658760900e-04      -1.682991246724e-11       2.404230188051e-07       6.010575470127e-07       1.430263642879e-11       1.202115094025e-07      -9.432441159559e-05      -1.668654655939e-11       6.011300934123e-01       6.492917298539e-01      -1.257644797580e-04      -3.742374515892e-11       1.803315375533e-05      -9.432539751782e-05      -1.644507062504e-31      -2.462946508405e-17      -3.039498245414e-12 
       2.262424027583e+02       6.893596507725e-04      -1.336072144251e-04      -1.827923275416e-11       2.822088363265e-07       7.055220908162e-07       1.968216563025e-11       1.411044181632e-07      -1.002054165503e-04      -1.809437110412e-11       6.011286172147e-01       6.483963787905e-01      -1.336056041486e-04      -4.119137246693e-11       1.922681869636e-05      -1.002065308017e-04      -2.362208811211e-31      -2.418303400959e-17      -3.327880429942e-12 
       2.336235327035e+02       7.186292546831e-04      -1.416481028516e-04      -1.979806905651e-11       3.449274868456e-07       8.623187171139e-07       2.986642583858e-11       1.724637434228e-07      -1.062360844629e-04      -1.954715283166e-11       6.010333957830e-01       6.475210560217e-01      -1.416462549976e-04      -4.519497935574e-11       2.045673742084e-05      -1.062373376058e-04      -3.355102122240e-31      -2.289241218481e-17      -3.630820064262e-12 
       2.410046626486e+02       7.483272326517e-04      -1.498865631520e-04      -2.139239205511e-11       4.315889927826e-07       1.078972481956e-06       4.865976220737e-11       2.157944963913e-07      -1.124149319039e-04      -2.103581996783e-11       6.008238493374e-01       6.466679588799e-01      -1.498844524450e-04      -4.944090038726e-11       2.172277843588e-05      -1.124163348002e-04      -4.715643284219e-31      -2.052206225124e-17      -3.948660038028e-12 
       2.465762943885e+02       7.710284156881e-04      -1.562350509219e-04      -2.265117150540e-11       5.101716752620e-07       1.275429188155e-06       7.202004125302e-11       2.550858376310e-07      -1.171763000330e-04      -2.217528330612e-11       6.005688927837e-01       6.460395534795e-01      -1.562327240657e-04      -5.281024216856e-11       2.270228793086e-05      -1.171778233022e-04      -6.057271630592e-31      -1.785336040827e-17      -4.198655283091e-12 
       2.465788607124e+02       7.710389282159e-04      -1.562380006461e-04      -2.265175443703e-11       5.102797559447e-07       1.275429271006e-06       7.202004722243e-11       2.550858542075e-07      -1.171785123274e-04      -2.217582695037e-11       6.010091012917e-01       6.460392671912e-01      -1.562356736867e-04      -5.281182716806e-11       2.270274381549e-05      -1.171800356534e-04      -6.057962665392e-31      -1.785193289125e-17      -4.198771379166e-12 
       2.465814270362e+02       7.710494407955e-04      -1.562409503932e-04      -2.265233740055e-11       5.103877913332e-07       1.275429449581e-06       7.202006009161e-11       2.550858899290e-07      -1.171807246389e-04      -2.217637055773e-11       6.010088671211e-01       6.460389809050e-01      -1.562386233306e-04      -5.281341219744e-11       2.270319970436e-05      -1.171822480219e-04      -6.058653770490e-31      -1.785050522863e-17      -4.198876854515e-12 
       2.465839933601e+02       7.710599534269e-04      -1.562439001637e-04      -2.265292039657e-11       5.104957805297e-07       1.275429725806e-06       7.202008000423e-11       2.550859451801e-07      -1.171829369680e-04      -2.217691412754e-11       6.010086330952e-01       6.460386946237e-01      -1.562415729979e-04      -5.281499725732e-11       2.270365559755e-05      -1.171844604079e-04      -6.059344947375e-31      -1.784907738102e-17      -4.199003596651e-12 
       2.465954607126e+02       7.711069286646e-04      -1.562570811750e-04      -2.265552582322e-11       5.109777935948e-07       1.275432071843e-06       7.202024934568e-11       2.550864144158e-07      -1.171928227319e-04      -2.217934258789e-11       6.010075889364e-01       6.460374153590e-01      -1.562547535479e-04      -5.282208028169e-11       2.270569275841e-05      -1.171943464261e-04      -6.062434219678e-31      -1.784269645495e-17      -4.199527112084e-12 
       2.466069280652e+02       7.711539049362e-04      -1.562702626451e-04      -2.265813188140e-11       5.114589067860e-07       1.275436322986e-06       7.202055663509e-11       2.550872646725e-07      -1.172027088400e-04      -2.218177032341e-11       6.010065475606e-01       6.460361361438e-01      -1.562679345568e-04      -5.282916390443e-11       2.270773000402e-05      -1.172042327886e-04      -6.065524900646e-31      -1.783631251023e-17      -4.200050794252e-12 
       2.466183954177e+02       7.712008822417e-04      -1.562834445813e-04      -2.266073857597e-11       5.119391111371e-07       1.275442500479e-06       7.202100384186e-11       2.550885001991e-07      -1.172125952976e-04      -2.218419733244e-11       6.010055090287e-01       6.460348570177e-01      -1.562811160316e-04      -5.283624813478e-11       2.270976733567e-05      -1.172141195005e-04      -6.068617012575e-31      -1.782992496949e-17      -4.200564021103e-12 
       2.466298627702e+02       7.712478605813e-04      -1.562966269859e-04      -2.266334590522e-11       5.124184069507e-07       1.275450606071e-06       7.202159154819e-11       2.550901213453e-07      -1.172224821065e-04      -2.218662362104e-11       6.010044733518e-01       6.460335779945e-01      -1.562942979748e-04      -5.284333297604e-11       2.271180475385e-05      -1.172240065638e-04      -6.071710563733e-31      -1.782353362811e-17      -4.201098673369e-12 
       2.466734527126e+02       7.714264450718e-04      -1.563467405002e-04      -2.267326261018e-11       5.142321480643e-07       1.275498813366e-06       7.202510479800e-11       2.550997629090e-07      -1.172600672630e-04      -2.219584014844e-11       6.010005622316e-01       6.460287171054e-01      -1.563444097345e-04      -5.287026960602e-11       2.271955022119e-05      -1.172615926877e-04      -6.083483000397e-31      -1.779920351413e-17      -4.203082605251e-12 
       2.467078746372e+02       7.715674794871e-04      -1.563863187195e-04      -2.268109985751e-11       5.156553598878e-07       1.275556206384e-06       7.202930742376e-11       2.551112415943e-07      -1.172897509439e-04      -2.220311128532e-11       6.009975022230e-01       6.460248796464e-01      -1.563839865676e-04      -5.289154705674e-11       2.272566751382e-05      -1.172912771327e-04      -6.092794146018e-31      -1.777995137949e-17      -4.204660075893e-12 
       2.467422965617e+02       7.717085232189e-04      -1.564259011638e-04      -2.268894248756e-11       5.170707350831e-07       1.275630396797e-06       7.203476528188e-11       2.551260797575e-07      -1.173194377936e-04      -2.221037658859e-11       6.009944669157e-01       6.460210431310e-01      -1.564235676251e-04      -5.291283001934e-11       2.273178558674e-05      -1.173209647468e-04      -6.102118316049e-31      -1.776066455246e-17      -4.206228485355e-12 
       2.467767184863e+02       7.718495762671e-04      -1.564654878329e-04      -2.269679037514e-11       5.184784101075e-07       1.275721158443e-06       7.204147360214e-11       2.551442321664e-07      -1.173491278120e-04      -2.221763630118e-11       6.009914559050e-01       6.460172075589e-01      -1.564631529067e-04      -5.293411849442e-11       2.273790443992e-05      -1.173506555298e-04      -6.111455527069e-31      -1.774134299967e-17      -4.207809070689e-12 
       2.468111404108e+02       7.719906386316e-04      -1.565050787266e-04      -2.270464340093e-11       5.198785183633e-07       1.275828270263e-06       7.204942761527e-11       2.551656546094e-07      -1.173788209987e-04      -2.222489065453e-11       6.009884687953e-01       6.460133729295e-01      -1.565027424124e-04      -5.295541248257e-11       2.274402407334e-05      -1.173803494815e-04      -6.120805795584e-31      -1.772198668928e-17      -4.209380598983e-12 
       2.468922561589e+02       7.723230909173e-04      -1.565983919296e-04      -2.272316887170e-11       5.231486851144e-07       1.276144154813e-06       7.207307132144e-11       2.552288317013e-07      -1.174488059399e-04      -2.224196563745e-11       6.009815220204e-01       6.460043402964e-01      -1.565960523419e-04      -5.300561387111e-11       2.275844816092e-05      -1.174503362262e-04      -6.142891566645e-31      -1.767623568013e-17      -4.213089246419e-12 
       2.469733719070e+02       7.726555949384e-04      -1.566917285889e-04      -2.274172087061e-11       5.263792019559e-07       1.276546909801e-06       7.210354379967e-11       2.553093828759e-07      -1.175188084735e-04      -2.225901474335e-11       6.009747009388e-01       6.459953128832e-01      -1.566893857243e-04      -5.305584588614e-11       2.277287658085e-05      -1.175203405646e-04      -6.165050154476e-31      -1.763029108480e-17      -4.216795951736e-12 
       2.470544876550e+02       7.729881506950e-04      -1.567850887022e-04      -2.276029810740e-11       5.295716935600e-07       1.277033845510e-06       7.214078097966e-11       2.554067701901e-07      -1.175888285977e-04      -2.227604046711e-11       6.009680007341e-01       6.459862906725e-01      -1.567827425573e-04      -5.310610853597e-11       2.278730933285e-05      -1.175903624951e-04      -6.187281778690e-31      -1.758415242888e-17      -4.220511322476e-12 
       2.471356034031e+02       7.733207581869e-04      -1.568784722671e-04      -2.277889942077e-11       5.327277166471e-07       1.277602385852e-06       7.218471846587e-11       2.555204784262e-07      -1.176588663108e-04      -2.229304505035e-11       6.009614167879e-01       6.459772736403e-01      -1.568761228385e-04      -5.315640182896e-11       2.280174641665e-05      -1.176604020157e-04      -6.209586658731e-31      -1.753781925018e-17      -4.224235353612e-12 
       2.472167191512e+02       7.736534174142e-04      -1.569718792812e-04      -2.279752376220e-11       5.358487644435e-07       1.278250060890e-06       7.223529170822e-11       2.556500135971e-07      -1.177289216108e-04      -2.231003051345e-11       6.009549446673e-01       6.459682617565e-01      -1.569695265654e-04      -5.320672577336e-11       2.281618783197e-05      -1.177304591248e-04      -6.231965013781e-31      -1.749129110090e-17      -4.227957456616e-12 
       2.473765314597e+02       7.743089660466e-04      -1.571559761489e-04      -2.283428073149e-11       5.419009799099e-07       1.279748482693e-06       7.235409467708e-11       2.559496982674e-07      -1.178669943397e-04      -2.234344592516e-11       6.009425041959e-01       6.459505216728e-01      -1.571536169467e-04      -5.330596252068e-11       2.284465263580e-05      -1.178685354218e-04      -6.276270144763e-31      -1.739905025858e-17      -4.235273709581e-12 
       2.475363437683e+02       7.749647154948e-04      -1.573401640095e-04      -2.287111708559e-11       5.478334066774e-07       1.281527680017e-06       7.249790794224e-11       2.563055380266e-07      -1.180051353139e-04      -2.237680632424e-11       6.009304503085e-01       6.459328010650e-01      -1.573377983076e-04      -5.340531833962e-11       2.287313424966e-05      -1.180066799694e-04      -6.320863014162e-31      -1.730604748130e-17      -4.242613075570e-12 
       2.476961560768e+02       7.756206657588e-04      -1.575244428446e-04      -2.290802755238e-11       5.536557518135e-07       1.283571630897e-06       7.266623659854e-11       2.567143284831e-07      -1.181433445195e-04      -2.241012178772e-11       6.009187540863e-01       6.459150994709e-01      -1.575220706298e-04      -5.350479329338e-11       2.290163267149e-05      -1.181448927538e-04      -6.365745316740e-31      -1.721227933829e-17      -4.249954451153e-12 
       2.478559683853e+02       7.762768168386e-04      -1.577088126364e-04      -2.294500772924e-11       5.593770695566e-07       1.285865406990e-06       7.285858936106e-11       2.571730839692e-07      -1.182816219432e-04      -2.244340069922e-11       6.009073884945e-01       6.458974163222e-01      -1.577064338952e-04      -5.360438744517e-11       2.293014789927e-05      -1.182831737615e-04      -6.410918757172e-31      -1.711774236887e-17      -4.257297899652e-12 
       2.480157806939e+02       7.769331687342e-04      -1.578932733666e-04      -2.298205394370e-11       5.650058025151e-07       1.288395104662e-06       7.307448096349e-11       2.576790237592e-07      -1.184199675714e-04      -2.247665002445e-11       6.008963282575e-01       6.458797509483e-01      -1.578908880858e-04      -5.370410085820e-11       2.295867993105e-05      -1.184215229791e-04      -6.456385049149e-31      -1.702243310258e-17      -4.264654010488e-12 
