#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_scf             19:theta_scf          
       7.013489505655e-01       1.515126405045e-06      -1.637956910955e-03      -9.566002338619e-07       3.883161124699e-09       9.707902811748e-09       1.007380088701e-15       1.941580562350e-09      -1.228467683216e-03      -9.566002338065e-07       6.011324367779e-01       6.991774406373e-01      -1.637956630453e-03      -1.418308939423e-06       1.970695307720e-04      -1.228468119089e-03      -7.114716587566e-50      -4.900488786231e-27                     -inf 
       7.015538562406e-01       1.515569628586e-06      -1.638913082268e-03      -9.574384298287e-07       3.886568183959e-09       9.716420459897e-09       1.008853943167e-15       1.943284091979e-09      -1.229184811701e-03      -9.574384297483e-07       6.011323278927e-01       6.991771764759e-01      -1.638912675569e-03      -1.419552175281e-06       1.971845320187e-04      -1.229185443673e-03      -1.496312472230e-49      -7.101057274754e-27                     -inf 
       7.017587619157e-01       1.516012852456e-06      -1.639869532494e-03      -9.582771146994e-07       3.889977236233e-09       9.724943090582e-09       1.010329522819e-15       1.944988618116e-09      -1.229902149370e-03      -9.582771145940e-07       6.011322189788e-01       6.991769123285e-01      -1.639868999486e-03      -1.420796136632e-06       1.972995668179e-04      -1.229902977612e-03      -2.571226475644e-49      -9.300981802315e-27                     -inf 
       7.019636675908e-01       1.516456076657e-06      -1.640826261631e-03      -9.591162886181e-07       3.893388282688e-09       9.733470706720e-09       1.011806829324e-15       1.946694141344e-09      -1.230619696223e-03      -9.591162884875e-07       6.011321099998e-01       6.991766481527e-01      -1.640825602204e-03      -1.422040823692e-06       1.974146351697e-04      -1.230620720908e-03      -3.937409842862e-49      -1.150026387385e-26                     -inf 
       7.021685732658e-01       1.516899301187e-06      -1.641783269679e-03      -9.599559517277e-07       3.896801324558e-09       9.742003311396e-09       1.013285864368e-15       1.948400662279e-09      -1.231337452260e-03      -9.599559515721e-07       6.011320009145e-01       6.991763839012e-01      -1.641782483723e-03      -1.423286236673e-06       1.975297370740e-04      -1.231338673559e-03      -5.596055337865e-49      -1.369890499160e-26                     -inf 
       7.023734789409e-01       1.517342526048e-06      -1.642740556639e-03      -9.607961041708e-07       3.900216362850e-09       9.750540907125e-09       1.014766629578e-15       1.950108181425e-09      -1.232055417479e-03      -9.607961039900e-07       6.011318916968e-01       6.991761195433e-01      -1.642739644041e-03      -1.424532375786e-06       1.976448725309e-04      -1.232056835565e-03      -7.548352535161e-49      -1.589690665530e-26                     -inf 
       7.031926303645e-01       1.519114409386e-06      -1.646570288958e-03      -9.641596727399e-07       3.913888606027e-09       9.784721515068e-09       1.020703596007e-15       1.956944303014e-09      -1.234927716719e-03      -9.641596724580e-07       6.011314544311e-01       6.991750624394e-01      -1.646568868980e-03      -1.429521324206e-06       1.981054847272e-04      -1.234929923219e-03      -1.831044055637e-48      -2.467749999266e-26                     -inf 
       7.040117817881e-01       1.520886298000e-06      -1.650404478680e-03      -9.675310730075e-07       3.927592761173e-09       9.818981902932e-09       1.026668324077e-15       1.963796380586e-09      -1.237803359010e-03      -9.675310726240e-07       6.011310176060e-01       6.991740065882e-01      -1.650402549543e-03      -1.434521894287e-06       1.985666331426e-04      -1.237806356683e-03      -3.386123838651e-48      -3.344799339712e-26                     -inf 
       7.048309332118e-01       1.522658191890e-06      -1.654243125761e-03      -9.709103140543e-07       3.941328846229e-09       9.853322115573e-09       1.032660906037e-15       1.970664423115e-09      -1.240682344321e-03      -9.709103135683e-07       6.011305824181e-01       6.991729533682e-01      -1.654240685685e-03      -1.439534099529e-06       1.990283177713e-04      -1.240686135932e-03      -5.427798865334e-48      -4.220848228610e-26                     -inf 
       7.056500846354e-01       1.524430091056e-06      -1.658086230150e-03      -9.742974049747e-07       3.955096894289e-09       9.887742235722e-09       1.038681438299e-15       1.977548447144e-09      -1.243564672613e-03      -9.742974043856e-07       6.011301491086e-01       6.991719030518e-01      -1.658083277349e-03      -1.444557953453e-06       1.994905386054e-04      -1.243569260933e-03      -7.963879654530e-48      -5.095906193520e-26                     -inf 
       7.064692360590e-01       1.526201995498e-06      -1.661933791799e-03      -9.776923548670e-07       3.968896954061e-09       9.922242385154e-09       1.044730021599e-15       1.984448477031e-09      -1.246450343849e-03      -9.776923541740e-07       6.011297169493e-01       6.991708547911e-01      -1.661930324482e-03      -1.449593469586e-06       1.999532956373e-04      -1.246455731656e-03      -1.100225473233e-47      -5.969982747045e-26                     -inf 
       7.072883874826e-01       1.527973905216e-06      -1.665785810665e-03      -9.810951728240e-07       3.982729090017e-09       9.956822725044e-09       1.050806761090e-15       1.991364545009e-09      -1.249339357999e-03      -9.810951720264e-07       6.011292842489e-01       6.991698066261e-01      -1.665781827040e-03      -1.454640661446e-06       2.004165888616e-04      -1.249345548078e-03      -1.455088443838e-47      -6.843087386677e-26                     -inf 
       7.095885724522e-01       1.532949472724e-06      -1.676626146227e-03      -9.906924621566e-07       4.021741654822e-09       1.005435413706e-08       1.068021677368e-15       2.010870827411e-09      -1.257469609671e-03      -9.906924610615e-07       6.011280674284e-01       6.991668651094e-01      -1.676620703175e-03      -1.468875763756e-06       2.017203873283e-04      -1.257478067476e-03      -2.731268382532e-47      -9.289658386679e-26                     -inf 
       7.118887574218e-01       1.537925081833e-06      -1.687501625440e-03      -1.000352063472e-06       4.061008013488e-09       1.015252003372e-08       1.085461498642e-15       2.030504006744e-09      -1.265626219080e-03      -1.000352062074e-06       6.011268611055e-01       6.991639412724e-01      -1.687494708690e-03      -1.483203334022e-06       2.030284134900e-04      -1.265636966758e-03      -4.434265469813e-47      -1.172884989693e-25                     -inf 
       7.141889423913e-01       1.542900732542e-06      -1.698412247443e-03      -1.010074178026e-06       4.100529198165e-09       1.025132299541e-08       1.103128478669e-15       2.050264599083e-09      -1.273809185582e-03      -1.010074176319e-06       6.011256525274e-01       6.991610202698e-01      -1.698403842633e-03      -1.497623671469e-06       2.043406672400e-04      -1.273822245425e-03      -6.582681160009e-47      -1.416087025418e-25                     -inf 
       7.164891273609e-01       1.547876424853e-06      -1.709358011304e-03      -1.019859007089e-06       4.140305831066e-09       1.035076457767e-08       1.121024775949e-15       2.070152915533e-09      -1.282018508478e-03      -1.019859005067e-06       6.011244537373e-01       6.991581159140e-01      -1.709348103979e-03      -1.512137075349e-06       2.056571484504e-04      -1.282033902919e-03      -9.195616034629e-47      -1.658592688048e-25                     -inf 
       7.187893123305e-01       1.552852158765e-06      -1.720338916122e-03      -1.029706751928e-06       4.180338916794e-09       1.045084729198e-08       1.139152666126e-15       2.090169458397e-09      -1.290254187091e-03      -1.029706749585e-06       6.011232538643e-01       6.991552155339e-01      -1.720327491732e-03      -1.526743844915e-06       2.069778570011e-04      -1.290271938711e-03      -1.229267838969e-46      -1.900422633533e-25                     -inf 
       7.210894973001e-01       1.557827934277e-06      -1.731354961000e-03      -1.039617613795e-06       4.220629128857e-09       1.055157282214e-08       1.157514349689e-15       2.110314564428e-09      -1.298516220750e-03      -1.039617611126e-06       6.011220616991e-01       6.991523291891e-01      -1.731342004904e-03      -1.541444279395e-06       2.083027927726e-04      -1.298536352272e-03      -1.589399317667e-46      -2.141597433455e-25                     -inf 
       7.279595889746e-01       1.572689610223e-06      -1.764466406995e-03      -1.069596715329e-06       4.342505649114e-09       1.085626412278e-08       1.213770686992e-15       2.171252824557e-09      -1.323349805246e-03      -1.069596711648e-06       6.011185186228e-01       6.991437583065e-01      -1.764448787959e-03      -1.585911510171e-06       2.122852194692e-04      -1.323377181691e-03      -2.985957927682e-46      -2.858229629540e-25                     -inf 
       7.348296806491e-01       1.587551657279e-06      -1.797891296185e-03      -1.100146022303e-06       4.466705829435e-09       1.116676457359e-08       1.272193874776e-15       2.233352914717e-09      -1.348418472138e-03      -1.100146017553e-06       6.011150053072e-01       6.991352641430e-01      -1.797868880233e-03      -1.631224939743e-06       2.163053518315e-04      -1.348453301421e-03      -4.909043190613e-46      -3.569741790193e-25                     -inf 
       7.416997723236e-01       1.602414075445e-06      -1.831629605364e-03      -1.131270895516e-06       4.593251484487e-09       1.148312871122e-08       1.332845910275e-15       2.296625742244e-09      -1.373722204023e-03      -1.131270889641e-06       6.011115268645e-01       6.991268502077e-01      -1.831602255982e-03      -1.677392539290e-06       2.203631867139e-04      -1.373764697994e-03      -7.421128184723e-46      -4.276670320897e-25                     -inf 
       7.485698639980e-01       1.617276864721e-06      -1.865681311559e-03      -1.162976695220e-06       4.722164690304e-09       1.180541172576e-08       1.395790039628e-15       2.361082345152e-09      -1.399260983669e-03      -1.162976688162e-06       6.011080741238e-01       6.991185036325e-01      -1.865648889667e-03      -1.724422279425e-06       2.244587209703e-04      -1.399311358152e-03      -1.058950012106e-45      -4.979546779634e-25                     -inf 
       7.554399556725e-01       1.632140025107e-06      -1.900046392098e-03      -1.195268781076e-06       4.853467362683e-09       1.213366840671e-08       1.461090649104e-15       2.426733681341e-09      -1.425034794074e-03      -1.195268772772e-06       6.011046468473e-01       6.991102220113e-01      -1.900008756029e-03      -1.772322130121e-06       2.285919514772e-04      -1.425093268900e-03      -1.448655129827e-45      -5.678898531190e-25                     -inf 
       7.623100473470e-01       1.647003556603e-06      -1.934724824405e-03      -1.228152512123e-06       4.987181328129e-09       1.246795332032e-08       1.528813293573e-15       2.493590664064e-09      -1.451043618304e-03      -1.228152502511e-06       6.011012491036e-01       6.991020080264e-01      -1.934681829879e-03      -1.821100060670e-06       2.327628750799e-04      -1.451110417353e-03      -1.919007146686e-45      -6.375249331964e-25                     -inf 
       7.740223085568e-01       1.672344039659e-06      -1.994567670916e-03      -1.285592675442e-06       5.220761585757e-09       1.305190396439e-08       1.650043264685e-15       2.610380792879e-09      -1.495925753188e-03      -1.285592663450e-06       6.010955096898e-01       6.990881379401e-01      -1.994515201026e-03      -1.906304793001e-06       2.399604406412e-04      -1.496007271350e-03      -2.930886290157e-45      -7.556963518672e-25                     -inf 
       7.857345697666e-01       1.697685601312e-06      -2.055321070480e-03      -1.344794520546e-06       5.461522755681e-09       1.365380688920e-08       1.778846589542e-15       2.730761377841e-09      -1.541490802861e-03      -1.344794505977e-06       6.010898316375e-01       6.990744218787e-01      -2.055258685001e-03      -1.994124222011e-06       2.472675328565e-04      -1.541587723182e-03      -4.247193719354e-45      -8.734032704830e-25                     -inf 
       7.974468309765e-01       1.723028241561e-06      -2.116984914654e-03      -1.405784588987e-06       5.709573486995e-09       1.427393371749e-08       1.915572864305e-15       2.854786743498e-09      -1.587738685992e-03      -1.405784571633e-06       6.010842103036e-01       6.990608465084e-01      -2.116912159940e-03      -2.084597821702e-06       2.546841360417e-04      -1.587851712305e-03      -5.919017505437e-45      -9.909008503162e-25                     -inf 
       8.091590921863e-01       1.748371960407e-06      -2.179559096219e-03      -1.468589417427e-06       5.965022434324e-09       1.491255608581e-08       2.060582297848e-15       2.982511217162e-09      -1.634669322165e-03      -1.468589397069e-06       6.010786407015e-01       6.990473988201e-01      -2.179475504997e-03      -2.177765060742e-06       2.622102344924e-04      -1.634799179403e-03      -8.003580269632e-45      -1.108443644504e-24                     -inf 
       8.208713533961e-01       1.773716757849e-06      -2.243043508823e-03      -1.533235537636e-06       6.227978264919e-09       1.556994566230e-08       2.214245874084e-15       3.113989132460e-09      -1.682282631618e-03      -1.533235514048e-06       6.010731173275e-01       6.990340658401e-01      -2.242948599998e-03      -2.273665402443e-06       2.698458124191e-04      -1.682430066125e-03      -1.056481893214e-44      -1.226286263174e-24                     -inf 
       8.325836146059e-01       1.799062633887e-06      -2.307438046817e-03      -1.599749476490e-06       6.498549644947e-09       1.624637411237e-08       2.376945507174e-15       3.249274822474e-09      -1.730578535114e-03      -1.599749449432e-06       6.010676348166e-01       6.990208353224e-01      -2.307331325265e-03      -2.372338304723e-06       2.775908539289e-04      -1.730744314955e-03      -1.367400850203e-44      -1.344684010386e-24                     -inf 
       8.442958758157e-01       1.824409588522e-06      -2.372742605246e-03      -1.668157755997e-06       6.776845232920e-09       1.694211308230e-08       2.549074198641e-15       3.388422616460e-09      -1.779556953937e-03      -1.668157725221e-06       6.010621881803e-01       6.990076959775e-01      -2.372623561612e-03      -2.473823220118e-06       2.854453430486e-04      -1.779741869206e-03      -1.741043258101e-44      -1.463893491139e-24                     -inf 
       8.651380772210e-01       1.869517665117e-06      -2.491203615274e-03      -1.794659169001e-06       7.291518963158e-09       1.822879740790e-08       2.879966084592e-15       3.645759481579e-09      -1.868402711458e-03      -1.794659130953e-06       6.010525734212e-01       6.989845114270e-01      -2.491061339477e-03      -2.661494950152e-06       2.996931877674e-04      -1.868623702396e-03      -2.589073516414e-44      -1.678843301659e-24                     -inf 
       8.859802786263e-01       1.914629157294e-06      -2.612545464869e-03      -1.927392733917e-06       7.831609294427e-09       1.957902323607e-08       3.244371422290e-15       3.915804647213e-09      -1.959409098655e-03      -1.927392687703e-06       6.010430283749e-01       6.989615238858e-01      -2.612378215220e-03      -2.858418620969e-06       3.142874773253e-04      -1.959668866516e-03      -3.721448536617e-44      -1.898660389885e-24                     -inf 
       9.068224800316e-01       1.959744065052e-06      -2.736767574168e-03      -2.066507794312e-06       8.397728044233e-09       2.099432011058e-08       3.644775133041e-15       4.198864022117e-09      -2.052575680631e-03      -2.066507738970e-06       6.010335416485e-01       6.989386985759e-01      -2.736573524046e-03      -3.064816429269e-06       3.292281198027e-04      -2.052877058117e-03      -5.206525116817e-44      -2.124855104476e-24                     -inf 
       9.276646814369e-01       2.004862388392e-06      -2.863869365054e-03      -2.212153645832e-06       8.990487285955e-09       2.247621821489e-08       4.083782329375e-15       4.495243642977e-09      -2.147902023797e-03      -2.212153580323e-06       6.010240922130e-01       6.989159925633e-01      -2.863646600883e-03      -3.280910517844e-06       3.445150220635e-04      -2.148247978170e-03      -7.125442070643e-44      -2.358979402173e-24                     -inf 
       9.485068828422e-01       2.049984127313e-06      -2.993850260834e-03      -2.364479536264e-06       9.610499106604e-09       2.402624776651e-08       4.564121077661e-15       4.805249553302e-09      -2.245387695633e-03      -2.364479459475e-06       6.010146586900e-01       6.988933650743e-01      -2.993596780058e-03      -3.506922975284e-06       3.601480898805e-04      -2.245781331829e-03      -9.574057323344e-44      -2.602634614641e-24                     -inf 
       9.693490842475e-01       2.095109281815e-06      -3.126709685672e-03      -2.523634665597e-06       1.025837522223e-08       2.564593805558e-08       5.088645062418e-15       5.129187611116e-09      -2.345032264263e-03      -2.523634576334e-06       6.010052289593e-01       6.988707882286e-01      -3.126423394732e-03      -3.743075835687e-06       3.761272279642e-04      -2.345476827997e-03      -1.266511172706e-43      -2.857478934485e-24                     -inf 
       9.901912856529e-01       2.140237851899e-06      -3.262447063384e-03      -2.689768186056e-06       1.093472730726e-08       2.733681826815e-08       5.660336571737e-15       5.467363653631e-09      -2.446835297549e-03      -2.689768083040e-06       6.009957902308e-01       6.988482352129e-01      -3.262125775692e-03      -3.989591078357e-06       3.924523397966e-04      -2.447334178426e-03      -1.653064674694e-43      -3.125234565535e-24                     -inf 
       1.015943831058e+00       2.196003260215e-06      -3.434137670746e-03      -2.904902425340e-06       1.181066582046e-08       2.952666455114e-08       6.436511654639e-15       5.905332910228e-09      -2.575603253073e-03      -2.904902303436e-06       6.009840991840e-01       6.988203675262e-01      -3.433769979433e-03      -4.308826932270e-06       4.131012810309e-04      -2.576174148798e-03      -2.260823305941e-43      -3.476582114368e-24                     -inf 
       1.041696376463e+00       2.251773883093e-06      -3.610220068389e-03      -3.131199361847e-06       1.273216601985e-08       3.183041504961e-08       7.295617658050e-15       6.366083009923e-09      -2.707665051309e-03      -3.131199218796e-06       6.009723483334e-01       6.987924501026e-01      -3.609802306375e-03      -4.644640338391e-06       4.342780827459e-04      -2.708313645266e-03      -3.044928378491e-43      -3.853930327905e-24                     -inf 
       1.067448921868e+00       2.307549720532e-06      -3.790693158607e-03      -3.368940050697e-06       1.370038056722e-08       3.425095141805e-08       8.244132886868e-15       6.850190283611e-09      -2.843019868976e-03      -3.368939884059e-06       6.009605294121e-01       6.987644590339e-01      -3.790221470527e-03      -4.997449681784e-06       4.559825543863e-04      -2.843752135637e-03      -4.046605334283e-43      -4.261024122921e-24                     -inf 
       1.093201467273e+00       2.363330772532e-06      -3.975555837924e-03      -3.618405434805e-06       1.471646281372e-08       3.679115703430e-08       9.288865502551e-15       7.358231406859e-09      -2.981666878469e-03      -3.618405241947e-06       6.009486168434e-01       6.987363525869e-01      -3.975026175409e-03      -5.367673214891e-06       4.782145022351e-04      -2.982489090628e-03      -5.315002968465e-43      -4.701823855968e-24                     -inf 
       1.118954012679e+00       2.419117039094e-06      -4.164806995149e-03      -3.879876344465e-06       1.578156472855e-08       3.945391182137e-08       1.043696048619e-14       7.890782364274e-09      -3.123605246393e-03      -3.879876122554e-06       6.009366057058e-01       6.987081146832e-01      -4.164215112117e-03      -5.755729055956e-06       5.009737290695e-04      -3.124523982402e-03      -6.908448862606e-43      -5.180522382209e-24                     -inf 
       1.144706558084e+00       2.474908520217e-06      -4.358445511191e-03      -4.153633496870e-06       1.689683902800e-08       4.224209756999e-08       1.169590913741e-14       8.448419513998e-09      -3.268834133430e-03      -4.153633242863e-06       6.009244743540e-01       6.986797114344e-01      -4.357786959128e-03      -6.162035187340e-06       5.242600342662e-04      -3.269856284429e-03      -8.895861654066e-43      -5.701561995975e-24                     -inf 
       1.170459103489e+00       2.530705215902e-06      -4.556470258876e-03      -4.439957495597e-06       1.806343739850e-08       4.515859349625e-08       1.307355613937e-14       9.031718699250e-09      -3.417352694201e-03      -4.439957206230e-06       6.009122137736e-01       6.986511248472e-01      -4.555740382129e-03      -6.587009453814e-06       5.480732138706e-04      -3.418485471344e-03      -1.135834085654e-42      -6.269651069722e-24                     -inf 
       1.206370793555e+00       2.608521905911e-06      -4.839934840549e-03      -4.860744503988e-06       1.977811096184e-08       4.944527740460e-08       1.520841668503e-14       9.889055480919e-09      -3.629951130468e-03      -4.860744159422e-06       6.008948861420e-01       6.986109259861e-01      -4.839097328252e-03      -7.211588599974e-06       5.821597251453e-04      -3.631250833660e-03      -1.576799348399e-42      -7.149879700236e-24                     -inf 
       1.242282483621e+00       2.686348736181e-06      -5.131923582041e-03      -5.307274725676e-06       2.159794948153e-08       5.399487370384e-08       1.761357531867e-14       1.079897474077e-08      -3.848942686600e-03      -5.307274318454e-06       6.008772657623e-01       6.985702953252e-01      -5.130968378305e-03      -7.874414388679e-06       6.172698198558e-04      -3.850424886979e-03      -2.159992798632e-42      -8.145864649336e-24                     -inf 
       1.278194173686e+00       2.764185706713e-06      -5.432433329028e-03      -5.780307962701e-06       2.352607278165e-08       5.881518195412e-08       2.031393636274e-14       1.176303639082e-08      -4.074324996856e-03      -5.780307484665e-06       6.008593283353e-01       6.985291927039e-01      -5.431349770367e-03      -8.576618522025e-06       6.534029094040e-04      -4.076006203685e-03      -2.923770282427e-42      -9.273336391467e-24                     -inf 
       1.314105863752e+00       2.842032817506e-06      -5.741460886980e-03      -6.280603576118e-06       2.556559863771e-08       6.391399659428e-08       2.333588957112e-14       1.278279931886e-08      -4.306095665339e-03      -6.280603018366e-06       6.008410570667e-01       6.984875888582e-01      -5.740237684508e-03      -9.319332147881e-06       6.905583913598e-04      -4.307993353285e-03      -3.915143039020e-42      -1.054932702506e-23                     -inf 
       1.350017553818e+00       2.919890068561e-06      -6.059003019357e-03      -6.808920482368e-06       2.771964324963e-08       6.929910812408e-08       2.670735356996e-14       1.385982162482e-08      -4.544252264643e-03      -6.808919835216e-06       6.008224355936e-01       6.984454568001e-01      -6.057628240987e-03      -1.010368584959e-05       7.287356492077e-04      -4.546384901041e-03      -5.191396264235e-42      -1.199225668473e-23                     -inf 
       1.385929243884e+00       2.997757459876e-06      -6.385056446118e-03      -7.366017149545e-06       2.999132105192e-08       7.497830262979e-08       3.045781876445e-14       1.499566052596e-08      -4.788792334739e-03      -7.366016402479e-06       6.008034491597e-01       6.984027728288e-01      -6.383517498769e-03      -1.093080963548e-05       7.679340521396e-04      -4.791179406833e-03      -6.821943951716e-42      -1.362202176213e-23                     -inf 
       1.421840933950e+00       3.075634991454e-06      -6.719617841819e-03      -7.952651593485e-06       3.238374398487e-08       8.095935996218e-08       3.461838960957e-14       1.619187199244e-08      -5.039713381543e-03      -7.952650735116e-06       6.007840893760e-01       6.983595217402e-01      -6.717901453630e-03      -1.180183292810e-05       8.081529546836e-04      -5.042375423721e-03      -8.890456234002e-42      -1.546008409049e-23                     -inf 
       1.458902091629e+00       3.156015872902e-06      -7.073805177303e-03      -8.589837008621e-06       3.498264426700e-08       8.745661066751e-08       3.937687154152e-14       1.749132213350e-08      -5.305353883190e-03      -8.589836022468e-06       6.007637071313e-01       6.983142736888e-01      -7.071891014541e-03      -1.274796201955e-05       8.507285098711e-04      -5.308322366287e-03      -1.159091753831e-41      -1.759989613071e-23                     -inf 
       1.495963249309e+00       3.236407554143e-06      -7.437046500244e-03      -9.260120335335e-06       3.771687310927e-08       9.429218277317e-08       4.464494687574e-14       1.885843655463e-08      -5.577784875435e-03      -9.260119207221e-06       6.007428980870e-01       6.982683789225e-01      -7.434918900405e-03      -1.374328817025e-05       8.943894939064e-04      -5.581084025030e-03      -1.499693537468e-41      -2.001354476441e-23                     -inf 
       1.533024406989e+00       3.316810035177e-06      -7.809338002201e-03      -9.964333189653e-06       4.058984292707e-08       1.014746073177e-07       5.046250269609e-14       2.029492146353e-08      -5.857003501947e-03      -9.964331904281e-06       6.007216632453e-01       6.982218351960e-01      -7.806980497170e-03      -1.478905072643e-05       9.391351485227e-04      -5.860658785676e-03      -1.926637494928e-41      -2.273048085964e-23                     -inf 
