#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_scf             19:theta_scf          
       1.733226125720e+01       3.857617182780e-05      -8.691103710637e-01      -1.291696757098e-02       4.345514080464e-05       1.086378520116e-04       7.307850158426e-09       2.172757040232e-05      -6.518335053633e-01      -1.291672083816e-02       5.492151522697e-01       6.165183341863e-01      -8.332689371788e-01      -1.870474494441e-02       8.763368048796e-02      -7.096300431160e-01      -6.911734332859e-31      -2.995989646804e-17      -1.889488060372e-03 
       1.756570917669e+01       3.911187501704e-05      -8.895333823339e-01      -1.341280614698e-02       4.479431154533e-05       1.119857788633e-04       7.743732755144e-09       2.239715577267e-05      -6.671508233221e-01      -1.341254293940e-02       5.478866876674e-01       6.145263131046e-01      -8.518590213237e-01      -1.940288469198e-02       8.919552056166e-02      -7.280203976523e-01      -7.897183238243e-31      -3.223414810586e-17      -2.071384938964e-03 
       1.779915709618e+01       3.964800671283e-05      -9.100737817234e-01      -1.391994825719e-02       4.614072403638e-05       1.153518100910e-04       8.196667894169e-09       2.307036201819e-05      -6.825561863141e-01      -1.391966773401e-02       5.465442568722e-01       6.125165913270e-01      -8.705030268390e-01      -2.011551487853e-02       9.073896878981e-02      -7.466158640925e-01      -9.007039580494e-31      -3.464109920970e-17      -2.267944990391e-03 
       1.803260501567e+01       4.018456691518e-05      -9.307261973453e-01      -1.443844696028e-02       4.749305168473e-05       1.187326292118e-04       8.666802061375e-09       2.374652584236e-05      -6.980455656235e-01      -1.443814825151e-02       5.451879855445e-01       6.104894174201e-01      -8.891946003339e-01      -2.084262075365e-02       9.226279984313e-02      -7.654150585625e-01      -1.025502219280e-30      -3.718589843829e-17      -2.204553980650e-03 
       1.827157300304e+01       4.073425834935e-05      -9.519773403622e-01      -1.498102063751e-02       4.888204976384e-05       1.222051244096e-04       9.165987344364e-09       2.444102488192e-05      -7.139839965846e-01      -1.498070238112e-02       5.437854410947e-01       6.083964942337e-01      -9.083707814556e-01      -2.160189052175e-02       9.380106971952e-02      -7.848683327760e-01      -1.169126308056e-30      -3.993908567504e-17      -2.412926046475e-03 
       1.851054099041e+01       4.128439879445e-05      -9.733343820406e-01      -1.553559669764e-02       5.027428599846e-05       1.256857149962e-04       9.683404146868e-09       2.513714299923e-05      -7.300018563288e-01      -1.553525791875e-02       5.423686626857e-01       6.062858140058e-01      -9.275833184526e-01      -2.237627630553e-02       9.531619887342e-02      -8.045321218551e-01      -1.330560944501e-30      -4.284782161071e-17      -2.374003829401e-03 
       1.874950897778e+01       4.183498825047e-05      -9.947914751484e-01      -1.610222174506e-02       5.166818852935e-05       1.291704713234e-04       1.021910251137e-08       2.583409426468e-05      -7.460947596691e-01      -1.610186143605e-02       5.409377875952e-01       6.041576465175e-01      -9.468253852633e-01      -2.316574093304e-02       9.680688795382e-02      -8.244049141990e-01      -1.511735057274e-30      -4.591780350416e-17      -2.592156858742e-03 
       1.898847696516e+01       4.238602671743e-05      -1.016342746457e+00      -1.668093888802e-02       5.306213556735e-05       1.326553389184e-04       1.077309172068e-08       2.653106778367e-05      -7.622583019288e-01      -1.668055600809e-02       5.394929538981e-01       6.020122625068e-01      -9.660901571096e-01      -2.397024005706e-02       9.827184401238e-02      -8.444851894291e-01      -1.714756725567e-30      -4.915477175064e-17      -2.827085560373e-03 
       1.922744495253e+01       4.293751419530e-05      -1.037982298129e+00      -1.727178772991e-02       5.445445566337e-05       1.361361391584e-04       1.134533788583e-08       2.722722783169e-05      -7.784880599819e-01      -1.727138120461e-02       5.380343002130e-01       5.998499333545e-01      -9.853708130520e-01      -2.478972217273e-02       9.970978118263e-02      -8.647714185924e-01      -1.941927082960e-30      -5.256450115219e-17      -3.079830371937e-03 
       1.946641293990e+01       4.348945068411e-05      -1.059704209127e+00      -1.787480436139e-02       5.584342811713e-05       1.396085702928e-04       1.193576151223e-08       2.792171405857e-05      -7.947795933126e-01      -1.787437308219e-02       5.365619651741e-01       5.976709304688e-01      -1.004660538561e+00      -2.562412863834e-02       1.011194213619e-01      -8.852620643819e-01      -2.195755084706e-30      -5.615279174140e-17      -3.351480648721e-03 
       1.970538092727e+01       4.404183618384e-05      -1.081502536664e+00      -1.849002135328e-02       5.722728342908e-05       1.430682085727e-04       1.254423502867e-08       2.861364171454e-05      -8.111284450984e-01      -1.848956417714e-02       5.350760869739e-01       5.954755247557e-01      -1.023952528110e+00      -2.647339369932e-02       1.024994948979e-01      -9.059555813803e-01      -2.478973185819e-30      -5.992545916676e-17      -3.035980161823e-03 
       1.996603428160e+01       4.464486038577e-05      -1.105359100498e+00      -1.917501208884e-02       5.872874433270e-05       1.468218608318e-04       1.322829499265e-08       2.936437216635e-05      -8.290209909641e-01      -1.917452532136e-02       5.334400962442e-01       5.930625155036e-01      -1.044989787537e+00      -2.741658264310e-02       1.039696109619e-01      -9.287564464990e-01      -2.824902641472e-30      -6.425755190819e-17      -3.623272473041e-03 
       2.022668763593e+01       4.524841878796e-05      -1.129291720098e+00      -1.987458530769e-02       6.021952505092e-05       1.505488126273e-04       1.393331186937e-08       3.010976252546e-05      -8.469705865550e-01      -1.987406750155e-02       5.317883452808e-01       5.906306746647e-01      -1.066012860375e+00      -2.837725836735e-02       1.054014287737e-01      -9.517947984014e-01      -3.213548032846e-30      -6.882347398519e-17      -3.349930704369e-03 
       2.048734099026e+01       4.585251139041e-05      -1.153292606583e+00      -2.058876890497e-02       6.169713068451e-05       1.542428267113e-04       1.465890192795e-08       3.084856534226e-05      -8.649713905932e-01      -2.058821856649e-02       5.301210185386e-01       5.881803591552e-01      -1.087012972910e+00      -2.935530684324e-02       1.067933406631e-01      -9.750686001438e-01      -3.649511372686e-30      -7.363074651594e-17      -3.394860291435e-03 
       2.074799434459e+01       4.645713819312e-05      -1.177353948476e+00      -2.131758576502e-02       6.315899849891e-05       1.578974962473e-04       1.540459762829e-08       3.157949924946e-05      -8.830175448676e-01      -2.131700135359e-02       5.284383015657e-01       5.857119269008e-01      -1.107981379005e+00      -3.035060416354e-02       1.081437548156e-01      -9.985758044552e-01      -4.137819160953e-30      -7.868684766924e-17      -3.700758272137e-03 
       2.100864769892e+01       4.706229919609e-05      -1.201467913882e+00      -2.206105375724e-02       6.460249857815e-05       1.615062464454e-04       1.616984339028e-08       3.230124928907e-05      -9.011031758633e-01      -2.206043368487e-02       5.267403808645e-01       5.832257366359e-01      -1.128909363954e+00      -3.136301660448e-02       1.094510962758e-01      -1.022314354060e+00      -4.683955021973e-30      -8.399919368987e-17      -3.761028723068e-03 
       2.126930105324e+01       4.766799439932e-05      -1.225626652647e+00      -2.281918573341e-02       6.602493464981e-05       1.650623366245e-04       1.695399133148e-08       3.301246732491e-05      -9.192223963854e-01      -2.281852836429e-02       5.250274434973e-01       5.807221474202e-01      -1.149788248302e+00      -3.239240069267e-02       1.107138079400e-01      -1.046282181993e+00      -5.293894309172e-30      -8.957511905623e-17      -3.835122733382e-03 
       2.152995440757e+01       4.827422380280e-05      -1.249822298558e+00      -2.359198952637e-02       6.742354514782e-05       1.685588628695e-04       1.775629699915e-08       3.371177257391e-05      -9.373693072070e-01      -2.359129317638e-02       5.232996763547e-01       5.782015177897e-01      -1.170609391676e+00      -3.343860327709e-02       1.119303515468e-01      -1.070477211942e+00      -5.974140808851e-30      -9.542185583855e-17      -3.921798394936e-03 
       2.179655107099e+01       4.889482880637e-05      -1.274599608909e+00      -2.439759481420e-02       6.882645329987e-05       1.720661332497e-04       1.859479812137e-08       3.441322664994e-05      -9.559524811278e-01      -2.439685680166e-02       5.215173676005e-01       5.756061597553e-01      -1.191836598145e+00      -3.452588934081e-02       1.131252925809e-01      -1.095456785188e+00      -6.750002177087e-30      -1.016894599111e-16      -4.264526704676e-03 
       2.206314773440e+01       4.951599264916e-05      -1.299398841033e+00      -2.521854913316e-02       7.019838544488e-05       1.754959636122e-04       1.945039030298e-08       3.509919272244e-05      -9.745521077331e-01      -2.521776759289e-02       5.197199447207e-01       5.729937374175e-01      -1.212985258057e+00      -3.563041488550e-02       1.142687455777e-01      -1.120669617561e+00      -7.615038310416e-30      -1.082552484694e-16      -4.374896276342e-03 
       2.232974439781e+01       5.013771533117e-05      -1.324211540347e+00      -2.605484457716e-02       7.153617727251e-05       1.788404431813e-04       2.032193353352e-08       3.576808863626e-05      -9.931618465890e-01      -2.605401759114e-02       5.179076129517e-01       5.703646388475e-01      -1.234046277914e+00      -3.675198515217e-02       1.153591321299e-01      -1.146113459191e+00      -8.578189014795e-30      -1.151264818789e-16      -4.272446615387e-03 
       2.259634106122e+01       5.075999685240e-05      -1.349029244170e+00      -2.690646775750e-02       7.283659660607e-05       1.820914915152e-04       2.120816214059e-08       3.641829830304e-05      -1.011775351204e+00      -2.690559335453e-02       5.160805773711e-01       5.677192513611e-01      -1.255010623382e+00      -3.789039516548e-02       1.163948986463e-01      -1.171786051298e+00      -9.649160544203e-30      -1.223102067008e-16      -4.631262896318e-03 
       2.286293772463e+01       5.138283721285e-05      -1.373843484267e+00      -2.777339980919e-02       7.409634548684e-05       1.852408637171e-04       2.210767992578e-08       3.704817274342e-05      -1.030386270935e+00      -2.777247596458e-02       5.142390411718e-01       5.650579595884e-01      -1.275869323504e+00      -3.904542984216e-02       1.173745174188e-01      -1.197685126636e+00      -1.083848021339e-29      -1.298132278238e-16      -4.776387100450e-03 
       2.312953438804e+01       5.200623641252e-05      -1.398645789413e+00      -2.865561639889e-02       7.531206018717e-05       1.882801504679e-04       2.301895464761e-08       3.765603009358e-05      -1.048988252909e+00      -2.865464103421e-02       5.123832080403e-01       5.623811480699e-01      -1.296613474885e+00      -4.021686410496e-02       1.182964876807e-01      -1.223808409957e+00      -1.215755408958e-29      -1.376420796915e-16      -4.932441303924e-03 
       2.339613105145e+01       5.263019445141e-05      -1.423427687659e+00      -2.955308773467e-02       7.648030843385e-05       1.912007710846e-04       2.394031152328e-08       3.824015421692e-05      -1.067574943726e+00      -2.955205871754e-02       5.105132889214e-01       5.596892086243e-01      -1.317234245554e+00      -4.140446300217e-02       1.191593365702e-01      -1.250153618258e+00      -1.361872790012e-29      -1.458029957463e-16      -5.099275367611e-03 
       2.368532890962e+01       5.330768152805e-05      -1.450277590506e+00      -3.054385208925e-02       7.768986014095e-05       1.942246503524e-04       2.494905762101e-08       3.884493007048e-05      -1.087712677162e+00      -3.054276239700e-02       5.084691574739e-01       5.567523994402e-01      -1.339453484409e+00      -4.271073620178e-02       1.200268047337e-01      -1.278980567518e+00      -1.538000405999e-29      -1.550381042335e-16      -5.311051477003e-03 
       2.397452676778e+01       5.398582621347e-05      -1.477082705379e+00      -3.155247354687e-02       7.883490198252e-05       1.970872549563e-04       2.596499564437e-08       3.941745099126e-05      -1.107816837544e+00      -3.155132053722e-02       5.064089590099e-01       5.537987369913e-01      -1.361506160845e+00      -4.403541771068e-02       1.208212001662e-01      -1.308063036194e+00      -1.734269356915e-29      -1.646779489712e-16      -5.322413751866e-03 
       2.426372462595e+01       5.466462850768e-05      -1.503832234705e+00      -3.257889238939e-02       7.991080807205e-05       1.997770201801e-04       2.698538023989e-08       3.995540403603e-05      -1.127879327468e+00      -3.257767335061e-02       5.043329584404e-01       5.508287134194e-01      -1.383381318275e+00      -4.537816925581e-02       1.215407621682e-01      -1.337398081888e+00      -1.952685863245e-29      -1.747290210521e-16      -5.558455123725e-03 
       2.455292248411e+01       5.534408841066e-05      -1.530515393887e+00      -3.362304141853e-02       8.091286823547e-05       2.022821705887e-04       2.800723857354e-08       4.045643411774e-05      -1.147892059280e+00      -3.362175356942e-02       5.022414247096e-01       5.478428240490e-01      -1.405068121547e+00      -4.673863965782e-02       1.221837742457e-01      -1.366982753579e+00      -2.195426658747e-29      -1.851972056480e-16      -5.606759313657e-03 
       2.484212034228e+01       5.602420592242e-05      -1.557121414672e+00      -3.468484598261e-02       8.183629116995e-05       2.045907279249e-04       2.902736243808e-08       4.091814558497e-05      -1.167846957605e+00      -3.468348647244e-02       5.001346288160e-01       5.448415651176e-01      -1.426555862374e+00      -4.811646505075e-02       1.227485654212e-01      -1.396814091997e+00      -2.464850987377e-29      -1.960877280355e-16      -5.866066520424e-03 
       2.513131820044e+01       5.670498104296e-05      -1.583639548666e+00      -3.576422400542e-02       8.267620924805e-05       2.066905231201e-04       3.004230095152e-08       4.133810462402e-05      -1.187735961981e+00      -3.576278991403e-02       4.980128400368e-01       5.418254295781e-01      -1.447833964822e+00      -4.951126910918e-02       1.232335115548e-01      -1.426889130097e+00      -2.763513254064e-29      -2.074050984395e-16      -5.946379850063e-03 
       2.542051605861e+01       5.738641377229e-05      -1.610059071134e+00      -3.686108601743e-02       8.342768208215e-05       2.085692052054e-04       3.104835288068e-08       4.171384104107e-05      -1.207551029711e+00      -3.685957435535e-02       4.958763246548e-01       5.387949056838e-01      -1.468891991015e+00      -5.092266328331e-02       1.236370367147e-01      -1.457204893776e+00      -3.094176368584e-29      -2.191530564241e-16      -6.423511993568e-03 
       2.573553651761e+01       5.812944022991e-05      -1.638712857410e+00      -3.807566907080e-02       8.413972830385e-05       2.103493207596e-04       3.212947316980e-08       4.206986415193e-05      -1.229041859384e+00      -3.807406942897e-02       4.935326016714e-01       5.354779917496e-01      -1.491567808727e+00      -5.247849006068e-02       1.239821547310e-01      -1.490497999110e+00      -3.494283539316e-29      -2.324433578283e-16      -6.768002183351e-03 
       2.605055697662e+01       5.887324697563e-05      -1.667223158215e+00      -3.931074775067e-02       8.473429389823e-05       2.118357347456e-04       3.318985916519e-08       4.236714694911e-05      -1.250425103252e+00      -3.930905641100e-02       4.911720815564e-01       5.321452279065e-01      -1.513957177367e+00      -5.405299292148e-02       1.242269476886e-01      -1.524069340804e+00      -3.940088464482e-29      -2.462505705427e-16      -6.733706997644e-03 
       2.636557743562e+01       5.961783400943e-05      -1.695576236913e+00      -4.056617676982e-02       8.520470350212e-05       2.130117587553e-04       3.422363803955e-08       4.260235175106e-05      -1.271690460024e+00      -4.056438992578e-02       4.887951171325e-01       5.287972482183e-01      -1.536047209279e+00      -5.564562223445e-02       1.243695843225e-01      -1.557915050304e+00      -4.436129499668e-29      -2.605759066051e-16      -6.916665091283e-03 
       2.668059789463e+01       6.036320133133e-05      -1.723758410667e+00      -4.184180065406e-02       8.554419123535e-05       2.138604780884e-04       3.522453516646e-08       4.277209561767e-05      -1.292827668786e+00      -4.183991441128e-02       4.864020608137e-01       5.254346838801e-01      -1.557825241612e+00      -5.725581265561e-02       1.244083083314e-01      -1.592031252036e+00      -4.987328498529e-29      -2.754191354259e-16      -6.943397622596e-03 
       2.699561835364e+01       6.110934894132e-05      -1.751756055977e+00      -4.313745380950e-02       8.574590537446e-05       2.143647634362e-04       3.618586189379e-08       4.287295268723e-05      -1.313826513151e+00      -4.313546418652e-02       4.839932642342e-01       5.220581627449e-01      -1.579278844104e+00      -5.888298354728e-02       1.243414401509e-01      -1.626414064350e+00      -5.599017503800e-29      -2.907784855286e-16      -7.334056975939e-03 
       2.731063881264e+01       6.185627683940e-05      -1.779555613905e+00      -4.445296059398e-02       8.580290744190e-05       2.145072686048e-04       3.710050095417e-08       4.290145372095e-05      -1.334676825185e+00      -4.445086352305e-02       4.815690841048e-01       5.186683155608e-01      -1.600395826410e+00      -6.052653940833e-02       1.241673785930e-01      -1.661059600272e+00      -6.276966859645e-29      -3.066505424975e-16      -7.567467251456e-03 
       2.762565927165e+01       6.260398502556e-05      -1.807143595072e+00      -4.578813539250e-02       8.570817930557e-05       2.142704482639e-04       3.796089513519e-08       4.285408965278e-05      -1.355368489148e+00      -4.578592672058e-02       4.791298786728e-01       5.152657720068e-01      -1.621164245044e+00      -6.218587031519e-02       1.238846023622e-01      -1.695963968090e+00      -7.027414826788e-29      -3.230301432374e-16      -7.990645494386e-03 
       2.796914879244e+01       6.342015442280e-05      -1.836967892203e+00      -4.726615745403e-02       8.542364938213e-05       2.135591234553e-04       3.882781294787e-08       4.271182469107e-05      -1.377737492236e+00      -4.726382226369e-02       4.764535295764e-01       5.115419949583e-01      -1.643398595289e+00      -6.401240355309e-02       1.234506870909e-01      -1.734313119244e+00      -7.936228308243e-29      -3.414601303021e-16      -8.137589046380e-03 
       2.831263831324e+01       6.423725151339e-05      -1.866507414888e+00      -4.876706367663e-02       8.494101333480e-05       2.123525333370e-04       3.960970032488e-08       4.247050666740e-05      -1.399892958826e+00      -4.876459682261e-02       4.737602001247e-01       5.078046695483e-01      -1.665189841177e+00      -6.585612284861e-02       1.228840552261e-01      -1.772960312721e+00      -8.948713172085e-29      -3.604733955405e-16      -8.476849125795e-03 
       2.865612783403e+01       6.505527629733e-05      -1.895745003194e+00      -5.029057358819e-02       8.425089640569e-05       2.106272410142e-04       4.029487373209e-08       4.212544820284e-05      -1.421822020757e+00      -5.028796981961e-02       4.710503532710e-01       5.040545987484e-01      -1.686523561643e+00      -6.771618276798e-02       1.221830719724e-01      -1.811900491264e+00      -1.007513132110e-28      -3.800552263556e-16      -8.668261214678e-03 
       2.899961735483e+01       6.587422877461e-05      -1.924663626124e+00      -5.183639312228e-02       8.334383831779e-05       2.083595957945e-04       4.087095658484e-08       4.167191915890e-05      -1.443511906601e+00      -5.183364708467e-02       4.683244548546e-01       5.002925842841e-01      -1.707385724241e+00      -6.959172025253e-02       1.213462238590e-01      -1.851128595635e+00      -1.132660597566e-28      -4.001877865798e-16      -9.044721422352e-03 
       2.934310687562e+01       6.669410894524e-05      -1.953246389158e+00      -5.340421476426e-02       8.221030320523e-05       2.055257580131e-04       4.132486244446e-08       4.110515160261e-05      -1.464949947325e+00      -5.340132100189e-02       4.655829712334e-01       4.965194239401e-01      -1.727762694395e+00      -7.148185537654e-02       1.203721205725e-01      -1.890639565634e+00      -1.271518083716e-28      -4.208499356181e-16      -9.277625756993e-03 
       2.968659639642e+01       6.751491680922e-05      -1.981476541948e+00      -5.499371770307e-02       8.084068940014e-05       2.021017235004e-04       4.164277857113e-08       4.042034470007e-05      -1.486123582059e+00      -5.499067066141e-02       4.628263676302e-01       4.927359096724e-01      -1.747641244525e+00      -7.338569211870e-02       1.192594967336e-01      -1.930428341277e+00      -1.425388232269e-28      -4.420170453737e-16      -9.532544758523e-03 
       3.003008591721e+01       6.833665236655e-05      -2.009337486187e+00      -5.660456798869e-02       7.922533910653e-05       1.980633477663e-04       4.181014986946e-08       3.961266955326e-05      -1.507020363997e+00      -5.660136201709e-02       4.600551070353e-01       4.889428263473e-01      -1.767008563050e+00      -7.530231914727e-02       1.180072136181e-01      -1.970489864151e+00      -1.595678504301e-28      -4.636608156521e-16      -9.808645848220e-03 
       3.040495323147e+01       6.923451220997e-05      -2.039302863176e+00      -5.838652279818e-02       7.717056750364e-05       1.929264187591e-04       4.180297447604e-08       3.858528375182e-05      -1.529495632077e+00      -5.838313682031e-02       4.570145156062e-01       4.847932480461e-01      -1.787547116122e+00      -7.740753732752e-02       1.164799706289e-01      -2.014516323447e+00      -1.802053044154e-28      -4.877877812808e-16      -1.017488691817e-02 
       3.077982054572e+01       7.013347697790e-05      -2.068787779209e+00      -6.019302146834e-02       7.479885806377e-05       1.869971451594e-04       4.157726577405e-08       3.739942903189e-05      -1.551610623218e+00      -6.018944852604e-02       4.539576318475e-01       4.806342210154e-01      -1.807446510059e+00      -7.952566430641e-02       1.147840485423e-01      -2.058855048900e+00      -2.031933161426e-28      -5.123967564229e-16      -1.056428232575e-02 
       3.115468785998e+01       7.103354667034e-05      -2.097771341245e+00      -6.202357776160e-02       7.209748006978e-05       1.802437001745e-04       4.111093003528e-08       3.604874003489e-05      -1.573349670270e+00      -6.201981078443e-02       4.508850631343e-01       4.764667511215e-01      -1.826691855734e+00      -8.165545989264e-02       1.129184955435e-01      -2.103499480834e+00      -2.287636152977e-28      -5.374343496986e-16      -1.068414862972e-02 
       3.152955517423e+01       7.193472128729e-05      -2.126232915202e+00      -6.387768782770e-02       6.905366951493e-05       1.726341737873e-04       4.038072480284e-08       3.452683475747e-05      -1.594697300343e+00      -6.387371963792e-02       4.477974164584e-01       4.722918364297e-01      -1.845268899678e+00      -8.379566702129e-02       1.108825471907e-01      -2.148443068213e+00      -2.571672216133e-28      -5.628408021386e-16      -1.112013467405e-02 
       3.190442248849e+01       7.283700082875e-05      -2.154152137136e+00      -6.575483049343e-02       6.565464419492e-05       1.641366104873e-04       3.936223765088e-08       3.282732209746e-05      -1.615638243188e+00      -6.575065381135e-02       4.446952974797e-01       4.681104660534e-01      -1.863164034628e+00      -8.594501305987e-02       1.086756279712e-01      -2.193679270469e+00      -2.886757487991e-28      -5.885496757071e-16      -1.143786641077e-02 
       3.227928980274e+01       7.374038529473e-05      -2.181508924169e+00      -6.765446756157e-02       6.188761610563e-05       1.547190402641e-04       3.802986436662e-08       3.094380805282e-05      -1.636157439393e+00      -6.765007501118e-02       4.415793116740e-01       4.639236212234e-01      -1.880364309330e+00      -8.810221112899e-02       1.062973526186e-01      -2.239201559262e+00      -3.235827738497e-28      -6.144875368540e-16      -1.164540703001e-02 
       3.265415711700e+01       7.464487468521e-05      -2.208283484904e+00      -6.957604411897e-02       5.773979987432e-05       1.443494996858e-04       3.635678553064e-08       2.886989993716e-05      -1.656240048194e+00      -6.957142823394e-02       4.384500678916e-01       4.597322788621e-01      -1.896857437317e+00      -9.026596143645e-02       1.037475271136e-01      -2.285003419971e+00      -3.622052750843e-28      -6.405736329477e-16      -1.228484064401e-02 
       3.306370233244e+01       7.563429877005e-05      -2.236846419965e+00      -7.169978431207e-02       5.275799100311e-05       1.318949775078e-04       3.410641219701e-08       2.637899550155e-05      -1.677664191325e+00      -7.169491579918e-02       4.350169068864e-01       4.551492049687e-01      -1.914054335066e+00      -9.263581811155e-02       1.007657388487e-01      -2.335354183611e+00      -4.090511303207e-28      -6.691379436647e-16      -1.249402527975e-02 
       3.347324754788e+01       7.662504166167e-05      -2.264666182057e+00      -7.384826175706e-02       4.728986915727e-05       1.182246728932e-04       3.137760396103e-08       2.364493457863e-05      -1.698531060054e+00      -7.384313150398e-02       4.315694341438e-01       4.505631630557e-01      -1.930379138879e+00      -9.501020611528e-02       9.757945475343e-02      -2.386022427235e+00      -4.612223230644e-28      -6.976473504980e-16      -1.287072138064e-02 
       3.388279276332e+01       7.761710336007e-05      -2.291718243900e+00      -7.602068717892e-02       4.131892429685e-05       1.032973107421e-04       2.813028200494e-08       2.065946214843e-05      -1.718822262674e+00      -7.601528598267e-02       4.281084377862e-01       4.459753874727e-01      -1.945818614194e+00      -9.738738918258e-02       9.418921019708e-02      -2.436999725536e+00      -5.192412484894e-28      -7.259638103885e-16      -1.340504554195e-02 
       3.429233797877e+01       7.861048386526e-05      -2.317978554125e+00      -7.821624945343e-02       3.482874708739e-05       8.707186771848e-05       2.432254457722e-08       1.741437354370e-05      -1.738519764441e+00      -7.821056803086e-02       4.246347039573e-01       4.413870984836e-01      -1.960360516382e+00      -9.976562076049e-02       9.059581584437e-02      -2.488277682402e+00      -5.836733500649e-28      -7.539368895941e-16      -1.371325377677e-02 
       3.470188319421e+01       7.960518317722e-05      -2.343423552156e+00      -8.043411615291e-02       2.780304924374e-05       6.950762310935e-05       1.991064542681e-08       1.390152462187e-05      -1.757605898742e+00      -8.042814515157e-02       4.211490184602e-01       4.367995037822e-01      -1.973993598874e+00      -1.021431461534e-01       8.680035742802e-02      -2.539847933252e+00      -6.551299718012e-28      -7.814032397157e-16      -1.417784863677e-02 
       3.511142840965e+01       8.060120129597e-05      -2.368030182630e+00      -8.267343410442e-02       2.022568639514e-05       5.056421598785e-05       1.484897636133e-08       1.011284319757e-05      -1.776063377895e+00      -8.266716411398e-02       4.176521668388e-01       4.322137983762e-01      -1.986707619965e+00      -1.045182046734e-01       8.280419510668e-02      -2.591702147224e+00      -7.342713472789e-28      -8.081860683649e-16      -1.479414342850e-02 
       3.552097362509e+01       8.159853822149e-05      -2.391775909565e+00      -8.493332995986e-02       1.208068596829e-05       3.020171492072e-05       9.090056239009e-09       6.040342984145e-06      -1.793875303778e+00      -8.492675152402e-02       4.141449319942e-01       4.276311619326e-01      -1.998493348510e+00      -1.068890317944e-01       7.860896246891e-02      -2.643832029432e+00      -8.218097323203e-28      -8.340946090876e-16      -1.495289126863e-02 
       3.596898440458e+01       8.269105807721e-05      -2.416739936245e+00      -8.742799371508e-02       2.501949320353e-06       6.254873300883e-06       1.933329259883e-09       1.250974660177e-06      -1.812601348591e+00      -8.742106699427e-02       4.102973158489e-01       4.226229994037e-01      -2.010313179223e+00      -1.094756008778e-01       7.379396680410e-02      -2.701164057665e+00      -9.280952266978e-28      -8.611923677227e-16      -1.549423019472e-02 
       3.641699518407e+01       8.378515610511e-05      -2.440619377500e+00      -8.994501852200e-02      -7.795280971626e-06      -1.948820242906e-05      -6.184095065683e-09      -3.897640485813e-06      -1.830514112921e+00      -8.993773213390e-02       4.064392240360e-01       4.176214029319e-01      -2.021002982802e+00      -1.120526815341e-01       6.874590130053e-02      -2.758805337200e+00      -1.046434326091e-27      -8.867086287787e-16      -1.595465596053e-02 
       3.686500596357e+01       8.488083230520e-05      -2.463386985439e+00      -9.248318320523e-02      -1.883100089675e-05      -4.707750224186e-05      -1.533214367648e-08      -9.415500448373e-06      -1.847593165948e+00      -9.247552576037e-02       4.025716702837e-01       4.126278522783e-01      -2.030554862556e+00      -1.146179665008e-01       6.346801502243e-02      -2.816745177514e+00      -1.178002283247e-27      -9.103317028107e-16      -1.656414942177e-02 
       3.731301674306e+01       8.597808667748e-05      -2.485016335897e+00      -9.504124129685e-02      -3.062481686363e-05      -7.656204215907e-05      -2.558345944717e-08      -1.531240843181e-05      -1.863818694653e+00      -9.503320141848e-02       3.986956650138e-01       4.076438049343e-01      -2.038962384638e+00      -1.171691558991e-01       5.796393685961e-02      -2.874972953080e+00      -1.324070002375e-27      -9.317267209729e-16      -1.698367419708e-02 
       3.776102752255e+01       8.707691922194e-05      -2.505481847526e+00      -9.761792201991e-02      -4.319590722201e-05      -1.079897680550e-04      -3.701339549794e-08      -2.159795361100e-05      -1.879171518112e+00      -9.760948836461e-02       3.948122149835e-01       4.026706955682e-01      -2.046220576898e+00      -1.197039605631e-01       5.223767085806e-02      -2.933478106580e+00      -1.486010220639e-27      -9.505348093552e-16      -1.744224458868e-02 
       3.820903830204e+01       8.817732993860e-05      -2.524758800279e+00      -1.002119312878e-01      -5.656298191321e-05      -1.414074547830e-04      -4.970000153824e-08      -2.828149095660e-05      -1.893633101362e+00      -1.002030925667e-01       3.909223222063e-01       3.977099347643e-01      -2.052325925781e+00      -1.222201053442e-01       4.629359095655e-02      -2.992250152088e+00      -1.665303969890e-27      -9.663722685121e-16      -1.793818603196e-02 
       3.865704908153e+01       8.927931882744e-05      -2.542823353304e+00      -1.028219527188e-01      -7.074424190012e-05      -1.768606047503e-04      -6.372400318060e-08      -3.537212095006e-05      -1.907185568805e+00      -1.028126977198e-01       3.870269829499e-01       3.927629078766e-01      -2.057276371258e+00      -1.247153323866e-01       4.013643513022e-02      -3.051278678278e+00      -1.863547331365e-27      -9.788297622312e-16      -1.857459360090e-02 
       3.914791979296e+01       9.048854375865e-05      -2.561197007054e+00      -1.056984654868e-01      -8.723782540444e-05      -2.180945635111e-04      -8.072392068070e-08      -4.361891270222e-05      -1.920970466657e+00      -1.056887416314e-01       3.827539067982e-01       3.873599898335e-01      -2.061373807847e+00      -1.274226057392e-01       3.315166055980e-02      -3.116236517456e+00      -2.104550852700e-27      -9.880815515514e-16      -1.906960882400e-02 
