# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
 1179       1.499148935962e-10       1.830676601154e-12      -8.786564970569e-14       0.000000000000e+00 
 1180       1.493442901616e-10       1.849419277868e-12       1.301797241408e-15       0.000000000000e+00 
 1181       1.487671029558e-10       1.868666828307e-12       8.838729946626e-14       0.000000000000e+00 
 1182       1.481835464662e-10       1.888407912099e-12       1.733664011515e-13       0.000000000000e+00 
 1183       1.475938367591e-10       1.908631100079e-12       2.562145398516e-13       0.000000000000e+00 
 1184       1.469981914832e-10       1.929324874091e-12       3.369070463109e-13       0.000000000000e+00 
 1185       1.463968298730e-10       1.950477626791e-12       4.154191442817e-13       0.000000000000e+00 
 1186       1.457899727521e-10       1.972077661456e-12       4.917259503419e-13       0.000000000000e+00 
 1187       1.451778425368e-10       1.994113191782e-12       5.658024737135e-13       0.000000000000e+00 
 1188       1.445606632395e-10       2.016572341693e-12       6.376236160801e-13       0.000000000000e+00 
 1189       1.439386604717e-10       2.039443145142e-12       7.071641714052e-13       0.000000000000e+00 
 1190       1.433120614480e-10       2.062713545918e-12       7.743988257499e-13       0.000000000000e+00 
 1191       1.426810949893e-10       2.086371397447e-12       8.393021570914e-13       0.000000000000e+00 
 1192       1.420459915258e-10       2.110404462600e-12       9.018486351403e-13       0.000000000000e+00 
 1193       1.414069831012e-10       2.134800413494e-12       9.620126211591e-13       0.000000000000e+00 
 1194       1.407643033752e-10       2.159546831297e-12       1.019768367780e-12       0.000000000000e+00 
 1195       1.401181876278e-10       2.184631206032e-12       1.075090018823e-12       0.000000000000e+00 
 1196       1.394688727621e-10       2.210040936385e-12       1.127951609113e-12       0.000000000000e+00 
 1197       1.388165973077e-10       2.235763329502e-12       1.178327064300e-12       0.000000000000e+00 
 1198       1.381616014247e-10       2.261785600799e-12       1.226190200675e-12       0.000000000000e+00 
 1199       1.375041269064e-10       2.288094873764e-12       1.271514724989e-12       0.000000000000e+00 
 1200       1.368444171832e-10       2.314678179762e-12       1.314274234268e-12       0.000000000000e+00 
 1201       1.361827173257e-10       2.341522457837e-12       1.354442215638e-12       0.000000000000e+00 
 1202       1.355192740484e-10       2.368614554520e-12       1.391992046135e-12       0.000000000000e+00 
 1203       1.348543357128e-10       2.395941223629e-12       1.426896992529e-12       0.000000000000e+00 
 1204       1.341881523311e-10       2.423489126078e-12       1.459130211138e-12       0.000000000000e+00 
 1205       1.335209755693e-10       2.451244829675e-12       1.488664747648e-12       0.000000000000e+00 
 1206       1.328530587509e-10       2.479194808933e-12       1.515473536931e-12       0.000000000000e+00 
 1207       1.321846441861e-10       2.507325761482e-12       1.539536631944e-12       0.000000000000e+00 
 1208       1.315159249851e-10       2.535625561918e-12       1.560862986623e-12       0.000000000000e+00 
 1209       1.308470827891e-10       2.564082319118e-12       1.579468936423e-12       0.000000000000e+00 
 1210       1.301783004049e-10       2.592684060507e-12       1.595370993575e-12       0.000000000000e+00 
 1211       1.295097618071e-10       2.621418731883e-12       1.608585847500e-12       0.000000000000e+00 
 1212       1.288416521406e-10       2.650274197253e-12       1.619130365221e-12       0.000000000000e+00 
 1213       1.281741577230e-10       2.679238238660e-12       1.627021591778e-12       0.000000000000e+00 
 1214       1.275074660468e-10       2.708298556014e-12       1.632276750638e-12       0.000000000000e+00 
 1215       1.268417657820e-10       2.737442766922e-12       1.634913244111e-12       0.000000000000e+00 
 1216       1.261772467782e-10       2.766658406519e-12       1.634948653758e-12       0.000000000000e+00 
 1217       1.255141000672e-10       2.795932927297e-12       1.632400740813e-12       0.000000000000e+00 
 1218       1.248525178652e-10       2.825253698937e-12       1.627287446585e-12       0.000000000000e+00 
 1219       1.241926935753e-10       2.854608008138e-12       1.619626892879e-12       0.000000000000e+00 
 1220       1.235348217898e-10       2.883983058446e-12       1.609437382405e-12       0.000000000000e+00 
 1221       1.228790982924e-10       2.913365970088e-12       1.596737399193e-12       0.000000000000e+00 
 1222       1.222257200610e-10       2.942743779799e-12       1.581545609006e-12       0.000000000000e+00 
 1223       1.215748852696e-10       2.972103440652e-12       1.563880859749e-12       0.000000000000e+00 
 1224       1.209267932908e-10       3.001431821892e-12       1.543762181888e-12       0.000000000000e+00 
 1225       1.202816446986e-10       3.030715708761e-12       1.521208788858e-12       0.000000000000e+00 
 1226       1.196396412700e-10       3.059941802334e-12       1.496240077479e-12       0.000000000000e+00 
 1227       1.190009859879e-10       3.089096719344e-12       1.468875628367e-12       0.000000000000e+00 
 1228       1.183658830435e-10       3.118166992014e-12       1.439135206349e-12       0.000000000000e+00 
 1229       1.177345378382e-10       3.147139067891e-12       1.407038760874e-12       0.000000000000e+00 
 1230       1.171071569865e-10       3.175999309669e-12       1.372606426426e-12       0.000000000000e+00 
 1231       1.164839483180e-10       3.204733995026e-12       1.335858522939e-12       0.000000000000e+00 
 1232       1.158651208799e-10       3.233329316450e-12       1.296815556208e-12       0.000000000000e+00 
 1233       1.152508849395e-10       3.261771381072e-12       1.255498218301e-12       0.000000000000e+00 
 1234       1.146414519863e-10       3.290046210494e-12       1.211927387976e-12       0.000000000000e+00 
 1235       1.140370347344e-10       3.318139740620e-12       1.166124131090e-12       0.000000000000e+00 
 1236       1.134378471253e-10       3.346037821487e-12       1.118109701014e-12       0.000000000000e+00 
 1237       1.128441043297e-10       3.373726217096e-12       1.067905539045e-12       0.000000000000e+00 
 1238       1.122560227499e-10       3.401190605239e-12       1.015533274819e-12       0.000000000000e+00 
 1239       1.116738200228e-10       3.428416577331e-12       9.610147267252e-13       0.000000000000e+00 
 1240       1.110977150215e-10       3.455389638243e-12       9.043719023161e-13       0.000000000000e+00 
 1241       1.105279278580e-10       3.482095206127e-12       8.456269987240e-13       0.000000000000e+00 
 1242       1.099646798859e-10       3.508518612251e-12       7.848024030718e-13       0.000000000000e+00 
 1243       1.094081937021e-10       3.534645100826e-12       7.219206928863e-13       0.000000000000e+00 
 1244       1.088586931494e-10       3.560459828837e-12       6.570046365113e-13       0.000000000000e+00 
 1245       1.083164033194e-10       3.585947865876e-12       5.900771935206e-13       0.000000000000e+00 
 1246       1.077815230294e-10       3.611095640668e-12       5.211645363202e-13       0.000000000000e+00 
 1247       1.072541418987e-10       3.635895299581e-12       4.503051529255e-13       0.000000000000e+00 
 1248       1.067343223042e-10       3.660340398918e-12       3.775408518023e-13       0.000000000000e+00 
 1249       1.062221268175e-10       3.684424462793e-12       3.029137510110e-13       0.000000000000e+00 
 1250       1.057176182051e-10       3.708140983078e-12       2.264662788527e-13       0.000000000000e+00 
 1251       1.052208594281e-10       3.731483419343e-12       1.482411745156e-13       0.000000000000e+00 
 1252       1.047319136432e-10       3.754445198795e-12       6.828148872106e-14       0.000000000000e+00 
 1253       1.042508442025e-10       3.777019716226e-12      -1.336941562974e-14       0.000000000000e+00 
 1254       1.037777146536e-10       3.799200333948e-12      -9.666786280986e-14       0.000000000000e+00 
 1255       1.033125887404e-10       3.820980381743e-12      -1.815698636202e-13       0.000000000000e+00 
 1256       1.028555304027e-10       3.842353156798e-12      -2.680311147431e-13       0.000000000000e+00 
 1257       1.024066037769e-10       3.863311923649e-12      -3.560069980962e-13       0.000000000000e+00 
 1258       1.019658731960e-10       3.883849914124e-12      -4.454525801864e-13       0.000000000000e+00 
 1259       1.015334031901e-10       3.903960327288e-12      -5.363226114629e-13       0.000000000000e+00 
 1260       1.011092584862e-10       3.923636329376e-12      -6.285715256715e-13       0.000000000000e+00 
 1261       1.006935040088e-10       3.942871053745e-12      -7.221534392083e-13       0.000000000000e+00 
 1262       1.002862048802e-10       3.961657600808e-12      -8.170221504731e-13       0.000000000000e+00 
 1263       9.988742642038e-11       3.979989037984e-12      -9.131311392232e-13       0.000000000000e+00 
 1264       9.949723414751e-11       3.997858399630e-12      -1.010433565928e-12       0.000000000000e+00 
 1265       9.911569377814e-11       4.015258686994e-12      -1.108882271120e-12       0.000000000000e+00 
 1266       9.874287122741e-11       4.032182868146e-12      -1.208429774752e-12       0.000000000000e+00 
 1267       9.837883260932e-11       4.048623877931e-12      -1.309028275550e-12       0.000000000000e+00 
 1268       9.802364423695e-11       4.064574617900e-12      -1.410629650364e-12       0.000000000000e+00 
 1269       9.767737262270e-11       4.080027956261e-12      -1.513185453526e-12       0.000000000000e+00 
 1270       9.734008447855e-11       4.094976727817e-12      -1.616646916201e-12       0.000000000000e+00 
 1271       9.701184671627e-11       4.109413733906e-12      -1.720964945739e-12       0.000000000000e+00 
 1272       9.669272644770e-11       4.123331742349e-12      -1.826090125035e-12       0.000000000000e+00 
 1273       9.638279098496e-11       4.136723487385e-12      -1.931972711875e-12       0.000000000000e+00 
 1274       9.608210784069e-11       4.149581669618e-12      -2.038562638298e-12       0.000000000000e+00 
 1275       9.579074472833e-11       4.161898955957e-12      -2.145809509940e-12       0.000000000000e+00 
 1276       9.550876956230e-11       4.173667979557e-12      -2.253662605397e-12       0.000000000000e+00 
 1277       9.523625045828e-11       4.184881339766e-12      -2.362070875573e-12       0.000000000000e+00 
 1278       9.497325573346e-11       4.195531602058e-12      -2.470982943034e-12       0.000000000000e+00 
 1279       9.471985390675e-11       4.205611297984e-12      -2.580347101367e-12       0.000000000000e+00 
 1280       9.447611369902e-11       4.215112925108e-12      -2.690111314527e-12       0.000000000000e+00 
 1281       9.424210403339e-11       4.224028946954e-12      -2.800223216192e-12       0.000000000000e+00 
 1282       9.401789403541e-11       4.232351792941e-12      -2.910630109122e-12       0.000000000000e+00 
 1283       9.380355303332e-11       4.240073858333e-12      -3.021278964507e-12       0.000000000000e+00 
 1284       9.359915055831e-11       4.247187504175e-12      -3.132116421323e-12       0.000000000000e+00 
 1285       9.340473195644e-11       4.253686703556e-12      -3.243091125896e-12       0.000000000000e+00 
 1286       9.322024492023e-11       4.259572001007e-12      -3.354160781030e-12       0.000000000000e+00 
 1287       9.304561212168e-11       4.264845609410e-12      -3.465285175797e-12       0.000000000000e+00 
 1288       9.288075552318e-11       4.269509768865e-12      -3.576423852123e-12       0.000000000000e+00 
 1289       9.272559637604e-11       4.273566746748e-12      -3.687536104311e-12       0.000000000000e+00 
 1290       9.258005521890e-11       4.277018837771e-12      -3.798580978568e-12       0.000000000000e+00 
 1291       9.244405187624e-11       4.279868364048e-12      -3.909517272527e-12       0.000000000000e+00 
 1292       9.231750545681e-11       4.282117675154e-12      -4.020303534770e-12       0.000000000000e+00 
 1293       9.220033435217e-11       4.283769148186e-12      -4.130898064351e-12       0.000000000000e+00 
 1294       9.209245623506e-11       4.284825187826e-12      -4.241258910325e-12       0.000000000000e+00 
 1295       9.199378805797e-11       4.285288226401e-12      -4.351343871262e-12       0.000000000000e+00 
 1296       9.190424605154e-11       4.285160723947e-12      -4.461110494780e-12       0.000000000000e+00 
 1297       9.182374572306e-11       4.284445168266e-12      -4.570516077064e-12       0.000000000000e+00 
 1298       9.175220185492e-11       4.283144074993e-12      -4.679517662390e-12       0.000000000000e+00 
 1299       9.168952850311e-11       4.281259987655e-12      -4.788072042650e-12       0.000000000000e+00 
 1300       9.163563899566e-11       4.278795477731e-12      -4.896135756874e-12       0.000000000000e+00 
 1301       9.159044593112e-11       4.275753144716e-12      -5.003665090755e-12       0.000000000000e+00 
 1302       9.155386117706e-11       4.272135616180e-12      -5.110616076171e-12       0.000000000000e+00 
 1303       9.152579586846e-11       4.267945547834e-12      -5.216944490712e-12       0.000000000000e+00 
 1304       9.150616040628e-11       4.263185623587e-12      -5.322605857200e-12       0.000000000000e+00 
 1305       9.149486445585e-11       4.257858555608e-12      -5.427555443214e-12       0.000000000000e+00 
 1306       9.149181694538e-11       4.251967084391e-12      -5.531748260615e-12       0.000000000000e+00 
 1307       9.149692606441e-11       4.245513978812e-12      -5.635139065066e-12       0.000000000000e+00 
 1308       9.151009926231e-11       4.238502036194e-12      -5.737682355562e-12       0.000000000000e+00 
 1309       9.153124324670e-11       4.230934082368e-12      -5.839332373945e-12       0.000000000000e+00 
 1310       9.156026398197e-11       4.222812971732e-12      -5.940043104436e-12       0.000000000000e+00 
 1311       9.159706668773e-11       4.214141587316e-12      -6.039768273154e-12       0.000000000000e+00 
 1312       9.164155583725e-11       4.204922840840e-12      -6.138461347641e-12       0.000000000000e+00 
 1313       9.169363515600e-11       4.195159672779e-12      -6.236075536385e-12       0.000000000000e+00 
 1314       9.175320762003e-11       4.184855052423e-12      -6.332563788343e-12       0.000000000000e+00 
 1315       9.182017545452e-11       4.174011977937e-12      -6.427878792468e-12       0.000000000000e+00 
 1316       9.189444013220e-11       4.162633476426e-12      -6.521972977228e-12       0.000000000000e+00 
 1317       9.197590237185e-11       4.150722603992e-12      -6.614798510134e-12       0.000000000000e+00 
 1318       9.206446213674e-11       4.138282445801e-12      -6.706307297262e-12       0.000000000000e+00 
 1319       9.216001863312e-11       4.125316116139e-12      -6.796450982773e-12       0.000000000000e+00 
 1320       9.226247030868e-11       4.111826758478e-12      -6.885180948443e-12       0.000000000000e+00 
 1321       9.237171485104e-11       4.097817545534e-12      -6.972448313183e-12       0.000000000000e+00 
 1322       9.248764918619e-11       4.083291679332e-12      -7.058203932563e-12       0.000000000000e+00 
 1323       9.261016947698e-11       4.068252391264e-12      -7.142398398337e-12       0.000000000000e+00 
 1324       9.273916318639e-11       4.052703839864e-12      -7.224987759555e-12       0.000000000000e+00 
 1325       9.287448517459e-11       4.036653814851e-12      -7.305950756009e-12       0.000000000000e+00 
 1326       9.301598133489e-11       4.020111063070e-12      -7.385271774157e-12       0.000000000000e+00 
 1327       9.316349650287e-11       4.003084393612e-12      -7.462935142709e-12       0.000000000000e+00 
 1328       9.331687445435e-11       3.985582677935e-12      -7.538925132547e-12       0.000000000000e+00 
 1329       9.347595790327e-11       3.967614849992e-12      -7.613225956638e-12       0.000000000000e+00 
 1330       9.364058849967e-11       3.949189906350e-12      -7.685821769948e-12       0.000000000000e+00 
 1331       9.381060682758e-11       3.930316906313e-12      -7.756696669358e-12       0.000000000000e+00 
 1332       9.398585240294e-11       3.911004972047e-12      -7.825834693580e-12       0.000000000000e+00 
 1333       9.416616367156e-11       3.891263288702e-12      -7.893219823070e-12       0.000000000000e+00 
 1334       9.435137800703e-11       3.871101104534e-12      -7.958835979944e-12       0.000000000000e+00 
 1335       9.454133170863e-11       3.850527731030e-12      -8.022667027894e-12       0.000000000000e+00 
 1336       9.473585999930e-11       3.829552543027e-12      -8.084696772102e-12       0.000000000000e+00 
 1337       9.493479702352e-11       3.808184978841e-12      -8.144908959155e-12       0.000000000000e+00 
 1338       9.513797584525e-11       3.786434540385e-12      -8.203287276959e-12       0.000000000000e+00 
 1339       9.534522844589e-11       3.764310793292e-12      -8.259815354656e-12       0.000000000000e+00 
 1340       9.555638572216e-11       3.741823367042e-12      -8.314476762540e-12       0.000000000000e+00 
 1341       9.577127748406e-11       3.718981955082e-12      -8.367255011968e-12       0.000000000000e+00 
 1342       9.598973245276e-11       3.695796314946e-12      -8.418133555279e-12       0.000000000000e+00 
 1343       9.621157825860e-11       3.672276268385e-12      -8.467095785705e-12       0.000000000000e+00 
 1344       9.643664143891e-11       3.648431701486e-12      -8.514125037291e-12       0.000000000000e+00 
 1345       9.666474743603e-11       3.624272564792e-12      -8.559204584807e-12       0.000000000000e+00 
 1346       9.689572059519e-11       3.599808873432e-12      -8.602317643662e-12       0.000000000000e+00 
 1347       9.712938416247e-11       3.575050707236e-12      -8.643447369821e-12       0.000000000000e+00 
 1348       9.736556028267e-11       3.550008210865e-12      -8.682576859721e-12       0.000000000000e+00 
 1349       9.760406999729e-11       3.524691593930e-12      -8.719689150183e-12       0.000000000000e+00 
 1350       9.784473324245e-11       3.499111131115e-12      -8.754767218329e-12       0.000000000000e+00 
 1351       9.808736884679e-11       3.473277162302e-12      -8.787793981497e-12       0.000000000000e+00 
 1352       9.833179452941e-11       3.447200092691e-12      -8.818752297156e-12       0.000000000000e+00 
 1353       9.857782689781e-11       3.420890392926e-12      -8.847624962819e-12       0.000000000000e+00 
 1354       9.882528144581e-11       3.394358599217e-12      -8.874394715961e-12       0.000000000000e+00 
 1355       9.907397255146e-11       3.367615313460e-12      -8.899044233934e-12       0.000000000000e+00 
 1356       9.932371347499e-11       3.340671203365e-12      -8.921556133878e-12       0.000000000000e+00 
 1357       9.957431635672e-11       3.313537002575e-12      -8.941912972642e-12       0.000000000000e+00 
 1358       9.982559221500e-11       3.286223510792e-12      -8.960097246692e-12       0.000000000000e+00 
 1359       1.000773509441e-10       3.258741593895e-12      -8.976091392035e-12       0.000000000000e+00 
 1360       1.003294013123e-10       3.231102184068e-12      -8.989877784123e-12       0.000000000000e+00 
 1361       1.005815509594e-10       3.203316279923e-12      -9.001438737780e-12       0.000000000000e+00 
 1362       1.008336063953e-10       3.175394946618e-12      -9.010756507106e-12       0.000000000000e+00 
 1363       1.010853835076e-10       3.147349036753e-12      -9.017818738664e-12       0.000000000000e+00 
 1364       1.013367392145e-10       3.119188349520e-12      -9.022634895200e-12       0.000000000000e+00 
 1365       1.015875401478e-10       3.090922462774e-12      -9.025220007948e-12       0.000000000000e+00 
 1366       1.018376521716e-10       3.062561011553e-12      -9.025589239623e-12       0.000000000000e+00 
 1367       1.020869403812e-10       3.034113688182e-12      -9.023757884683e-12       0.000000000000e+00 
 1368       1.023352691017e-10       3.005590242378e-12      -9.019741369600e-12       0.000000000000e+00 
 1369       1.025825018866e-10       2.977000481354e-12      -9.013555253124e-12       0.000000000000e+00 
 1370       1.028285015162e-10       2.948354269925e-12      -9.005215226553e-12       0.000000000000e+00 
 1371       1.030731299964e-10       2.919661530613e-12      -8.994737113999e-12       0.000000000000e+00 
 1372       1.033162485572e-10       2.890932243751e-12      -8.982136872653e-12       0.000000000000e+00 
 1373       1.035577176516e-10       2.862176447589e-12      -8.967430593055e-12       0.000000000000e+00 
 1374       1.037973969536e-10       2.833404238397e-12      -8.950634499358e-12       0.000000000000e+00 
 1375       1.040351453575e-10       2.804625770574e-12      -8.931764949598e-12       0.000000000000e+00 
 1376       1.042708209761e-10       2.775851256747e-12      -8.910838435959e-12       0.000000000000e+00 
 1377       1.045042811391e-10       2.747090967880e-12      -8.887871585041e-12       0.000000000000e+00 
 1378       1.047353823925e-10       2.718355233380e-12      -8.862881158128e-12       0.000000000000e+00 
 1379       1.049639804962e-10       2.689654441198e-12      -8.835884051451e-12       0.000000000000e+00 
 1380       1.051899304235e-10       2.660999037936e-12      -8.806897296460e-12       0.000000000000e+00 
 1381       1.054130863590e-10       2.632399528951e-12      -8.775938060088e-12       0.000000000000e+00 
 1382       1.056333016976e-10       2.603866478464e-12      -8.743023645018e-12       0.000000000000e+00 
 1383       1.058504290431e-10       2.575410509657e-12      -8.708171489953e-12       0.000000000000e+00 
 1384       1.060643202067e-10       2.547042304786e-12      -8.671399169879e-12       0.000000000000e+00 
 1385       1.062748262056e-10       2.518772605281e-12      -8.632724396333e-12       0.000000000000e+00 
 1386       1.064817972615e-10       2.490612211852e-12      -8.592165017674e-12       0.000000000000e+00 
 1387       1.066850827996e-10       2.462571984595e-12      -8.549739019345e-12       0.000000000000e+00 
 1388       1.068845314467e-10       2.434662843095e-12      -8.505464524142e-12       0.000000000000e+00 
 1389       1.070799910301e-10       2.406895766534e-12      -8.459359792480e-12       0.000000000000e+00 
 1390       1.072713085764e-10       2.379281793792e-12      -8.411443222663e-12       0.000000000000e+00 
 1391       1.074583303095e-10       2.351832023555e-12      -8.361733351148e-12       0.000000000000e+00 
 1392       1.076409016498e-10       2.324557614419e-12      -8.310248852814e-12       0.000000000000e+00 
 1393       1.078188672123e-10       2.297469784993e-12      -8.257008541225e-12       0.000000000000e+00 
 1394       1.079920708059e-10       2.270579814008e-12      -8.202031368904e-12       0.000000000000e+00 
 1395       1.081603554312e-10       2.243899040418e-12      -8.145336427594e-12       0.000000000000e+00 
 1396       1.083235632797e-10       2.217438863507e-12      -8.086942948527e-12       0.000000000000e+00 
 1397       1.084815357320e-10       2.191210742993e-12      -8.026870302692e-12       0.000000000000e+00 
 1398       1.086341133567e-10       2.165226199133e-12      -7.965138001100e-12       0.000000000000e+00 
 1399       1.087811359090e-10       2.139496812830e-12      -7.901765695053e-12       0.000000000000e+00 
 1400       1.089224423291e-10       2.114034225734e-12      -7.836773176411e-12       0.000000000000e+00 
 1401       1.090578707408e-10       2.088850140350e-12      -7.770180377856e-12       0.000000000000e+00 
 1402       1.091872789853e-10       2.063955161643e-12      -7.702009579710e-12       0.000000000000e+00 
 1403       1.093106064585e-10       2.039355308426e-12      -7.632292055017e-12       0.000000000000e+00 
 1404       1.094278129157e-10       2.015055465790e-12      -7.561061494303e-12       0.000000000000e+00 
 1405       1.095388579951e-10       1.991060540340e-12      -7.488351805720e-12       0.000000000000e+00 
 1406       1.096437012178e-10       1.967375460226e-12      -7.414197115449e-12       0.000000000000e+00 
 1407       1.097423019875e-10       1.944005175176e-12      -7.338631768097e-12       0.000000000000e+00 
 1408       1.098346195903e-10       1.920954656536e-12      -7.261690327105e-12       0.000000000000e+00 
 1409       1.099206131949e-10       1.898228897296e-12      -7.183407575143e-12       0.000000000000e+00 
 1410       1.100002418521e-10       1.875832912131e-12      -7.103818514519e-12       0.000000000000e+00 
 1411       1.100734644946e-10       1.853771737434e-12      -7.022958367574e-12       0.000000000000e+00 
 1412       1.101402399374e-10       1.832050431346e-12      -6.940862577086e-12       0.000000000000e+00 
 1413       1.102005268769e-10       1.810674073796e-12      -6.857566806673e-12       0.000000000000e+00 
 1414       1.102542838916e-10       1.789647766532e-12      -6.773106941194e-12       0.000000000000e+00 
 1415       1.103014694411e-10       1.768976633154e-12      -6.687519087150e-12       0.000000000000e+00 
 1416       1.103420418666e-10       1.748665819154e-12      -6.600839573084e-12       0.000000000000e+00 
 1417       1.103759593905e-10       1.728720491941e-12      -6.513104949987e-12       0.000000000000e+00 
 1418       1.104031801162e-10       1.709145840885e-12      -6.424351991696e-12       0.000000000000e+00 
 1419       1.104236620281e-10       1.689947077345e-12      -6.334617695296e-12       0.000000000000e+00 
 1420       1.104373629914e-10       1.671129434705e-12      -6.243939281524e-12       0.000000000000e+00 
 1421       1.104442407521e-10       1.652698168408e-12      -6.152354195167e-12       0.000000000000e+00 
 1422       1.104442529365e-10       1.634658555992e-12      -6.059900105468e-12       0.000000000000e+00 
 1423       1.104373570513e-10       1.617015897121e-12      -5.966614906524e-12       0.000000000000e+00 
 1424       1.104235104836e-10       1.599775513622e-12      -5.872536717688e-12       0.000000000000e+00 
 1425       1.104026705004e-10       1.582942749517e-12      -5.777703883973e-12       0.000000000000e+00 
 1426       1.103747942488e-10       1.566522971059e-12      -5.682154976453e-12       0.000000000000e+00 
 1427       1.103398387557e-10       1.550521566768e-12      -5.585928792661e-12       0.000000000000e+00 
 1428       1.102977609275e-10       1.534943947459e-12      -5.489064356995e-12       0.000000000000e+00 
 1429       1.102485175503e-10       1.519795546283e-12      -5.391600921119e-12       0.000000000000e+00 
 1430       1.101920652896e-10       1.505081818757e-12      -5.293577964363e-12       0.000000000000e+00 
 1431       1.101283606900e-10       1.490808242801e-12      -5.195035194124e-12       0.000000000000e+00 
 1432       1.100573601752e-10       1.476980318769e-12      -5.096012546272e-12       0.000000000000e+00 
 1433       1.099790200480e-10       1.463603569486e-12      -4.996550185545e-12       0.000000000000e+00 
 1434       1.098932964899e-10       1.450683540282e-12      -4.896688505958e-12       0.000000000000e+00 
 1435       1.098001455612e-10       1.438225799025e-12      -4.796468131197e-12       0.000000000000e+00 
 1436       1.096995232006e-10       1.426235936156e-12      -4.695929915029e-12       0.000000000000e+00 
 1437       1.095913852252e-10       1.414719564722e-12      -4.595114941695e-12       0.000000000000e+00 
 1438       1.094756873303e-10       1.403682320414e-12      -4.494064526317e-12       0.000000000000e+00 
 1439       1.093523850896e-10       1.393129861596e-12      -4.392820215302e-12       0.000000000000e+00 
 1440       1.092214339543e-10       1.383067869341e-12      -4.291423786734e-12       0.000000000000e+00 
 1441       1.090828069910e-10       1.373500751216e-12      -4.189915396107e-12       0.000000000000e+00 
 1442       1.089365482893e-10       1.364427738148e-12      -4.088327992088e-12       0.000000000000e+00 
 1443       1.087827200956e-10       1.355846748011e-12      -3.986692844874e-12       0.000000000000e+00 
 1444       1.086213851260e-10       1.347755678243e-12      -3.885041396022e-12       0.000000000000e+00 
 1445       1.084526065670e-10       1.340152405802e-12      -3.783405258742e-12       0.000000000000e+00 
 1446       1.082764480767e-10       1.333034787131e-12      -3.681816218195e-12       0.000000000000e+00 
 1447       1.080929737854e-10       1.326400658113e-12      -3.580306231783e-12       0.000000000000e+00 
 1448       1.079022482967e-10       1.320247834033e-12      -3.478907429449e-12       0.000000000000e+00 
 1449       1.077043366881e-10       1.314574109534e-12      -3.377652113966e-12       0.000000000000e+00 
 1450       1.074993045121e-10       1.309377258582e-12      -3.276572761236e-12       0.000000000000e+00 
 1451       1.072872177971e-10       1.304655034420e-12      -3.175702020581e-12       0.000000000000e+00 
 1452       1.070681430482e-10       1.300405169529e-12      -3.075072715041e-12       0.000000000000e+00 
 1453       1.068421472481e-10       1.296625375590e-12      -2.974717841665e-12       0.000000000000e+00 
 1454       1.066092978579e-10       1.293313343440e-12      -2.874670571807e-12       0.000000000000e+00 
 1455       1.063696628181e-10       1.290466743031e-12      -2.774964251423e-12       0.000000000000e+00 
 1456       1.061233105496e-10       1.288083223394e-12      -2.675632401361e-12       0.000000000000e+00 
 1457       1.058703099542e-10       1.286160412594e-12      -2.576708717658e-12       0.000000000000e+00 
 1458       1.056107304158e-10       1.284695917690e-12      -2.478227071836e-12       0.000000000000e+00 
 1459       1.053446418013e-10       1.283687324696e-12      -2.380221511194e-12       0.000000000000e+00 
 1460       1.050721144611e-10       1.283132198539e-12      -2.282726259102e-12       0.000000000000e+00 
 1461       1.047932192306e-10       1.283028083020e-12      -2.185775715298e-12       0.000000000000e+00 
 1462       1.045080274305e-10       1.283372500771e-12      -2.089404456182e-12       0.000000000000e+00 
 1463       1.042166108679e-10       1.284162953216e-12      -1.993647235110e-12       0.000000000000e+00 
 1464       1.039190418374e-10       1.285396920531e-12      -1.898538982686e-12       0.000000000000e+00 
 1465       1.036153931216e-10       1.287071861600e-12      -1.804114807063e-12       0.000000000000e+00 
 1466       1.033057379924e-10       1.289185213979e-12      -1.710409994230e-12       0.000000000000e+00 
 1467       1.029901502113e-10       1.291734393852e-12      -1.617460008311e-12       0.000000000000e+00 
 1468       1.026687040310e-10       1.294716795993e-12      -1.525300491861e-12       0.000000000000e+00 
 1469       1.023414741956e-10       1.298129793722e-12      -1.433967266154e-12       0.000000000000e+00 
 1470       1.020085359420e-10       1.301970738868e-12      -1.343496331485e-12       0.000000000000e+00 
 1471       1.016699650005e-10       1.306236961725e-12      -1.253923867460e-12       0.000000000000e+00 
 1472       1.013258375959e-10       1.310925771015e-12      -1.165286233291e-12       0.000000000000e+00 
 1473       1.009762304480e-10       1.316034453843e-12      -1.077619968093e-12       0.000000000000e+00 
 1474       1.006212207729e-10       1.321560275661e-12      -9.909617911741e-13       0.000000000000e+00 
 1475       1.002608862836e-10       1.327500480225e-12      -9.053486023352e-13       0.000000000000e+00 
 1476       9.989530519118e-11       1.333852289553e-12      -8.208174821607e-13       0.000000000000e+00 
 1477       9.952455620530e-11       1.340612903887e-12      -7.374056923148e-13       0.000000000000e+00 
 1478       9.914871853534e-11       1.347779501652e-12      -6.551506758353e-13       0.000000000000e+00 
 1479       9.876787189124e-11       1.355349239414e-12      -5.740900574286e-13       0.000000000000e+00 
 1480       9.838210231227e-11       1.363318560435e-12      -4.942573207108e-13       0.000000000000e+00 
