# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  476       2.978873834017e-10       1.519985296621e-12      -1.002451050636e-11       0.000000000000e+00 
  477       2.993120178111e-10       1.497263854282e-12      -9.977064817477e-12       0.000000000000e+00 
  478       3.007275946489e-10       1.474740428896e-12      -9.925228062471e-12       0.000000000000e+00 
  479       3.021334868271e-10       1.452427010453e-12      -9.869052229543e-12       0.000000000000e+00 
  480       3.035290587732e-10       1.430335734572e-12      -9.808590800744e-12       0.000000000000e+00 
  481       3.049136663896e-10       1.408478883154e-12      -9.743898760770e-12       0.000000000000e+00 
  482       3.062866570131e-10       1.386868885014e-12      -9.675032605762e-12       0.000000000000e+00 
  483       3.076473693741e-10       1.365518316530e-12      -9.602050352102e-12       0.000000000000e+00 
  484       3.089951335559e-10       1.344439902278e-12      -9.525011545213e-12       0.000000000000e+00 
  485       3.103292709546e-10       1.323646515679e-12      -9.443977268357e-12       0.000000000000e+00 
  486       3.116490942377e-10       1.303151179636e-12      -9.359010151432e-12       0.000000000000e+00 
  487       3.129539073045e-10       1.282967067179e-12      -9.270174379773e-12       0.000000000000e+00 
  488       3.142430052445e-10       1.263107502103e-12      -9.177535702945e-12       0.000000000000e+00 
  489       3.155156742975e-10       1.243585959614e-12      -9.081161443546e-12       0.000000000000e+00 
  490       3.167711918125e-10       1.224416066967e-12      -8.981120506003e-12       0.000000000000e+00 
  491       3.180088262077e-10       1.205611604108e-12      -8.877483385372e-12       0.000000000000e+00 
  492       3.192278369291e-10       1.187186504315e-12      -8.770322176132e-12       0.000000000000e+00 
  493       3.204274744106e-10       1.169154854843e-12      -8.659710580990e-12       0.000000000000e+00 
  494       3.216069800330e-10       1.151530897561e-12      -8.545723919670e-12       0.000000000000e+00 
  495       3.227655860836e-10       1.134329029596e-12      -8.428439137722e-12       0.000000000000e+00 
  496       3.239025157154e-10       1.117563803973e-12      -8.307934815310e-12       0.000000000000e+00 
  497       3.250169829066e-10       1.101249930259e-12      -8.184291176016e-12       0.000000000000e+00 
  498       3.261081924202e-10       1.085402275201e-12      -8.057590095638e-12       0.000000000000e+00 
  499       3.271753397629e-10       1.070035863372e-12      -7.927915110986e-12       0.000000000000e+00 
  500       3.282176111450e-10       1.055165877806e-12      -7.795351428681e-12       0.000000000000e+00 
  501       3.292341834393e-10       1.040807660648e-12      -7.659985933955e-12       0.000000000000e+00 
  502       3.302242241412e-10       1.026976713786e-12      -7.521907199445e-12       0.000000000000e+00 
  503       3.311868913272e-10       1.013688699501e-12      -7.381205493995e-12       0.000000000000e+00 
  504       3.321213336151e-10       1.000959441103e-12      -7.237972791453e-12       0.000000000000e+00 
  505       3.330268172444e-10       9.888030140320e-13      -7.092299480049e-12       0.000000000000e+00 
  506       3.339031114274e-10       9.772259573661e-13      -6.944264368393e-12       0.000000000000e+00 
  507       3.347501140201e-10       9.662328968170e-13      -6.793944408902e-12       0.000000000000e+00 
  508       3.355677254231e-10       9.558284389365e-13      -6.641417978412e-12       0.000000000000e+00 
  509       3.363558486014e-10       9.460171708610e-13      -6.486764885426e-12       0.000000000000e+00 
  510       3.371143891027e-10       9.368036600565e-13      -6.330066377366e-12       0.000000000000e+00 
  511       3.378432550772e-10       9.281924540635e-13      -6.171405147815e-12       0.000000000000e+00 
  512       3.385423572965e-10       9.201880802417e-13      -6.010865343774e-12       0.000000000000e+00 
  513       3.392116091722e-10       9.127950455144e-13      -5.848532572905e-12       0.000000000000e+00 
  514       3.398509267759e-10       9.060178361137e-13      -5.684493910781e-12       0.000000000000e+00 
  515       3.404602288575e-10       8.998609173250e-13      -5.518837908135e-12       0.000000000000e+00 
  516       3.410394368645e-10       8.943287332318e-13      -5.351654598110e-12       0.000000000000e+00 
  517       3.415884749614e-10       8.894257064604e-13      -5.183035503507e-12       0.000000000000e+00 
  518       3.421072700485e-10       8.851562379246e-13      -5.013073644030e-12       0.000000000000e+00 
  519       3.425957517809e-10       8.815247065708e-13      -4.841863543542e-12       0.000000000000e+00 
  520       3.430538525881e-10       8.785354691222e-13      -4.669501237308e-12       0.000000000000e+00 
  521       3.434815076923e-10       8.761928598238e-13      -4.496084279246e-12       0.000000000000e+00 
  522       3.438786551282e-10       8.745011901873e-13      -4.321711749173e-12       0.000000000000e+00 
  523       3.442452357619e-10       8.734647487356e-13      -4.146484260059e-12       0.000000000000e+00 
  524       3.445811933097e-10       8.730878007476e-13      -3.970503965271e-12       0.000000000000e+00 
  525       3.448864743576e-10       8.733745880031e-13      -3.793874565824e-12       0.000000000000e+00 
  526       3.451610283801e-10       8.743293285274e-13      -3.616701317628e-12       0.000000000000e+00 
  527       3.454048077594e-10       8.759562163359e-13      -3.439091038740e-12       0.000000000000e+00 
  528       3.456177678045e-10       8.782594211792e-13      -3.261152116608e-12       0.000000000000e+00 
  529       3.457998667704e-10       8.812430882876e-13      -3.082994515324e-12       0.000000000000e+00 
  530       3.459510658769e-10       8.849113381158e-13      -2.904729782870e-12       0.000000000000e+00 
  531       3.460713293279e-10       8.892682660877e-13      -2.726471058369e-12       0.000000000000e+00 
  532       3.461606243306e-10       8.943179423416e-13      -2.548333079331e-12       0.000000000000e+00 
  533       3.462189211142e-10       9.000644114739e-13      -2.370432188905e-12       0.000000000000e+00 
  534       3.462461929496e-10       9.065116922849e-13      -2.192886343123e-12       0.000000000000e+00 
  535       3.462424161678e-10       9.136637775229e-13      -2.015815118155e-12       0.000000000000e+00 
  536       3.462075701795e-10       9.215246336294e-13      -1.839339717551e-12       0.000000000000e+00 
  537       3.461416374939e-10       9.300982004833e-13      -1.663582979497e-12       0.000000000000e+00 
  538       3.460446037381e-10       9.393883911460e-13      -1.488669384056e-12       0.000000000000e+00 
  539       3.459164576759e-10       9.493990916063e-13      -1.314725060423e-12       0.000000000000e+00 
  540       3.457571912270e-10       9.601341605247e-13      -1.141877794169e-12       0.000000000000e+00 
  541       3.455667994860e-10       9.715974289785e-13      -9.702570344958e-13       0.000000000000e+00 
  542       3.453452807418e-10       9.837927002062e-13      -7.999939014766e-13       0.000000000000e+00 
  543       3.450926364963e-10       9.967237493528e-13      -6.312211933117e-13       0.000000000000e+00 
  544       3.448089269190e-10       1.010392813688e-12      -4.640610010258e-13       0.000000000000e+00 
  545       3.444944388026e-10       1.024796019377e-12      -2.985871735877e-13       0.000000000000e+00 
  546       3.441495221395e-10       1.039927831828e-12      -1.348618626935e-13       0.000000000000e+00 
  547       3.437745351342e-10       1.055782553290e-12       2.705217332386e-14       0.000000000000e+00 
  548       3.433698442452e-10       1.072354321978e-12       1.870915672614e-13       0.000000000000e+00 
  549       3.429358242263e-10       1.089637111213e-12       3.451923408136e-13       0.000000000000e+00 
  550       3.424728581683e-10       1.107624728553e-12       5.012899023391e-13       0.000000000000e+00 
  551       3.419813375403e-10       1.126310814926e-12       6.553190446285e-13       0.000000000000e+00 
  552       3.414616622314e-10       1.145688843768e-12       8.072139426708e-13       0.000000000000e+00 
  553       3.409142405922e-10       1.165752120152e-12       9.569081514210e-13       0.000000000000e+00 
  554       3.403394894763e-10       1.186493779924e-12       1.104334603567e-12       0.000000000000e+00 
  555       3.397378342819e-10       1.207906788836e-12       1.249425607297e-12       0.000000000000e+00 
  556       3.391097089933e-10       1.229983941680e-12       1.392112844067e-12       0.000000000000e+00 
  557       3.384555562222e-10       1.252717861424e-12       1.532327366366e-12       0.000000000000e+00 
  558       3.377758272498e-10       1.276100998341e-12       1.669999595486e-12       0.000000000000e+00 
  559       3.370709820675e-10       1.300125629148e-12       1.805059319288e-12       0.000000000000e+00 
  560       3.363414894194e-10       1.324783856134e-12       1.937435689967e-12       0.000000000000e+00 
  561       3.355878268429e-10       1.350067606301e-12       2.067057221822e-12       0.000000000000e+00 
  562       3.348104807109e-10       1.375968630490e-12       2.193851789024e-12       0.000000000000e+00 
  563       3.340099462730e-10       1.402478502521e-12       2.317746623379e-12       0.000000000000e+00 
  564       3.331867276972e-10       1.429588618323e-12       2.438668312098e-12       0.000000000000e+00 
  565       3.323413381112e-10       1.457290195071e-12       2.556542795563e-12       0.000000000000e+00 
  566       3.314742996442e-10       1.485574270314e-12       2.671295365097e-12       0.000000000000e+00 
  567       3.305861434683e-10       1.514431701117e-12       2.782850660728e-12       0.000000000000e+00 
  568       3.296774098399e-10       1.543853163187e-12       2.891132668955e-12       0.000000000000e+00 
  569       3.287486481415e-10       1.573829150013e-12       2.996064720520e-12       0.000000000000e+00 
  570       3.278004169231e-10       1.604349971993e-12       3.097569488171e-12       0.000000000000e+00 
  571       3.268332839437e-10       1.635405755576e-12       3.195568984430e-12       0.000000000000e+00 
  572       3.258478262127e-10       1.666986442389e-12       3.289984559363e-12       0.000000000000e+00 
  573       3.248446300318e-10       1.699081788372e-12       3.380736898341e-12       0.000000000000e+00 
  574       3.238242910363e-10       1.731681362915e-12       3.467746019815e-12       0.000000000000e+00 
  575       3.227874142364e-10       1.764774547990e-12       3.550931273077e-12       0.000000000000e+00 
  576       3.217346140594e-10       1.798350537284e-12       3.630211336029e-12       0.000000000000e+00 
  577       3.206665143903e-10       1.832398335331e-12       3.705504212950e-12       0.000000000000e+00 
  578       3.195837486141e-10       1.866906756650e-12       3.776727232267e-12       0.000000000000e+00 
  579       3.184869596572e-10       1.901864424878e-12       3.843797044313e-12       0.000000000000e+00 
  580       3.173768000286e-10       1.937259771900e-12       3.906629619106e-12       0.000000000000e+00 
  581       3.162539318615e-10       1.973081036986e-12       3.965140244104e-12       0.000000000000e+00 
  582       3.151190269553e-10       2.009316265925e-12       4.019243521983e-12       0.000000000000e+00 
  583       3.139727363506e-10       2.045953262821e-12       4.068867314386e-12       0.000000000000e+00 
  584       3.128155981370e-10       2.082979445916e-12       4.113994960394e-12       0.000000000000e+00 
  585       3.116481274248e-10       2.120381986457e-12       4.154624108333e-12       0.000000000000e+00 
  586       3.104708466324e-10       2.158147854821e-12       4.190752867902e-12       0.000000000000e+00 
  587       3.092842855182e-10       2.196263819637e-12       4.222379812859e-12       0.000000000000e+00 
  588       3.080889812101e-10       2.234716446899e-12       4.249503983699e-12       0.000000000000e+00 
  589       3.068854782376e-10       2.273492099084e-12       4.272124890343e-12       0.000000000000e+00 
  590       3.056743285614e-10       2.312576934271e-12       4.290242514813e-12       0.000000000000e+00 
  591       3.044560916053e-10       2.351956905257e-12       4.303857313921e-12       0.000000000000e+00 
  592       3.032313342859e-10       2.391617758672e-12       4.312970221947e-12       0.000000000000e+00 
  593       3.020006310444e-10       2.431545034100e-12       4.317582653322e-12       0.000000000000e+00 
  594       3.007645638767e-10       2.471724063193e-12       4.317696505313e-12       0.000000000000e+00 
  595       2.995237223643e-10       2.512139968790e-12       4.313314160704e-12       0.000000000000e+00 
  596       2.982787037056e-10       2.552777664031e-12       4.304438490477e-12       0.000000000000e+00 
  597       2.970301127459e-10       2.593621851478e-12       4.291072856496e-12       0.000000000000e+00 
  598       2.957785620089e-10       2.634657022231e-12       4.273221114189e-12       0.000000000000e+00 
  599       2.945246717269e-10       2.675867455044e-12       4.250887615233e-12       0.000000000000e+00 
  600       2.932690698721e-10       2.717237215440e-12       4.224077210229e-12       0.000000000000e+00 
  601       2.920123921872e-10       2.758750154833e-12       4.192795251394e-12       0.000000000000e+00 
  602       2.907552822160e-10       2.800389909644e-12       4.157047595237e-12       0.000000000000e+00 
  603       2.894983913344e-10       2.842139900413e-12       4.116840605244e-12       0.000000000000e+00 
  604       2.882423787812e-10       2.883983330923e-12       4.072181154558e-12       0.000000000000e+00 
  605       2.869879116888e-10       2.925903187312e-12       4.023076628665e-12       0.000000000000e+00 
  606       2.857356651142e-10       2.967882237193e-12       3.969534928074e-12       0.000000000000e+00 
  607       2.844863220693e-10       3.009903028770e-12       3.911564471001e-12       0.000000000000e+00 
  608       2.832405735522e-10       3.051947889954e-12       3.849174196048e-12       0.000000000000e+00 
  609       2.819991185780e-10       3.093998927483e-12       3.782373564891e-12       0.000000000000e+00 
  610       2.807626642090e-10       3.136038026036e-12       3.711172564956e-12       0.000000000000e+00 
  611       2.795319255861e-10       3.178046847352e-12       3.635581712109e-12       0.000000000000e+00 
  612       2.783076259595e-10       3.220006829346e-12       3.555612053330e-12       0.000000000000e+00 
  613       2.770904967192e-10       3.261899185228e-12       3.471275169403e-12       0.000000000000e+00 
  614       2.758812774260e-10       3.303704902615e-12       3.382583177593e-12       0.000000000000e+00 
  615       2.746807158424e-10       3.345404742656e-12       3.289548734331e-12       0.000000000000e+00 
  616       2.734895679629e-10       3.386979239143e-12       3.192185037897e-12       0.000000000000e+00 
  617       2.723085980456e-10       3.428408697629e-12       3.090505831100e-12       0.000000000000e+00 
  618       2.711385786423e-10       3.469673194547e-12       2.984525403963e-12       0.000000000000e+00 
  619       2.699802906294e-10       3.510752576326e-12       2.874258596403e-12       0.000000000000e+00 
  620       2.688345232391e-10       3.551626458507e-12       2.759720800916e-12       0.000000000000e+00 
  621       2.677020740897e-10       3.592274224863e-12       2.640927965258e-12       0.000000000000e+00 
  622       2.665836657770e-10       3.632676614361e-12       2.517903645928e-12       0.000000000000e+00 
  623       2.654796934393e-10       3.672820524669e-12       2.390700344628e-12       0.000000000000e+00 
  624       2.643904713399e-10       3.712694319430e-12       2.259378676919e-12       0.000000000000e+00 
  625       2.633163157762e-10       3.752286250209e-12       2.124000371526e-12       0.000000000000e+00 
  626       2.622575450848e-10       3.791584456100e-12       1.984628275197e-12       0.000000000000e+00 
  627       2.612144796464e-10       3.830576963339e-12       1.841326357571e-12       0.000000000000e+00 
  628       2.601874418908e-10       3.869251684908e-12       1.694159716048e-12       0.000000000000e+00 
  629       2.591767563020e-10       3.907596420146e-12       1.543194580650e-12       0.000000000000e+00 
  630       2.581827494227e-10       3.945598854359e-12       1.388498318886e-12       0.000000000000e+00 
  631       2.572057498598e-10       3.983246558428e-12       1.230139440623e-12       0.000000000000e+00 
  632       2.562460882890e-10       4.020526988414e-12       1.068187602950e-12       0.000000000000e+00 
  633       2.553040974598e-10       4.057427485175e-12       9.027136150404e-13       0.000000000000e+00 
  634       2.543801122006e-10       4.093935273965e-12       7.337894430216e-13       0.000000000000e+00 
  635       2.534744694234e-10       4.130037464052e-12       5.614882148400e-13       0.000000000000e+00 
  636       2.525875081292e-10       4.165721048320e-12       3.858842251265e-13       0.000000000000e+00 
  637       2.517195694123e-10       4.200972902880e-12       2.070529400625e-13       0.000000000000e+00 
  638       2.508709964659e-10       4.235779786681e-12       2.507100224597e-14       0.000000000000e+00 
  639       2.500421345866e-10       4.270128341116e-12      -1.599837644430e-13       0.000000000000e+00 
  640       2.492333311796e-10       4.304005089631e-12      -3.480323499761e-13       0.000000000000e+00 
  641       2.484449357636e-10       4.337396437336e-12      -5.389945533109e-13       0.000000000000e+00 
  642       2.476772999757e-10       4.370288670611e-12      -7.327889775252e-13       0.000000000000e+00 
  643       2.469307775763e-10       4.402667956716e-12      -9.293330249508e-13       0.000000000000e+00 
  644       2.462057244542e-10       4.434520343400e-12      -1.128542892308e-12       0.000000000000e+00 
  645       2.455024986315e-10       4.465831758511e-12      -1.330333565839e-12       0.000000000000e+00 
  646       2.448214602685e-10       4.496588009603e-12      -1.534618816444e-12       0.000000000000e+00 
  647       2.441629716687e-10       4.526774783543e-12      -1.741311194812e-12       0.000000000000e+00 
  648       2.435273972839e-10       4.556377646124e-12      -1.950322026559e-12       0.000000000000e+00 
  649       2.429151037187e-10       4.585382041673e-12      -2.161561407357e-12       0.000000000000e+00 
  650       2.423264597360e-10       4.613773292655e-12      -2.374938198073e-12       0.000000000000e+00 
  651       2.417618362616e-10       4.641536599290e-12      -2.590360019902e-12       0.000000000000e+00 
  652       2.412216063892e-10       4.668657039152e-12      -2.807733249499e-12       0.000000000000e+00 
  653       2.407061453855e-10       4.695119566788e-12      -3.026963014113e-12       0.000000000000e+00 
  654       2.402158306951e-10       4.720909013319e-12      -3.247953186727e-12       0.000000000000e+00 
  655       2.397510419454e-10       4.746010086052e-12      -3.470606381182e-12       0.000000000000e+00 
  656       2.393121609513e-10       4.770407368088e-12      -3.694823947321e-12       0.000000000000e+00 
  657       2.388995717209e-10       4.794085317932e-12      -3.920505966118e-12       0.000000000000e+00 
  658       2.385136604596e-10       4.817028269102e-12      -4.147551244812e-12       0.000000000000e+00 
  659       2.381548155756e-10       4.839220429734e-12      -4.375857312043e-12       0.000000000000e+00 
  660       2.378234276846e-10       4.860645882195e-12      -4.605320412985e-12       0.000000000000e+00 
  661       2.375198102415e-10       4.881290892698e-12      -4.835839421776e-12       0.000000000000e+00 
  662       2.372439595044e-10       4.901150896849e-12      -5.067327683358e-12       0.000000000000e+00 
  663       2.369957892869e-10       4.920223667368e-12      -5.299701423146e-12       0.000000000000e+00 
  664       2.367752098357e-10       4.938507018275e-12      -5.532875849594e-12       0.000000000000e+00 
  665       2.365821278140e-10       4.955998805129e-12      -5.766765150402e-12       0.000000000000e+00 
  666       2.364164462841e-10       4.972696925272e-12      -6.001282488724e-12       0.000000000000e+00 
  667       2.362780646911e-10       4.988599318072e-12      -6.236339999378e-12       0.000000000000e+00 
  668       2.361668788457e-10       5.003703965161e-12      -6.471848785052e-12       0.000000000000e+00 
  669       2.360827809079e-10       5.018008890683e-12      -6.707718912516e-12       0.000000000000e+00 
  670       2.360256593695e-10       5.031512161534e-12      -6.943859408826e-12       0.000000000000e+00 
  671       2.359953990379e-10       5.044211887601e-12      -7.180178257537e-12       0.000000000000e+00 
  672       2.359918810189e-10       5.056106222010e-12      -7.416582394906e-12       0.000000000000e+00 
  673       2.360149827002e-10       5.067193361364e-12      -7.652977706106e-12       0.000000000000e+00 
  674       2.360645777341e-10       5.077471545988e-12      -7.889269021431e-12       0.000000000000e+00 
  675       2.361405360214e-10       5.086939060169e-12      -8.125360112503e-12       0.000000000000e+00 
  676       2.362427236938e-10       5.095594232399e-12      -8.361153688486e-12       0.000000000000e+00 
  677       2.363710030977e-10       5.103435435618e-12      -8.596551392288e-12       0.000000000000e+00 
  678       2.365252327771e-10       5.110461087457e-12      -8.831453796775e-12       0.000000000000e+00 
  679       2.367052674567e-10       5.116669650478e-12      -9.065760400973e-12       0.000000000000e+00 
  680       2.369109580255e-10       5.122059632417e-12      -9.299369626284e-12       0.000000000000e+00 
  681       2.371421515196e-10       5.126629586426e-12      -9.532178812687e-12       0.000000000000e+00 
  682       2.373986911052e-10       5.130378111320e-12      -9.764084214951e-12       0.000000000000e+00 
  683       2.376804160626e-10       5.133303851810e-12      -9.994980998844e-12       0.000000000000e+00 
  684       2.379871617685e-10       5.135405498753e-12      -1.022476323734e-11       0.000000000000e+00 
  685       2.383187596797e-10       5.136681789394e-12      -1.045332390682e-11       0.000000000000e+00 
  686       2.386750373161e-10       5.137131507601e-12      -1.068055488329e-11       0.000000000000e+00 
  687       2.390558182439e-10       5.136753484117e-12      -1.090634693859e-11       0.000000000000e+00 
  688       2.394609220589e-10       5.135546596794e-12      -1.113058973661e-11       0.000000000000e+00 
  689       2.398901643696e-10       5.133509770843e-12      -1.135317182946e-11       0.000000000000e+00 
  690       2.403433567802e-10       5.130641979067e-12      -1.157398065372e-11       0.000000000000e+00 
  691       2.408203068742e-10       5.126942242113e-12      -1.179290252665e-11       0.000000000000e+00 
  692       2.413208181973e-10       5.122409628708e-12      -1.200982264236e-11       0.000000000000e+00 
  693       2.418446902406e-10       5.117043255903e-12      -1.222462506805e-11       0.000000000000e+00 
  694       2.423917184238e-10       5.110842289314e-12      -1.243719274020e-11       0.000000000000e+00 
  695       2.429616940784e-10       5.103805943367e-12      -1.264740746081e-11       0.000000000000e+00 
  696       2.435544044312e-10       5.095933481540e-12      -1.285514989356e-11       0.000000000000e+00 
  697       2.441696325867e-10       5.087224216602e-12      -1.306029956006e-11       0.000000000000e+00 
  698       2.448071575111e-10       5.077677510857e-12      -1.326273483604e-11       0.000000000000e+00 
  699       2.454667540152e-10       5.067292776389e-12      -1.346233294756e-11       0.000000000000e+00 
  700       2.461481647901e-10       5.056071070507e-12      -1.365898220197e-11       0.000000000000e+00 
  701       2.468510159103e-10       5.044019918069e-12      -1.385261896803e-11       0.000000000000e+00 
  702       2.475748995373e-10       5.031148590088e-12      -1.404319145861e-11       0.000000000000e+00 
  703       2.483194016841e-10       5.017466518258e-12      -1.423064756486e-11       0.000000000000e+00 
  704       2.490841021913e-10       5.002983295583e-12      -1.441493485545e-11       0.000000000000e+00 
  705       2.498685747035e-10       4.987708677009e-12      -1.459600057578e-11       0.000000000000e+00 
  706       2.506723866459e-10       4.971652580059e-12      -1.477379164712e-11       0.000000000000e+00 
  707       2.514950992004e-10       4.954825085463e-12      -1.494825466588e-11       0.000000000000e+00 
  708       2.523362672818e-10       4.937236437793e-12      -1.511933590278e-11       0.000000000000e+00 
  709       2.531954395147e-10       4.918897046092e-12      -1.528698130203e-11       0.000000000000e+00 
  710       2.540721582093e-10       4.899817484510e-12      -1.545113648056e-11       0.000000000000e+00 
  711       2.549659593381e-10       4.880008492932e-12      -1.561174672721e-11       0.000000000000e+00 
  712       2.558763725120e-10       4.859480977614e-12      -1.576875700194e-11       0.000000000000e+00 
  713       2.568029209567e-10       4.838246011817e-12      -1.592211193502e-11       0.000000000000e+00 
  714       2.577451214895e-10       4.816314836432e-12      -1.607175582621e-11       0.000000000000e+00 
  715       2.587024844948e-10       4.793698860620e-12      -1.621763264401e-11       0.000000000000e+00 
  716       2.596745139012e-10       4.770409662442e-12      -1.635968602482e-11       0.000000000000e+00 
  717       2.606607071576e-10       4.746458989488e-12      -1.649785927216e-11       0.000000000000e+00 
  718       2.616605552094e-10       4.721858759515e-12      -1.663209535586e-11       0.000000000000e+00 
  719       2.626735424750e-10       4.696621061076e-12      -1.676233691125e-11       0.000000000000e+00 
  720       2.636991468223e-10       4.670758154151e-12      -1.688852623840e-11       0.000000000000e+00 
  721       2.647368395447e-10       4.644282470783e-12      -1.701060530127e-11       0.000000000000e+00 
  722       2.657860853376e-10       4.617206615710e-12      -1.712851572696e-11       0.000000000000e+00 
  723       2.668463422750e-10       4.589543366993e-12      -1.724219880486e-11       0.000000000000e+00 
  724       2.679170617854e-10       4.561305676654e-12      -1.735159548590e-11       0.000000000000e+00 
  725       2.689976886287e-10       4.532506671305e-12      -1.745664638171e-11       0.000000000000e+00 
  726       2.700876608719e-10       4.503159652781e-12      -1.755729176383e-11       0.000000000000e+00 
  727       2.711864098660e-10       4.473278098773e-12      -1.765347156294e-11       0.000000000000e+00 
  728       2.722933602222e-10       4.442875663461e-12      -1.774512536802e-11       0.000000000000e+00 
  729       2.734079297880e-10       4.411966178143e-12      -1.783219242558e-11       0.000000000000e+00 
  730       2.745295296238e-10       4.380563651872e-12      -1.791461163883e-11       0.000000000000e+00 
  731       2.756575639793e-10       4.348682272085e-12      -1.799232156691e-11       0.000000000000e+00 
  732       2.767914302698e-10       4.316336405237e-12      -1.806526042408e-11       0.000000000000e+00 
  733       2.779305190523e-10       4.283540597434e-12      -1.813336607891e-11       0.000000000000e+00 
  734       2.790742140022e-10       4.250309575061e-12      -1.819657605351e-11       0.000000000000e+00 
  735       2.802218918894e-10       4.216658245422e-12      -1.825482752269e-11       0.000000000000e+00 
  736       2.813729225550e-10       4.182601697365e-12      -1.830805731317e-11       0.000000000000e+00 
  737       2.825266688871e-10       4.148155201919e-12      -1.835620190284e-11       0.000000000000e+00 
  738       2.836824867977e-10       4.113334212923e-12      -1.839919741984e-11       0.000000000000e+00 
  739       2.848397596690e-10       4.078154211759e-12      -1.843699252319e-11       0.000000000000e+00 
  740       2.859980024871e-10       4.042630236892e-12      -1.846958732463e-11       0.000000000000e+00 
  741       2.871567597171e-10       4.006777346294e-12      -1.849699523334e-11       0.000000000000e+00 
  742       2.883155710025e-10       3.970610773106e-12      -1.851923014627e-11       0.000000000000e+00 
  743       2.894739711494e-10       3.934145926233e-12      -1.853630645015e-11       0.000000000000e+00 
  744       2.906314901103e-10       3.897398390942e-12      -1.854823902349e-11       0.000000000000e+00 
  745       2.917876529681e-10       3.860383929464e-12      -1.855504323867e-11       0.000000000000e+00 
  746       2.929419799198e-10       3.823118481590e-12      -1.855673496391e-11       0.000000000000e+00 
  747       2.940939862607e-10       3.785618165266e-12      -1.855333056531e-11       0.000000000000e+00 
  748       2.952431823683e-10       3.747899277197e-12      -1.854484690892e-11       0.000000000000e+00 
  749       2.963890736860e-10       3.709978293441e-12      -1.853130136269e-11       0.000000000000e+00 
  750       2.975311607069e-10       3.671871870008e-12      -1.851271179857e-11       0.000000000000e+00 
  751       2.986689389583e-10       3.633596843461e-12      -1.848909659450e-11       0.000000000000e+00 
  752       2.998018989851e-10       3.595170231510e-12      -1.846047463642e-11       0.000000000000e+00 
  753       3.009295263338e-10       3.556609233611e-12      -1.842686532036e-11       0.000000000000e+00 
  754       3.020513015366e-10       3.517931231567e-12      -1.838828855439e-11       0.000000000000e+00 
  755       3.031667000951e-10       3.479153790123e-12      -1.834476476070e-11       0.000000000000e+00 
  756       3.042751924644e-10       3.440294657568e-12      -1.829631487762e-11       0.000000000000e+00 
  757       3.053762440369e-10       3.401371766327e-12      -1.824296036163e-11       0.000000000000e+00 
  758       3.064693151263e-10       3.362403233565e-12      -1.818472318938e-11       0.000000000000e+00 
  759       3.075538609513e-10       3.323407361784e-12      -1.812162585975e-11       0.000000000000e+00 
  760       3.086293316199e-10       3.284402639418e-12      -1.805369139586e-11       0.000000000000e+00 
  761       3.096951721128e-10       3.245407741434e-12      -1.798094334709e-11       0.000000000000e+00 
  762       3.107508222680e-10       3.206441529930e-12      -1.790340579110e-11       0.000000000000e+00 
  763       3.117957167640e-10       3.167523054732e-12      -1.782110333590e-11       0.000000000000e+00 
  764       3.128292851042e-10       3.128671553995e-12      -1.773406112181e-11       0.000000000000e+00 
  765       3.138509516006e-10       3.089906454796e-12      -1.764230482356e-11       0.000000000000e+00 
  766       3.148601353577e-10       3.051247373736e-12      -1.754586065226e-11       0.000000000000e+00 
  767       3.158562502567e-10       3.012714117540e-12      -1.744475535744e-11       0.000000000000e+00 
  768       3.168387049389e-10       2.974326683649e-12      -1.733901622911e-11       0.000000000000e+00 
  769       3.178069027903e-10       2.936105260823e-12      -1.722867109974e-11       0.000000000000e+00 
  770       3.187602419248e-10       2.898070229740e-12      -1.711374834632e-11       0.000000000000e+00 
  771       3.196981151686e-10       2.860242163588e-12      -1.699427689237e-11       0.000000000000e+00 
  772       3.206199100440e-10       2.822641828672e-12      -1.687028620997e-11       0.000000000000e+00 
  773       3.215250087532e-10       2.785290185002e-12      -1.674180632179e-11       0.000000000000e+00 
  774       3.224127881622e-10       2.748208386901e-12      -1.660886780314e-11       0.000000000000e+00 
  775       3.232826197850e-10       2.711417783598e-12      -1.647150178394e-11       0.000000000000e+00 
  776       3.241338697674e-10       2.674939919824e-12      -1.632973995079e-11       0.000000000000e+00 
  777       3.249658988705e-10       2.638796536417e-12      -1.618361454899e-11       0.000000000000e+00 
  778       3.257781344057e-10       2.603007725217e-12      -1.603316426298e-11       0.000000000000e+00 
  779       3.265702875494e-10       2.567586354614e-12      -1.587845197442e-11       0.000000000000e+00 
  780       3.273421400711e-10       2.532543540652e-12      -1.571954734112e-11       0.000000000000e+00 
  781       3.280934727511e-10       2.497890483484e-12      -1.555652095203e-11       0.000000000000e+00 
  782       3.288240653778e-10       2.463638467608e-12      -1.538944433039e-11       0.000000000000e+00 
  783       3.295336967466e-10       2.429798862098e-12      -1.521838993692e-11       0.000000000000e+00 
  784       3.302221446576e-10       2.396383120835e-12      -1.504343117304e-11       0.000000000000e+00 
