# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_scf            16:(.)p_scf              17:phi_scf               18:phi'_scf              19:V_scf                 20:V'_scf                21:V''_scf            
       1.438159876159e+08       3.654417464712e-14       3.222776926123e-03       4.462512062081e+10       1.434210303366e+04       9.972537248248e-05       2.062623726617e+12       1.860669185239e-03       1.177084812139e+21       6.684660690688e+15       3.971562060366e+16       2.708527832758e+20       5.434173947256e+20       1.991401390422e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       1.700543461546e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.428162736526e+08       3.705758176894e-14       3.245336234613e-03       4.400687169431e+10       1.434210301110e+04       1.004234499604e-04       2.048285722729e+12       1.873693780982e-03       1.144695230678e+21       6.546225410885e+15       3.889313412226e+16       2.633997873680e+20       5.284642989141e+20       1.936604756319e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       1.736508983080e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.418235090415e+08       3.757820170525e-14       3.268053458669e-03       4.339718818629e+10       1.434210298838e+04       1.011264139788e-04       2.034047387190e+12       1.886809547633e-03       1.113196906130e+21       6.410657041958e+15       3.808768083820e+16       2.561518738920e+20       5.139226641164e+20       1.883315942476e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       1.773235025799e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.408376454754e+08       3.810613578800e-14       3.290929700597e-03       4.279595142853e+10       1.434210296551e+04       1.018342987435e-04       2.019908027170e+12       1.900017123371e-03       1.082565313977e+21       6.277896211918e+15       3.729890800426e+16       2.491033996401e+20       4.997811682513e+20       1.831493458673e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       1.810737673315e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.398586349828e+08       3.864148677271e-14       3.313966073620e-03       4.220304439688e+10       1.434210294247e+04       1.025471386996e-04       2.005866954659e+12       1.913317150841e-03       1.052776604538e+21       6.147884778335e+15       3.652647017843e+16       2.422488766876e+20       4.860288007848e+20       1.781096956365e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       1.849033349353e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.388864299256e+08       3.918435885851e-14       3.337163700053e-03       4.161835168850e+10       1.434210291927e+04       1.032649685336e-04       1.991923486425e+12       1.926710277188e-03       1.023807584396e+21       6.020565802872e+15       3.577002907258e+16       2.355829681197e+20       4.726548541573e+20       1.732087197267e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       1.888138824944e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.379209829968e+08       3.973485770841e-14       3.360523707670e-03       4.104175949935e+10       1.434210289591e+04       1.039878231745e-04       1.978076943988e+12       1.940197154084e-03       9.956356983420e+20       5.895883526351e+15       3.502925340431e+16       2.291004838764e+20       4.596489154469e+20       1.684426022802e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       1.928071225770e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.369622472185e+08       4.029309046983e-14       3.384047233340e-03       4.047315560209e+10       1.434210287239e+04       1.047157377959e-04       1.964326653584e+12       1.953778437765e-03       9.682390118159e+20       5.773783344333e+15       3.430381875189e+16       2.227963767113e+20       4.470008582614e+20       1.638076324391e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       1.968848039663e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.360101759392e+08       4.085916579551e-14       3.407735421206e-03       3.991242932421e+10       1.434210284870e+04       1.054487478177e-04       1.950671946132e+12       1.967454789060e-03       9.415961938244e+20       5.654211783203e+15       3.359340741218e+16       2.166657382621e+20       4.347008348546e+20       1.593002014560e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       2.010487124264e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.350647228316e+08       4.143319386464e-14       3.431589426327e-03       3.935947152651e+10       1.434210282485e+04       1.061868889076e-04       1.937112157202e+12       1.981226873423e-03       9.156865003347e+20       5.537116476755e+15       3.289770826145e+16       2.107037952286e+20       4.227392684584e+20       1.549167998846e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       2.053006714843e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.341258418906e+08       4.201528640426e-14       3.455610405581e-03       3.881417458183e+10       1.434210280083e+04       1.069301969832e-04       1.923646626984e+12       1.995095360964e-03       8.904897581229e+20       5.422446143251e+15       3.221641661919e+16       2.049059056567e+20       4.111068458266e+20       1.506540148469e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       2.096425432287e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.331934874308e+08       4.260555671107e-14       3.479799530396e-03       3.827643235411e+10       1.434210277664e+04       1.076787082132e-04       1.910274700254e+12       2.009060926488e-03       8.659863490673e+20       5.310150562970e+15       3.154923411461e+16       1.992675553238e+20       3.997945099834e+20       1.465085273759e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       2.140762291252e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.322676140845e+08       4.320411967344e-14       3.504157975840e-03       3.774614017775e+10       1.434210275228e+04       1.084324590197e-04       1.896995726340e+12       2.023124249519e-03       8.421571948737e+20       5.200180556210e+15       3.089586855600e+16       1.937843542240e+20       3.887934531718e+20       1.424771098319e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       2.186036708491e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.313481767991e+08       4.381109179380e-14       3.528686929712e-03       3.722319483721e+10       1.434210272775e+04       1.091914860797e-04       1.883809059097e+12       2.037286014340e-03       8.189837422210e+20       5.092487961752e+15       3.025603380279e+16       1.884520331505e+20       3.780951099960e+20       1.385566233889e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       2.232268511360e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.304351308355e+08       4.442659121128e-14       3.553387583452e-03       3.670749454695e+10       1.434210270305e+04       1.099558263270e-04       1.870714056870e+12       2.051546910023e-03       7.964479483159e+20       4.987025615764e+15       2.962944964018e+16       1.832664403711e+20       3.676911507521e+20       1.347440155914e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       2.279477946496e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.295284317654e+08       4.505073772474e-14       3.578261139410e-03       3.619893893158e+10       1.434210267817e+04       1.107255169539e-04       1.857710082464e+12       2.065907630462e-03       7.745322668442e+20       4.883747331151e+15       2.901584165646e+16       1.782235383960e+20       3.575734749431e+20       1.310363179772e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       2.327685688688e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
       1.286280354693e+08       4.568365281604e-14       3.603308807214e-03       3.569742900637e+10       1.434210265313e+04       1.115005954129e-04       1.844796503113e+12       2.080368874411e-03       7.532196343102e+20       4.782607877324e+15       2.841494112281e+16       1.733194008341e+20       3.477342049713e+20       1.274306437665e+21       3.131182639081e-08      -3.131182639081e-08       1.000000000000e-04       2.376912849931e-28       9.393547917244e-08      -1.146012845904e-07       1.398135672003e-07 
