#scalar perturbations for mode k = 1.000000000000e-07 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_scf             19:theta_scf          
       2.633073598624e+02       8.406648436583e-04      -1.759652901555e-10      -2.677777471699e-23       1.110568110761e-12       1.932499194417e-12       1.705023143804e-19       3.864998388833e-13      -1.319739676167e-10      -2.563377613543e-23       6.000381650714e-01       6.442731452095e-01      -1.759652901525e-10      -6.380782555378e-23       2.576746191053e-11      -1.319739676186e-10      -1.042454903023e-42       1.789261899870e-24      -1.086044221019e-23 
       2.651954733551e+02       8.486615765610e-04      -1.782532968112e-10      -2.728529498083e-23       1.200513906956e-12       2.037348597776e-12       1.927679707603e-19       4.074697195552e-13      -1.336899726085e-10      -2.601467023098e-23       5.999051165799e-01       6.440831354037e-01      -1.782532968081e-10      -6.513371511381e-23       2.612475689907e-11      -1.336899726104e-10      -1.127257079079e-42       7.833139457956e-24      -1.106771320406e-23 
       2.670835868478e+02       8.566863401448e-04      -1.805537391292e-10      -2.780324577094e-23       1.297542837347e-12       2.145672455741e-12       2.178104098430e-19       4.291344911481e-13      -1.354153043470e-10      -2.639139761960e-23       5.997632886584e-01       6.438954102311e-01      -1.805537391260e-10      -6.647720211225e-23       2.648437137865e-11      -1.354153043490e-10      -1.218366307428e-42       1.431223057245e-23      -1.127728670272e-23 
       2.689717003405e+02       8.647391344100e-04      -1.828665904208e-10      -2.833233386862e-23       1.402079656366e-12       2.257108105937e-12       2.458689652982e-19       4.514216211875e-13      -1.371499428156e-10      -2.676314785122e-23       5.996124478986e-01       6.437100142611e-01      -1.828665904174e-10      -6.783838895091e-23       2.684630221722e-11      -1.371499428177e-10      -1.316205907493e-42       2.124713234246e-23      -1.148913066932e-23 
       2.708598138332e+02       8.728199593564e-04      -1.851918242916e-10      -2.887332073014e-23       1.514535859134e-12       2.371265462204e-12       2.771929396591e-19       4.742530924409e-13      -1.388938682187e-10      -2.712906026252e-23       5.994524323025e-01       6.435269994721e-01      -1.851918242881e-10      -6.921737784648e-23       2.721054621862e-11      -1.388938682209e-10      -1.421224711367e-42       2.865912130851e-23      -1.170331290917e-23 
       2.727479273259e+02       8.809288149842e-04      -1.875294146347e-10      -2.942702203815e-23       1.635307345820e-12       2.487725676440e-12       3.120379221441e-19       4.975451352881e-13      -1.406470609761e-10      -2.748822628951e-23       5.992831395126e-01       6.433464123418e-01      -1.875294146312e-10      -7.061427083092e-23       2.757710012096e-11      -1.406470609783e-10      -1.533898425717e-42       3.657017131255e-23      -1.191979906176e-23 
       2.746360408185e+02       8.890657012932e-04      -1.898793356357e-10      -2.999430397254e-23       1.764769623929e-12       2.606044389829e-12       3.506610031138e-19       5.212088779658e-13      -1.424095017268e-10      -2.783969762204e-23       5.991045330651e-01       6.431682955191e-01      -1.898793356320e-10      -7.202916975155e-23       2.794596059890e-11      -1.424095017290e-10      -1.654731029301e-42       4.500296388354e-23      -1.213862737615e-23 
       2.777906598391e+02       9.027231745857e-04      -1.938329744546e-10      -3.097490545675e-23       2.001404363589e-12       2.806599440005e-12       4.243091046191e-19       5.613198880012e-13      -1.453747308410e-10      -2.840709833828e-23       5.987854889465e-01       6.428763403773e-01      -1.938329744507e-10      -7.443360334677e-23       2.856738168203e-11      -1.453747308433e-10      -1.876291796875e-42       6.032069382472e-23      -1.250943244827e-23 
       2.809452788597e+02       9.164588955271e-04      -1.978208458263e-10      -3.200045120334e-23       2.264722088702e-12       3.008765822696e-12       5.103484540297e-19       6.017531645393e-13      -1.483656343698e-10      -2.894565040998e-23       5.984411984021e-01       6.425916009269e-01      -1.978208458223e-10      -7.688905723293e-23       2.919521587635e-11      -1.483656343722e-10      -2.124819963653e-42       7.727437012725e-23      -1.288681647247e-23 
       2.840998978802e+02       9.302728641175e-04      -2.018428345701e-10      -3.307563827682e-23       2.555918021812e-12       3.210211017463e-12       6.098193406811e-19       6.420422034927e-13      -1.513821259277e-10      -2.945070892505e-23       5.980728160807e-01       6.423142416609e-01      -2.018428345659e-10      -7.939600297841e-23       2.982944650292e-11      -1.513821259302e-10      -2.403268305772e-42       9.598367592661e-23      -1.327077492232e-23 
       2.872545169008e+02       9.441650803569e-04      -2.058988276095e-10      -3.420525039020e-23       2.875871845472e-12       3.408649958379e-12       7.236051928194e-19       6.817299916761e-13      -1.544241207072e-10      -2.991783194192e-23       5.976820548566e-01       6.420443977761e-01      -2.058988276051e-10      -8.195491071836e-23       3.047005644384e-11      -1.544241207098e-10      -2.714879273764e-42       1.165745076094e-22      -1.366142438738e-23 
       2.904091359213e+02       9.581355442453e-04      -2.099887139329e-10      -3.539401130356e-23       3.225113673070e-12       3.601948449576e-12       8.523915841637e-19       7.203896899154e-13      -1.574915354498e-10      -3.034298703358e-23       5.972711541783e-01       6.417821709139e-01      -2.099887139283e-10      -8.456624915806e-23       3.111702818752e-11      -1.574915354525e-10      -3.063210111556e-42       1.391791907849e-22      -1.405872518640e-23 
       2.935637549419e+02       9.721842557828e-04      -2.141123845495e-10      -3.664643904728e-23       3.603813279960e-12       3.788206144515e-12       9.966413808067e-19       7.576412289034e-13      -1.605842884123e-10      -3.072273279973e-23       5.968428057744e-01       6.415276233675e-01      -2.141123845447e-10      -8.723048557739e-23       3.177034388485e-11      -1.605842884151e-10      -3.452159347003e-42       1.639366642147e-22      -1.446276821392e-23 
       2.970361210598e+02       9.877384820600e-04      -2.186903416049e-10      -3.810360535169e-23       4.054485762540e-12       3.983180996894e-12       1.173561356439e-18       7.966361993792e-13      -1.640177562038e-10      -3.108500913483e-23       5.963547816188e-01       6.412563279012e-01      -2.186903415998e-10      -9.022479074424e-23       3.249677738916e-11      -1.640177562067e-10      -3.932360952602e-42       1.938512657065e-22      -1.491531790259e-23 
       3.005084871777e+02       1.003387512735e-03      -2.233089618878e-10      -3.964788557306e-23       4.539908099233e-12       4.166034346185e-12       1.369448830516e-18       8.332068692376e-13      -1.674817214160e-10      -3.138656536706e-23       5.958537100612e-01       6.409943001892e-01      -2.233089618825e-10      -9.328437051183e-23       3.323085085318e-11      -1.674817214190e-10      -4.473213994677e-42       2.267552627117e-22      -1.537612032273e-23 
       3.039808532956e+02       1.019131347807e-03      -2.279681081605e-10      -4.128331514088e-23       5.058930181547e-12       4.335649275900e-12       1.583925570428e-18       8.671298551807e-13      -1.709760811206e-10      -3.162642062700e-23       5.953441908991e-01       6.407414219516e-01      -2.279681081550e-10      -9.640984213828e-23       3.397253976162e-11      -1.709760811237e-10      -5.081618692297e-42       2.628636554621e-22      -1.584522831859e-23 
       3.074532194136e+02       1.034969987278e-03      -2.326676459054e-10      -4.301289938061e-23       5.610039971508e-12       4.491440798571e-12       1.816311029732e-18       8.982881597150e-13      -1.745007344293e-10      -3.180514503997e-23       5.948308498056e-01       6.404975200400e-01      -2.326676458996e-10      -9.960182085082e-23       3.472181960840e-11      -1.745007344325e-10      -5.765178484828e-42       3.024026197358e-22      -1.632268845355e-23 
       3.109255855315e+02       1.050903431146e-03      -2.374074432666e-10      -4.483861259955e-23       6.191462094795e-12       4.633292876083e-12       2.065686024575e-18       9.266585752176e-13      -1.780555824502e-10      -3.192472221892e-23       5.943181529956e-01       6.402623691373e-01      -2.374074432605e-10      -1.028609198716e-22       3.547866601964e-11      -1.780555824535e-10      -6.532263079934e-42       3.456098782280e-22      -1.680853684633e-23 
       3.143979516494e+02       1.066931679412e-03      -2.421873709806e-10      -4.676152644902e-23       6.801236200021e-12       4.761504555913e-12       2.330946460121e-18       9.523009111839e-13      -1.816405282358e-10      -3.198820355268e-23       5.938102652740e-01       6.400356760423e-01      -2.421873709743e-10      -1.061877504476e-22       3.624305489987e-11      -1.816405282392e-10      -7.392076397875e-42       3.927350803061e-22      -1.730285433229e-23 
       3.187441715949e+02       1.087127182325e-03      -2.482265693429e-10      -4.930575100947e-23       7.601285990410e-12       4.903736416044e-12       2.683475020201e-18       9.807472832105e-13      -1.861699270076e-10      -3.199444323218e-23       5.931869828942e-01       6.397632806347e-01      -2.482265693362e-10      -1.104481842007e-22       3.721040197239e-11      -1.861699270111e-10      -8.614490337435e-42       4.576426605549e-22      -1.793354311660e-23 
       3.230903915404e+02       1.107471210685e-03      -2.543281965420e-10      -5.200163024706e-23       8.438473130716e-12       5.027360166555e-12       3.056431154642e-18       1.005472033313e-12      -1.907461474070e-10      -3.192790374179e-23       5.925833661042e-01       6.395027788248e-01      -2.543281965350e-10      -1.148168747409e-22       3.818948340672e-11      -1.907461474107e-10      -1.002013304819e-41       5.296420130175e-22      -1.857766605129e-23 
       3.274366114859e+02       1.127963764492e-03      -2.604920154412e-10      -5.484666239208e-23       9.308886607766e-12       5.134482561645e-12       3.447281265830e-18       1.026896512332e-12      -1.953690115815e-10      -3.179886370504e-23       5.920045111579e-01       6.392533717587e-01      -2.604920154338e-10      -1.192950081442e-22       3.918025570575e-11      -1.953690115853e-10      -1.163372142883e-41       6.093075461216e-22      -1.923530705181e-23 
       3.317828314314e+02       1.148604843745e-03      -2.667177946315e-10      -5.783755423989e-23       1.020893226322e-11       5.227312794172e-12       3.853634060672e-18       1.045462558837e-12      -2.000383459743e-10      -3.161775108307e-23       5.914542285663e-01       6.390142306262e-01      -2.667177946236e-10      -1.238837660912e-22       4.018267715102e-11      -2.000383459783e-10      -1.348296123444e-41       6.972479205289e-22      -1.990654765755e-23 
       3.361290513769e+02       1.169394448444e-03      -2.730053082916e-10      -6.097076581879e-23       1.113541681321e-11       5.307999635266e-12       4.273318551755e-18       1.061599927057e-12      -2.047539812195e-10      -3.139439719206e-23       5.909351123888e-01       6.387844978900e-01      -2.730053082834e-10      -1.285843260096e-22       4.119670796925e-11      -2.047539812237e-10      -1.559886419998e-41       7.941073584973e-22      -2.059149821457e-23 
       3.404752713224e+02       1.190332578591e-03      -2.793543360183e-10      -6.424286289698e-23       1.208558024884e-11       5.378527389751e-12       4.704421485885e-18       1.075705477955e-12      -2.095157520147e-10      -3.113766147240e-23       5.904487085065e-01       6.385633296573e-01      -2.793543360097e-10      -1.333978612182e-22       4.222231043941e-11      -2.095157520189e-10      -1.801609290646e-41       9.005669108489e-22      -2.129023583409e-23 
       3.453797163087e+02       1.214138350826e-03      -2.865924312948e-10      -6.809815514272e-23       1.318332116838e-11       5.448099259811e-12       5.202560941321e-18       1.089619851967e-12      -2.149443234722e-10      -3.081748507985e-23       5.899399144486e-01       6.383230144514e-01      -2.865924312857e-10      -1.389667801692e-22       4.339349244502e-11      -2.149443234766e-10      -2.115431430961e-41       1.033132034039e-21      -2.209543208839e-23 
       3.502841612951e+02       1.238133251658e-03      -2.939082819640e-10      -7.212260654074e-23       1.430554206919e-11       5.509097643722e-12       5.711194319319e-18       1.101819528750e-12      -2.204312114743e-10      -3.047391864722e-23       5.894734815446e-01       6.380914488295e-01      -2.939082819545e-10      -1.446827224249e-22       4.457931611976e-11      -2.204312114789e-10      -2.478809976107e-41       1.179933819899e-21      -2.291843833909e-23 
       3.551886062815e+02       1.262317281089e-03      -3.013015947946e-10      -7.631334295824e-23       1.545010581806e-11       5.563249311563e-12       6.228745571594e-18       1.112649862320e-12      -2.259761960975e-10      -3.011438966201e-23       5.890484413817e-01       6.378675992338e-01      -3.013015947846e-10      -1.505473565216e-22       4.577973666367e-11      -2.259761961022e-10      -2.898793760007e-41       1.342133930756e-21      -2.375940909256e-23 
       3.600930512678e+02       1.286690439117e-03      -3.087720843352e-10      -8.066837998500e-23       1.661535853924e-11       5.611914500958e-12       6.753964454172e-18       1.122382900200e-12      -2.315790632531e-10      -2.974462603110e-23       5.886632376611e-01       6.376505158692e-01      -3.087720843247e-10      -1.565623453358e-22       4.699471248252e-11      -2.315790632580e-10      -3.383330621598e-41       1.520964677328e-21      -2.461847864488e-23 
       3.649974962542e+02       1.311252725745e-03      -3.163194726818e-10      -8.518649945104e-23       1.780002822579e-11       5.656152127128e-12       7.285862141713e-18       1.131230425435e-12      -2.372396045133e-10      -2.936897229940e-23       5.883159438670e-01       6.374393338730e-01      -3.163194726708e-10      -1.627293463267e-22       4.822420497427e-11      -2.372396045184e-10      -3.941368227846e-41       1.717731849827e-21      -2.549576453309e-23 
       3.699019412405e+02       1.336004140971e-03      -3.239434892701e-10      -8.986709808058e-23       1.900313733446e-11       5.696782995279e-12       7.823654770377e-18       1.139356599066e-12      -2.429576169549e-10      -2.899070297375e-23       5.880044292678e-01       6.372332741417e-01      -3.239434892586e-10      -1.690500117668e-22       4.946817831079e-11      -2.429576169600e-10      -4.582964724896e-41       1.933817555132e-21      -2.639141026800e-23 
       3.771968860941e+02       1.373169637031e-03      -3.354247561273e-10      -9.712953850635e-23       2.082521058202e-11       5.751865033899e-12       8.633179252967e-18       1.150373006792e-12      -2.515685670983e-10      -2.842827270305e-23       5.876024822639e-01       6.369347783829e-01      -3.354247561151e-10      -1.787392705805e-22       5.134520032484e-11      -2.515685671037e-10      -5.716494867722e-41       2.294127593506e-21      -2.775785020042e-23 
       3.844918309477e+02       1.410753561823e-03      -3.470741351082e-10      -1.047524303052e-22       2.268463732530e-11       5.801870781662e-12       9.452820376760e-18       1.160374156347e-12      -2.603056013344e-10      -2.787089720805e-23       5.872675094259e-01       6.366441197026e-01      -3.470741350951e-10      -1.887775421567e-22       5.325408733216e-11      -2.603056013400e-10      -7.103074681198e-41       2.705579996897e-21      -2.916561814417e-23 
       3.917867758014e+02       1.448755915349e-03      -3.588908192158e-10      -1.127381958035e-22       2.458012592039e-11       5.847875940096e-12       1.028140247845e-17       1.169575188036e-12      -2.691681144158e-10      -2.732214049505e-23       5.869925658458e-01       6.363596641056e-01      -3.588908192019e-10      -1.991702062594e-22       5.519475045260e-11      -2.691681144215e-10      -8.793411607046e-41       3.173756565326e-21      -3.061512877095e-23 
       3.990817206550e+02       1.487176697608e-03      -3.708740321311e-10      -1.210901212106e-22       2.651074758630e-11       5.890645265960e-12       1.111803204133e-17       1.178129053212e-12      -2.781555241029e-10      -2.678420673471e-23       5.867711774725e-01       6.360800623872e-01      -3.708740321164e-10      -2.099226220823e-22       5.716711021507e-11      -2.781555241089e-10      -1.084727527413e-40       3.704693860021e-21      -3.210684179892e-23 
       4.063766655086e+02       1.526015908603e-03      -3.830230268871e-10      -1.298120591307e-22       2.847582348224e-11       5.930732913147e-12       1.196201503984e-17       1.186146582652e-12      -2.872672701706e-10      -2.625841365269e-23       5.865974053533e-01       6.358042082226e-01      -3.830230268714e-10      -2.210401294263e-22       5.917109539884e-11      -2.872672701767e-10      -1.333493011591e-40       4.304908709668e-21      -3.364114969473e-23 
       4.136716103622e+02       1.565273548335e-03      -3.953370845354e-10      -1.389082515304e-22       3.047484500303e-11       5.968547424384e-12       1.281279780783e-17       1.193709484903e-12      -2.965028134076e-10      -2.574549177067e-23       5.864658676287e-01       6.355312099236e-01      -3.953370845189e-10      -2.325280497958e-22       6.120664208516e-11      -2.965028134140e-10      -1.633877013299e-40       4.981425723017e-21      -3.521848885348e-23 
       4.209665552158e+02       1.604949616805e-03      -4.078155128701e-10      -1.483832087988e-22       3.250741605475e-11       6.004399380873e-12       1.366992392100e-17       1.200879876204e-12      -3.058616346595e-10      -2.524578756327e-23       5.863717210538e-01       6.352603530086e-01      -4.078155128527e-10      -2.443916874098e-22       6.327369282241e-11      -3.058616346661e-10      -1.995517631618e-40       5.741806057332e-21      -3.683926643695e-23 
       4.310457920338e+02       1.660457476699e-03      -4.253258500341e-10      -1.621064386958e-22       3.537039597831e-11       6.051143964245e-12       1.486392930606e-17       1.210228792883e-12      -3.189943875339e-10      -2.457724273671e-23       5.862951918197e-01       6.348886143789e-01      -4.253258500154e-10      -2.614113593607e-22       6.618142335905e-11      -3.189943875406e-10      -2.617167442912e-40       6.945569092801e-21      -3.915092553622e-23 
       4.411250288518e+02       1.716764126890e-03      -4.431470236280e-10      -1.765744212456e-22       3.829616398147e-11       6.095096998594e-12       1.606846423388e-17       1.219019399758e-12      -3.323602677307e-10      -2.393388321721e-23       5.862718077554e-01       6.345188042890e-01      -4.431470236078e-10      -2.791722759003e-22       6.914907602842e-11      -3.323602677377e-10      -3.413140589881e-40       8.348360809434e-21      -4.154744579927e-23 
       4.512042656698e+02       1.773869567383e-03      -4.612774354745e-10      -1.918001218813e-22       4.128419813669e-11       6.136643351025e-12       1.728281589695e-17       1.227328670250e-12      -3.459580766172e-10      -2.331517360936e-23       5.862930165262e-01       6.341501807723e-01      -4.612774354529e-10      -2.976882834387e-22       7.217654404031e-11      -3.459580766245e-10      -4.427206499582e-40       9.975837878621e-21      -4.402990706122e-23 
       4.612835024878e+02       1.831773798183e-03      -4.797155663729e-10      -2.077966885420e-22       4.433408843269e-11       6.176078932796e-12       1.850638491272e-17       1.235215786610e-12      -3.597866747928e-10      -2.272035024079e-23       5.863515120682e-01       6.337822689344e-01      -4.797155663499e-10      -3.169731789866e-22       7.526373298145e-11      -3.597866748003e-10      -5.712922240805e-40       1.185615557265e-20      -4.659942435453e-23 
       4.713627393057e+02       1.890476819295e-03      -4.984599715186e-10      -2.245774074211e-22       4.744550753912e-11       6.213632560831e-12       1.973865861268e-17       1.242726512224e-12      -3.738449786540e-10      -2.214849396806e-23       5.864410587353e-01       6.334147995992e-01      -4.984599714941e-10      -3.370407132188e-22       7.841055887117e-11      -3.738449786617e-10      -7.335576426190e-40       1.402014406984e-20      -4.925708959118e-23 
       4.814419761237e+02       1.949978630725e-03      -5.175092761570e-10      -2.421556404927e-22       5.061818264770e-11       6.249489886856e-12       2.097918570376e-17       1.249897977436e-12      -3.881319571349e-10      -2.159862652134e-23       5.865563428937e-01       6.330476621565e-01      -5.175092761310e-10      -3.579045932714e-22       8.161694637804e-11      -3.881319571429e-10      -9.374458492067e-40       1.650149078074e-20      -5.200399762736e-23 
       4.915212129417e+02       2.010279232479e-03      -5.368621715439e-10      -2.605447708197e-22       5.385187820936e-11       6.283809201973e-12       2.222756085810e-17       1.256761840467e-12      -4.026466286774e-10      -2.106978597330e-23       5.866928377933e-01       6.326808627027e-01      -5.368621715163e-10      -3.795784852635e-22       8.488282720011e-11      -4.026466286856e-10      -1.192551112601e-39       1.933693076103e-20      -5.484124194902e-23 
       5.074436251569e+02       2.107165175662e-03      -5.680499994883e-10      -2.912794268480e-22       5.908408278519e-11       6.335203715963e-12       2.421477153007e-17       1.267040743277e-12      -4.260374996398e-10      -2.027488427589e-23       5.869424998356e-01       6.321023520462e-01      -5.680499994582e-10      -4.155008738748e-22       9.016309265119e-11      -4.260374996483e-10      -1.728888742563e-39       2.463613238979e-20      -5.951008097112e-23 
       5.233660373721e+02       2.206044522422e-03      -5.999877347525e-10      -3.241239991161e-22       6.446739469101e-11       6.383520756932e-12       2.621940293468e-17       1.276704151485e-12      -4.499908010926e-10      -1.952647770105e-23       5.872232010616e-01       6.315255693224e-01      -5.999877347197e-10      -4.535322042426e-22       9.559144804222e-11      -4.499908011014e-10      -2.480812527013e-39       3.109543929478e-20      -6.441144092140e-23 
       5.392884495872e+02       2.306917272794e-03      -6.326710918223e-10      -3.591313131547e-22       7.000125127981e-11       6.429112044854e-12       2.824035162186e-17       1.285822409084e-12      -4.745033189000e-10      -1.882117087116e-23       5.875252786382e-01       6.309513574160e-01      -6.326710917867e-10      -4.937258042757e-22       1.011676923280e-10      -4.745033189092e-10      -3.525379629498e-39       3.891406363843e-20      -6.954962697327e-23 
       5.552108618024e+02       2.409783426813e-03      -6.660960912662e-10      -3.963541741420e-22       7.568517988434e-11       6.472258525258e-12       3.027665113130e-17       1.294451705181e-12      -4.995720684886e-10      -1.815574411897e-23       5.878412215283e-01       6.303806348825e-01      -6.660960912276e-10      -5.361348068060e-22       1.068916410389e-10      -4.995720684980e-10      -4.964061607645e-39       4.831724332805e-20      -7.492897623859e-23 
       5.711332740176e+02       2.514642984521e-03      -7.002590341716e-10      -4.358453154471e-22       8.151877280667e-11       6.513190334581e-12       3.232744238649e-17       1.302638067062e-12      -5.251942756740e-10      -1.752720367764e-23       5.881652092076e-01       6.298143301976e-01      -7.002590341300e-10      -5.808121633964e-22       1.127631218580e-10      -5.251942756837e-10      -6.929585539361e-39       5.955875404660e-20      -8.055380470791e-23 
       5.870556862328e+02       2.621495945963e-03      -7.351564786209e-10      -4.776573352745e-22       8.750166557636e-11       6.552106120641e-12       3.439194917354e-17       1.310421224292e-12      -5.513673590180e-10      -1.693284881958e-23       5.884927509426e-01       6.292533374979e-01      -7.351564785762e-10      -6.278106567698e-22       1.187819709072e-10      -5.513673590280e-10      -9.594383042663e-39       7.292354587989e-20      -8.642845745466e-23 
       6.029780984479e+02       2.730342311190e-03      -7.707852183902e-10      -5.218426950907e-22       9.363352604200e-11       6.589180654454e-12       3.646946571150e-17       1.317836131074e-12      -5.780889138527e-10      -1.637024585758e-23       5.888203965500e-01       6.286984838175e-01      -7.707852183423e-10      -6.771829118577e-22       1.249480301257e-10      -5.780889138629e-10      -1.318103944555e-38       8.873052898750e-20      -9.255727412225e-23 
       6.321190178430e+02       2.934713685619e-03      -8.378765044244e-10      -6.090297611846e-22       1.052407666785e-10       6.652749159416e-12       4.030330338955e-17       1.330549832105e-12      -6.284073783943e-10      -1.541537045727e-23       5.894120186491e-01       6.277012635718e-01      -8.378765043702e-10      -7.738643275192e-22       1.366137914916e-10      -6.284073784050e-10      -2.315045098293e-38       1.252182669690e-19      -1.044492741867e-22 
       6.612599372381e+02       3.145762101761e-03      -9.073907637880e-10      -7.046620025877e-22       1.173443089469e-10       6.711405284821e-12       4.417512252178e-17       1.342281057228e-12      -6.805430729357e-10      -1.454703242430e-23       5.899844903971e-01       6.267307741090e-01      -9.073907637272e-10      -8.789930306648e-22       1.487712105601e-10      -6.805430729468e-10      -3.974677101323e-38       1.736797804078e-19      -1.172353799524e-22 
       6.904008566332e+02       3.363487560083e-03      -9.793132998229e-10      -8.090583437229e-22       1.299426609342e-10       6.765754716132e-12       4.808193313498e-17       1.353150943536e-12      -7.344849749835e-10      -1.375477467801e-23       5.905315130436e-01       6.257898002029e-01      -9.793132997552e-10      -9.928881245939e-22       1.614193878885e-10      -7.344849749950e-10      -6.680609077644e-38       2.371635142588e-19      -1.309404936456e-22 
       7.195417760283e+02       3.587890061140e-03      -1.053631068538e-09      -9.225365534785e-22       1.430344454438e-10       6.816296472857e-12       5.202111493378e-17       1.363259294931e-12      -7.902233015450e-10      -1.302966957069e-23       5.910498519661e-01       6.248802298843e-01      -1.053631068463e-09      -1.115867450012e-21       1.745574311609e-10      -7.902233015569e-10      -1.101261683929e-37       3.193214964212e-19      -1.455909344704e-22 
       7.486826954234e+02       3.818969605582e-03      -1.130332458588e-09      -1.045413310979e-21       1.566183697443e-10       6.863450452620e-12       5.599034999017e-17       1.372690090937e-12      -8.477493441105e-10      -1.236407159516e-23       5.915382382979e-01       6.240031946962e-01      -1.130332458505e-09      -1.248247698951e-21       1.881844528909e-10      -8.477493441228e-10      -1.783369752518e-37       4.245002686632e-19      -1.612139758417e-22 
       7.778236148185e+02       4.056726194169e-03      -1.209407118328e-09      -1.178004284492e-21       1.706932125772e-10       6.907571577153e-12       5.998758051492e-17       1.381514315902e-12      -9.070553389476e-10      -1.175140731474e-23       5.919966565870e-01       6.231592202243e-01      -1.209407118237e-09      -1.390344507123e-21       2.022995720544e-10      -9.070553389602e-10      -2.840936004646e-37       5.578296605139e-19      -1.778370003263e-22 
       8.293499372801e+02       4.493462913599e-03      -1.355005296495e-09      -1.437189453028e-21       1.967779221525e-10       6.979076019789e-12       6.711834323677e-17       1.395815204541e-12      -1.016253972640e-09      -1.078048423588e-23       5.927364421127e-01       6.217476950922e-01      -1.355005296390e-09      -1.666343211693e-21       2.284494635521e-10      -1.016253972653e-09      -6.259343221145e-37       8.823544722815e-19      -2.097844358354e-22 
       8.808762597416e+02       4.951075101316e-03      -1.507950890492e-09      -1.729462570962e-21       2.243878324185e-10       7.043386479556e-12       7.432219443327e-17       1.408677296619e-12      -1.130963168218e-09      -9.931738090670e-24       5.933923609177e-01       6.204371846453e-01      -1.507950890370e-09      -1.975436489305e-21       2.561179085896e-10      -1.130963168232e-09      -1.319796608287e-36       1.356570485170e-18      -2.451045366581e-22 
       9.324025822031e+02       5.429562764996e-03      -1.668207507284e-09      -2.056549426222e-21       2.535173198920e-10       7.101561253520e-12       8.159178178882e-17       1.420312251550e-12      -1.251155630909e-09      -9.184947182850e-24       5.939732686492e-01       6.192232338602e-01      -1.668207507145e-09      -2.319349557326e-21       2.853002788052e-10      -1.251155630923e-09      -2.674878961137e-36       2.033430118195e-18      -2.839310766669e-22 
       9.839289046647e+02       5.928925914328e-03      -1.835744605733e-09      -2.420169208391e-21       2.841610889692e-10       7.154456336385e-12       8.892081488640e-17       1.430891268273e-12      -1.376808454860e-09      -8.523887496492e-24       5.944880151101e-01       6.181000985916e-01      -1.835744605574e-09      -2.699801046225e-21       3.159920799974e-10      -1.376808454875e-09      -5.237684103666e-36       2.980352201683e-18      -3.264122215978e-22 
       1.035455227126e+03       6.449164561415e-03      -2.010536425980e-09      -2.822035234103e-21       3.163141618992e-10       7.202774982837e-12       9.630386430611e-17       1.440554997727e-12      -1.507902320180e-09      -7.935414000253e-24       5.949448210711e-01       6.170614683817e-01      -2.010536425802e-09      -3.118503751909e-21       3.481889903756e-10      -1.507902320195e-09      -9.946794998795e-36       4.282426438765e-18      -3.727040624014e-22 
       1.086981549588e+03       6.990278721227e-03      -2.192561238998e-09      -3.263855548023e-21       3.499718792675e-10       7.247096362602e-12       1.037362288721e-16       1.449419273856e-12      -1.644420930100e-09      -7.408874395697e-24       5.953510844565e-01       6.161009521056e-01      -2.192561238799e-09      -3.577165240291e-21       3.818868885330e-10      -1.644420930116e-09      -1.837297320499e-35       6.045813069927e-18      -4.229629122106e-22 
       1.148015352230e+03       7.658246355138e-03      -2.417505682787e-09      -3.841231007010e-21       3.917807435020e-10       7.295076335724e-12       1.125982119903e-16       1.459015268707e-12      -1.813129263157e-09      -6.853518050489e-24       5.957758244237e-01       6.150557514730e-01      -2.417505682561e-09      -4.174494572926e-21       4.237392199756e-10      -1.813129263173e-09      -3.679471312635e-35       8.911396786245e-18      -4.878323268833e-22 
       1.209049154872e+03       8.355504075920e-03      -2.652547165112e-09      -4.479878531025e-21       4.356878656686e-10       7.338776586497e-12       1.215177578177e-16       1.467755319106e-12      -1.989410375154e-09      -6.361257620843e-24       5.961480513162e-01       6.141016598333e-01      -2.652547164858e-09      -4.833101016508e-21       4.676859062629e-10      -1.989410375171e-09      -7.133187899808e-35       1.287800746554e-17      -5.587342209955e-22 
       1.270082957515e+03       9.082051930703e-03      -2.897664098520e-09      -5.182614160318e-21       4.816869642173e-10       7.378745544887e-12       1.304897291686e-16       1.475749111048e-12      -2.173248075505e-09      -5.922576605813e-24       5.964755410921e-01       6.132296238207e-01      -2.897664098237e-09      -5.555800044794e-21       5.137211705957e-10      -2.173248075522e-09      -1.342862910502e-34       1.828563117573e-17      -6.359313468676e-22 
       1.331116760157e+03       9.837889977696e-03      -3.152838328015e-09      -5.952247426531e-21       5.297722084958e-10       7.415441695044e-12       1.395096441287e-16       1.483088341361e-12      -2.364628747965e-09      -5.529709572714e-24       5.967648000035e-01       6.124314087498e-01      -3.152838327701e-09      -6.345400697945e-21       5.618396034702e-10      -2.364628747982e-09      -2.461669252488e-34       2.555533787280e-17      -7.196833568386e-22 
