# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  267       6.665215064664e-10       5.459863601727e-13       1.172302633411e-11       3.425367405558e-15       6.241127982833e-13       1.394667116919e-13       1.458368782700e-15 
  268       6.631169967159e-10       5.619730440974e-13       1.189862489600e-11       3.448281581947e-15       6.168418912297e-13       1.378386203322e-13       1.483948223420e-15 
  269       6.596606616821e-10       5.782459866161e-13       1.207129565454e-11       3.471135869601e-15       6.096856582773e-13       1.362336055910e-13       1.509119449460e-15 
  270       6.561537497552e-10       5.948033681660e-13       1.224094855113e-11       3.493927872183e-15       6.026413244358e-13       1.346502324333e-13       1.533876420338e-15 
  271       6.525975398223e-10       6.116432396226e-13       1.240749290539e-11       3.516655185962e-15       5.957059253825e-13       1.330870006168e-13       1.558213211414e-15 
  272       6.489933414643e-10       6.287635209624e-13       1.257083741628e-11       3.539315399915e-15       5.888763052963e-13       1.315423439994e-13       1.582124015979e-15 
  273       6.453424951543e-10       6.461619999248e-13       1.273089016341e-11       3.561906095835e-15       5.821491146907e-13       1.300146298485e-13       1.605603147339e-15 
  274       6.416463724545e-10       6.638363306749e-13       1.288755860821e-11       3.584424848439e-15       5.755208082474e-13       1.285021581489e-13       1.628645040904e-15 
  275       6.379063762148e-10       6.817840324655e-13       1.304074959517e-11       3.606869225473e-15       5.689876426497e-13       1.270031609112e-13       1.651244256270e-15 
  276       6.341239407697e-10       7.000024882998e-13       1.319036935304e-11       3.629236787820e-15       5.625456744160e-13       1.255158014807e-13       1.673395479311e-15 
  277       6.303005321364e-10       7.184889435938e-13       1.333632349609e-11       3.651525089602e-15       5.561907577332e-13       1.240381738452e-13       1.695093524262e-15 
  278       6.264376482126e-10       7.372405048382e-13       1.347851702532e-11       3.673731678295e-15       5.499185422902e-13       1.225683019438e-13       1.716333335804e-15 
  279       6.225367388353e-10       7.562540410240e-13       1.361686187595e-11       3.695854311613e-15       5.437252966887e-13       1.211045446596e-13       1.737111122219e-15 
  280       6.185989609689e-10       7.755258850165e-13       1.375129999021e-11       3.717891620408e-15       5.376104303545e-13       1.196468354466e-13       1.757427815529e-15 
  281       6.146254112187e-10       7.950521141039e-13       1.388178144234e-11       3.739842480326e-15       5.315740980626e-13       1.181955055790e-13       1.777285794684e-15 
  282       6.106172049018e-10       8.148286443604e-13       1.400825701270e-11       3.761705798549e-15       5.256163852339e-13       1.167508841833e-13       1.796687774452e-15 
  283       6.065754761213e-10       8.348512291600e-13       1.413067820058e-11       3.783480514237e-15       5.197373070368e-13       1.153132981704e-13       1.815636809243e-15 
  284       6.025013778411e-10       8.551154576890e-13       1.424899723704e-11       3.805165598970e-15       5.139368074891e-13       1.138830721665e-13       1.834136296932e-15 
  285       5.983960819603e-10       8.756167534592e-13       1.436316709769e-11       3.826760057180e-15       5.082147585592e-13       1.124605284453e-13       1.852189982682e-15 
  286       5.942607793877e-10       8.963503728206e-13       1.447314151555e-11       3.848262926598e-15       5.025709592683e-13       1.110459868593e-13       1.869801962769e-15 
  287       5.900966801167e-10       9.173114034750e-13       1.457887499382e-11       3.869673278690e-15       4.970051347913e-13       1.096397647714e-13       1.886976688407e-15 
  288       5.859050133000e-10       9.384947629884e-13       1.468032281870e-11       3.890990219097e-15       4.915169355587e-13       1.082421769865e-13       1.903718969568e-15 
  289       5.816870273234e-10       9.598951973045e-13       1.477744107225e-11       3.912212888075e-15       4.861059363587e-13       1.068535356832e-13       1.920033978810e-15 
  290       5.774439898815e-10       9.815072792572e-13       1.487018664514e-11       3.933340460935e-15       4.807716354379e-13       1.054741503452e-13       1.935927255098e-15 
  291       5.731771880512e-10       1.003325407084e-12       1.495851724952e-11       3.954372148480e-15       4.755134536035e-13       1.041043276931e-13       1.951404707629e-15 
  292       5.688879283672e-10       1.025343802939e-12       1.504239143179e-11       3.975307197449e-15       4.703307333250e-13       1.027443716158e-13       1.966472619657e-15 
  293       5.645775368960e-10       1.047556511406e-12       1.512176858544e-11       3.996144890952e-15       4.652227378354e-13       1.013945831022e-13       1.981137652312e-15 
  294       5.602473593108e-10       1.069957398011e-12       1.519660896387e-11       4.016884548912e-15       4.601886502330e-13       1.000552601727e-13       1.995406848431e-15 
  295       5.558987609660e-10       1.092540147736e-12       1.526687369316e-11       4.037525528505e-15       4.552275725830e-13       9.872669781095e-14       2.009287636375e-15 
  296       5.515331269716e-10       1.115298263529e-12       1.533252478496e-11       4.058067224598e-15       4.503385250192e-13       9.740918789526e-14       2.022787833858e-15 
  297       5.471518622681e-10       1.138225064824e-12       1.539352514923e-11       4.078509070188e-15       4.455204448456e-13       9.610301913030e-14       2.035915651767e-15 
  298       5.427563917010e-10       1.161313686047e-12       1.544983860709e-11       4.098850536845e-15       4.407721856377e-13       9.480847697865e-14       2.048679697987e-15 
  299       5.383481600953e-10       1.184557075131e-12       1.550142990364e-11       4.119091135148e-15       4.360925163447e-13       9.352584359240e-14       2.061088981228e-15 
  300       5.339286323301e-10       1.207947992030e-12       1.554826472075e-11       4.139230415126e-15       4.314801203903e-13       9.225539774473e-14       2.073152914843e-15 
  301       5.294992934133e-10       1.231479007232e-12       1.559030968990e-11       4.159267966697e-15       4.269335947751e-13       9.099741476151e-14       2.084881320657e-15 
  302       5.250616485561e-10       1.255142500272e-12       1.562753240498e-11       4.179203420109e-15       4.224514491778e-13       8.975216645288e-14       2.096284432786e-15 
  303       5.206172232475e-10       1.278930658245e-12       1.565990143510e-11       4.199036446378e-15       4.180321050570e-13       8.851992104485e-14       2.107372901466e-15 
  304       5.161675633292e-10       1.302835474315e-12       1.568738633741e-11       4.218766757727e-15       4.136738947523e-13       8.730094311087e-14       2.118157796873e-15 
  305       5.117142350699e-10       1.326848746237e-12       1.570995766993e-11       4.238394108029e-15       4.093750605869e-13       8.609549350345e-14       2.128650612949e-15 
  306       5.072588252400e-10       1.350962074860e-12       1.572758700434e-11       4.257918293242e-15       4.051337539680e-13       8.490382928572e-14       2.138863271222e-15 
  307       5.028029411861e-10       1.375166862647e-12       1.574024693880e-11       4.277339151851e-15       4.009480344894e-13       8.372620366302e-14       2.148808124637e-15 
  308       4.983482109058e-10       1.399454312186e-12       1.574791111077e-11       4.296656565308e-15       3.968158690327e-13       8.256286591454e-14       2.158497961372e-15 
  309       4.938962831221e-10       1.423815424701e-12       1.575055420982e-11       4.315870458471e-15       3.927351308688e-13       8.141406132483e-14       2.167946008666e-15 
  310       4.894488273581e-10       1.448240998567e-12       1.574815199046e-11       4.334980800042e-15       3.887035987597e-13       8.028003111545e-14       2.177165936643e-15 
  311       4.850075340113e-10       1.472721627823e-12       1.574068128493e-11       4.353987603009e-15       3.847189560602e-13       7.916101237653e-14       2.186171862134e-15 
  312       4.805739988749e-10       1.497248185343e-12       1.572812423460e-11       4.372891016120e-15       3.807792256989e-13       7.805719262051e-14       2.194975422192e-15 
  313       4.761493706245e-10       1.521813300168e-12       1.571048117483e-11       4.391691602095e-15       3.768840992723e-13       7.696857125307e-14       2.203576836715e-15 
  314       4.717346871201e-10       1.546409945816e-12       1.568775837299e-11       4.410390073184e-15       3.730336678652e-13       7.589509154082e-14       2.211973438601e-15 
  315       4.673309894187e-10       1.571030960918e-12       1.565996388174e-11       4.428987201840e-15       3.692279913698e-13       7.483668528607e-14       2.220162566892e-15 
  316       4.629393217063e-10       1.595669048325e-12       1.562710755699e-11       4.447483821273e-15       3.654670981230e-13       7.379327270258e-14       2.228141566999e-15 
  317       4.585607312311e-10       1.620316774218e-12       1.558920107590e-11       4.465880826002e-15       3.617509845435e-13       7.276476229146e-14       2.235907790925e-15 
  318       4.541962682355e-10       1.644966567214e-12       1.554625795491e-11       4.484179172405e-15       3.580796147689e-13       7.175105071695e-14       2.243458597486e-15 
  319       4.498469858891e-10       1.669610717477e-12       1.549829356771e-11       4.502379879270e-15       3.544529202932e-13       7.075202268229e-14       2.250791352535e-15 
  320       4.455139402213e-10       1.694241375826e-12       1.544532516325e-11       4.520484028347e-15       3.508707996037e-13       6.976755080549e-14       2.257903429187e-15 
  321       4.411981900537e-10       1.718850552844e-12       1.538737188373e-11       4.538492764902e-15       3.473331178187e-13       6.879749549523e-14       2.264792208039e-15 
  322       4.369007969327e-10       1.743430117983e-12       1.532445478262e-11       4.556407298263e-15       3.438397063240e-13       6.784170482665e-14       2.271455077393e-15 
  323       4.326228250623e-10       1.767971798680e-12       1.525659684262e-11       4.574228902377e-15       3.403903624108e-13       6.690001441716e-14       2.277889433483e-15 
  324       4.283653412365e-10       1.792467179456e-12       1.518382299368e-11       4.591958916357e-15       3.369848489126e-13       6.597224730232e-14       2.284092680694e-15 
  325       4.241294147720e-10       1.816907701035e-12       1.510616013102e-11       4.609598745037e-15       3.336228938425e-13       6.505821381162e-14       2.290062231787e-15 
  326       4.199161174408e-10       1.841284659441e-12       1.502363713308e-11       4.627149859520e-15       3.303041900302e-13       6.415771144434e-14       2.295795508120e-15 
  327       4.157265234029e-10       1.865589205118e-12       1.493628487956e-11       4.644613797732e-15       3.270283947596e-13       6.327052474538e-14       2.301289939874e-15 
  328       4.115617091385e-10       1.889812342031e-12       1.484413626938e-11       4.661992164973e-15       3.237951294058e-13       6.239642518106e-14       2.306542966274e-15 
  329       4.074227533810e-10       1.913944926776e-12       1.474722623874e-11       4.679286634466e-15       3.206039790722e-13       6.153517101498e-14       2.311552035813e-15 
  330       4.033107370495e-10       1.937977667690e-12       1.464559177904e-11       4.696498947914e-15       3.174544922281e-13       6.068650718382e-14       2.316314606472e-15 
  331       3.992267431814e-10       1.961901123960e-12       1.453927195492e-11       4.713630916044e-15       3.143461803455e-13       5.985016517320e-14       2.320828145950e-15 
  332       3.951718568649e-10       1.985705704730e-12       1.442830792228e-11       4.730684419164e-15       3.112785175366e-13       5.902586289349e-14       2.325090131878e-15 
  333       3.911471651716e-10       2.009381668208e-12       1.431274294622e-11       4.747661407713e-15       3.082509401909e-13       5.821330455564e-14       2.329098052051e-15 
  334       3.871537570893e-10       2.032919120779e-12       1.419262241910e-11       4.764563902810e-15       3.052628466123e-13       5.741218054701e-14       2.332849404643e-15 
  335       3.831927234543e-10       2.056308016110e-12       1.406799387848e-11       4.781393996811e-15       3.023135966567e-13       5.662216730722e-14       2.336341698435e-15 
  336       3.792651568844e-10       2.079538154260e-12       1.393890702517e-11       4.798153853853e-15       2.994025113688e-13       5.584292720392e-14       2.339572453039e-15 
  337       3.753721517109e-10       2.102599180788e-12       1.380541374118e-11       4.814845710412e-15       2.965288726197e-13       5.507410840870e-14       2.342539199114e-15 
  338       3.715148039120e-10       2.125480585862e-12       1.366756810777e-11       4.831471875851e-15       2.936919227437e-13       5.431534477286e-14       2.345239478599e-15 
  339       3.676942110444e-10       2.148171703368e-12       1.352542642340e-11       4.848034732970e-15       2.908908641758e-13       5.356625570324e-14       2.347670844927e-15 
  340       3.639114721771e-10       2.170661710016e-12       1.337904722176e-11       4.864536738563e-15       2.881248590890e-13       5.282644603809e-14       2.349830863253e-15 
  341       3.601676878227e-10       2.192939624452e-12       1.322849128975e-11       4.880980423964e-15       2.853930290312e-13       5.209550592287e-14       2.351717110677e-15 
  342       3.564639598711e-10       2.214994306364e-12       1.307382168549e-11       4.897368395600e-15       2.826944545627e-13       5.137301068608e-14       2.353327176464e-15 
  343       3.528013915215e-10       2.236814455594e-12       1.291510375630e-11       4.913703335544e-15       2.800281748933e-13       5.065852071508e-14       2.354658662270e-15 
  344       3.491810872151e-10       2.258388611240e-12       1.275240515673e-11       4.929988002064e-15       2.773931875195e-13       4.995158133194e-14       2.355709182365e-15 
  345       3.456041525677e-10       2.279705150773e-12       1.258579586653e-11       4.946225230177e-15       2.747884478618e-13       4.925172266927e-14       2.356476363853e-15 
  346       3.420716943025e-10       2.300752289138e-12       1.241534820866e-11       4.962417932198e-15       2.722128689018e-13       4.855845954603e-14       2.356957846898e-15 
  347       3.385848201825e-10       2.321518077868e-12       1.224113686727e-11       4.978569098292e-15       2.696653208197e-13       4.787129134337e-14       2.357151284947e-15 
  348       3.351446389429e-10       2.341990404188e-12       1.206323890574e-11       4.994681797026e-15       2.671446306311e-13       4.718970188044e-14       2.357054344949e-15 
  349       3.317521643151e-10       2.362158103525e-12       1.188172998178e-11       5.010758970836e-15       2.646497984522e-13       4.651326169604e-14       2.356665408936e-15 
  350       3.284080228346e-10       2.382014349851e-12       1.169667278255e-11       5.026802811913e-15       2.621806569518e-13       4.584193983654e-14       2.355985710441e-15 
  351       3.251127337638e-10       2.401553404417e-12       1.150812814444e-11       5.042815361470e-15       2.597372385808e-13       4.517580477564e-14       2.355017287256e-15 
  352       3.218668037451e-10       2.420769515268e-12       1.131615882678e-11       5.058798712841e-15       2.573195612663e-13       4.451492315365e-14       2.353762288996e-15 
  353       3.186707266394e-10       2.439656917441e-12       1.112082952609e-11       5.074755011828e-15       2.549276282623e-13       4.385935975397e-14       2.352222978009e-15 
  354       3.155249833642e-10       2.458209833171e-12       1.092220689035e-11       5.090686457052e-15       2.525614279991e-13       4.320917747950e-14       2.350401730291e-15 
  355       3.124300417321e-10       2.476422472092e-12       1.072035953327e-11       5.106595300300e-15       2.502209339338e-13       4.256443732908e-14       2.348301036395e-15 
  356       3.093863562893e-10       2.494289031439e-12       1.051535804856e-11       5.122483846881e-15       2.479061044001e-13       4.192519837391e-14       2.345923502348e-15 
  357       3.063943681537e-10       2.511803696250e-12       1.030727502414e-11       5.138354455970e-15       2.456168824583e-13       4.129151773399e-14       2.343271850556e-15 
  358       3.034545048536e-10       2.528960639570e-12       1.009618505647e-11       5.154209540961e-15       2.433531957455e-13       4.066345055456e-14       2.340348920722e-15 
  359       3.005671801658e-10       2.545754022653e-12       9.882164764774e-12       5.170051569816e-15       2.411149563255e-13       4.004104998252e-14       2.337157670755e-15 
  360       2.977327939542e-10       2.562177995161e-12       9.665292805316e-12       5.185883065417e-15       2.389020605390e-13       3.942436714286e-14       2.333701177685e-15 
  361       2.949517320079e-10       2.578226695372e-12       9.445649885647e-12       5.201706605912e-15       2.367143888534e-13       3.881345111511e-14       2.329982638569e-15 
  362       2.922243658800e-10       2.593894250379e-12       9.223318778881e-12       5.217524825068e-15       2.345518057131e-13       3.820834890975e-14       2.326005371410e-15 
  363       2.895510527255e-10       2.609174776291e-12       8.998384337955e-12       5.233340412620e-15       2.324141593890e-13       3.760910544467e-14       2.321772816065e-15 
  364       2.869321351399e-10       2.624062378439e-12       8.770933509886e-12       5.249156114620e-15       2.303012818295e-13       3.701576352156e-14       2.317288535159e-15 
  365       2.843679409978e-10       2.638551151576e-12       8.541055350038e-12       5.264974733790e-15       2.282129885095e-13       3.642836380241e-14       2.312556214994e-15 
  366       2.818587832909e-10       2.652635180079e-12       8.308841036381e-12       5.280799129868e-15       2.261490782812e-13       3.584694478584e-14       2.307579666464e-15 
  367       2.794049599665e-10       2.666308538154e-12       8.074383883756e-12       5.296632219961e-15       2.241093332235e-13       3.527154278365e-14       2.302362825968e-15 
  368       2.770067537660e-10       2.679565290035e-12       7.837779358135e-12       5.312476978892e-15       2.220935184926e-13       3.470219189716e-14       2.296909756317e-15 
  369       2.746644320631e-10       2.692399490188e-12       7.599125090885e-12       5.328336439555e-15       2.201013821718e-13       3.413892399369e-14       2.291224647652e-15 
  370       2.723782467024e-10       2.704805183516e-12       7.358520893028e-12       5.344213693257e-15       2.181326551214e-13       3.358176868297e-14       2.285311818351e-15 
  371       2.701484338375e-10       2.716776405554e-12       7.116068769504e-12       5.360111890077e-15       2.161870508289e-13       3.303075329359e-14       2.279175715944e-15 
  372       2.679752137696e-10       2.728307182680e-12       6.871872933434e-12       5.376034239209e-15       2.142642652592e-13       3.248590284942e-14       2.272820918026e-15 
  373       2.658587907858e-10       2.739391532311e-12       6.626039820383e-12       5.391984009314e-15       2.123639767040e-13       3.194724004604e-14       2.266252133165e-15 
  374       2.637993529973e-10       2.750023463110e-12       6.378678102618e-12       5.407964528873e-15       2.104858456328e-13       3.141478522720e-14       2.259474201818e-15 
  375       2.617970721783e-10       2.760196975183e-12       6.129898703376e-12       5.423979186530e-15       2.086295145419e-13       3.088855636119e-14       2.252492097240e-15 
  376       2.598521036037e-10       2.769906060288e-12       5.879814811120e-12       5.440031431452e-15       2.067946078053e-13       3.036856901736e-14       2.245310926398e-15 
  377       2.579645858879e-10       2.779144702030e-12       5.628541893806e-12       5.456124773668e-15       2.049807315241e-13       2.985483634247e-14       2.237935930884e-15 
  378       2.561346408232e-10       2.787906876071e-12       5.376197713144e-12       5.472262784426e-15       2.031874733770e-13       2.934736903716e-14       2.230372487823e-15 
  379       2.543623732179e-10       2.796186550325e-12       5.122902338859e-12       5.488449096543e-15       2.014144024702e-13       2.884617533239e-14       2.222626110788e-15 
  380       2.526478707349e-10       2.803977685167e-12       4.868778162953e-12       5.504687404749e-15       1.996610691870e-13       2.835126096587e-14       2.214702450714e-15 
  381       2.509912037300e-10       2.811274233629e-12       4.613949913969e-12       5.520981466044e-15       1.979270050387e-13       2.786262915846e-14       2.206607296806e-15 
  382       2.493924250904e-10       2.818070141609e-12       4.358544671252e-12       5.537335100045e-15       1.962117225137e-13       2.738028059063e-14       2.198346577452e-15 
  383       2.478515700728e-10       2.824359348067e-12       4.102691879211e-12       5.553752189334e-15       1.945147149282e-13       2.690421337890e-14       2.189926361135e-15 
  384       2.463686561420e-10       2.830135785232e-12       3.846523361581e-12       5.570236679809e-15       1.928354562761e-13       2.643442305226e-14       2.181352857350e-15 
  385       2.449436828092e-10       2.835393378802e-12       3.590173335688e-12       5.586792581039e-15       1.911734010787e-13       2.597090252860e-14       2.172632417506e-15 
  386       2.435766314705e-10       2.840126048147e-12       3.333778426705e-12       5.603423966605e-15       1.895279842352e-13       2.551364209112e-14       2.163771535849e-15 
  387       2.422674652451e-10       2.844327706512e-12       3.077477681922e-12       5.620134974458e-15       1.878986208723e-13       2.506262936483e-14       2.154776850365e-15 
  388       2.410161164171e-10       2.847993374695e-12       2.821400655649e-12       5.636929349233e-15       1.862848110112e-13       2.461784886992e-14       2.145654141932e-15 
  389       2.398224485729e-10       2.851122567597e-12       2.565631143493e-12       5.653809049633e-15       1.846864581899e-13       2.417928071182e-14       2.136405288623e-15 
  390       2.386862927304e-10       2.853716034748e-12       2.310242119527e-12       5.670775589642e-15       1.831035624647e-13       2.374690179590e-14       2.127031199263e-15 
  391       2.376074594368e-10       2.855774659349e-12       2.055307547911e-12       5.687830491836e-15       1.815361166032e-13       2.332068622225e-14       2.117532805025e-15 
  392       2.365857385969e-10       2.857299459363e-12       1.800902387670e-12       5.704975287372e-15       1.799841060183e-13       2.290060526174e-14       2.107911059546e-15 
  393       2.356208993022e-10       2.858291588600e-12       1.547102597471e-12       5.722211515970e-15       1.784475087009e-13       2.248662733212e-14       2.098166939039e-15 
  394       2.347126896586e-10       2.858752337807e-12       1.293985140402e-12       5.739540725902e-15       1.769262951535e-13       2.207871797413e-14       2.088301442412e-15 
  395       2.338608366158e-10       2.858683135753e-12       1.041627988747e-12       5.756964473974e-15       1.754204283239e-13       2.167683982761e-14       2.078315591383e-15 
  396       2.330650457951e-10       2.858085550320e-12       7.901101287666e-13       5.774484325517e-15       1.739298635379e-13       2.128095260754e-14       2.068210430595e-15 
  397       2.323250013182e-10       2.856961289586e-12       5.395115654734e-13       5.792101854367e-15       1.724545484334e-13       2.089101308019e-14       2.057987027729e-15 
  398       2.316403656359e-10       2.855312202919e-12       2.899133274107e-13       5.809818642856e-15       1.709944228931e-13       2.050697503921e-14       2.047646473625e-15 
  399       2.310107793563e-10       2.853140282058e-12       4.139747143009e-14       5.827636281794e-15       1.695494189785e-13       2.012878928170e-14       2.037189882394e-15 
  400       2.304358610737e-10       2.850447662204e-12      -2.059529125315e-13       5.845556370457e-15       1.681194608626e-13       1.975640358430e-14       2.026618391535e-15 
  401       2.299152071965e-10       2.847236623109e-12      -4.520536966735e-13       5.863580516570e-15       1.667044647639e-13       1.938976267935e-14       2.015933162048e-15 
  402       2.294483917766e-10       2.843509590161e-12      -6.968197105548e-13       5.881710336296e-15       1.653043388794e-13       1.902880823091e-14       2.005135378552e-15 
  403       2.290349663370e-10       2.839269135471e-12      -9.401647363153e-13       5.899947454223e-15       1.639189833182e-13       1.867347881089e-14       1.994226249401e-15 
  404       2.286744597011e-10       2.834517978964e-12      -1.182001503899e-12       5.918293503342e-15       1.625482900344e-13       1.832370987515e-14       1.983207006799e-15 
  405       2.283663778205e-10       2.829258989465e-12      -1.422241686276e-12       5.936750125043e-15       1.611921427612e-13       1.797943373959e-14       1.972078906913e-15 
  406       2.281102036043e-10       2.823495185785e-12      -1.660795894666e-12       5.955318969093e-15       1.598504169436e-13       1.764057955624e-14       1.960843229992e-15 
  407       2.279053967469e-10       2.817229737811e-12      -1.897573673757e-12       5.974001693626e-15       1.585229796721e-13       1.730707328937e-14       1.949501280482e-15 
  408       2.277513935571e-10       2.810465967593e-12      -2.132483496934e-12       5.992799965125e-15       1.572096896162e-13       1.697883769156e-14       1.938054387139e-15 
  409       2.276476067862e-10       2.803207350430e-12      -2.365432761494e-12       6.011715458413e-15       1.559103969573e-13       1.665579227983e-14       1.926503903149e-15 
  410       2.275934254567e-10       2.795457515962e-12      -2.596327783876e-12       6.030749856636e-15       1.546249433226e-13       1.633785331170e-14       1.914851206238e-15 
  411       2.275882146907e-10       2.787220249251e-12      -2.825073794876e-12       6.049904851246e-15       1.533531617180e-13       1.602493376133e-14       1.903097698794e-15 
  412       2.276313155389e-10       2.778499491874e-12      -3.051574934875e-12       6.069182141991e-15       1.520948764619e-13       1.571694329558e-14       1.891244807975e-15 
  413       2.277220448083e-10       2.769299343009e-12      -3.275734249058e-12       6.088583436900e-15       1.508499031183e-13       1.541378825010e-14       1.879293985833e-15 
  414       2.278596948913e-10       2.759624060522e-12      -3.497453682640e-12       6.108110452268e-15       1.496180484301e-13       1.511537160547e-14       1.867246709423e-15 
  415       2.280435335944e-10       2.749478062056e-12      -3.716634076082e-12       6.127764912640e-15       1.483991102528e-13       1.482159296325e-14       1.855104480920e-15 
  416       2.282728039659e-10       2.738865926118e-12      -3.933175160322e-12       6.147548550801e-15       1.471928774875e-13       1.453234852209e-14       1.842868827738e-15 
  417       2.285467241253e-10       2.727792393164e-12      -4.146975551990e-12       6.167463107757e-15       1.459991300147e-13       1.424753105385e-14       1.830541302641e-15 
  418       2.288644870913e-10       2.716262366692e-12      -4.357932748634e-12       6.187510332725e-15       1.448176386271e-13       1.396702987967e-14       1.818123483862e-15 
  419       2.292252606105e-10       2.704280914326e-12      -4.565943123940e-12       6.207691983117e-15       1.436481649635e-13       1.369073084605e-14       1.805616975216e-15 
  420       2.296281869860e-10       2.691853268904e-12      -4.770901922958e-12       6.228009824524e-15       1.424904614418e-13       1.341851630100e-14       1.793023406216e-15 
  421       2.300723829055e-10       2.678984829565e-12      -4.972703257323e-12       6.248465630705e-15       1.413442711927e-13       1.315026507009e-14       1.780344432193e-15 
  422       2.305569392705e-10       2.665681162840e-12      -5.171240100473e-12       6.269061183570e-15       1.402093279927e-13       1.288585243255e-14       1.767581734403e-15 
  423       2.310809210242e-10       2.651948003735e-12      -5.366404282880e-12       6.289798273170e-15       1.390853561979e-13       1.262515009739e-14       1.754737020151e-15 
  424       2.316433669805e-10       2.637791256821e-12      -5.558086487263e-12       6.310678697676e-15       1.379720706769e-13       1.236802617948e-14       1.741812022902e-15 
  425       2.322432896521e-10       2.623216997325e-12      -5.746176243817e-12       6.331704263371e-15       1.368691767444e-13       1.211434517565e-14       1.728808502396e-15 
  426       2.328796750792e-10       2.608231472209e-12      -5.930561925434e-12       6.352876784633e-15       1.357763700949e-13       1.186396794076e-14       1.715728244769e-15 
  427       2.335515655633e-10       2.592841280149e-12      -6.111144403311e-12       6.374197677619e-15       1.346933894673e-13       1.161677772001e-14       1.702572995574e-15 
  428       2.342583113166e-10       2.577053915962e-12      -6.287878535196e-12       6.395666726132e-15       1.336201767510e-13       1.137275926979e-14       1.689344256134e-15 
  429       2.349993270370e-10       2.560877246837e-12      -6.460733079254e-12       6.417283273737e-15       1.325567221959e-13       1.113192238164e-14       1.676043480490e-15 
  430       2.357740096595e-10       2.544319336327e-12      -6.629677165387e-12       6.439046625991e-15       1.315030121414e-13       1.089427606252e-14       1.662672141936e-15 
  431       2.365817382397e-10       2.527388445552e-12      -6.794680299424e-12       6.460956050165e-15       1.304590289839e-13       1.065982852800e-14       1.649231733088e-15 
  432       2.374218738364e-10       2.510093034407e-12      -6.955712367317e-12       6.483010774955e-15       1.294247511449e-13       1.042858719550e-14       1.635723765958e-15 
  433       2.382937593943e-10       2.492441762767e-12      -7.112743639330e-12       6.505209990211e-15       1.284001530390e-13       1.020055867746e-14       1.622149772022e-15 
  434       2.391967196276e-10       2.474443491688e-12      -7.265744774232e-12       6.527552846648e-15       1.273852050421e-13       9.975748774544e-15       1.608511302294e-15 
  435       2.401300609026e-10       2.456107284617e-12      -7.414686823489e-12       6.550038455568e-15       1.263798734590e-13       9.754162468889e-15       1.594809927400e-15 
  436       2.410930711205e-10       2.437442408597e-12      -7.559541235456e-12       6.572665888579e-15       1.253841204918e-13       9.535803917259e-15       1.581047237642e-15 
  437       2.420850196008e-10       2.418458335466e-12      -7.700279859569e-12       6.595434177315e-15       1.243979042075e-13       9.320676444275e-15       1.567224843078e-15 
  438       2.431051569638e-10       2.399164743071e-12      -7.836874950537e-12       6.618342313154e-15       1.234211785064e-13       9.108782535617e-15       1.553344373588e-15 
  439       2.441527150139e-10       2.379571516464e-12      -7.969299172532e-12       6.641389246934e-15       1.224538930898e-13       8.900123831222e-15       1.539407478948e-15 
  440       2.452269066223e-10       2.359688749115e-12      -8.097525603385e-12       6.664573888679e-15       1.214959934281e-13       8.694701118497e-15       1.525415828899e-15 
  441       2.463269256102e-10       2.339526744112e-12      -8.221527738774e-12       6.687895107310e-15       1.205474207287e-13       8.492514325519e-15       1.511371113223e-15 
  442       2.474519466314e-10       2.319096015369e-12      -8.341279496420e-12       6.711351730371e-15       1.196081119043e-13       8.293562514240e-15       1.497275041809e-15 
  443       2.486011250559e-10       2.298407288829e-12      -8.456755220274e-12       6.734942543743e-15       1.186779995404e-13       8.097843873693e-15       1.483129344730e-15 
  444       2.497735968520e-10       2.277471503669e-12      -8.567929684713e-12       6.758666291365e-15       1.177570118638e-13       7.905355713196e-15       1.468935772309e-15 
  445       2.509684784700e-10       2.256299813508e-12      -8.674778098732e-12       6.782521674955e-15       1.168450727101e-13       7.716094455558e-15       1.454696095195e-15 
  446       2.521848667249e-10       2.234903587608e-12      -8.777276110131e-12       6.806507353723e-15       1.159421014923e-13       7.530055630281e-15       1.440412104434e-15 
  447       2.534218386790e-10       2.213294412084e-12      -8.875399809714e-12       6.830621944097e-15       1.150480131682e-13       7.347233866769e-15       1.426085611536e-15 
  448       2.546784515254e-10       2.191484091103e-12      -8.969125735477e-12       6.854864019438e-15       1.141627182087e-13       7.167622887527e-15       1.411718448554e-15 
  449       2.559537424709e-10       2.169484648096e-12      -9.058430876797e-12       6.879232109760e-15       1.132861225656e-13       6.991215501371e-15       1.397312468147e-15 
  450       2.572467286185e-10       2.147308326956e-12      -9.143292678633e-12       6.903724701447e-15       1.124181276401e-13       6.818003596630e-15       1.382869543661e-15 
