#scalar perturbations for mode k = 1.105063066835e-04 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:delta_scf             22:theta_scf          
       2.520053645333e+02       7.914153598731e-04      -1.987810169459e-04      -3.673575971415e-11       8.822419556931e-07       1.769537967583e-06       1.215166867149e-10       3.539076057732e-07      -1.490857851356e-04      -3.581529571508e-11       6.007874451713e-01       6.458041106735e-01      -1.987772764998e-04      -8.392753483381e-11       2.889047276604e-05      -1.490883131893e-04      -1.358779671274e-25      -1.984319255957e-04      -8.364823619187e-11       2.875592898256e-05      -1.518316403498e-18      -8.251639982661e-13 
       2.525930508091e+02       7.938400802442e-04      -1.996218688049e-04      -3.695406191092e-11       9.039874756040e-07       1.797514189651e-06       1.254593890850e-10       3.595028509673e-07      -1.497164245791e-04      -3.600513055117e-11       6.007581425578e-01       6.457397586120e-01      -1.996180912444e-04      -8.449272879157e-11       2.902068405988e-05      -1.497189737368e-04      -1.385769701206e-25      -1.992679975722e-04      -8.420932426147e-11       2.888453316944e-05      -1.469323678920e-18      -8.303149378508e-13 
       2.531807370849e+02       7.962674959227e-04      -2.004642177392e-04      -3.717339091401e-11       9.260748567868e-07       1.826368291601e-06       1.296501050824e-10       3.652736721593e-07      -1.503481868461e-04      -3.619499971655e-11       6.007286234382e-01       6.456756112438e-01      -2.004604027919e-04      -8.506036811400e-11       2.915117244390e-05      -1.503507572193e-04      -1.413231563107e-25      -2.001055244142e-04      -8.477281121530e-11       2.901340024294e-05      -1.418949462711e-18      -8.354535307154e-13 
       2.537684233607e+02       7.986976069128e-04      -2.013080626708e-04      -3.739376085445e-11       9.485523741909e-07       1.856034858052e-06       1.340861337121e-10       3.712069862799e-07      -1.509810711287e-04      -3.638488294490e-11       6.006987973819e-01       6.456116728206e-01      -2.013042100632e-04      -8.563045747383e-11       2.928193781221e-05      -1.509836628290e-04      -1.441172429197e-25      -2.009445025213e-04      -8.533870035629e-11       2.914252967604e-05      -1.367171500687e-18      -8.406536495950e-13 
       2.543561096365e+02       8.011304132191e-04      -2.021534025268e-04      -3.761518659123e-11       9.714613801324e-07       1.886460389026e-06       1.387662722563e-10       3.772920933400e-07      -1.516150766228e-04      -3.657475940581e-11       6.006685823859e-01       6.455479383317e-01      -2.021495119843e-04      -8.620300154106e-11       2.941298005913e-05      -1.516176897618e-04      -1.469599564971e-25      -2.017849332482e-04      -8.590699708559e-11       2.927192166124e-05      -1.313967239760e-18      -8.458181440156e-13 
       2.549437959123e+02       8.035659148460e-04      -2.030002362372e-04      -3.783768373547e-11       9.948377903659e-07       1.917600762737e-06       1.436906321936e-10       3.835201689874e-07      -1.522502025266e-04      -3.676460755290e-11       6.006379193815e-01       6.454844131874e-01      -2.029963074842e-04      -8.677800498305e-11       2.954429907858e-05      -1.522528372159e-04      -1.498520330170e-25      -2.026268126316e-04      -8.647770453405e-11       2.940157561673e-05      -1.259313939127e-18      -8.510205883324e-13 
       2.555314821881e+02       8.060041117980e-04      -2.038485627362e-04      -3.806126865973e-11       1.018713292481e-06       1.949419165569e-06       1.488604762234e-10       3.898838505044e-07      -1.528864480413e-04      -3.695440502288e-11       6.006067515120e-01       6.454210938518e-01      -2.038445954959e-04      -8.735547246445e-11       2.967589476429e-05      -1.528891043924e-04      -1.527942179826e-25      -2.034701414689e-04      -8.705082785689e-11       2.953149165200e-05      -1.203188548057e-18      -8.562371013310e-13 
       2.561191684639e+02       8.084450040795e-04      -2.046983809612e-04      -3.828595839261e-11       1.043116245981e-06       1.981884538775e-06       1.542780753983e-10       3.963769261465e-07      -1.535238123708e-04      -3.714412882324e-11       6.005750363181e-01       6.453579834339e-01      -2.046943749558e-04      -8.793540864725e-11       2.980776700959e-05      -1.535264904953e-04      -1.557872665282e-25      -2.043149171525e-04      -8.762637074760e-11       2.966166938011e-05      -1.145567806987e-18      -8.615401061500e-13 
       2.569442457876e+02       8.118764231351e-04      -2.058939915412e-04      -3.860330792216e-11       1.078315323056e-06       2.028506021514e-06       1.623083647609e-10       4.057012241922e-07      -1.544205212688e-04      -3.741032055701e-11       6.005295135387e-01       6.452697324419e-01      -2.058899306409e-04      -8.875378013887e-11       2.999337445464e-05      -1.544232301499e-04      -1.600766310251e-25      -2.055033729520e-04      -8.843849097426e-11       2.984487268391e-05      -1.062103124691e-18      -8.688872536252e-13 
       2.577693231113e+02       8.153131548481e-04      -2.070925373872e-04      -3.892292075283e-11       1.114668647831e-06       2.076289590343e-06       1.708446281935e-10       4.152579395755e-07      -1.553194316596e-04      -3.767625359518e-11       6.004827504612e-01       6.451818970008e-01      -2.070884210395e-04      -8.957703963861e-11       3.017952650423e-05      -1.553221715168e-04      -1.644699088608e-25      -2.066946744361e-04      -8.925540040715e-11       3.002859086093e-05      -9.755786288656e-19      -8.763583482232e-13 
       2.585944004350e+02       8.187551992309e-04      -2.082940155971e-04      -3.924485040375e-11       1.152234663997e-06       2.125183641190e-06       1.799007147911e-10       4.250367514941e-07      -1.562205413687e-04      -3.794185783250e-11       6.004346719204e-01       6.450944762280e-01      -2.082898432464e-04      -9.040520002070e-11       3.036622285911e-05      -1.562233124213e-04      -1.689692882309e-25      -2.078888199225e-04      -9.007711157937e-11       3.021282363366e-05      -8.859273224976e-19      -8.838351755489e-13 
       2.594194777587e+02       8.222025562959e-04      -2.094984232819e-04      -3.956915314577e-11       1.191067357603e-06       2.175143948018e-06       1.894926822581e-10       4.350288147527e-07      -1.571238482315e-04      -3.820705992301e-11       6.003852224107e-01       6.450074776875e-01      -2.094941943699e-04      -9.123827414906e-11       3.055346321779e-05      -1.571266506985e-04      -1.735769967256e-25      -2.090858032909e-04      -9.090363507586e-11       3.039757007295e-05      -7.930812470947e-19      -8.913428712017e-13 
       2.602445550824e+02       8.256552260556e-04      -2.107057575668e-04      -3.989588768942e-11       1.231217497691e-06       2.226131374172e-06       1.996384849318e-10       4.452263020324e-07      -1.580293500944e-04      -3.847178398692e-11       6.003343478331e-01       6.449209007184e-01      -2.107014715324e-04      -9.207627487728e-11       3.074124727672e-05      -1.580321841945e-04      -1.782953019250e-25      -2.102856229867e-04      -9.173498343849e-11       3.058282990976e-05      -6.969713578841e-19      -8.988593641541e-13 
       2.610696324061e+02       8.291132085223e-04      -2.119160155915e-04      -4.022511506495e-11       1.272733630483e-06       2.278110004111e-06       2.103577054247e-10       4.556220302380e-07      -1.589370448145e-04      -3.873595193376e-11       6.002820058515e-01       6.448347501921e-01      -2.119116718710e-04      -9.291921504865e-11       3.092957473019e-05      -1.589399107658e-04      -1.831265120007e-25      -2.114882745582e-04      -9.257116792406e-11       3.076860244758e-05      -5.975276141166e-19      -9.064094914480e-13 
       2.618947097298e+02       8.325765037086e-04      -2.131291945081e-04      -4.055689904891e-11       1.315662697182e-06       2.331045911692e-06       2.216713422541e-10       4.662092141545e-07      -1.598469302586e-04      -3.899948254822e-11       6.002281591704e-01       6.447490307862e-01      -2.131247925349e-04      -9.376710749619e-11       3.111844526983e-05      -1.598498282787e-04      -1.880729763177e-25      -2.126937537198e-04      -9.341219983288e-11       3.095488700854e-05      -4.946789199892e-19      -9.140868069815e-13 
       2.631361230212e+02       8.377973961668e-04      -2.149600437318e-04      -4.106106708904e-11       1.383016248187e-06       2.412425599919e-06       2.398631930893e-10       4.824851557863e-07      -1.612200691766e-04      -3.939460245122e-11       6.001442283606e-01       6.446208725722e-01      -2.149555530386e-04      -9.505220785324e-11       3.140364293759e-05      -1.612230158567e-04      -1.957378771290e-25      -2.145128429648e-04      -9.468677863029e-11       3.123613505320e-05      -3.333577164917e-19      -9.256310794313e-13 
       2.643775363126e+02       8.430303157803e-04      -2.167974893535e-04      -4.157141482765e-11       1.453823279507e-06       2.495788974965e-06       2.595317135272e-10       4.991578352785e-07      -1.625981555336e-04      -3.978778217584e-11       6.000567110619e-01       6.444937068658e-01      -2.167929086434e-04      -9.634859197160e-11       3.169006828794e-05      -1.626011513629e-04      -2.036774435344e-25      -2.163383149916e-04      -9.597239757269e-11       3.151853919352e-05      -1.639143203361e-19      -9.372050817615e-13 
       2.656189496040e+02       8.482752625918e-04      -2.186415218533e-04      -4.208819534725e-11       1.528232235623e-06       2.581025098349e-06       2.807619635547e-10       5.162050649913e-07      -1.639811821999e-04      -4.017870465320e-11       5.999655213120e-01       6.443675461583e-01      -2.186368498211e-04      -9.765630343124e-11       3.197772024003e-05      -1.639842276652e-04      -2.119002243256e-25      -2.181701576306e-04      -9.726909589303e-11       3.180209740516e-05       1.390715737645e-20      -9.489267358814e-13 
       2.668603628954e+02       8.535322366439e-04      -2.204921317797e-04      -4.261167398507e-11       1.606388681455e-06       2.668019838282e-06       3.036429716662e-10       5.336040186275e-07      -1.653691420980e-04      -4.056704252094e-11       5.998705866709e-01       6.442424034511e-01      -2.204873671123e-04      -9.897538575967e-11       3.226659769919e-05      -1.653722376830e-04      -2.204149956122e-25      -2.200083587894e-04      -9.857691272757e-11       3.208680764604e-05       2.003682448052e-19      -9.607761413401e-13 
       2.681017761868e+02       8.588012379792e-04      -2.223493097488e-04      -4.314213169807e-11       1.688435687372e-06       2.756654084842e-06       3.282669960440e-10       5.513308742695e-07      -1.667620282020e-04      -4.095245114797e-11       5.997718463755e-01       6.441182917840e-01      -2.223444511257e-04      -1.003058824320e-10       3.255669955652e-05      -1.667651743871e-04      -2.292307658757e-25      -2.218529064671e-04      -9.989588712244e-11       3.237266785814e-05       3.957361943780e-19      -9.726010299488e-13 
       2.693431894782e+02       8.640822666404e-04      -2.242130464448e-04      -4.367986869647e-11       1.774514102227e-06       2.846802245868e-06       3.547287796742e-10       5.693605135565e-07      -1.681598335378e-04      -4.133456047810e-11       5.996692494594e-01       6.439952234454e-01      -2.242080925383e-04      -1.016478368709e-10       3.284802468931e-05      -1.681630307993e-04      -2.383567811128e-25      -2.237037887712e-04      -1.012260580413e-10       3.265967597034e-05       6.002840612445e-19      -9.845839202220e-13 
       2.705846027696e+02       8.693753226704e-04      -2.260833326200e-04      -4.422520120638e-11       1.864762270402e-06       2.938331777205e-06       3.831248959074e-10       5.876664277360e-07      -1.695625511831e-04      -4.171298220823e-11       5.995627548150e-01       6.438732100680e-01      -2.260782820955e-04      -1.030012924467e-10       3.314057196152e-05      -1.695657999931e-04      -2.478025300711e-25      -2.255609939370e-04      -1.025674643742e-10       3.294782990170e-05       8.142907816202e-19      -9.966179483668e-13 
       2.725708625318e+02       8.778692229089e-04      -2.290893882497e-04      -4.511434282028e-11       2.018167703864e-06       3.087303391434e-06       4.328265768966e-10       6.174607651794e-07      -1.718170981803e-04      -4.230982059109e-11       5.993841875390e-01       6.436802127477e-01      -2.290841803457e-04      -1.051908501661e-10       3.361118641347e-05      -1.718204304377e-04      -2.636051602185e-25      -2.285456432935e-04      -1.047371797431e-10       3.341125403692e-05       1.177089030234e-18      -1.016065553507e-12 
       2.745571222940e+02       8.863939134503e-04      -2.321121497981e-04      -4.602515029139e-11       2.183123968742e-06       3.238851265430e-06       4.881339588457e-10       6.477703572967e-07      -1.740841752300e-04      -4.289460422679e-11       5.991955201907e-01       6.434900032543e-01      -2.321067810597e-04      -1.074101387809e-10       3.408492179868e-05      -1.740875921087e-04      -2.802925588306e-25      -2.315463996668e-04      -1.069359144202e-10       3.387759707802e-05       1.566032524872e-18      -1.035757567347e-12 
       2.765433820562e+02       8.949493944708e-04      -2.351515804469e-04      -4.695911251559e-11       2.360132161370e-06       3.392335584384e-06       5.494473866965e-10       6.784672415470e-07      -1.763637547887e-04      -4.346561251018e-11       5.989967715899e-01       6.433026274086e-01      -2.351460473995e-04      -1.096593351014e-10       3.456177323093e-05      -1.763672574367e-04      -2.979076862057e-25      -2.345632178408e-04      -1.091638269615e-10       3.434685046528e-05       1.982361195702e-18      -1.055625162408e-12 
       2.785296418184e+02       9.035356661470e-04      -2.382076438008e-04      -4.791782405581e-11       2.549655551597e-06       3.547087034353e-06       6.171574793962e-10       7.094175556076e-07      -1.786558096367e-04      -4.402100972651e-11       5.987880435999e-01       6.431181304616e-01      -2.382019429539e-04      -1.119386155964e-10       3.504173573273e-05      -1.786593991731e-04      -3.164952822061e-25      -2.375960488679e-04      -1.114210733319e-10       3.481900490343e-05       2.427356402405e-18      -1.075769093168e-12 
       2.805159015806e+02       9.121527286558e-04      -2.412803038779e-04      -4.890293468906e-11       2.752112620667e-06       3.702416750970e-06       6.916381569481e-10       7.404835271142e-07      -1.809603128712e-04      -4.455895062518e-11       5.985695209952e-01       6.429365525747e-01      -2.412744317286e-04      -1.142481563934e-10       3.552480423863e-05      -1.809639903819e-04      -3.361019278470e-25      -2.406448450802e-04      -1.137078092079e-10       3.529405110099e-05       2.902341995574e-18      -1.096101016036e-12 
       2.825021613428e+02       9.208005821746e-04      -2.443695251126e-04      -4.991610048782e-11       2.967870529973e-06       3.857627489517e-06       7.732398587311e-10       7.715257076762e-07      -1.832772379084e-04      -4.507768559512e-11       5.983414775142e-01       6.427579323365e-01      -2.443634781500e-04      -1.165881332787e-10       3.601097359497e-05      -1.832810044433e-04      -3.567761085851e-25      -2.437095619218e-04      -1.160241908646e-10       3.577198003985e-05       3.408685220752e-18      -1.116658535347e-12 
       2.844884211049e+02       9.294792268810e-04      -2.474752723460e-04      -5.095900398023e-11       3.197239413777e-06       4.012025345512e-06       8.622830760325e-10       8.024053169912e-07      -1.856065584764e-04      -4.557551148610e-11       5.981042827335e-01       6.425823141503e-01      -2.474690470547e-04      -1.189587216984e-10       3.650023855713e-05      -1.856104150454e-04      -3.785682792921e-25      -2.467901505690e-04      -1.183703716749e-10       3.625278188789e-05       3.947797568181e-18      -1.137437690900e-12 
       2.871267875585e+02       9.410547620583e-04      -2.516261594446e-04      -5.239328954970e-11       3.523376766813e-06       4.214695862056e-06       9.925498148509e-10       8.429394801586e-07      -1.887197390486e-04      -4.620143219613e-11       5.977758320463e-01       6.423537262284e-01      -2.516196918419e-04      -1.221552320259e-10       3.715491131027e-05      -1.887237166973e-04      -4.093341726778e-25      -2.509065897461e-04      -1.215331690289e-10       3.689586151791e-05       4.717083950787e-18      -1.165381606570e-12 
       2.897651540120e+02       9.526846260765e-04      -2.558060634075e-04      -5.388729396754e-11       3.874363134595e-06       4.413226032931e-06       1.136996574978e-09       8.826455861758e-07      -1.918546845367e-04      -4.678328915179e-11       5.974332633103e-01       6.421305187216e-01      -2.557993473019e-04      -1.254064718645e-10       3.781502390144e-05      -1.918587848594e-04      -4.422943020482e-25      -2.550508448903e-04      -1.247491738984e-10       3.754397036324e-05       5.550305246611e-18      -1.193726431528e-12 
       2.924035204655e+02       9.643688193548e-04      -2.600149050457e-04      -5.544500265538e-11       4.250389238735e-06       4.606231529608e-06       1.296030966035e-09       9.212467710033e-07      -1.950113358330e-04      -4.731754907571e-11       5.970780466649e-01       6.419127132147e-01      -2.600079342695e-04      -1.287128496252e-10       3.848056349905e-05      -1.950155603029e-04      -4.775843106033e-25      -2.592228099408e-04      -1.280187424946e-10       3.819708530607e-05       6.451150906824e-18      -1.222509597771e-12 
       2.950418869191e+02       9.761073423138e-04      -2.642526063676e-04      -5.706997561975e-11       4.651433097218e-06       4.792492169005e-06       1.469904768369e-09       9.584989997581e-07      -1.981896347459e-04      -4.780169516758e-11       5.967118817730e-01       6.417003482851e-01      -2.642453747890e-04      -1.320747726703e-10       3.915151708889e-05      -1.981939847070e-04      -5.153469923504e-25      -2.634223801653e-04      -1.313422289211e-10       3.885518295343e-05       7.423462758937e-18      -1.251654494302e-12 
       2.976802533726e+02       9.879001953750e-04      -2.685190905517e-04      -5.876552476210e-11       5.077266658014e-06       4.970978767235e-06       1.658709672942e-09       9.941964374378e-07      -2.013895239763e-04      -4.823376685835e-11       5.963366251292e-01       6.414934464982e-01      -2.685115920854e-04      -1.354926473166e-10       3.982787148077e-05      -2.013940006374e-04      -5.557326070553e-25      -2.676494491265e-04      -1.347199836512e-10       3.951823919820e-05       8.471239296990e-18      -1.281255866149e-12 
       3.003186198261e+02       9.997473789610e-04      -2.728142819139e-04      -6.053491446513e-11       5.527467413113e-06       5.140872330120e-06       1.862377918967e-09       1.028175286997e-06      -2.046109470917e-04      -4.861182618385e-11       5.959541926378e-01       6.412919584782e-01      -2.728065105312e-04      -1.389668788407e-10       4.050961339455e-05      -2.046155515217e-04      -5.988992059607e-25      -2.719039119813e-04      -1.381523551510e-10       4.018622979623e-05       9.598640228966e-18      -1.311203699432e-12 
       3.029569862797e+02       1.011648893495e-03      -2.771381058972e-04      -6.238110924393e-11       6.001437621740e-06       5.301570073908e-06       2.080690645955e-09       1.060314993466e-06      -2.078538485172e-04      -4.893440715756e-11       5.955665334131e-01       6.410957837373e-01      -2.771300556353e-04      -1.424978714869e-10       4.119672957132e-05      -2.078585816408e-04      -6.450129691912e-25      -2.761856670528e-04      -1.416396907004e-10       4.085913071170e-05       1.080999083657e-17      -1.341591886644e-12 
       3.055954704249e+02       1.023605273939e-03      -2.814906838485e-04      -6.430642969948e-11       6.498450062144e-06       5.452689516075e-06       2.313301418758e-09       1.090539062091e-06      -2.111183196171e-04      -4.920139128391e-11       5.951756379763e-01       6.409048348870e-01      -2.814823488055e-04      -1.460861898176e-10       4.188923781113e-05      -2.111231822180e-04      -6.942508239060e-25      -2.804948043344e-04      -1.451824934729e-10       4.153694784999e-05       1.210984628272e-17      -1.372442625097e-12 
       3.082339545702e+02       1.035615991029e-03      -2.858717511693e-04      -6.631222511162e-11       7.017608585816e-06       5.594036197350e-06       2.559722993235e-09       1.118808602697e-06      -2.144041622977e-04      -4.941407831248e-11       5.947835631375e-01       6.407190807317e-01      -2.858631255349e-04      -1.497320798557e-10       4.258709436159e-05      -2.144091550083e-04      -7.467943035234e-25      -2.848310296355e-04      -1.487809497681e-10       4.221962643111e-05       1.350282478339e-17      -1.403597238041e-12 
       3.108724387155e+02       1.047681045191e-03      -2.902812365723e-04      -6.839961820787e-11       7.557939412867e-06       5.725608127604e-06       2.819376267127e-09       1.145123218864e-06      -2.177113234491e-04      -4.957411011487e-11       5.943922538327e-01       6.405384335012e-01      -2.902723146184e-04      -1.534359428618e-10       4.329028600834e-05      -2.177164467602e-04      -8.028361476299e-25      -2.891942436302e-04      -1.524353997342e-10       4.290714197844e-05       1.499377610355e-17      -1.435268601205e-12 
       3.135109228607e+02       1.059800436855e-03      -2.947190698330e-04      -7.056976711347e-11       8.118398165721e-06       5.847566641026e-06       3.091601770323e-09       1.169515178943e-06      -2.210397507563e-04      -4.968266922059e-11       5.940034712237e-01       6.403627045028e-01      -2.947098459157e-04      -1.571981791035e-10       4.399879970440e-05      -2.210450050219e-04      -8.625786992497e-25      -2.935843461364e-04      -1.561461802735e-10       4.359946977932e-05       1.658773389755e-17      -1.467321805321e-12 
       3.161494070060e+02       1.071974166448e-03      -2.991851817618e-04      -7.282329723577e-11       8.697897187649e-06       5.960210265694e-06       3.375681886759e-09       1.192044189957e-06      -2.243893926791e-04      -4.974167670021e-11       5.936188629428e-01       6.401917043879e-01      -2.991756503230e-04      -1.610191878704e-10       4.471262266048e-05      -2.243947781202e-04      -9.262343052456e-25      -2.980012350159e-04      -1.599136244209e-10       4.429658481248e-05       1.828992059977e-17      -1.499779401930e-12 
       3.187878911513e+02       1.084202234400e-03      -3.036795041936e-04      -7.515990317830e-11       9.295330847695e-06       6.063947536148e-06       3.670862087638e-09       1.212791960111e-06      -2.277601984404e-04      -4.975465234556e-11       5.932400137552e-01       6.400253160341e-01      -3.036696597613e-04      -1.648993674906e-10       4.543174228381e-05      -2.277657151513e-04      -9.940257305375e-25      -3.024448139892e-04      -1.637380655307e-10       4.499846285413e-05       2.010575249240e-17      -1.532695801795e-12 
       3.214263752965e+02       1.096484641142e-03      -3.082019699744e-04      -7.757895399181e-11       9.909597577142e-06       6.159270945327e-06       3.976370134334e-09       1.231856989171e-06      -2.311521180104e-04      -4.972542997794e-11       5.928683523337e-01       6.398634183396e-01      -3.081918071592e-04      -1.688391153458e-10       4.615614613667e-05      -2.311577659684e-04      -1.066186586280e-24      -3.069149833231e-04      -1.676198322959e-10       4.570507904928e-05       2.204084434324e-17      -1.565978572467e-12 
       3.240648594418e+02       1.108821387105e-03      -3.127525129361e-04      -8.008003680582e-11       1.053961970513e-05       6.246731176605e-06       4.291433713081e-09       1.249349414880e-06      -2.345651020870e-04      -4.965700872443e-11       5.925050519660e-01       6.397057973306e-01      -3.127420264275e-04      -1.728388278846e-10       4.688582202751e-05      -2.345708811623e-04      -1.142961772282e-24      -3.114116441552e-04      -1.715592510488e-10       4.641640864952e-05       2.410101471514e-17      -1.599715069720e-12 
       3.275129780899e+02       1.125025646422e-03      -3.187416313237e-04      -8.347093975099e-11       1.138500002589e-05       6.350150315779e-06       4.716325571404e-09       1.270033788757e-06      -2.390570518168e-04      -4.951421846371e-11       5.920445492934e-01       6.395059258286e-01      -3.187307139144e-04      -1.781569216263e-10       4.784733046891e-05      -2.390630018852e-04      -1.250679395433e-24      -3.173279060006e-04      -1.767949467816e-10       4.735307860785e-05       2.699194631348e-17      -1.644442169261e-12 
       3.309610967379e+02       1.141322711903e-03      -3.247784476660e-04      -8.699858078111e-11       1.225334664284e-05       6.442477841555e-06       5.154630466660e-09       1.288499898477e-06      -2.435847875274e-04      -4.931791166115e-11       5.916018881487e-01       6.393125602925e-01      -3.247670905718e-04      -1.835789833272e-10       4.881779698868e-05      -2.435909080024e-04      -1.367321832328e-24      -3.232890330397e-04      -1.821303776953e-10       4.829770290807e-05       3.012082630911e-17      -1.689907679278e-12 
       3.344092153860e+02       1.157712584517e-03      -3.308628216582e-04      -9.066040411391e-11       1.314266764549e-05       6.525036364983e-06       5.604841842734e-09       1.305012267835e-06      -2.481482046284e-04      -4.907606016351e-11       5.911784845739e-01       6.391252881966e-01      -3.308510162381e-04      -1.891058909358e-10       4.979719693039e-05      -2.481544947528e-04      -1.493531010291e-24      -3.292948116870e-04      -1.875662543632e-10       4.925022785894e-05       3.350230126419e-17      -1.736119914229e-12 
       3.378573340341e+02       1.174195265238e-03      -3.369946156676e-04      -9.445378482155e-11       1.405117767385e-05       6.599081104676e-06       6.065588451257e-09       1.319821941892e-06      -2.527472004983e-04      -4.879623287079e-11       5.907753278008e-01       6.389437057944e-01      -3.369823534079e-04      -1.947385199214e-10       5.078550657100e-05      -2.527536593701e-04      -1.629988315442e-24      -3.353450300934e-04      -1.931032801669e-10       5.021060019275e-05       3.715168259200e-17      -1.783059148289e-12 
       3.413054526821e+02       1.190770755041e-03      -3.431736946715e-04      -9.837631604168e-11       1.497730564249e-05       6.665765711415e-06       6.535646297705e-09       1.333159651942e-06      -2.573816744386e-04      -4.848513859151e-11       5.903930043304e-01       6.387673999130e-01      -3.431609671696e-04      -2.004777433430e-10       5.178270314560e-05      -2.573883010370e-04      -1.777416672158e-24      -3.414394780552e-04      -1.987421512659e-10       5.117876708154e-05       4.108497123468e-17      -1.830751937177e-12 
       3.447535713302e+02       1.207439054903e-03      -3.493999261997e-04      -1.024258687282e-10       1.591968960968e-05       6.726125193280e-06       7.013939061675e-09       1.345232400565e-06      -2.620515276352e-04      -4.814862730673e-11       5.900317594444e-01       6.385959589999e-01      -3.493867251496e-04      -2.063244319157e-10       5.278876489509e-05      -2.620583208420e-04      -1.936582641586e-24      -3.475779469448e-04      -2.044835565735e-10       5.215467617842e-05       4.531887773347e-17      -1.879154334939e-12 
       3.498902807990e+02       1.232442165515e-03      -3.587623920528e-04      -1.086901468109e-10       1.735124334467e-05       6.806245039976e-06       7.739742868208e-09       1.361257759134e-06      -2.690736731697e-04      -4.761111280149e-11       5.895325967715e-01       6.383487497827e-01      -3.587484703252e-04      -2.152354886234e-10       5.430390462795e-05      -2.690807123356e-04      -2.197227706027e-24      -3.568036974107e-04      -2.132282227035e-10       5.362274729888e-05       5.222156867553e-17      -1.952715075025e-12 
       3.550269902678e+02       1.257651249978e-03      -3.682287933729e-04      -1.152272577637e-10       1.881317834391e-05       6.876839678801e-06       8.479203335493e-09       1.375378221286e-06      -2.761738060314e-04      -4.704256329239e-11       5.890791691763e-01       6.381102591919e-01      -3.682141329457e-04      -2.243898259069e-10       5.583860797544e-05      -2.761810883100e-04      -2.488622050522e-24      -3.661260033341e-04      -2.222041723681e-10       5.510771567603e-05       5.989110525535e-17      -2.027949484103e-12 
       3.601636997366e+02       1.283066311554e-03      -3.777987220855e-04      -1.220336829099e-10       2.030308819431e-05       6.939885692344e-06       9.230300235204e-09       1.387989105453e-06      -2.833516216856e-04      -4.645394171360e-11       5.886697739382e-01       6.378793744885e-01      -3.777833051162e-04      -2.337902954322e-10       5.739281508443e-05      -2.833591441009e-04      -2.813905875152e-24      -3.755441932656e-04      -2.314135934113e-10       5.660941380130e-05       6.839208385018e-17      -2.104883750104e-12 
       3.653004092054e+02       1.308687353511e-03      -3.874717813275e-04      -1.291072757210e-10       2.181914275163e-05       6.996904223361e-06       9.991453488990e-09       1.399394641841e-06      -2.906068239424e-04      -4.585351286541e-11       5.883022395123e-01       6.376550914709e-01      -3.874555901141e-04      -2.434397389601e-10       5.896647058302e-05      -2.906145834382e-04      -3.176493447797e-24      -3.850576017826e-04      -2.408586372833e-10       5.812767590956e-05       7.779317471840e-17      -2.183524507850e-12 
       3.704371186742e+02       1.334514379132e-03      -3.972475850667e-04      -1.364470307499e-10       2.335995117398e-05       7.049058078173e-06       1.076142467246e-08       1.409827393188e-06      -2.979391246915e-04      -4.524739387401e-11       5.879741351985e-01       6.374365095826e-01      -3.972306020182e-04      -2.533409887870e-10       6.055952324808e-05      -2.979471181670e-04      -3.580092966137e-24      -3.946655690919e-04      -2.505414188053e-10       5.966233761860e-05       8.816729641204e-17      -2.263873738235e-12 
       3.755738281429e+02       1.360547391706e-03      -4.071257577494e-04      -1.440528197201e-10       2.492445343183e-05       7.097236834427e-06       1.153923722430e-08       1.419465276353e-06      -3.053482436512e-04      -4.464008957737e-11       5.876829196564e-01       6.372228264069e-01      -4.071079653626e-04      -2.634968681487e-10       6.217192568000e-05      -3.053564679887e-04      -4.028727263541e-24      -4.043674413020e-04      -2.604640163120e-10       6.121323567511e-05       9.959177327740e-17      -2.345953376514e-12 
       3.821934212031e+02       1.394399480258e-03      -4.200059699002e-04      -1.542475411334e-10       2.697426149294e-05       7.154539558775e-06       1.255192490852e-08       1.430928794004e-06      -3.150090969158e-04      -4.386092071120e-11       5.873579054578e-01       6.369535370730e-01      -4.199871088314e-04      -2.769646327334e-10       6.427826672140e-05      -3.150176141704e-04      -4.680375987183e-24      -4.170075213239e-04      -2.736080581203e-10       6.323553417796e-05       1.159961574468e-16      -2.454339018635e-12 
       3.888130142633e+02       1.428593665007e-03      -4.330548227434e-04      -1.648873645803e-10       2.906078515550e-05       7.207449499160e-06       1.357505997491e-08       1.441514010931e-06      -3.247965047868e-04      -4.309015994268e-11       5.870846146256e-01       6.366898950840e-01      -4.330348641569e-04      -2.908659386270e-10       6.641658372986e-05      -3.248053098273e-04      -5.424308136075e-24      -4.298011033499e-04      -2.871580323032e-10       6.528418123545e-05       1.344683113454e-16      -2.565612262696e-12 
       3.954326073235e+02       1.463129953062e-03      -4.462715841557e-04      -1.759756151466e-10       3.118305276767e-05       7.256770477139e-06       1.460762732654e-08       1.451381693675e-06      -3.347099210628e-04      -4.233113480445e-11       5.868580504402e-01       6.364308000947e-01      -4.462504993061e-04      -3.052067675180e-10       6.858679910730e-05      -3.347190088245e-04      -6.271831399488e-24      -4.427468285059e-04      -3.011181160704e-10       6.735883154534e-05       1.552092586791e-16      -2.679888591686e-12 
