#scalar perturbations for mode k = 1.105063066835e-04 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:delta_scf             22:theta_scf          
       8.215547336949e+01       2.035770243232e-04      -2.421279001325e-05      -1.842996617141e-12       1.158376982539e-08       2.895942456349e-08       6.991594173125e-14       5.791884912697e-09      -1.815959250993e-05      -1.842993635081e-12       5.891350328234e-01       6.617242009145e-01      -2.421278990154e-05      -3.170751578891e-12       3.198945984544e-06      -1.815959262624e-05      -4.416853143872e-37      -2.423314699595e-05      -3.174016300027e-12       3.201025753391e-06      -1.737679396185e-21      -5.095928547809e-19 
       8.226244698574e+01       2.038764204272e-04      -2.427553885523e-05      -1.849748854258e-12       1.163037949594e-08       2.907594873984e-08       7.040391340236e-14       5.815189747968e-09      -1.820665414143e-05      -1.849740790034e-12       5.891811576743e-01       6.617518447025e-01      -2.427553855376e-05      -3.182853723697e-12       3.207523138565e-06      -1.820665445524e-05      -1.015004491647e-35      -2.429593489537e-05      -3.186124527538e-12       3.209604894349e-06      -4.674367456276e-21      -3.666841968849e-18 
       8.236942060198e+01       2.041759057977e-04      -2.433835181398e-05      -1.856517084478e-12       1.167711912508e-08       2.919279781270e-08       7.089467680166e-14       5.838559562540e-09      -1.825376386049e-05      -1.856503896871e-12       5.892270764230e-01       6.617792293143e-01      -2.433835132199e-05      -3.194987583429e-12       3.216109640259e-06      -1.825376437254e-05      -4.015170105761e-35      -2.435878680690e-05      -3.198264458611e-12       3.218193355002e-06      -7.603908864038e-21      -9.713074359160e-18 
       8.247639421823e+01       2.044754804346e-04      -2.440122889469e-05      -1.863301317343e-12       1.172399180153e-08       2.930997950382e-08       7.138827944153e-14       5.861995900765e-09      -1.830092167102e-05      -1.863282964950e-12       5.892727897645e-01       6.618063560458e-01      -2.440122821141e-05      -3.207153189746e-12       3.224705492203e-06      -1.830092238204e-05      -1.024263205142e-34      -2.442170275112e-05      -3.210436126820e-12       3.226791139915e-06      -1.052633993404e-20      -1.863291573178e-17 
       8.258336783448e+01       2.047751443380e-04      -2.446417010281e-05      -1.870101562833e-12       1.177100208253e-08       2.942750520632e-08       7.188476417418e-14       5.885501041263e-09      -1.834812757711e-05      -1.870078004060e-12       5.893182970873e-01       6.618332246574e-01      -2.446416922746e-05      -3.219350575773e-12       3.233310697112e-06      -1.834812848781e-05      -2.095593545000e-34      -2.448468282671e-05      -3.222639577464e-12       3.235398264078e-06      -1.344169749188e-20      -3.041492574136e-17 
       8.294770616696e+01       2.057964306820e-04      -2.467902094589e-05      -1.893382595174e-12       1.193214866771e-08       2.983037166926e-08       7.359753459317e-14       5.966074333853e-09      -1.850926570944e-05      -1.893340989510e-12       5.894717628939e-01       6.619228261403e-01      -2.467901941061e-05      -3.261132179375e-12       3.262689124752e-06      -1.850926730571e-05      -1.080250970561e-33      -2.469966583435e-05      -3.264441823947e-12       3.264783092857e-06      -2.331844427309e-20      -9.109573879245e-17 
       8.331204449944e+01       2.068187525146e-04      -2.489461591908e-05      -1.916849880947e-12       1.209490364787e-08       3.023725911967e-08       7.534443418114e-14       6.047451823934e-09      -1.867096193935e-05      -1.916789736067e-12       5.896229056735e-01       6.620095280307e-01      -2.489461371484e-05      -3.303284116276e-12       3.292176182466e-06      -1.867096422970e-05      -3.123183580054e-33      -2.491539249214e-05      -3.306614362339e-12       3.294276320809e-06      -3.311499268860e-20      -1.829065441415e-16 
       8.367638283192e+01       2.078421098366e-04      -2.511095519957e-05      -1.940503814289e-12       1.225927661832e-08       3.064819154580e-08       7.712600986485e-14       6.129638309160e-09      -1.883321639974e-05      -1.940424630133e-12       5.897717714311e-01       6.620933966426e-01      -2.511095231725e-05      -3.345807703325e-12       3.321771973677e-06      -1.883321939276e-05      -6.855141488503e-33      -2.513186282903e-05      -3.349158486589e-12       3.323878029947e-06      -4.283276127974e-20      -3.057114122327e-16 
       8.404072116440e+01       2.088665026488e-04      -2.532803894343e-05      -1.964344787192e-12       1.242527742726e-08       3.106319356814e-08       7.894281672349e-14       6.212638713629e-09      -1.899602920766e-05      -1.964246055899e-12       5.899183998259e-01       6.621744907776e-01      -2.532803537381e-05      -3.388704255304e-12       3.351476599251e-06      -1.899603291199e-05      -1.280157924346e-32      -2.534907714195e-05      -3.392075526919e-12       3.353588337944e-06      -5.247314305630e-20      -4.570537640900e-16 
       8.440505949687e+01       2.098919309520e-04      -2.554586728727e-05      -1.988373189556e-12       1.259291587347e-08       3.148228968368e-08       8.079541617924e-14       6.296457936735e-09      -1.915940046559e-05      -1.988254395402e-12       5.900628307703e-01       6.622528690416e-01      -2.554586302105e-05      -3.431975085097e-12       3.381290157779e-06      -1.915940488992e-05      -2.149673592917e-32      -2.556703564040e-05      -3.435366802813e-12       3.383407351219e-06      -6.203750746499e-20      -6.365949961369e-16 
       8.642582164041e+01       2.155981540441e-04      -2.676755034783e-05      -2.125064434655e-12       1.355287948084e-08       3.388219870211e-08       9.174672844797e-14       6.776439740421e-09      -2.007566276137e-05      -2.124824634222e-12       5.908258618055e-01       6.626409468563e-01      -2.676754204495e-05      -3.678826832794e-12       3.548629669192e-06      -2.007567134051e-05      -1.450437642636e-31      -2.678942987708e-05      -3.682330604423e-12       3.550772476828e-06      -1.137659300395e-19      -2.099318335685e-15 
       8.810361985460e+01       2.203601201112e-04      -2.779930334983e-05      -2.242993408670e-12       1.438962724904e-08       3.597406812259e-08       1.017617294502e-13       7.194813624519e-09      -2.084947751336e-05      -2.242639894483e-12       5.914136067740e-01       6.629077053254e-01      -2.779929146451e-05      -3.892722714871e-12       3.690127680290e-06      -2.084948975581e-05      -3.955659585697e-31      -2.782175903982e-05      -3.896317410519e-12       3.692285547067e-06      -1.551264676015e-19      -3.863627984367e-15 
       8.978141806878e+01       2.251440455401e-04      -2.884685416691e-05      -2.364987269986e-12       1.526344074458e-08       3.815860186145e-08       1.126788252152e-13       7.631720372291e-09      -2.163514062687e-05      -2.364507130498e-12       5.919633476155e-01       6.631291839319e-01      -2.884683847980e-05      -4.114866748527e-12       3.833956155766e-06      -2.163515673368e-05      -8.461965774892e-31      -2.886987164125e-05      -4.118549875744e-12       3.836123062493e-06      -1.951708305473e-19      -6.037617782985e-15 
       9.145921628297e+01       2.299499304082e-04      -2.991019498676e-05      -2.491082194577e-12       1.617530315599e-08       4.043825788997e-08       1.245626755812e-13       8.087651577995e-09      -2.243264624268e-05      -2.490461641079e-12       5.924780680849e-01       6.633095809198e-01      -2.991017526906e-05      -4.345387700309e-12       3.980122175779e-06      -2.243266642174e-05      -1.564450254057e-30      -2.993375855408e-05      -4.349156198975e-12       3.982291732598e-06      -2.340085801912e-19      -8.570864560973e-15 
       9.313701449715e+01       2.347777747931e-04      -3.098931269051e-05      -2.621313681441e-12       1.712620802418e-08       4.281552006046e-08       1.374814530015e-13       8.563104012092e-09      -2.324198452166e-05      -2.620538010178e-12       5.929604754358e-01       6.634526645140e-01      -3.098928870374e-05      -4.584414417902e-12       4.128632125763e-06      -2.324200898775e-05      -2.623917098929e-30      -3.101340529052e-05      -4.588264626804e-12       4.130797558736e-06      -2.717427231100e-19      -1.141761951437e-14 
       9.481481271134e+01       2.396275787728e-04      -3.208418947325e-05      -2.755716524593e-12       1.811715934223e-08       4.529289835557e-08       1.515069786441e-13       9.058579671113e-09      -2.406314211016e-05      -2.754770078162e-12       5.934130285613e-01       6.635618214936e-01      -3.208416096906e-05      -4.832075754654e-12       4.279491750280e-06      -2.406317108502e-05      -4.104790199689e-30      -3.210879262671e-05      -4.836003377527e-12       4.281645888354e-06      -3.084702104137e-19      -1.448710652726e-14 
       9.649261092552e+01       2.444993424255e-04      -3.319480339820e-05      -2.894324806672e-12       1.914917156132e-08       4.787292890330e-08       1.667148612528e-13       9.574585780659e-09      -2.489610255561e-05      -2.893190934409e-12       5.938379645585e-01       6.636401013229e-01      -3.319477011813e-05      -5.088500556777e-12       4.432706206246e-06      -2.489613626795e-05      -6.094440904196e-30      -3.321989715270e-05      -5.092500626602e-12       4.434841467532e-06      -3.442824643732e-19      -1.785048575933e-14 
       9.946692051123e+01       2.531897107747e-04      -3.520223605798e-05      -3.150480389313e-12       2.108275522042e-08       5.270688805105e-08       1.968286918613e-13       1.054137761021e-08      -2.640167705436e-05      -3.148970115066e-12       5.945295937671e-01       6.637113336102e-01      -3.520219364435e-05      -5.565012521761e-12       4.710117949162e-06      -2.640171974902e-05      -1.117185048799e-29      -3.522814587019e-05      -5.569126625571e-12       4.712199810120e-06      -4.057834910288e-19      -2.431299534840e-14 
       1.024412300969e+02       2.619490908806e-04      -3.725887714621e-05      -3.420136834708e-12       2.315439549119e-08       5.788598872798e-08       2.313855172898e-13       1.157719774560e-08      -2.794415787566e-05      -3.418188473953e-12       5.951507753369e-01       6.637073844314e-01      -3.725882469525e-05      -6.070186935022e-12       4.994966369908e-06      -2.794421033334e-05      -1.874991886316e-29      -3.728552700965e-05      -6.074393053371e-12       4.996967247742e-06      -4.651235563926e-19      -3.140049523703e-14 
       1.054155396827e+02       2.707774831863e-04      -3.936453554581e-05      -3.703467169542e-12       2.536998751854e-08       6.342496879635e-08       2.709032918946e-13       1.268499375927e-08      -2.952340168190e-05      -3.701012527283e-12       5.957100719585e-01       6.636394540406e-01      -3.936447209256e-05      -6.604740245003e-12       5.287269268511e-06      -2.952346472354e-05      -2.952099792032e-29      -3.939184041957e-05      -6.609011801100e-12       5.289159023903e-06      -5.227091026242e-19      -3.883643974873e-14 
       1.083898492684e+02       2.796748881382e-04      -4.151900093473e-05      -4.000637092041e-12       2.773553062674e-08       6.933882656685e-08       3.159456348805e-13       1.386776531337e-08      -3.113925073173e-05      -3.997601018737e-12       5.962148254997e-01       6.635169809040e-01      -4.151892545086e-05      -7.169387635719e-12       5.587040853088e-06      -3.113932521897e-05      -4.428650823062e-29      -4.154686671707e-05      -7.173693174435e-12       5.588786716794e-06      -5.789119009355e-19      -4.675137984838e-14 
       1.113641588541e+02       2.886413061857e-04      -4.372204795368e-05      -4.311804967720e-12       3.025714667408e-08       7.564286668520e-08       3.671252281496e-13       1.512857333704e-08      -3.279153600594e-05      -4.308104895568e-12       5.966713635546e-01       6.633479607630e-01      -4.372195934529e-05      -7.764842741565e-12       5.894292209874e-06      -3.279162284158e-05      -6.397151017358e-29      -4.375037050687e-05      -7.769145431672e-12       5.895858579963e-06      -6.340726535282e-19      -5.493479184858e-14 
       1.143384684398e+02       2.976767377813e-04      -4.597343934852e-05      -4.637121867017e-12       3.294104722953e-08       8.235261807382e-08       4.251058373460e-13       1.647052361476e-08      -3.448007956418e-05      -4.632667332820e-12       5.970851474951e-01       6.631391790264e-01      -4.597333645394e-05      -8.391817441126e-12       6.209031682407e-06      -3.448017969262e-05      -8.964033252756e-29      -4.600210461184e-05      -8.396074744756e-12       6.210380065899e-06      -6.885037051803e-19      -6.343024122915e-14 
       1.203707821620e+02       3.162137751638e-04      -5.068700325375e-05      -5.340943342895e-12       3.890907550042e-08       9.727268875106e-08       5.666140975143e-13       1.945453775021e-08      -3.801525252530e-05      -5.334645667483e-12       5.978119297007e-01       6.626165981195e-01      -5.068686752656e-05      -9.763123038713e-12       6.870383419067e-06      -3.801538268711e-05      -1.652982287581e-28      -5.071596935169e-05      -9.767131693159e-12       6.871158768320e-06      -7.978088734257e-19      -8.174959689887e-14 
       1.264030958842e+02       3.350346950285e-04      -5.559627336657e-05      -6.104659022152e-12       4.562712223548e-08       1.140678055887e-07       7.459517424536e-13       2.281356111774e-08      -4.169720515467e-05      -6.096033737296e-12       5.984139107310e-01       6.619918789133e-01      -5.559609912542e-05      -1.127289336314e-11       7.562583459980e-06      -4.169736976309e-05      -2.833251324369e-28      -5.562493502675e-05      -1.127639523025e-11       7.562587739765e-06      -9.073497970551e-19      -1.010229191247e-13 
       1.324354096064e+02       3.541395012625e-04      -6.069906660136e-05      -6.929263082868e-12       5.316773015929e-08       1.329193253982e-07       9.716951721414e-13       2.658386507965e-08      -4.552430014124e-05      -6.917733689264e-12       5.989155165498e-01       6.612934311357e-01      -6.069884751342e-05      -1.292698481577e-11       8.285629894880e-06      -4.552450397070e-05      -4.599923111380e-28      -6.072671951166e-05      -1.292965623282e-11       8.284635779307e-06      -1.018843729670e-18      -1.216103832878e-13 
       1.384677233286e+02       3.735281978028e-04      -6.599318443724e-05      -7.815642387709e-12       6.169157329123e-08       1.542289332281e-07       1.257517900808e-12       3.084578664561e-08      -4.949488859817e-05      -7.800517515351e-12       5.993347993078e-01       6.605424447236e-01      -6.599291347885e-05      -1.473121237972e-11       9.039500009387e-06      -4.949513678930e-05      -7.161854615724e-28      -6.601901842082e-05      -1.473265524648e-11       9.037248530519e-06      -1.133642429561e-18      -1.432548496441e-13 
       1.445000370508e+02       3.932007886357e-04      -7.147643820550e-05      -8.764579556342e-12       7.123099321857e-08       1.780774830464e-07       1.614222776275e-12       3.561549660928e-08      -5.360732902847e-05      -8.745038604660e-12       5.996872853530e-01       6.597548451832e-01      -7.147610762227e-05      -1.669134840585e-11       9.824155009784e-06      -5.360762709242e-05      -1.078445251636e-27      -7.149953102650e-05      -1.669108077359e-11       9.820353228914e-06      -1.252715321171e-18      -1.660858816297e-13 
       1.505323507730e+02       4.131572777960e-04      -7.714666873834e-05      -9.776755387543e-12       8.192839841277e-08       2.048209960319e-07       2.059315153399e-12       4.096419920638e-08      -5.786000206165e-05      -9.751844564103e-12       5.999842406490e-01       6.589427050279e-01      -7.714627000480e-05      -1.881312193599e-11       1.063954345654e-05      -5.786035588368e-05      -1.580177152789e-27      -7.716597790924e-05      -1.881056748215e-11       1.063386179673e-05      -1.376623440436e-18      -1.901020304867e-13 
       1.565646644952e+02       4.333976693672e-04      -8.300176086593e-05      -1.085275392793e-11       9.380903562396e-08       2.345225890599e-07       2.607589487336e-12       4.690451781198e-08      -6.225132132654e-05      -1.082137336460e-11       6.002354862104e-01       6.581152258556e-01      -8.300128464470e-05      -2.110221846492e-11       1.148560437449e-05      -6.225173716900e-05      -2.263055351960e-27      -8.301611724369e-05      -2.109669567875e-11       1.147767413206e-05      -1.505483258208e-18      -2.154845117157e-13 
       1.658194495787e+02       4.650024219074e-04      -9.233931006841e-05      -1.262873708780e-11       1.146143841044e-07       2.865359602611e-07       3.700721034164e-12       5.730719205221e-08      -6.925448357399e-05      -1.258488702105e-11       6.005481984955e-01       6.568315323059e-01      -9.233869484725e-05      -2.495233638059e-11       1.284310114369e-05      -6.925500761163e-05      -3.784679702165e-27      -9.234348505349e-05      -2.494066293411e-11       1.283090765178e-05      -1.711726611342e-18      -2.569312827387e-13 
       1.750742346621e+02       4.972754415453e-04      -1.020999536332e-04      -1.455755301062e-11       1.390707837089e-07       3.476769592722e-07       5.198658204427e-12       6.953539185444e-08      -7.657496672575e-05      -1.449738634560e-11       6.007892563322e-01       6.555464780881e-01      -1.020991721440e-04      -2.922974416869e-11       1.427236174948e-05      -7.657561596865e-05      -6.100020568817e-27      -1.020903570353e-04      -2.920955628693e-11       1.425477387876e-05      -1.924502783918e-18      -3.018839083964e-13 
       1.843290197456e+02       5.302167436707e-04      -1.122768428411e-04      -1.664037506606e-11       1.683472648725e-07       4.208681621814e-07       7.296179451393e-12       8.417363243627e-08      -8.420763428338e-05      -1.655877571423e-11       6.009701568526e-01       6.542726655995e-01      -1.122758643130e-04      -3.395439142708e-11       1.577309600299e-05      -8.420842712064e-05      -9.536009625781e-27      -1.122493223051e-04      -3.392276842293e-11       1.574880257230e-05      -2.136049109723e-18      -3.502678035842e-13 
       1.935838048290e+02       5.638263439241e-04      -1.228634623324e-04      -1.887785251941e-11       2.030942891359e-07       5.077357228398e-07       1.015920073775e-11       1.015471445680e-07      -9.214759977706e-05      -1.876918373956e-11       6.011069916145e-01       6.530185939010e-01      -1.228622522585e-04      -3.914600558852e-11       1.734500220916e-05      -9.214855597637e-05      -1.452725174061e-26      -1.228132571073e-04      -3.909938582889e-11       1.731249477453e-05      -2.334088225388e-18      -4.024289178739e-13 
       2.012891415398e+02       5.923188250937e-04      -1.319857712667e-04      -2.085869118134e-11       2.328700268292e-07       5.821750670730e-07       1.289140750365e-11       1.164350134146e-07      -9.898933241512e-05      -2.072338069843e-11       6.012071390115e-01       6.519933962380e-01      -1.319843392332e-04      -4.383873605818e-11       1.870781061500e-05      -9.899044069994e-05      -2.027472383644e-26      -1.319125789598e-04      -4.377638927373e-11       1.866715948100e-05      -2.476152818414e-18      -4.486740771320e-13 
       2.089944782505e+02       6.212745823090e-04      -1.413844215556e-04      -2.294668243821e-11       2.651246981450e-07       6.628117453624e-07       1.620156513743e-11       1.325623490725e-07      -1.060383212926e-04      -2.278008117768e-11       6.012870962204e-01       6.509873646062e-01      -1.413827384718e-04      -4.887984540456e-11       2.011955877895e-05      -1.060395971156e-04      -2.790835219455e-26      -1.412840885545e-04      -4.879832300219e-11       2.006943593265e-05      -2.583197752935e-18      -4.976795759170e-13 
       2.166998149612e+02       6.506936249781e-04      -1.510561770730e-04      -2.514258528830e-11       3.024497954519e-07       7.561244886298e-07       2.061545025150e-11       1.512248977260e-07      -1.132921393626e-04      -2.493621139277e-11       6.013370895904e-01       6.500019131824e-01      -1.510542113162e-04      -5.428039166268e-11       2.158006710143e-05      -1.132935989567e-04      -3.794086831144e-26      -1.509241260856e-04      -5.417572032404e-11       2.151900167692e-05      -2.638191340209e-18      -5.495477087728e-13 
       2.244051516720e+02       6.805759626190e-04      -1.609979471695e-04      -2.744914814830e-11       3.520567004863e-07       8.801417512158e-07       2.775830601635e-11       1.760283502432e-07      -1.207484687348e-04      -2.718504499909e-11       6.013301110321e-01       6.490386063361e-01      -1.609956644881e-04      -6.005134146544e-11       2.308915637453e-05      -1.207501290766e-04      -5.099925988904e-26      -1.608291514848e-04      -5.991896814064e-11       2.301552478727e-05      -2.620183267342e-18      -6.043286692583e-13 
       2.321104883827e+02       7.109216048569e-04      -1.712067807891e-04      -2.987207249473e-11       4.267307235094e-07       1.066826808773e-06       4.133798300374e-11       2.133653617547e-07      -1.284050963128e-04      -2.951582466443e-11       6.012280239013e-01       6.480994615798e-01      -1.712041442327e-04      -6.620357344821e-11       2.464664562054e-05      -1.284069750550e-04      -6.784526085758e-26      -1.709957438734e-04      -6.603830890395e-11       2.455866221676e-05      -2.503797922012e-18      -6.620349761544e-13 
       2.398158250934e+02       7.417305614220e-04      -1.816798612642e-04      -3.242028922292e-11       5.329797098868e-07       1.332449274717e-06       6.694654644887e-11       2.664898549434e-07      -1.362599099461e-04      -3.191412127392e-11       6.010063139610e-01       6.471865995144e-01      -1.816768311475e-04      -7.274788108145e-11       2.625234678828e-05      -1.362620253198e-04      -8.939878900160e-26      -1.814205899657e-04      -7.254383765502e-11       2.614805335097e-05      -2.258679161725e-18      -7.228404289838e-13 
       2.453704835397e+02       7.642276531916e-04      -1.893921333466e-04      -3.434213522693e-11       6.267955060920e-07       1.566731921528e-06       9.748454485019e-11       3.133463843134e-07      -1.420441172455e-04      -3.367370283591e-11       6.011793673421e-01       6.465456611041e-01      -1.893887933636e-04      -7.771479674105e-11       2.743966486133e-05      -1.420464147684e-04      -1.084694899000e-25      -1.890940818295e-04      -7.747871971618e-11       2.732229674451e-05      -1.982177148162e-18      -7.684729082371e-13 
       2.453725788832e+02       7.642361850370e-04      -1.893950681206e-04      -3.434286535952e-11       6.268982345091e-07       1.566732060570e-06       9.748455598761e-11       3.133464121296e-07      -1.420463183274e-04      -3.367438951997e-11       6.011791799903e-01       6.465454220796e-01      -1.893917280164e-04      -7.771671038134e-11       2.744011744426e-05      -1.420486159209e-04      -1.084773116276e-25      -1.890970013082e-04      -7.748062058153e-11       2.732274417615e-05      -1.982054797543e-18      -7.684932080499e-13 
       2.453746742266e+02       7.642447169167e-04      -1.893980029137e-04      -3.434359552301e-11       6.270009273639e-07       1.566732275668e-06       9.748457322105e-11       3.133464551568e-07      -1.420485194236e-04      -3.367507616679e-11       6.011789927317e-01       6.465451830584e-01      -1.893946626883e-04      -7.771862405186e-11       2.744057003072e-05      -1.420508170877e-04      -1.084851338502e-25      -1.890999208056e-04      -7.748252147659e-11       2.732319161115e-05      -1.981932433149e-18      -7.685135088632e-13 
       2.453839921492e+02       7.642826583171e-04      -1.894110540577e-04      -3.434684288380e-11       6.274571978695e-07       1.566734090826e-06       9.748471879685e-11       3.133468182226e-07      -1.420583077879e-04      -3.367812924448e-11       6.011781609924e-01       6.465441201094e-01      -1.894077132935e-04      -7.772713442328e-11       2.744258270758e-05      -1.420606057658e-04      -1.085199246178e-25      -1.891129039235e-04      -7.749097502954e-11       2.732518137755e-05      -1.981388233315e-18      -7.686153221072e-13 
       2.453933100718e+02       7.643206003950e-04      -1.894241055733e-04      -3.435009083983e-11       6.279127813987e-07       1.566737376984e-06       9.748498264182e-11       3.133474754884e-07      -1.420680964308e-04      -3.368118160931e-11       6.011773310280e-01       6.465430571962e-01      -1.894207642701e-04      -7.773564538203e-11       2.744459545293e-05      -1.420703947225e-04      -1.085547250043e-25      -1.891258874026e-04      -7.749942915922e-11       2.732717120907e-05      -1.980843813119e-18      -7.686655848706e-13 
       2.454026279943e+02       7.643585431504e-04      -1.894371574663e-04      -3.435333939646e-11       6.283676703416e-07       1.566742151890e-06       9.748536647860e-11       3.133484305036e-07      -1.420778853567e-04      -3.368423325845e-11       6.011765028807e-01       6.465419943456e-01      -1.894338156239e-04      -7.774415693724e-11       2.744660826784e-05      -1.420801839623e-04      -1.085895351610e-25      -1.891388712487e-04      -7.750788387467e-11       2.732916110678e-05      -1.980299128096e-18      -7.687416542998e-13 
       2.454119459169e+02       7.643964865834e-04      -1.894502097385e-04      -3.435658855286e-11       6.288218641584e-07       1.566748418236e-06       9.748587083660e-11       3.133496838069e-07      -1.420876745672e-04      -3.368728419669e-11       6.011756765598e-01       6.465409315668e-01      -1.894468673571e-04      -7.775266909214e-11       2.744862115268e-05      -1.420899734866e-04      -1.086243551431e-25      -1.891518554636e-04      -7.751633917911e-11       2.733115107104e-05      -1.979754162497e-18      -7.688177450429e-13 
