#scalar perturbations for mode k = 1.105063066833e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:delta_scf             22:theta_scf          
       1.626068213825e+02       4.539556898008e-04      -7.998222253735e-01      -1.131107553572e-03       8.117466681300e-04       2.029366670325e-03       2.489579376728e-06       4.058733340650e-04      -5.999716724387e-01      -1.127122383995e-03       5.634574063612e-01       6.043393909046e-01      -7.479640426824e-01      -2.070683063074e-03       8.887501594389e-02      -6.507445878822e-01      -3.501959832451e-19      -7.481396241613e-01      -2.069964880246e-03       8.882537383914e-02      -5.574314634669e-15      -2.473291770379e-05 
       1.646259713046e+02       4.608892050887e-04      -8.162311556772e-01      -1.166434685820e-03       8.425826135737e-04       2.106456533934e-03       2.669222214383e-06       4.212913067868e-04      -6.122866825277e-01      -1.162183979833e-03       5.626992859004e-01       6.029994094500e-01      -7.617987772485e-01      -2.139303814050e-03       9.028039484037e-02      -6.653707343401e-01      -3.874254252542e-19      -7.619620470396e-01      -2.138477068267e-03       9.022634307354e-02      -5.755733994378e-15      -2.556928018945e-05 
       1.666451212267e+02       4.678545296132e-04      -8.327141799560e-01      -1.202309428657e-03       8.742241590742e-04       2.185560397686e-03       2.860089669776e-06       4.371120795371e-04      -6.246578138861e-01      -1.197778519588e-03       5.619380940114e-01       6.016605615529e-01      -7.756170983541e-01      -2.209121359737e-03       9.166890546002e-02      -6.801243354108e-01      -4.280958768012e-19      -7.757673474163e-01      -2.208178673979e-03       9.161031757084e-02      -5.928957858910e-15      -2.640348412206e-05 
       1.688468874779e+02       4.754860681651e-04      -8.507691704718e-01      -1.242049279759e-03       9.096864890630e-04       2.274216222658e-03       3.081932205549e-06       4.548432445315e-04      -6.382093850922e-01      -1.237195149447e-03       5.611046636731e-01       6.002020634790e-01      -7.906611797202e-01      -2.286611030940e-03       9.316272872725e-02      -6.963564131250e-01      -4.766860203094e-19      -7.907964192530e-01      -2.285533176620e-03       9.309905462110e-02      -6.106518428356e-15      -2.733179242103e-05 
       1.710486537291e+02       4.831554303348e-04      -8.689054251394e-01      -1.282432473015e-03       9.462044933766e-04       2.365511233441e-03       3.319224247990e-06       4.731022466883e-04      -6.518226374259e-01      -1.277235541869e-03       5.602677969559e-01       5.987452185685e-01      -8.056745788563e-01      -2.365509616669e-03       9.463429836011e-02      -7.127376458364e-01      -5.300677353527e-19      -8.057939635564e-01      -2.364287116554e-03       9.456539765327e-02      -6.269954216694e-15      -2.828464068506e-05 
       1.732504199803e+02       4.908626163291e-04      -8.871194207414e-01      -1.323454754440e-03       9.838498260170e-04       2.459624565042e-03       3.573349701309e-06       4.919249130085e-04      -6.654949730267e-01      -1.317894099133e-03       5.594275916681e-01       5.972901794736e-01      -8.206515309964e-01      -2.445808724876e-03       9.608248336755e-02      -7.292668029590e-01      -5.886444125096e-19      -8.207542218541e-01      -2.444431741941e-03       9.600822237626e-02      -6.416710128173e-15      -2.925933806352e-05 
       1.754521862315e+02       4.986076263560e-04      -9.054076645224e-01      -1.365111770653e-03       1.022712427652e-03       2.556781069130e-03       3.845950220377e-06       5.113562138260e-04      -6.792238200391e-01      -1.359164909367e-03       5.585841414646e-01       5.958371009067e-01      -8.355863148372e-01      -2.527499274820e-03       9.750616359468e-02      -7.459426672674e-01      -6.528477776032e-19      -8.356714708098e-01      -2.525957578403e-03       9.742641479560e-02      -6.544033649198e-15      -3.024057281975e-05 
       1.776539524827e+02       5.063904606242e-04      -9.237666942244e-01      -1.407399080685e-03       1.062901906925e-03       2.657254767313e-03       4.138954615021e-06       5.314509534625e-04      -6.930066331584e-01      -1.401041762336e-03       5.577375322335e-01       5.943861330778e-01      -8.504732543246e-01      -2.610571503043e-03       9.890423028855e-02      -7.627640347266e-01      -7.231395014540e-19      -8.505400375832e-01      -2.608854474605e-03       9.881887338650e-02      -6.648965948471e-15      -3.125213432399e-05 
       1.798557187339e+02       5.142111193430e-04      -9.421930781322e-01      -1.450312202225e-03       1.104519190248e-03       2.761297975620e-03       4.454549602641e-06       5.522595951241e-04      -7.068408942911e-01      -1.443518044772e-03       5.568878369134e-01       5.929374220065e-01      -8.653067205058e-01      -2.695014969622e-03       1.002755866853e-01      -7.797297143852e-01      -8.000128791052e-19      -8.653543015183e-01      -2.693111608945e-03       1.001845096641e-01      -6.728332916549e-15      -3.227065804670e-05 
       1.820574849851e+02       5.220696027229e-04      -9.606834152618e-01      -1.493846499858e-03       1.147820572590e-03       2.869551431476e-03       4.795701560270e-06       5.739102862952e-04      -7.207241129221e-01      -1.486587179246e-03       5.560351422741e-01       5.914911113330e-01      -8.800811334204e-01      -2.780818564686e-03       1.016191486080e-01      -7.968385283109e-01      -8.839945823004e-19      -8.801086931667e-01      -2.778717487943e-03       1.015222484521e-01      -6.778736087286e-15      -3.332310698010e-05 
       1.843094082795e+02       5.301462324229e-04      -9.796576120723e-01      -1.539009970766e-03       1.193854547671e-03       2.984636369178e-03       5.172533888208e-06       5.969272738357e-04      -7.349716720528e-01      -1.531244259689e-03       5.551601063667e-01       5.900144846325e-01      -8.951252637698e-01      -2.869971480157e-03       1.029634497016e-01      -8.144839354745e-01      -9.778283396029e-19      -8.951315085659e-01      -2.867655994270e-03       1.028604969201e-01      -6.796539244523e-15      -3.441565268246e-05 
       1.865613315739e+02       5.382624301796e-04      -9.986916133085e-01      -1.584812397325e-03       1.241654109603e-03       3.104135274007e-03       5.578479623271e-06       6.208270548013e-04      -7.492652599514e-01      -1.576509221392e-03       5.542823723958e-01       5.885406673722e-01      -9.100959771587e-01      -2.960521574421e-03       1.042764241995e-01      -8.322766211787e-01      -1.080327229252e-18      -9.100800697642e-01      -2.957978922075e-03       1.041673312939e-01      -6.776093930042e-15      -3.551814772276e-05 
       1.888132548683e+02       5.464181962206e-04      -1.017781884790e+00      -1.631247342496e-03       1.291002105807e-03       3.227505264518e-03       6.011886926603e-06       6.455010529036e-04      -7.636022941501e-01      -1.622377670117e-03       5.534023256079e-01       5.870698032716e-01      -9.249874742119e-01      -3.052454831973e-03       1.055569566871e-01      -8.502153665829e-01      -1.192175424674e-18      -9.249485914688e-01      -3.049671825324e-03       1.054416476922e-01      -6.712973409482e-15      -3.665235657741e-05 
       1.910651781627e+02       5.546135307742e-04      -1.036924931350e+00      -1.678307389876e-03       1.341314997177e-03       3.353287492943e-03       6.467124868070e-06       6.706574985887e-04      -7.779802137873e-01      -1.668847067556e-03       5.525204847974e-01       5.856020294861e-01      -9.397940169786e-01      -3.145756536196e-03       1.068039480316e-01      -8.682989665620e-01      -1.314102251822e-18      -9.397313529786e-01      -3.142719557733e-03       1.066823594277e-01      -6.602462639847e-15      -3.780484363357e-05 
       1.933171014571e+02       5.628484340697e-04      -1.056117299490e+00      -1.725984312590e-03       1.391564439393e-03       3.478911098482e-03       6.934651583753e-06       6.957822196964e-04      -7.923964761629e-01      -1.715915809830e-03       5.516373823082e-01       5.841374752839e-01      -9.545099309040e-01      -3.240411278218e-03       1.080163160461e-01      -8.865262296161e-01      -1.446884604534e-18      -9.544226992415e-01      -3.237106279037e-03       1.078883975718e-01      -6.439546993850e-15      -3.897420801820e-05 
       1.935525155996e+02       5.637115883068e-04      -1.058126362332e+00      -1.731003680968e-03       1.396763550002e-03       3.491908837297e-03       6.983817674669e-06       6.983817674725e-04      -7.939056511286e-01      -1.720870869728e-03       5.515606501226e-01       5.839845628692e-01      -9.560428598797e-01      -3.250383874698e-03       1.081410137496e-01      -8.884399385491e-01      -1.461425312178e-18      -9.559530153505e-01      -3.247050028100e-03       1.080124312121e-01      -6.419277604530e-15      -3.909999431302e-05 
       1.935525160947e+02       5.637115901225e-04      -1.058126366557e+00      -1.731003691501e-03       1.396763565071e-03       3.491908837259e-03       6.983817674669e-06       6.983817674780e-04      -7.939056543028e-01      -1.720870880240e-03       5.515606499265e-01       5.839845625477e-01      -9.560428631023e-01      -3.250383895686e-03       1.081410140115e-01      -8.884399425752e-01      -1.461425342892e-18      -9.559530185676e-01      -3.247050049027e-03       1.080124314725e-01      -6.419277561236e-15      -3.909999500074e-05 
       1.935525165898e+02       5.637115919381e-04      -1.058126370783e+00      -1.731003702035e-03       1.396763580139e-03       3.491908837221e-03       6.983817674669e-06       6.983817674834e-04      -7.939056574770e-01      -1.720870890751e-03       5.515606497303e-01       5.839845622261e-01      -9.560428663249e-01      -3.250383916673e-03       1.081410142733e-01      -8.884399466013e-01      -1.461425373605e-18      -9.559530217847e-01      -3.247050069953e-03       1.080124317330e-01      -6.419277517943e-15      -3.909999568846e-05 
       1.935525215405e+02       5.637116100945e-04      -1.058126413038e+00      -1.731003807369e-03       1.396763730821e-03       3.491908836840e-03       6.983817674672e-06       6.983817675382e-04      -7.939056892185e-01      -1.720870995865e-03       5.515606477690e-01       5.839845590108e-01      -9.560428985507e-01      -3.250384126547e-03       1.081410168915e-01      -8.884399868623e-01      -1.461425680740e-18      -9.559530539555e-01      -3.247050279219e-03       1.080124343372e-01      -6.419277085009e-15      -3.910000256568e-05 
       1.935525264911e+02       5.637116282509e-04      -1.058126455293e+00      -1.731003912704e-03       1.396763881503e-03       3.491908836459e-03       6.983817674678e-06       6.983817675931e-04      -7.939057209600e-01      -1.720871100978e-03       5.515606458077e-01       5.839845557955e-01      -9.560429307766e-01      -3.250384336420e-03       1.081410195098e-01      -8.884400271233e-01      -1.461425987875e-18      -9.559530861264e-01      -3.247050488485e-03       1.080124369415e-01      -6.419276652074e-15      -3.910000944290e-05 
       1.935525314418e+02       5.637116464072e-04      -1.058126497548e+00      -1.731004018039e-03       1.396764032185e-03       3.491908836080e-03       6.983817674686e-06       6.983817676482e-04      -7.939057527015e-01      -1.720871206092e-03       5.515606438463e-01       5.839845525802e-01      -9.560429630024e-01      -3.250384546294e-03       1.081410221280e-01      -8.884400673843e-01      -1.461426295010e-18      -9.559531182972e-01      -3.247050697750e-03       1.080124395458e-01      -6.419276219140e-15      -3.910001632011e-05 
       1.935525584965e+02       5.637117456290e-04      -1.058126728466e+00      -1.731004593677e-03       1.396764855631e-03       3.491908834020e-03       6.983817674776e-06       6.983817679521e-04      -7.939059261639e-01      -1.720871780521e-03       5.515606331279e-01       5.839845350089e-01      -9.560431391117e-01      -3.250385693221e-03       1.081410364363e-01      -8.884402874043e-01      -1.461427973455e-18      -9.559532941059e-01      -3.247051841354e-03       1.080124537777e-01      -6.419273853217e-15      -3.910005390306e-05 
       1.935525855512e+02       5.637118448508e-04      -1.058126959384e+00      -1.731005169315e-03       1.396765679068e-03       3.491908831984e-03       6.983817674944e-06       6.983817682607e-04      -7.939060996264e-01      -1.720872354949e-03       5.515606224095e-01       5.839845174377e-01      -9.560433152209e-01      -3.250386840149e-03       1.081410507445e-01      -8.884405074244e-01      -1.461429651902e-18      -9.559534699146e-01      -3.247052984958e-03       1.080124680097e-01      -6.419271487287e-15      -3.910009148603e-05 
       1.935526126058e+02       5.637119440726e-04      -1.058127190301e+00      -1.731005744954e-03       1.396766502497e-03       3.491908829972e-03       6.983817675191e-06       6.983817685742e-04      -7.939062730888e-01      -1.720872929377e-03       5.515606116911e-01       5.839844998664e-01      -9.560434913301e-01      -3.250387987077e-03       1.081410650528e-01      -8.884407274445e-01      -1.461431330351e-18      -9.559536457233e-01      -3.247054128562e-03       1.080124822416e-01      -6.419269121349e-15      -3.910012906903e-05 
       1.935526396605e+02       5.637120432944e-04      -1.058127421219e+00      -1.731006320592e-03       1.396767325916e-03       3.491908827985e-03       6.983817675517e-06       6.983817688926e-04      -7.939064465512e-01      -1.720873503805e-03       5.515606009728e-01       5.839844822952e-01      -9.560436674393e-01      -3.250389134004e-03       1.081410793610e-01      -8.884409474646e-01      -1.461433008801e-18      -9.559538215320e-01      -3.247055272166e-03       1.080124964736e-01      -6.419266755403e-15      -3.910016665206e-05 
       1.935527300972e+02       5.637123749667e-04      -1.058128193116e+00      -1.731008244803e-03       1.396770078325e-03       3.491908821523e-03       6.983817677185e-06       6.983817699927e-04      -7.939070263905e-01      -1.720875423961e-03       5.515605651441e-01       5.839844235591e-01      -9.560442561259e-01      -3.250392967883e-03       1.081411271897e-01      -8.884416829340e-01      -1.461438619431e-18      -9.559544092140e-01      -3.247059094935e-03       1.080125440471e-01      -6.419258846607e-15      -3.910029228247e-05 
       1.935528205338e+02       5.637127066391e-04      -1.058128965014e+00      -1.731010169017e-03       1.396772830632e-03       3.491908815336e-03       6.983817679741e-06       6.983817711476e-04      -7.939076062299e-01      -1.720877344113e-03       5.515605293154e-01       5.839843648231e-01      -9.560448448123e-01      -3.250396801765e-03       1.081411750183e-01      -8.884424184037e-01      -1.461444230080e-18      -9.559549968958e-01      -3.247062917706e-03       1.080125916206e-01      -6.419250937718e-15      -3.910041791322e-05 
       1.935529109705e+02       5.637130383116e-04      -1.058129736911e+00      -1.731012093234e-03       1.396775582838e-03       3.491908809425e-03       6.983817683185e-06       6.983817723573e-04      -7.939081860693e-01      -1.720879264260e-03       5.515604934868e-01       5.839843060870e-01      -9.560454334986e-01      -3.250400635648e-03       1.081412228469e-01      -8.884431538736e-01      -1.461449840749e-18      -9.559555845774e-01      -3.247066740479e-03       1.080126391941e-01      -6.419243028734e-15      -3.910054354431e-05 
       1.935530014071e+02       5.637133699842e-04      -1.058130508809e+00      -1.731014017454e-03       1.396778334943e-03       3.491908803788e-03       6.983817687518e-06       6.983817736219e-04      -7.939087659088e-01      -1.720881184401e-03       5.515604576582e-01       5.839842473510e-01      -9.560460221847e-01      -3.250404469533e-03       1.081412706753e-01      -8.884438893437e-01      -1.461455451436e-18      -9.559561722589e-01      -3.247070563255e-03       1.080126867675e-01      -6.419235119656e-15      -3.909702002323e-05 
       1.935533751981e+02       5.637147408473e-04      -1.058133699201e+00      -1.731021970634e-03       1.396789708816e-03       3.491908783414e-03       6.983817714847e-06       6.983817794302e-04      -7.939111624904e-01      -1.720889120640e-03       5.515603095727e-01       5.839840045844e-01      -9.560484553289e-01      -3.250420315696e-03       1.081414683585e-01      -8.884469291767e-01      -1.461478641618e-18      -9.559586012509e-01      -3.247086363497e-03       1.080128833963e-01      -6.419202429015e-15      -3.910118843678e-05 
       1.935537489891e+02       5.637161117115e-04      -1.058136889594e+00      -1.731029923867e-03       1.396801080962e-03       3.491908767742e-03       6.983817757348e-06       6.983817861750e-04      -7.939135590730e-01      -1.720897056793e-03       5.515601614878e-01       5.839837618179e-01      -9.560508884704e-01      -3.250436161895e-03       1.081416660407e-01      -8.884499690136e-01      -1.461501832124e-18      -9.559610302401e-01      -3.247102163777e-03       1.080130800242e-01      -6.419169736768e-15      -3.910170770371e-05 
       1.935541227801e+02       5.637174825767e-04      -1.058140079989e+00      -1.731037877151e-03       1.396812451382e-03       3.491908756772e-03       6.983817815017e-06       6.983817938560e-04      -7.939159556565e-01      -1.720904992860e-03       5.515600134037e-01       5.839835190515e-01      -9.560533216092e-01      -3.250452008132e-03       1.081418637219e-01      -8.884530088544e-01      -1.461525022955e-18      -9.559634592266e-01      -3.247117964092e-03       1.080132766510e-01      -6.419137042916e-15      -3.909857767862e-05 
       1.935544965711e+02       5.637188534431e-04      -1.058143270384e+00      -1.731045830487e-03       1.396823820077e-03       3.491908750500e-03       6.983817887852e-06       6.983818024727e-04      -7.939183522410e-01      -1.720912928842e-03       5.515598653203e-01       5.839832762852e-01      -9.560557547453e-01      -3.250467854405e-03       1.081420614021e-01      -8.884560486992e-01      -1.461548214110e-18      -9.559658882105e-01      -3.247133764444e-03       1.080134732769e-01      -6.419104347458e-15      -3.909909690886e-05 
       1.935553104852e+02       5.637218384505e-04      -1.058150217341e+00      -1.731063148720e-03       1.396848568963e-03       3.491908753096e-03       6.983818098900e-06       6.983818244714e-04      -7.939235707058e-01      -1.720930208814e-03       5.515595428773e-01       5.839827476721e-01      -9.560610527873e-01      -3.250502359122e-03       1.081424918390e-01      -8.884626678463e-01      -1.461598712991e-18      -9.559711772110e-01      -3.247168169168e-03       1.080139014180e-01      -6.419033148924e-15      -3.910022753114e-05 
       1.935561243993e+02       5.637248234630e-04      -1.058157164304e+00      -1.731080467198e-03       1.396873309680e-03       3.491908777951e-03       6.983818381816e-06       6.983818509027e-04      -7.939287891751e-01      -1.720947488385e-03       5.515592204377e-01       5.839822190595e-01      -9.560663508166e-01      -3.250536864013e-03       1.081429222713e-01      -8.884692870120e-01      -1.461649213410e-18      -9.559764661987e-01      -3.247202574066e-03       1.080143295544e-01      -6.418961942776e-15      -3.910135818133e-05 
       1.935569383134e+02       5.637278084807e-04      -1.058164111272e+00      -1.731097785921e-03       1.396898042236e-03       3.491908825049e-03       6.983818736572e-06       6.983818817633e-04      -7.939340076490e-01      -1.720964767555e-03       5.515588980014e-01       5.839816904474e-01      -9.560716488333e-01      -3.250571369079e-03       1.081433526988e-01      -8.884759061963e-01      -1.461699715367e-18      -9.559817551737e-01      -3.247236979136e-03       1.080147576861e-01      -6.418890729014e-15      -3.910248885945e-05 
       1.935577522275e+02       5.637307935036e-04      -1.058171058247e+00      -1.731115104887e-03       1.396922766637e-03       3.491908894375e-03       6.983819163142e-06       6.983819170501e-04      -7.939392261274e-01      -1.720982046327e-03       5.515585755684e-01       5.839811618357e-01      -9.560769468373e-01      -3.250605874320e-03       1.081437831217e-01      -8.884825253992e-01      -1.461750218860e-18      -9.559870441360e-01      -3.247271384378e-03       1.080151858132e-01      -6.418819507637e-15      -3.910361956548e-05 
       1.935585661416e+02       5.637337785316e-04      -1.058178005228e+00      -1.731132424097e-03       1.396947482893e-03       3.491908985912e-03       6.983819661499e-06       6.983819567599e-04      -7.939444446103e-01      -1.720999324703e-03       5.515582531388e-01       5.839806332244e-01      -9.560822448286e-01      -3.250640379735e-03       1.081442135399e-01      -8.884891446207e-01      -1.461800723892e-18      -9.559923330856e-01      -3.247305789793e-03       1.080156139356e-01      -6.418748278645e-15      -3.910110110661e-05 
       1.935617151724e+02       5.637453276436e-04      -1.058204883128e+00      -1.731199434342e-03       1.397043033417e-03       3.491909548987e-03       6.983822265300e-06       6.983821520000e-04      -7.939646349456e-01      -1.721066170975e-03       5.515570056910e-01       5.839785880333e-01      -9.561027426199e-01      -3.250773882710e-03       1.081458787824e-01      -8.885147545413e-01      -1.461996142167e-18      -9.560127958936e-01      -3.247438905853e-03       1.080172702955e-01      -6.418472622191e-15      -3.910547576711e-05 
       1.935648642033e+02       5.637568768330e-04      -1.058231761119e+00      -1.731266448188e-03       1.397138462572e-03       3.491910443398e-03       6.983825941717e-06       6.983824132203e-04      -7.939848253488e-01      -1.721133011432e-03       5.515557582928e-01       5.839765428489e-01      -9.561232402218e-01      -3.250907388296e-03       1.081475439549e-01      -8.885403647402e-01      -1.462191583461e-18      -9.560332585111e-01      -3.247572024496e-03       1.080189265855e-01      -6.418196851731e-15      -3.910620151730e-05 
       1.935680132342e+02       5.637684260998e-04      -1.058258639199e+00      -1.731333465604e-03       1.397233770806e-03       3.491911668234e-03       6.983830689189e-06       6.983827402395e-04      -7.940050158199e-01      -1.721199846169e-03       5.515545109439e-01       5.839744976711e-01      -9.561437376343e-01      -3.251040896494e-03       1.081492090574e-01      -8.885659752175e-01      -1.462387047775e-18      -9.560537209381e-01      -3.247705145723e-03       1.080205828054e-01      -6.417920967250e-15      -3.910692754995e-05 
       1.935711622650e+02       5.637799754439e-04      -1.058285517370e+00      -1.731400486555e-03       1.397328958568e-03       3.491913222584e-03       6.983836506150e-06       6.983831328769e-04      -7.940252063589e-01      -1.721266675280e-03       5.515532636443e-01       5.839724524999e-01      -9.561642348575e-01      -3.251174407302e-03       1.081508740899e-01      -8.885915859731e-01      -1.462582535110e-18      -9.560741831746e-01      -3.247838269534e-03       1.080222389552e-01      -6.417644968734e-15      -3.910765386502e-05 
       1.935743112959e+02       5.637915248654e-04      -1.058312395629e+00      -1.731467511011e-03       1.397424026304e-03       3.491915105543e-03       6.983843391039e-06       6.983835909522e-04      -7.940453969658e-01      -1.721333498858e-03       5.515520163937e-01       5.839704073354e-01      -9.561847318911e-01      -3.251307920720e-03       1.081525390523e-01      -8.886171970071e-01      -1.462778045471e-18      -9.560946452206e-01      -3.247971395928e-03       1.080238950350e-01      -6.417368856167e-15      -3.911202897261e-05 
       1.935774603267e+02       5.638030743643e-04      -1.058339273979e+00      -1.731534538940e-03       1.397518974460e-03       3.491917316207e-03       6.983851342289e-06       6.983841142857e-04      -7.940655876407e-01      -1.721400316993e-03       5.515507691919e-01       5.839683621775e-01      -9.562052287354e-01      -3.251441436750e-03       1.081542039447e-01      -8.886428083195e-01      -1.462973578859e-18      -9.561151070759e-01      -3.248104524906e-03       1.080255510448e-01      -6.417092629535e-15      -3.911275557983e-05 
       1.935866380625e+02       5.638367353994e-04      -1.058417610462e+00      -1.731729908921e-03       1.397795019419e-03       3.491925620030e-03       6.983880584133e-06       6.983860101030e-04      -7.941244330148e-01      -1.721595025803e-03       5.515471345444e-01       5.839624016774e-01      -9.562649649605e-01      -3.251830579247e-03       1.081590558136e-01      -8.887174531444e-01      -1.463543585170e-18      -9.561747413206e-01      -3.248492539200e-03       1.080303770253e-01      -6.416286926271e-15      -3.911821091057e-05 
       1.935958157982e+02       5.638703970918e-04      -1.058495947706e+00      -1.731925307395e-03       1.398070063308e-03       3.491936677638e-03       6.983918831746e-06       6.983884543090e-04      -7.941832789664e-01      -1.721789691309e-03       5.515435003054e-01       5.839564412338e-01      -9.563246995760e-01      -3.252219743919e-03       1.081639070875e-01      -8.887921003335e-01      -1.464113787154e-18      -9.562343739455e-01      -3.248880575435e-03       1.080352024106e-01      -6.415480253622e-15      -3.912366775603e-05 
       1.936049935340e+02       5.639040594414e-04      -1.058574285711e+00      -1.732120733644e-03       1.398344116909e-03       3.491950467097e-03       6.983966046379e-06       6.983914425417e-04      -7.942421254959e-01      -1.721984315592e-03       5.515398664700e-01       5.839504808470e-01      -9.563844325815e-01      -3.252608930764e-03       1.081687577665e-01      -8.888667498869e-01      -1.464684184868e-18      -9.562940049499e-01      -3.249268633610e-03       1.080400272006e-01      -6.414672611214e-15      -3.912547839304e-05 
       1.936141712697e+02       5.639377224483e-04      -1.058652624477e+00      -1.732316186978e-03       1.398617190894e-03       3.491966966677e-03       6.984022189265e-06       6.983949704795e-04      -7.943009726035e-01      -1.722178900653e-03       5.515362330338e-01       5.839445205169e-01      -9.564441639766e-01      -3.252998139782e-03       1.081736078505e-01      -8.889414018045e-01      -1.465254778371e-18      -9.563536343332e-01      -3.249656713722e-03       1.080448513952e-01      -6.413863998677e-15      -3.913093843894e-05 
       1.936233490054e+02       5.639713861124e-04      -1.058730964002e+00      -1.732511666735e-03       1.398889295822e-03       3.491986154849e-03       6.984087221627e-06       6.983990338410e-04      -7.943598202895e-01      -1.722373448413e-03       5.515325999922e-01       5.839385602438e-01      -9.565038937608e-01      -3.253387370970e-03       1.081784573394e-01      -8.890160560861e-01      -1.465825567720e-18      -9.564132620946e-01      -3.250044815770e-03       1.080496749943e-01      -6.413054415637e-15      -3.913639999927e-05 
       1.936325267412e+02       5.640050504337e-04      -1.058809304288e+00      -1.732707172279e-03       1.399160442139e-03       3.492008010289e-03       6.984161104680e-06       6.984036283854e-04      -7.944186685541e-01      -1.722567960718e-03       5.515289673406e-01       5.839326000277e-01      -9.565636219340e-01      -3.253776624329e-03       1.081833062331e-01      -8.890907127317e-01      -1.466396552975e-18      -9.564728882336e-01      -3.250432939751e-03       1.080544979979e-01      -6.412243861721e-15      -3.914186307399e-05 
       1.936595726452e+02       5.641042597714e-04      -1.059040169986e+00      -1.733283452510e-03       1.399954007999e-03       3.492087726190e-03       6.984429930835e-06       6.984202170909e-04      -7.945920920945e-01      -1.723140980260e-03       5.515182644921e-01       5.839150361765e-01      -9.567396257392e-01      -3.254923845442e-03       1.081975919942e-01      -8.893107324294e-01      -1.468080331434e-18      -9.566485912856e-01      -3.251576831308e-03       1.080687074605e-01      -6.409849587549e-15      -3.915393786578e-05 
       1.936866185493e+02       5.642034748167e-04      -1.059271042267e+00      -1.733859937008e-03       1.400739597303e-03       3.492189892206e-03       6.984774289435e-06       6.984412769009e-04      -7.947655206673e-01      -1.723713748921e-03       5.515075648807e-01       5.838974728233e-01      -9.569156155397e-01      -3.256071259047e-03       1.082118725843e-01      -8.895307726539e-01      -1.469765813176e-18      -9.568242802256e-01      -3.252720913268e-03       1.080829117475e-01      -6.407446869263e-15      -3.916967245092e-05 
       1.937136644534e+02       5.643026955695e-04      -1.059501921123e+00      -1.734436612889e-03       1.401517461142e-03       3.492313992109e-03       6.985193189163e-06       6.984667051475e-04      -7.949389542767e-01      -1.724286304028e-03       5.514968683982e-01       5.838799099699e-01      -9.570915913260e-01      -3.257218865115e-03       1.082261480014e-01      -8.897508334031e-01      -1.471452999693e-18      -9.569999550377e-01      -3.253865185579e-03       1.080971108562e-01      -6.405035697303e-15      -3.918177615883e-05 
       1.937407103575e+02       5.644019220299e-04      -1.059732806543e+00      -1.735013468695e-03       1.402287842880e-03       3.492459523703e-03       6.985685640379e-06       6.984964019514e-04      -7.951123929261e-01      -1.724858678759e-03       5.514861749392e-01       5.838623476183e-01      -9.572675530883e-01      -3.258366663618e-03       1.082404182438e-01      -8.899709146751e-01      -1.473141892476e-18      -9.571756157065e-01      -3.255009648193e-03       1.081113047842e-01      -6.402616062093e-15      -3.919389493853e-05 
       1.937677562615e+02       5.645011541979e-04      -1.059963698519e+00      -1.735590494239e-03       1.403050978378e-03       3.492625998412e-03       6.986250655848e-06       6.985302701402e-04      -7.952858366178e-01      -1.725430902605e-03       5.514754844019e-01       5.838447857701e-01      -9.574435008171e-01      -3.259514654527e-03       1.082546833097e-01      -8.901910164676e-01      -1.474832493021e-18      -9.573512622175e-01      -3.256154301063e-03       1.081254935292e-01      -6.400187954046e-15      -3.921331276278e-05 
       1.937948021656e+02       5.646003920734e-04      -1.060194597042e+00      -1.736167680459e-03       1.403807096214e-03       3.492812940898e-03       6.986887251439e-06       6.985682151723e-04      -7.954592853536e-01      -1.726003001772e-03       5.514647966871e-01       5.838272244266e-01      -9.576194345026e-01      -3.260662837813e-03       1.082689431972e-01      -8.904111387789e-01      -1.476524802821e-18      -9.575268945562e-01      -3.257299144143e-03       1.081396770888e-01      -6.397751363563e-15      -3.922545918304e-05 
       1.938218480697e+02       5.646996356565e-04      -1.060425502104e+00      -1.736745019297e-03       1.404556417898e-03       3.493019888676e-03       6.987594446779e-06       6.986101450610e-04      -7.956327391345e-01      -1.726574999552e-03       5.514541116989e-01       5.838096635892e-01      -9.577953541353e-01      -3.261811213449e-03       1.082831979045e-01      -8.906312816067e-01      -1.478218823373e-18      -9.577025127090e-01      -3.258444177390e-03       1.081538554608e-01      -6.395306281036e-15      -3.924126118477e-05 
       1.938645878056e+02       5.648564786014e-04      -1.060790406946e+00      -1.737657662523e-03       1.405727210098e-03       3.493386616548e-03       6.988853566292e-06       6.986843126712e-04      -7.959068526184e-01      -1.727478751301e-03       5.514372319033e-01       5.837819138203e-01      -9.580733253617e-01      -3.263626345063e-03       1.083057135751e-01      -8.909792077636e-01      -1.480899318729e-18      -9.579800072373e-01      -3.260254022662e-03       1.081762504852e-01      -6.391425062457e-15      -3.926073339684e-05 
