# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)rho_scf            15:(.)p_scf              16:(.)p_prime_scf        17:phi_scf               18:phi'_scf              19:V_scf                 20:V'_scf                21:V''_scf               22:(.)rho_tot            23:(.)p_tot              24:(.)p_tot_prime        25:gr.fac. D             26:gr.fac. f          
       5.311759707491e+03       2.254157867148e-05       7.656026184567e+01       7.788872029011e+01       1.407661292692e+04       2.649585846517e+00       7.478566197606e+07       4.295426679481e+01       2.192096991113e+03       3.648172052146e+02       1.993314050642e+03       1.516424501422e+03       6.066652748431e+03       3.947739824028e-08      -3.947739824027e-08       1.861034731641e-21       1.000000005160e-04       2.791915861468e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       6.066652748431e+03       1.236173830806e+03      -7.249264265040e+01       4.903043309522e-04       5.070579101199e-01 
       5.274803958397e+03       2.283572769446e-05       7.703772915819e+01       7.691339122083e+01       1.407613545960e+04       2.668055062433e+00       7.426293117671e+07       4.321413764141e+01       2.131737227118e+03       3.572569939346e+02       1.952006033490e+03       1.474669494507e+03       5.915669749089e+03       3.947739824028e-08      -3.947739824026e-08       1.898003551730e-21       1.000000005295e-04       2.847582936239e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       5.915669749089e+03       1.202135573835e+03      -7.010140969834e+01       4.920455339563e-04       5.086457565134e-01 
       5.238105169044e+03       2.313360678632e-05       7.751788777716e+01       7.595071288259e+01       1.407565530098e+04       2.686652557416e+00       7.374383844506e+07       4.347537145925e+01       2.073039312066e+03       3.498534338821e+02       1.911553938395e+03       1.434064102991e+03       5.768510787373e+03       3.947739824028e-08      -3.947739824026e-08       1.935695988021e-21       1.000000005433e-04       2.904344327179e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       5.768510787373e+03       1.169034471646e+03      -6.778944010016e+01       4.937984003555e-04       5.102346088874e-01 
       5.201661553320e+03       2.343526150968e-05       7.800075008077e+01       7.500051657113e+01       1.407517243868e+04       2.705379216855e+00       7.322835850307e+07       4.373797324200e+01       2.015957495635e+03       3.426032795753e+02       1.871940032465e+03       1.394576678222e+03       5.625077485937e+03       3.947739824028e-08      -3.947739824026e-08       1.974125967360e-21       1.000000005575e-04       2.962221197569e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       5.625077485937e+03       1.136844724579e+03      -6.555409436785e+01       4.955630141244e-04       5.118244272081e-01 
       5.165471337529e+03       2.374073795820e-05       7.848632848127e+01       7.406263587399e+01       1.407468686028e+04       2.724235932181e+00       7.271646624833e+07       4.400194798112e+01       1.960447286888e+03       3.355033527648e+02       1.833146950155e+03       1.356176442756e+03       5.485274032603e+03       3.947739824028e-08      -3.947739824026e-08       2.013307679705e-21       1.000000005720e-04       3.021235112583e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       5.485274032603e+03       1.105541243175e+03      -6.339282128218e+01       4.973394598269e-04       5.134151713558e-01 
       5.129532760303e+03       2.405008276242e-05       7.897463542492e+01       7.313690663899e+01       1.407419855334e+04       2.743223600916e+00       7.220813675291e+07       4.426730066572e+01       1.906465419609e+03       3.285505410405e+02       1.795157685660e+03       1.318833466371e+03       5.349007112720e+03       3.947739824028e-08      -3.947739824026e-08       2.053255583009e-21       1.000000005869e-04       3.081408046776e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       5.349007112720e+03       1.075099628620e+03      -6.130315492948e+01       4.991278226203e-04       5.150068011293e-01 
       5.093844072517e+03       2.436334309572e-05       7.946568339198e+01       7.222316694323e+01       1.407370750537e+04       2.762343126709e+00       7.170334526207e+07       4.453403628232e+01       1.853969818594e+03       3.217417964683e+02       1.757955585460e+03       1.282518642748e+03       5.216185843310e+03       3.947739824028e-08      -3.947739824026e-08       2.093984408180e-21       1.000000006022e-04       3.142762391706e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       5.216185843310e+03       1.045496153741e+03      -5.928271183830e+01       5.009281882595e-04       5.165992762493e-01 
       5.058403537202e+03       2.468056668028e-05       7.995948489664e+01       7.132125706255e+01       1.407321370386e+04       2.781595419378e+00       7.120206719313e+07       4.480215981464e+01       1.802919566865e+03       3.150741342541e+02       1.721524341027e+03       1.247203666796e+03       5.086721708982e+03       3.947739824028e-08      -3.947739824026e-08       2.135509164139e-21       1.000000006178e-04       3.205320963696e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       5.086721708982e+03       1.016707744514e+03      -5.732918821250e+01       5.027406431008e-04       5.181925563625e-01 
       5.023209429462e+03       2.500180179315e-05       8.045605248699e+01       7.043101944127e+01       1.407271713627e+04       2.800981394954e+00       7.070427813422e+07       4.507167624341e+01       1.753274873791e+03       3.085446314361e+02       1.685847981675e+03       1.212861012594e+03       4.960528499536e+03       3.947739824028e-08      -3.947739824026e-08       2.177845142967e-21       1.000000006339e-04       3.269107011739e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       4.960528499536e+03       9.887119620890e+02      -5.544035725752e+01       5.045652741066e-04       5.197866010458e-01 
       4.988260036391e+03       2.532709727233e-05       8.095539874500e+01       6.955229866252e+01       1.407221779002e+04       2.820501975719e+00       7.020995384311e+07       4.534259054615e+01       1.704997044085e+03       3.021504256040e+02       1.650910867566e+03       1.179463911946e+03       4.837522249240e+03       3.947739824028e-08      -3.947739824026e-08       2.221007925144e-21       1.000000006504e-04       3.334144225548e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       4.837522249240e+03       9.614869853040e+02      -5.361406659663e+01       5.064021688489e-04       5.213813698102e-01 
       4.953553656987e+03       2.565650252299e-05       8.145753628649e+01       6.868494141885e+01       1.407171565247e+04       2.840158090251e+00       6.971907024605e+07       4.561490769694e+01       1.658048447651e+03       2.958887136450e+02       1.616697682852e+03       1.146986333523e+03       4.717621177711e+03       3.947739824028e-08      -3.947739824026e-08       2.265013384889e-21       1.000000006673e-04       3.400456743749e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       4.717621177711e+03       9.350115936853e+02      -5.184823577427e+01       5.082514155142e-04       5.229768221046e-01 
       4.919088602073e+03       2.599006752369e-05       8.196247776103e+01       6.782879648332e+01       1.407121071100e+04       2.859950673464e+00       6.923160343655e+07       4.588863266624e+01       1.612392490271e+03       2.897567505151e+02       1.583193428967e+03       1.115402962583e+03       4.600745632376e+03       3.947739824028e-08      -3.947739824025e-08       2.309877695591e-21       1.000000006846e-04       3.468069162229e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       4.600745632376e+03       9.092651509118e+02      -5.014085384338e+01       5.101131029073e-04       5.245729173201e-01 
       4.884863194209e+03       2.632784283265e-05       8.247023585199e+01       6.698371468095e+01       1.407070295291e+04       2.879880666652e+00       6.874752967427e+07       4.616377042068e+01       1.567993585084e+03       2.837518480364e+02       1.550383418057e+03       1.084689181242e+03       4.486818032458e+03       3.947739824028e-08      -3.947739824025e-08       2.355617335340e-21       1.000000007024e-04       3.537006542634e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       4.486818032458e+03       8.842275887359e+02      -4.848997703394e+01       5.119873204555e-04       5.261696147938e-01 
       4.850875767619e+03       2.666987959420e-05       8.298082327644e+01       6.614954886056e+01       1.407019236548e+04       2.899949017530e+00       6.826682538383e+07       4.644032592279e+01       1.524817124862e+03       2.778713737193e+02       1.518253266537e+03       1.054821049298e+03       4.375762814455e+03       3.947739824028e-08      -3.947739824025e-08       2.402249092563e-21       1.000000007207e-04       3.607294421017e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       4.375762814455e+03       8.598793913472e+02      -4.689372650004e+01       5.138741582135e-04       5.277668738128e-01 
       4.817124668099e+03       2.701622954515e-05       8.349425278516e+01       6.532615386705e+01       1.406967893598e+04       2.920156680281e+00       6.778946715366e+07       4.671830413087e+01       1.482829455045e+03       2.721127496090e+02       1.486788888795e+03       1.025775285573e+03       4.267506379061e+03       3.947739824028e-08      -3.947739824025e-08       2.449790071753e-21       1.000000007394e-04       3.678958816656e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       4.267506379061e+03       8.362015801664e+02      -4.535028614272e+01       5.157737068670e-04       5.293646536186e-01 
       4.783608252948e+03       2.736694502134e-05       8.401053716255e+01       6.451338651398e+01       1.406916265160e+04       2.940504615593e+00       6.731543173490e+07       4.699770999868e+01       1.441997847517e+03       2.664734511555e+02       1.455976491018e+03       9.975292497727e+02       4.161977039502e+03       3.947739824028e-08      -3.947739824025e-08       2.498257699316e-21       1.000000007586e-04       3.752026241019e-14       1.184321947208e-07      -1.450439088746e-07       1.776352751987e-07       4.161977039502e+03       8.131756990572e+02      -4.385790050609e+01       5.176860577376e-04       5.309629134109e-01 
       4.750324890878e+03       2.772207896418e-05       8.452968922665e+01       6.371110555662e+01       1.406864349953e+04       2.960993790710e+00       6.684469604022e+07       4.727854847532e+01       1.402290475105e+03       2.609510061078e+02       1.425802565144e+03       9.700609248505e+02       4.059104971247e+03       3.947739824028e-08      -3.947739824025e-08       2.547669729507e-21       1.000000007782e-04       3.826523706900e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751987e-07       4.059104971247e+03       7.907837999457e+02      -4.241487274428e+01       5.196113027868e-04       5.325616123516e-01 
       4.717272961941e+03       2.808168492733e-05       8.505172182906e+01       6.291917166529e+01       1.406812146693e+04       2.981625179469e+00       6.637723714273e+07       4.756082450494e+01       1.363676386779e+03       2.555429934304e+02       1.396253882950e+03       9.433488998468e+02       3.958822163046e+03       3.947739824028e-08      -3.947739824025e-08       2.598044250492e-21       1.000000007984e-04       3.902478737723e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751987e-07       3.958822163046e+03       7.690084288359e+02      -4.101956265672e+01       5.215495346207e-04       5.341607095691e-01 
       4.684450857450e+03       2.844581708337e-05       8.557664785494e+01       6.213744739910e+01       1.406759654091e+04       3.002399762349e+00       6.591303227485e+07       4.784454302654e+01       1.326125483538e+03       2.502470422423e+02       1.367317490247e+03       9.173723532083e+02       3.861062369276e+03       3.947739824028e-08      -3.947739824025e-08       2.649399690500e-21       1.000000008191e-04       3.979919377010e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751986e-07       3.861062369276e+03       7.478326122094e+02      -3.967038478960e+01       5.235008464946e-04       5.357601641620e-01 
       4.651856979896e+03       2.881453023063e-05       8.610448022294e+01       6.136579718008e+01       1.406706870854e+04       3.023318526514e+00       6.545205882719e+07       4.812970897378e+01       1.289608494954e+03       2.450608307783e+02       1.338980701212e+03       8.921110365639e+02       3.765761063547e+03       3.947739824027e-08      -3.947739824024e-08       2.701754824109e-21       1.000000008403e-04       4.058874198025e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751986e-07       3.765761063547e+03       7.272398437997e+02      -3.836580660110e+01       5.254653323168e-04       5.373599352038e-01 
       4.619489742874e+03       2.918787980001e-05       8.663523188520e+01       6.060408726763e+01       1.406653795688e+04       3.044382465857e+00       6.499429434749e+07       4.841632727471e+01       1.254096956365e+03       2.399820853715e+02       1.311231092820e+03       8.675452589467e+02       3.672855393543e+03       3.947739824027e-08      -3.947739824024e-08       2.755128778624e-21       1.000000008621e-04       4.139372313593e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751986e-07       3.672855393543e+03       7.072140717311e+02      -3.710434668843e+01       5.274430866540e-04       5.389599817465e-01 
       4.587347571006e+03       2.956592186191e-05       8.716891582729e+01       5.985218573332e+01       1.406600427293e+04       3.065592581045e+00       6.453971653948e+07       4.870440285161e+01       1.219563186699e+03       2.350085794567e+02       1.284056499410e+03       8.436558714511e+02       3.582284137056e+03       3.947739824027e-08      -3.947739824024e-08       2.809541040588e-21       1.000000008844e-04       4.221443386097e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751986e-07       3.582284137056e+03       6.877396860105e+02      -3.588457307441e+01       5.294342047351e-04       5.405602628247e-01 
       4.555428899864e+03       2.994871313325e-05       8.770554506821e+01       5.910996243606e+01       1.406546764369e+04       3.086949879568e+00       6.408830326182e+07       4.899394062072e+01       1.185980266899e+03       2.301381325955e+02       1.257445007346e+03       8.204242523123e+02       3.493987659193e+03       3.947739824027e-08      -3.947739824024e-08       2.865011462400e-21       1.000000009072e-04       4.305117637657e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751986e-07       3.493987659193e+03       6.688015063644e+02      -3.470510155170e+01       5.314387824563e-04       5.421607374601e-01 
       4.523732175891e+03       3.033631098451e-05       8.824513266029e+01       5.837728899760e+01       1.406492805610e+04       3.108455375778e+00       6.364003252703e+07       4.928494549202e+01       1.153322018954e+03       2.253686095199e+02       1.231384949801e+03       7.978322923953e+02       3.407907870710e+03       3.947739824027e-08      -3.947739824024e-08       2.921560269058e-21       1.000000009307e-04       4.390425860498e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751986e-07       3.407907870710e+03       6.503847704104e+02      -3.356459408271e+01       5.334569163856e-04       5.437613646651e-01 
       4.492255856329e+03       3.072877344690e-05       8.878769168924e+01       5.765403877838e+01       1.406438549707e+04       3.130110090940e+00       6.319488250039e+07       4.957742236904e+01       1.121562985495e+03       2.206979191973e+02       1.205864901642e+03       7.758623810849e+02       3.323988187459e+03       3.947739824027e-08      -3.947739824024e-08       2.979208065025e-21       1.000000009548e-04       4.477399427498e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751986e-07       3.323988187459e+03       6.324751221540e+02      -3.246175725332e+01       5.354887037671e-04       5.453621034473e-01 
       4.460998409144e+03       3.112615921956e-05       8.933323527405e+01       5.694008685367e+01       1.406383995349e+04       3.151915053279e+00       6.275283149891e+07       4.987137614862e+01       1.090678409963e+03       2.161240139136e+02       1.180873674424e+03       7.544973925630e+02       3.242173490903e+03       3.947739824027e-08      -3.947739824023e-08       3.037975841213e-21       1.000000009794e-04       4.566070302939e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751986e-07       3.242173490903e+03       6.150586008024e+02      -3.139534077848e+01       5.375342425261e-04       5.469629128135e-01 
       4.429958312948e+03       3.152852767686e-05       8.988177656702e+01       5.623530999011e+01       1.406329141219e+04       3.173871298021e+00       6.231385799027e+07       5.016681172066e+01       1.060644217313e+03       2.116448883766e+02       1.156400311491e+03       7.337206724636e+02       3.162410089683e+03       3.947739824027e-08      -3.947739824023e-08       3.097884982103e-21       1.000000010047e-04       4.656471053441e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751986e-07       3.162410089683e+03       5.981216298859e+02      -3.036413605820e+01       5.395936312737e-04       5.485637517736e-01 
       4.399134056927e+03       3.193593887581e-05       9.043332875364e+01       5.553958662251e+01       1.406273986001e+04       3.195979867447e+00       6.187794059173e+07       5.046373396793e+01       1.031436995260e+03       2.072585788366e+02       1.132434083168e+03       7.135160248960e+02       3.084645682199e+03       3.947739824027e-08      -3.947739824023e-08       3.158957272985e-21       1.000000010307e-04       4.748634859109e-14       1.184321947208e-07      -1.450439088745e-07       1.776352751986e-07       3.084645682199e+03       5.816510066791e+02      -2.936697478192e+01       5.416669693114e-04       5.501645793452e-01 
       4.368524140770e+03       3.234845356342e-05       9.098790505267e+01       5.485279683101e+01       1.406218528371e+04       3.218241810933e+00       6.144505806915e+07       5.076214776585e+01       1.003033976032e+03       2.029631622262e+02       1.108964482062e+03       6.938676998240e+02       3.008829320184e+03       3.947739824027e-08      -3.947739824023e-08       3.221214907333e-21       1.000000010573e-04       4.842595524867e-14       1.184321947207e-07      -1.450439088745e-07       1.776352751986e-07       3.008829320184e+03       5.656338919127e+02      -2.840272757987e+01       5.437543566361e-04       5.517653545570e-01 
       4.338127074591e+03       3.276613318432e-05       9.154551871601e+01       5.417482231852e+01       1.406162767005e+04       3.240658185004e+00       6.101518933591e+07       5.106205798222e+01       9.754130186317e+02       1.987567553176e+02       1.085981218461e+03       6.747603807935e+02       2.934911373243e+03       3.947739824027e-08      -3.947739824023e-08       3.284680494318e-21       1.000000010845e-04       4.938387492013e-14       1.184321947207e-07      -1.450439088745e-07       1.776352751986e-07       2.934911373243e+03       5.500577997689e+02      -2.747030271967e+01       5.458558939446e-04       5.533660364535e-01 
       4.307941378861e+03       3.318903988831e-05       9.210618302873e+01       5.350554638850e+01       1.406106700573e+04       3.263230053376e+00       6.058831345193e+07       5.136346947702e+01       9.485525915786e+02       1.946375138971e+02       1.063474215820e+03       6.561791729970e+02       2.862843494332e+03       3.947739824027e-08      -3.947739824023e-08       3.349377066444e-21       1.000000011125e-04       5.036045849971e-14       1.184321947207e-07      -1.450439088745e-07       1.776352751986e-07       2.862843494332e+03       5.349105881524e+02      -2.656864484684e+01       5.479716826389e-04       5.549665840989e-01 
       4.277965584332e+03       3.361723653806e-05       9.266991130903e+01       5.284485392303e+01       1.406050327745e+04       3.285958487009e+00       6.016440962260e+07       5.166638710219e+01       9.224317561360e+02       1.906036319573e+02       1.041433606346e+03       6.381095916676e+02       2.792578586146e+03       3.947739824027e-08      -3.947739824022e-08       3.415328087339e-21       1.000000011412e-04       5.135606348267e-14       1.184321947207e-07      -1.450439088745e-07       1.776352751986e-07       2.792578586146e+03       5.201804492284e+02      -2.569673376746e+01       5.501018248305e-04       5.565669565812e-01 
       4.248198231969e+03       3.405078671685e-05       9.323671690819e+01       5.219263136120e+01       1.405993647185e+04       3.308844564152e+00       5.974345719779e+07       5.197081570139e+01       8.970301499922e+02       1.866533409052e+02       1.019849726678e+03       6.205375507916e+02       2.724070768406e+03       3.947739824026e-08      -3.947739824022e-08       3.482557459673e-21       1.000000011705e-04       5.237105408714e-14       1.184321947207e-07      -1.450439088745e-07       1.776352751986e-07       2.724070768406e+03       5.058559002218e+02      -2.485358327186e+01       5.522464233460e-04       5.581671130161e-01 
       4.218637872878e+03       3.448975473646e-05       9.380661321056e+01       5.154876667777e+01       1.405936657555e+04       3.331889370393e+00       5.932543567087e+07       5.227676010977e+01       8.723279713941e+02       1.827849087876e+02       9.987131136462e+02       6.034493521323e+02       2.657275346000e+03       3.947739824026e-08      -3.947739824022e-08       3.551089533224e-21       1.000000012007e-04       5.340580137822e-14       1.184321947207e-07      -1.450439088745e-07       1.776352751986e-07       2.657275346000e+03       4.919257744693e+02      -2.403823999773e+01       5.544055817313e-04       5.597670125514e-01 
       4.189283068234e+03       3.493420564507e-05       9.437961363353e+01       5.091314936216e+01       1.405879357513e+04       3.355093998710e+00       5.891032467766e+07       5.258422515374e+01       8.483059637163e+02       1.789966395320e+02       9.780145001301e+02       5.868316745552e+02       2.592148777973e+03       3.947739824026e-08      -3.947739824022e-08       3.620949113095e-21       1.000000012316e-04       5.446068339437e-14       1.184321947207e-07      -1.450439088745e-07       1.776352751986e-07       2.592148777973e+03       4.783792127177e+02      -2.324978233141e+01       5.565794042572e-04       5.613666143710e-01 
       4.160132389213e+03       3.538420523527e-05       9.495573162751e+01       5.028567039766e+01       1.405821745713e+04       3.378459549515e+00       5.849810399548e+07       5.289321565075e+01       8.249454004563e+02       1.752868722033e+02       9.577448109944e+02       5.706715636486e+02       2.528648647342e+03       3.947739824026e-08      -3.947739824022e-08       3.692161468069e-21       1.000000012633e-04       5.553608527599e-14       1.184321947207e-07      -1.450439088745e-07       1.776352751986e-07       2.528648647342e+03       4.652056546621e+02      -2.248731934614e+01       5.587679959242e-04       5.629658776988e-01 
       4.131184416921e+03       3.583982005213e-05       9.553498067588e+01       4.966622224104e+01       1.405763820809e+04       3.401987130710e+00       5.808875354217e+07       5.320373640906e+01       8.022280706407e+02       1.716539802757e+02       9.378951591134e+02       5.549564216275e+02       2.466733631697e+03       3.947739824026e-08      -3.947739824021e-08       3.764752339126e-21       1.000000012958e-04       5.663239939643e-14       1.184321947207e-07      -1.450439088745e-07       1.776352751985e-07       2.466733631697e+03       4.523948307166e+02      -2.174998977589e+01       5.609714624674e-04       5.645647618028e-01 
       4.102437742326e+03       3.630111740145e-05       9.611737429499e+01       4.905469880235e+01       1.405705581447e+04       3.425677857731e+00       5.768225337507e+07       5.351579222747e+01       7.801362646351e+02       1.680963709204e+02       9.184568414759e+02       5.396739975179e+02       2.406363474589e+03       3.947739824026e-08      -3.947739824021e-08       3.838747948105e-21       1.000000013291e-04       5.775002549536e-14       1.184321947207e-07      -1.450439088744e-07       1.776352751985e-07       2.406363474589e+03       4.399367540115e+02      -2.103696102363e+01       5.631899103618e-04       5.661632259994e-01 
       4.073890966189e+03       3.676816535793e-05       9.670292603412e+01       4.845099542498e+01       1.405647026273e+04       3.449532853605e+00       5.727858369009e+07       5.382938789515e+01       7.586527603435e+02       1.646124843072e+02       8.994213353715e+02       5.248123776096e+02       2.347498957671e+03       3.947739824026e-08      -3.947739824021e-08       3.914175006525e-21       1.000000013632e-04       5.888937081447e-14       1.184321947207e-07      -1.450439088744e-07       1.776352751985e-07       2.347498957671e+03       4.278217126115e+02      -2.034742820297e+01       5.654234468272e-04       5.677612296572e-01 
       4.045542698994e+03       3.724103277359e-05       9.729164947547e+01       4.785500886611e+01       1.405588153929e+04       3.473553248994e+00       5.687772482073e+07       5.414452819137e+01       7.377608097874e+02       1.612007929212e+02       8.807802946558e+02       5.103599761720e+02       2.290101873576e+03       3.947739824026e-08      -3.947739824021e-08       3.991060724573e-21       1.000000013982e-04       6.005085023579e-14       1.184321947207e-07      -1.450439088744e-07       1.776352751985e-07       2.290101873576e+03       4.160402619470e+02      -1.968061321184e+01       5.676721798338e-04       5.693587322009e-01 
       4.017391560886e+03       3.771978928617e-05       9.788355823412e+01       4.726663727733e+01       1.405528963053e+04       3.497740182250e+00       5.647965723712e+07       5.446121788527e+01       7.174441260552e+02       1.578598008931e+02       8.625255460925e+02       4.963055264263e+02       2.234134999507e+03       3.947739824026e-08      -3.947739824020e-08       4.069432820239e-21       1.000000014341e-04       6.123488642234e-14       1.184321947207e-07      -1.450439088744e-07       1.776352751985e-07       2.234134999507e+03       4.045832174544e+02      -1.903576383737e+01       5.699362181069e-04       5.709556931158e-01 
       3.989436181598e+03       3.820450532766e-05       9.847866595801e+01       4.668578018552e+01       1.405469452280e+04       3.522094799465e+00       5.608436154510e+07       5.477946173563e+01       6.976868706099e+02       1.545880433438e+02       8.446490857721e+02       4.826380717655e+02       2.179562071531e+03       3.947739824026e-08      -3.947739824020e-08       4.149319528631e-21       1.000000014709e-04       6.244190996144e-14       1.184321947207e-07      -1.450439088744e-07       1.776352751985e-07       2.179562071531e+03       3.934416474190e+02      -1.841215289074e+01       5.722156711322e-04       5.725520719514e-01 
       3.961675200385e+03       3.869525213292e-05       9.907698632794e+01       4.611233847408e+01       1.405409620243e+04       3.546618254523e+00       5.569181848521e+07       5.509926449064e+01       6.784736409466e+02       1.513840857427e+02       8.271430756037e+02       4.693469572158e+02       2.126347759548e+03       3.947739824025e-08      -3.947739824020e-08       4.230749611447e-21       1.000000015087e-04       6.367235951062e-14       1.184321947207e-07      -1.450439088744e-07       1.776352751985e-07       2.126347759548e+03       3.826068660147e+02      -1.780907737105e+01       5.745106491615e-04       5.741478283254e-01 
       3.934107265963e+03       3.919210174837e-05       9.967853305753e+01       4.554621436434e+01       1.405349465570e+04       3.571311709152e+00       5.530200893183e+07       5.542063088767e+01       6.597894585900e+02       1.482465232784e+02       8.099998398806e+02       4.564218211341e+02       2.074457642923e+03       3.947739824025e-08      -3.947739824020e-08       4.313752366627e-21       1.000000015473e-04       6.492668194609e-14       1.184321947207e-07      -1.450439088744e-07       1.776352751985e-07       2.074457642923e+03       3.720704265352e+02      -1.722585765728e+01       5.768212632177e-04       5.757429219279e-01 
       3.906731036436e+03       3.969512704082e-05       1.002833198932e+02       4.498731139726e+01       1.405288986887e+04       3.596176332976e+00       5.491491389219e+07       5.574356565300e+01       6.416197574216e+02       1.451739802437e+02       7.932118619163e+02       4.438525871325e+02       2.023858186754e+03       3.947739824025e-08      -3.947739824019e-08       4.398357638172e-21       1.000000015870e-04       6.620533251399e-14       1.184321947207e-07      -1.450439088744e-07       1.776352751985e-07       2.023858186754e+03       3.618241148119e+02      -1.666183672733e+01       5.791476250998e-04       5.773373125252e-01 
       3.879545179237e+03       4.020440170629e-05       1.008913606141e+02       4.443553441535e+01       1.405228182815e+04       3.621213303567e+00       5.453051450549e+07       5.606807350166e+01       6.239503723286e+02       1.421651094325e+02       7.767717807501e+02       4.316294562270e+02       1.974516718778e+03       3.947739824025e-08      -3.947739824019e-08       4.484595826142e-21       1.000000016276e-04       6.750877498428e-14       1.184321947207e-07      -1.450439088744e-07       1.776352751985e-07       1.974516718778e+03       3.518599428124e+02      -1.611637940322e+01       5.814898473890e-04       5.789309599638e-01 
       3.852548371059e+03       4.072000027904e-05       1.015026690323e+02       4.389078954492e+01       1.405167051973e+04       3.646423806500e+00       5.414879204195e+07       5.639415913711e+01       6.067675281654e+02       1.392185915492e+02       7.606723879218e+02       4.197428992001e+02       1.926401406876e+03       3.947739824025e-08      -3.947739824019e-08       4.572497896837e-21       1.000000016693e-04       6.883748180755e-14       1.184321947207e-07      -1.450439088744e-07       1.776352751985e-07       1.926401406876e+03       3.421701424157e+02      -1.558887162164e+01       5.838480434537e-04       5.805238241742e-01 
       3.825739297791e+03       4.124199814063e-05       1.021172589925e+02       4.335298417845e+01       1.405105592977e+04       3.671809035405e+00       5.376972790191e+07       5.672182725106e+01       5.900578290185e+02       1.363331346307e+02       7.449066243123e+02       4.081836491758e+02       1.879481237177e+03       3.947739824025e-08      -3.947739824019e-08       4.662095393158e-21       1.000000017120e-04       7.019193427449e-14       1.184321947207e-07      -1.450439088744e-07       1.776352751985e-07       1.879481237177e+03       3.327471593586e+02      -1.507871972897e+01       5.862223274549e-04       5.821158651752e-01 
       3.799116654458e+03       4.177047152908e-05       1.027351443720e+02       4.282202695732e+01       1.405043804439e+04       3.697370192019e+00       5.339330361492e+07       5.705108252321e+01       5.738082477671e+02       1.335074734803e+02       7.294675770496e+02       3.969426943972e+02       1.833725992734e+03       3.947739824025e-08      -3.947739824018e-08       4.753420445159e-21       1.000000017558e-04       7.157262267844e-14       1.184321947206e-07      -1.450439088744e-07       1.776352751984e-07       1.833725992734e+03       3.235836473486e+02      -1.458534979988e+01       5.886128143519e-04       5.837070430773e-01 
       3.772679145153e+03       4.230549754812e-05       1.033563390812e+02       4.229782775472e+01       1.404981684968e+04       3.723108486244e+00       5.301950083886e+07       5.738192962104e+01       5.580061159315e+02       1.307403691129e+02       7.143484764802e+02       3.860112712041e+02       1.789106232768e+03       3.947739824025e-08      -3.947739824018e-08       4.846505780783e-21       1.000000018007e-04       7.298004648070e-14       1.184321947206e-07      -1.450439088744e-07       1.776352751984e-07       1.789106232768e+03       3.146724623391e+02      -1.410820697879e+01       5.910196199077e-04       5.852973180868e-01 
       3.746425482975e+03       4.284715417657e-05       1.039808570628e+02       4.178029765878e+01       1.404919233170e+04       3.749025136197e+00       5.264830135903e+07       5.771437319952e+01       5.426391137999e+02       1.280306082124e+02       6.995426932012e+02       3.753808572031e+02       1.745593272456e+03       3.947739824024e-08      -3.947739824018e-08       4.941384736798e-21       1.000000018467e-04       7.441471447896e-14       1.184321947206e-07      -1.450439088744e-07       1.776352751984e-07       1.745593272456e+03       3.060066569615e+02      -1.364675484345e+01       5.934428606947e-04       5.868866505096e-01 
