# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)rho_scf            15:(.)p_scf              16:(.)p_prime_scf        17:phi_scf               18:phi'_scf              19:V_scf                 20:V'_scf                21:V''_scf               22:(.)rho_tot            23:(.)p_tot              24:(.)p_tot_prime        25:gr.fac. D             26:gr.fac. f          
       3.984598176690e+07       4.760520800888e-13       1.163178014031e-02       3.425685962567e+09       1.415316155698e+04       3.551966992452e-04       5.639466314966e+11       6.715583498819e-03       6.936130300269e+18       1.539105605256e+14       8.409474072290e+14       4.798199155890e+18       1.173532431413e+19       3.947739824030e-08      -3.947739824030e-08       5.532635469885e-33       1.000000000000e-04       8.173857773671e-26       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       1.173532431413e+19       3.911443152053e+18      -1.345116869397e+21       7.455428103288e-05       3.103580975833e-01 
       3.956899872771e+07       4.827400412723e-13       1.171320087815e-02       3.378226271059e+09       1.415316147556e+04       3.576830744511e-04       5.600264425727e+11       6.762591391318e-03       6.745270322447e+18       1.507231655691e+14       8.235318932101e+14       4.666168160964e+18       1.141241273847e+19       3.947739824030e-08      -3.947739824030e-08       5.649634521783e-33       1.000000000000e-04       8.346711138379e-26       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       1.141241273847e+19       3.803812827804e+18      -1.299010893730e+21       7.471568667581e-05       3.096884392989e-01 
       3.929394109197e+07       4.895219596242e-13       1.179519153629e-02       3.331424096287e+09       1.415316139357e+04       3.601868542597e-04       5.561335042173e+11       6.809928322301e-03       6.559662196630e+18       1.476017796381e+14       8.064770439739e+14       4.537770233868e+18       1.109838650932e+19       3.947739824030e-08      -3.947739824030e-08       5.769107750189e-33       1.000000000000e-04       8.523219834417e-26       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       1.109838650932e+19       3.699144143499e+18      -1.254485274748e+21       7.487709273641e-05       3.090216738325e-01 
       3.902079547555e+07       4.963991551065e-13       1.187775610560e-02       3.285270328826e+09       1.415316131101e+04       3.627081605029e-04       5.522676270024e+11       6.857596594802e-03       6.379161408765e+18       1.445450357256e+14       7.897753903706e+14       4.412905404276e+18       1.079300113347e+19       3.947739824030e-08      -3.947739824030e-08       5.891107476164e-33       1.000000000000e-04       8.703461160704e-26       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       1.079300113347e+19       3.597355604347e+18      -1.211485843105e+21       7.503849921859e-05       3.083577825778e-01 
       3.874954858735e+07       5.033729662245e-13       1.196089860241e-02       3.239755985456e+09       1.415316122786e+04       3.652471158654e-04       5.484286228168e+11       6.905598527973e-03       6.203627421362e+18       1.415515951344e+14       7.734196179322e+14       4.291476452725e+18       1.049601884530e+19       3.947739824030e-08      -3.947739824030e-08       6.015687127188e-33       1.000000000000e-04       8.887514050780e-26       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       1.049601884530e+19       3.498367958029e+18      -1.169960286202e+21       7.519990612635e-05       3.076967470886e-01 
       3.848018722866e+07       5.104447502872e-13       1.204462307032e-02       3.194872207412e+09       1.415316114414e+04       3.678038438907e-04       5.446163048569e+11       6.953936457196e-03       6.032923564070e+18       1.386201468911e+14       7.574025636687e+14       4.173388834916e+18       1.020720842170e+19       3.947739824030e-08      -3.947739824030e-08       6.142901260552e-33       1.000000000000e-04       9.075459107371e-26       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       1.020720842170e+19       3.402104132995e+18      -1.129858084544e+21       7.536131346367e-05       3.070385490774e-01 
       3.821269829252e+07       5.176158836714e-13       1.212893358388e-02       3.150610258663e+09       1.415316105983e+04       3.703784689871e-04       5.408304876178e+11       7.002612734198e-03       5.866916927264e+18       1.357494071715e+14       7.417172129314e+14       4.058550608108e+18       9.926345001992e+18       3.947739824030e-08      -3.947739824030e-08       6.272805587256e-33       1.000000000000e-04       9.267378637689e-26       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       9.926345001992e+18       3.308489178457e+18      -1.091130450276e+21       7.552272123461e-05       3.063831704133e-01 
       3.794706876308e+07       5.248877620898e-13       1.221383424490e-02       3.106961524207e+09       1.415316097493e+04       3.729711164337e-04       5.370709868837e+11       7.051629727165e-03       5.705478258565e+18       1.329381187388e+14       7.263566963407e+14       3.946872359525e+18       9.653209912905e+18       3.947739824030e-08      -3.947739824030e-08       6.405456996401e-33       1.000000000000e-04       9.463356689475e-26       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       9.653209912905e+18       3.217450206030e+18      -1.053730267828e+21       7.568412944323e-05       3.057305931205e-01 
       3.768328571499e+07       5.322618008626e-13       1.229932918432e-02       3.063917508401e+09       1.415316088943e+04       3.755819123867e-04       5.333376197198e+11       7.100989820855e-03       5.548481862204e+18       1.301850503928e+14       7.113142867778e+14       3.838267136744e+18       9.387590498285e+18       3.947739824030e-08      -3.947739824030e-08       6.540913580104e-33       1.000000000000e-04       9.663479087804e-26       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       9.387590498285e+18       3.128916332983e+18      -1.017612036599e+21       7.584553809365e-05       3.050807993770e-01 
       3.742133631271e+07       5.397394351926e-13       1.238542256215e-02       3.021469833299e+09       1.415316080334e+04       3.782109838852e-04       5.296302044627e+11       7.150695416719e-03       5.395805501152e+18       1.274889964307e+14       6.965833964382e+14       3.732650379992e+18       9.129279953537e+18       3.947739824030e-08      -3.947739824030e-08       6.679234658936e-33       1.000000000000e-04       9.867833472669e-26       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       9.129279953537e+18       3.042818627048e+18      -9.827318155950e+20       7.600694719003e-05       3.044337715123e-01 
       3.716120780995e+07       5.473221204448e-13       1.247211856753e-02       2.979610237030e+09       1.415316071664e+04       3.808584588576e-04       5.259485607119e+11       7.200748933010e-03       5.247330301952e+18       1.248487761190e+14       6.821575739472e+14       3.629939856310e+18       8.878077164612e+18       3.947739824030e-08      -3.947739824030e-08       6.820480807901e-33       1.000000000000e-04       1.007650933736e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       8.878077164612e+18       2.959090052754e+18      -9.490471699747e+20       7.616835673653e-05       3.037894920063e-01 
       3.690288754901e+07       5.550113324298e-13       1.255942141506e-02       2.938330572182e+09       1.415316062934e+04       3.835244661280e-04       5.222925093208e+11       7.251152804910e-03       5.102940662161e+18       1.222632331766e+14       6.680305015339e+14       3.530055595523e+18       8.633786551419e+18       3.947739824030e-08      -3.947739824030e-08       6.964713882963e-33       1.000000000000e-04       1.028959806767e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       8.633786551419e+18       2.877665419228e+18      -9.165171194226e+20       7.632976673739e-05       3.031479434877e-01 
       3.664636296020e+07       5.628085676906e-13       1.264733535572e-02       2.897622804222e+09       1.415316054143e+04       3.862091354219e-04       5.186618723882e+11       7.301909484640e-03       4.962524160342e+18       1.197312352681e+14       6.541959922647e+14       3.432919827978e+18       8.396217915548e+18       3.947739824030e-08      -3.947739824030e-08       7.111997048130e-33       1.000000000000e-04       1.050719298187e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       8.396217915548e+18       2.798481329440e+18      -8.851020882926e+20       7.649117719686e-05       3.025091087320e-01 
       3.639162156118e+07       5.707153437941e-13       1.273586466596e-02       2.857479009930e+09       1.415316045290e+04       3.889125973733e-04       5.150564732496e+11       7.353021441584e-03       4.825971468533e+18       1.172516735083e+14       6.406479873336e+14       3.338456923995e+18       8.165186292189e+18       3.947739824030e-08      -3.947739824030e-08       7.262394803120e-33       1.000000000000e-04       1.072938937164e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       8.165186292189e+18       2.721476130843e+18      -8.547638574603e+20       7.665258811924e-05       3.018729706606e-01 
       3.613865095639e+07       5.787331996263e-13       1.282501365313e-02       2.817891375855e+09       1.415316036375e+04       3.916349835303e-04       5.114761364685e+11       7.404491162409e-03       4.693176267128e+18       1.148234619763e+14       6.273805534090e+14       3.246593334976e+18       7.940511806119e+18       3.947739824030e-08      -3.947739824030e-08       7.415973011602e-33       1.000000000000e-04       1.095628454374e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       7.940511806119e+18       2.646589867368e+18      -8.254655178262e+20       7.681399950886e-05       3.012395123387e-01 
       3.588743883644e+07       5.868636956922e-13       1.291478665371e-02       2.778852196799e+09       1.415316027397e+04       3.943764263619e-04       5.079206878278e+11       7.456321151182e-03       4.564035162091e+18       1.124455372398e+14       6.143878800347e+14       3.157257536144e+18       7.722019531652e+18       3.947739824030e-08      -3.947739824030e-08       7.572798930043e-33       1.000000000000e-04       1.118797786267e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       7.722019531652e+18       2.573764232745e+18      -7.971714254124e+20       7.697541137009e-05       3.006087169740e-01 
       3.563797297751e+07       5.951084144188e-13       1.300518803509e-02       2.740353874311e+09       1.415316018357e+04       3.971370592645e-04       5.043899543217e+11       7.508513929499e-03       4.438447604460e+18       1.101168578897e+14       6.016642770859e+14       3.070379970855e+18       7.509539356450e+18       3.947739824030e-08      -3.947739824030e-08       7.732941237154e-33       1.000000000000e-04       1.142457079413e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       7.509539356450e+18       2.502942525105e+18      -7.698471579981e+20       7.713682370735e-05       2.999805679156e-01 
       3.539024124073e+07       6.034689604637e-13       1.309622219742e-02       2.702388915214e+09       1.415316009254e+04       3.999170165682e-04       5.008837641468e+11       7.561072036597e-03       4.316315812055e+18       1.078364040837e+14       5.892041722765e+14       2.985892996438e+18       7.302905849069e+18       3.947739824030e-08      -3.947739824030e-08       7.896470063973e-33       1.000000000000e-04       1.166616694950e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       7.302905849069e+18       2.434069602831e+18      -7.434594732418e+20       7.729823652507e-05       2.993550486518e-01 
       3.514423157164e+07       6.119469610271e-13       1.318789356810e-02       2.664949930142e+09       1.415316000087e+04       4.027164335433e-04       4.974019466941e+11       7.613998029491e-03       4.197544693345e+18       1.056031771001e+14       5.770021087193e+14       2.903730831533e+18       7.101958130163e+18       3.947739824030e-08      -3.947739824030e-08       8.063457024572e-33       1.000000000000e-04       1.191287213121e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       7.101958130163e+18       2.367091841626e+18      -7.179762682393e+20       7.745964982776e-05       2.987321428092e-01 
       3.489993199955e+07       6.205440661683e-13       1.328020660731e-02       2.628029632105e+09       1.415315990855e+04       4.055354464072e-04       4.939443325405e+11       7.667294483084e-03       4.082041773414e+18       1.034161988997e+14       5.650527425359e+14       2.823829504867e+18       6.906539747223e+18       3.947739824030e-08      -3.947739824030e-08       8.233975247417e-33       1.000000000000e-04       1.216479437904e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       6.906539747223e+18       2.301957092761e+18      -6.933665404672e+20       7.762106361993e-05       2.981118341510e-01 
       3.465733063700e+07       6.292619491274e-13       1.337316580612e-02       2.591620835069e+09       1.415315981560e+04       4.083741923306e-04       4.905107534406e+11       7.720963990304e-03       3.969717121957e+18       1.012745116984e+14       5.533508405163e+14       2.746126805455e+18       6.716498552765e+18       3.947739824030e-08      -3.947739824030e-08       8.408099407396e-33       1.000000000000e-04       1.242204401747e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       6.716498552765e+18       2.238614642471e+18      -6.696003500655e+20       7.778247790615e-05       2.974941065757e-01 
       3.441641567916e+07       6.381023066503e-13       1.346677568836e-02       2.555716452557e+09       1.415315972199e+04       4.112328094446e-04       4.871010423185e+11       7.775009162223e-03       3.860483283262e+18       9.917717754683e+13       5.418912778271e+14       2.670562234155e+18       6.531686585872e+18       3.947739824030e-08      -3.947739824030e-08       8.585905758516e-33       1.000000000000e-04       1.268473370394e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       6.531686585872e+18       2.177015172472e+18      -6.466487834132e+20       7.794389269103e-05       2.968789441159e-01 
       3.417717540324e+07       6.470668593193e-13       1.356104080878e-02       2.520309496271e+09       1.415315962772e+04       4.141114368470e-04       4.837150332598e+11       7.829432628187e-03       3.754255208115e+18       9.712327792013e+13       5.306690357673e+14       2.597076956566e+18       6.351959956995e+18       3.947739824030e-08      -3.947739824030e-08       8.767472167299e-33       1.000000000000e-04       1.295297847827e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       6.351959956995e+18       2.117110721560e+18      -6.244839179517e+20       7.810530797922e-05       2.962663309364e-01 
       3.393959816797e+07       6.561573518877e-13       1.365596575124e-02       2.485393074731e+09       1.415315953280e+04       4.170102146094e-04       4.803525615035e+11       7.884237035944e-03       3.650950187582e+18       9.511191331554e+13       5.196791995700e+14       2.525613757224e+18       6.177178735919e+18       3.947739824030e-08      -3.947739824030e-08       8.952878146879e-33       1.000000000000e-04       1.322689581294e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       6.177178735919e+18       2.058854648269e+18      -6.030787882153e+20       7.826672377539e-05       2.956562513334e-01 
       3.370367241299e+07       6.653755536196e-13       1.375155513597e-02       2.450960391932e+09       1.415315943721e+04       4.199292837839e-04       4.770134634336e+11       7.939425051770e-03       3.550487788616e+18       9.314220285846e+13       5.089169562501e+14       2.456116995045e+18       6.007206842820e+18       3.947739824030e-08      -3.947739824030e-08       9.142204891821e-33       1.000000000000e-04       1.350660566462e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       6.007206842820e+18       2.002201594554e+18      -5.824073530244e+20       7.842814008428e-05       2.950486897327e-01 
       3.346938665829e+07       6.747232586341e-13       1.384781361230e-02       2.417004746026e+09       1.415315934095e+04       4.228687864100e-04       4.736975765718e+11       7.994999360601e-03       3.452789791425e+18       9.121328391664e+13       4.983775924966e+14       2.388532560012e+18       5.841911942314e+18       3.947739824030e-08      -3.947739824030e-08       9.335535313680e-33       1.000000000000e-04       1.379223052663e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       5.841911942314e+18       1.947107450479e+18      -5.624444638043e+20       7.858955691067e-05       2.944436306886e-01 
       3.323672950368e+07       6.842022862544e-13       1.394474586414e-02       2.383519528013e+09       1.415315924402e+04       4.258288655212e-04       4.704047395689e+11       8.050962666165e-03       3.357780128574e+18       8.932431172245e+13       4.880564926084e+14       2.322807831042e+18       5.681165340420e+18       3.947739824030e-08      -3.947739824030e-08       9.532954077305e-33       1.000000000000e-04       1.408389548263e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       5.681165340420e+18       1.893529319872e+18      -5.431658339898e+20       7.875097425935e-05       2.938410588828e-01 
       3.300568962819e+07       6.938144813621e-13       1.404235660812e-02       2.350498220456e+09       1.415315914640e+04       4.288096651526e-04       4.671347921977e+11       8.107317691108e-03       3.265384825761e+18       8.747445900288e+13       4.779491364727e+14       2.258891635011e+18       5.524841884367e+18       3.947739824030e-08      -3.947739824030e-08       9.734547637920e-33       1.000000000000e-04       1.438172826139e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       5.524841884367e+18       1.841425486924e+18      -5.245480094782e+20       7.891239213518e-05       2.932409591226e-01 
       3.277625578957e+07       7.035617147558e-13       1.414065059180e-02       2.317934396213e+09       1.415315904811e+04       4.318113303474e-04       4.638875753445e+11       8.164067177134e-03       3.175531944216e+18       8.566291561723e+13       4.680510975854e+14       2.196734206917e+18       5.372819865146e+18       3.947739824030e-08      -3.947739824030e-08       9.940404278979e-33       1.000000000000e-04       1.468585929268e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       5.372819865146e+18       1.790755383711e+18      -5.065683400953e+20       7.907381054306e-05       2.926433163399e-01 
       3.254841682371e+07       7.134458835156e-13       1.423963259913e-02       2.285821717185e+09       1.415315894913e+04       4.348340071639e-04       4.606629310016e+11       8.221213885130e-03       3.088151524693e+18       8.388888820234e+13       4.583580411128e+14       2.136287151132e+18       5.224980922754e+18       3.947739824030e-08      -3.947739824030e-08       1.015061415083e-32       1.000000000000e-04       1.499642176445e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       5.224980922754e+18       1.741479558608e+18      -4.892049520393e+20       7.923522948793e-05       2.920481155901e-01 
       3.232216164411e+07       7.234689113721e-13       1.433930744315e-02       2.254153933084e+09       1.415315884945e+04       4.378778426830e-04       4.574607022600e+11       8.278760595308e-03       3.003175533000e+18       8.215159982512e+13       4.488657219929e+14       2.077503403717e+18       5.081209954039e+18       3.947739824030e-08      -3.947739824030e-08       1.036526931019e-32       1.000000000000e-04       1.531355168112e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       5.081209954039e+18       1.693559645572e+18      -4.724367212693e+20       7.939664897476e-05       2.914553420505e-01 
       3.209747924133e+07       7.336327490808e-13       1.443967997511e-02       2.222924880215e+09       1.415315874908e+04       4.409429850153e-04       4.542807333011e+11       8.336710107335e-03       2.920537807026e+18       8.045028964229e+13       4.395699830764e+14       2.020337195781e+18       4.941395023080e+18       3.947739824030e-08      -3.947739824030e-08       1.058446376045e-32       1.000000000000e-04       1.563738792312e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       4.941395023080e+18       1.646958334269e+18      -4.562432478062e+20       7.955806900858e-05       2.908649810194e-01 
       3.187435868246e+07       7.439393748019e-13       1.454075507900e-02       2.192128480277e+09       1.415315864801e+04       4.440295833078e-04       4.511228693895e+11       8.395065240470e-03       2.840174005229e+18       7.878421256717e+13       4.304667533059e+14       1.964744017848e+18       4.805427274043e+18       3.947739824030e-08      -3.947739824030e-08       1.080829349287e-32       1.000000000000e-04       1.596807230778e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       4.805427274043e+18       1.601639341026e+18      -4.406048309139e+20       7.971948959446e-05       2.902770179146e-01 
       3.165278911060e+07       7.543907944850e-13       1.464253766972e-02       2.161758739180e+09       1.415315854622e+04       4.471377877518e-04       4.479869568656e+11       8.453828833705e-03       2.762021556537e+18       7.715263894338e+13       4.215520459334e+14       1.910680585198e+18       4.673200846420e+18       3.947739824030e-08      -3.947739824030e-08       1.103685652857e-32       1.000000000000e-04       1.630574965134e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       4.673200846420e+18       1.557567380578e+18      -4.255024451319e+20       7.988091073752e-05       2.896914382724e-01 
       3.143275974430e+07       7.649890422595e-13       1.474503270219e-02       2.131809745876e+09       1.415315844373e+04       4.502677495898e-04       4.448728431378e+11       8.513003745896e-03       2.686019611635e+18       7.555485422529e+13       4.128219567738e+14       1.858104804166e+18       4.544612792612e+18       3.947739824030e-08      -3.947739824030e-08       1.127025296150e-32       1.000000000000e-04       1.665056783243e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       4.544612792612e+18       1.514708138600e+18      -4.109177171289e+20       8.004233244290e-05       2.891082277462e-01 
       3.121425987707e+07       7.757361808309e-13       1.484824516047e-02       2.102275671213e+09       1.415315834052e+04       4.534196211231e-04       4.417803766753e+11       8.572592855908e-03       2.612108995584e+18       7.399015866506e+13       4.042726624955e+14       1.806975739371e+18       4.419562997776e+18       3.947739824030e-08      -3.947739824030e-08       1.150858500223e-32       1.000000000000e-04       1.700267785681e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       4.419562997776e+18       1.473028244985e+18      -3.968329033499e+20       8.020375471581e-05       2.885273721056e-01 
       3.099727887684e+07       7.866343018816e-13       1.495218006858e-02       2.073150766798e+09       1.415315823658e+04       4.565935557190e-04       4.387094070005e+11       8.632599062753e-03       2.540232161747e+18       7.245786700623e+13       3.959004189456e+14       1.757253581840e+18       4.297954101873e+18       3.947739824030e-08      -3.947739824030e-08       1.175195702275e-32       1.000000000000e-04       1.736223392351e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       4.297954101873e+18       1.432495247862e+18      -3.832308684297e+20       8.036517756150e-05       2.879488572350e-01 
       3.078180618545e+07       7.976855264783e-13       1.505684247968e-02       2.044429363875e+09       1.415315813192e+04       4.597897078184e-04       4.356597846819e+11       8.693025285731e-03       2.470333146988e+18       7.095730818356e+13       3.877015595106e+14       1.708899618017e+18       4.179691423873e+18       3.947739824030e-08      -3.947739824030e-08       1.200047560213e-32       1.000000000000e-04       1.772939349231e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       4.179691423873e+18       1.393077588335e+18      -3.700950643462e+20       8.052660098526e-05       2.873726691326e-01 
       3.056783131813e+07       8.088920054850e-13       1.516223748877e-02       2.016105872227e+09       1.415315802652e+04       4.630082329433e-04       4.326313613268e+11       8.753874464569e-03       2.402357528095e+18       6.948782502918e+13       3.796724935100e+14       1.661876199616e+18       4.064682888029e+18       3.947739824030e-08      -3.947739824030e-08       1.225424957324e-32       1.000000000000e-04       1.810431735276e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       4.064682888029e+18       1.354744575904e+18      -3.574095102880e+20       8.068802499243e-05       2.867987939092e-01 
       3.035534386300e+07       8.202559199811e-13       1.526837022175e-02       1.988174779087e+09       1.415315792039e+04       4.662492877043e-04       4.296239895739e+11       8.815149559572e-03       2.336252379407e+18       6.804877398476e+13       3.718097046244e+14       1.616146714311e+18       3.952838952197e+18       3.947739824030e-08      -3.947739824030e-08       1.251339007037e-32       1.000000000000e-04       1.848716969455e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       3.952838952197e+18       1.317466364573e+18      -3.451587732125e+20       8.084944958839e-05       2.862272177871e-01 
       3.014433348054e+07       8.317794816861e-13       1.537524584273e-02       1.960630648060e+09       1.415315781352e+04       4.695130298083e-04       4.266375230865e+11       8.876853551756e-03       2.271966231607e+18       6.663952481970e+13       3.641097493553e+14       1.571675557232e+18       3.844072538113e+18       3.947739824030e-08      -3.947739824030e-08       1.277801057792e-32       1.000000000000e-04       1.887811817942e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       3.844072538113e+18       1.281213929613e+18      -3.333279490701e+20       8.101087477858e-05       2.856579270990e-01 
       2.993478990313e+07       8.434649333900e-13       1.548286955040e-02       1.933468118072e+09       1.415315770589e+04       4.727996180662e-04       4.236718165449e+11       8.938989443002e-03       2.209449031649e+18       6.525946035506e+13       3.565692555166e+14       1.528428103236e+18       3.738298963601e+18       3.947739824030e-08      -3.947739824030e-08       1.304822698009e-32       1.000000000000e-04       1.927733401456e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       3.738298963601e+18       1.245959044962e+18      -3.219026446722e+20       8.117230056847e-05       2.850909082869e-01 
       2.972670293450e+07       8.553145493899e-13       1.559124658343e-02       1.906681902320e+09       1.415315759751e+04       4.761092124004e-04       4.207267256396e+11       9.001560256198e-03       2.148652103783e+18       6.390797619332e+13       3.491849207585e+14       1.486370679956e+18       3.635435876636e+18       3.947739824030e-08      -3.947739824030e-08       1.332415761162e-32       1.000000000000e-04       1.968499202763e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       3.635435876636e+18       1.211674261246e+18      -3.108689601802e+20       8.133372696359e-05       2.845261479010e-01 
       2.952006244926e+07       8.673306359324e-13       1.570038221143e-02       1.880266787249e+09       1.415315748838e+04       4.794419738530e-04       4.178021070644e+11       9.064569035385e-03       2.089528111662e+18       6.258448045367e+13       3.419535111208e+14       1.445470541578e+18       3.535403191232e+18       3.947739824030e-08      -3.947739824030e-08       1.360592330960e-32       1.000000000000e-04       2.010127074329e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       3.535403191232e+18       1.178332884413e+18      -3.002134721958e+20       8.149515396952e-05       2.839636325986e-01 
       2.931485839243e+07       8.795155316624e-13       1.581028174587e-02       1.854217631531e+09       1.415315737848e+04       4.827980645930e-04       4.148978185090e+11       9.128018845910e-03       2.032031021481e+18       6.128839351280e+13       3.348718596165e+14       1.405695843348e+18       3.438123025082e+18       3.947739824030e-08      -3.947739824030e-08       1.389364746644e-32       1.000000000000e-04       2.052635246137e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       3.438123025082e+18       1.145908954943e+18      -2.899232174293e+20       8.165658159188e-05       2.834033491433e-01 
       2.911108077888e+07       8.918716080786e-13       1.592095053275e-02       1.828529365071e+09       1.415315726781e+04       4.861776479250e-04       4.120137186526e+11       9.191912774567e-03       1.976116066136e+18       6.001914775101e+13       3.279368648451e+14       1.367015616778e+18       3.343519638927e+18       3.947739824030e-08      -3.947739824030e-08       1.418745608382e-32       1.000000000000e-04       2.096042333673e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       3.343519638927e+18       1.114377227638e+18      -2.799856769295e+20       8.181800983634e-05       2.828452844036e-01 
       2.890871969294e+07       9.044012699945e-13       1.603239395627e-02       1.803196988014e+09       1.415315715637e+04       4.895808882966e-04       4.091496671567e+11       9.256253929756e-03       1.921739710373e+18       5.877618730371e+13       3.211454896342e+14       1.329399745531e+18       3.251519377581e+18       3.947739824030e-08      -3.947739824030e-08       1.448747782794e-32       1.000000000000e-04       2.140367346073e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       3.251519377581e+18       1.083713151968e+18      -2.703887608526e+20       8.197943870862e-05       2.822894253519e-01 
       2.870776528784e+07       9.171069560065e-13       1.614461743702e-02       1.778215569775e+09       1.415315704414e+04       4.930079513062e-04       4.063055246583e+11       9.321045441625e-03       1.868859616884e+18       5.755896781791e+13       3.144947597095e+14       1.292818941977e+18       3.162050612589e+18       3.947739824030e-08      -3.947739824030e-08       1.479384408583e-32       1.000000000000e-04       2.185629694454e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       3.162050612589e+18       1.053892852954e+18      -2.611207937541e+20       8.214086821450e-05       2.817357590639e-01 
       2.850820778525e+07       9.299911389690e-13       1.625762643744e-02       1.753580248079e+09       1.415315693113e+04       4.964590037119e-04       4.034811527632e+11       9.386290462232e-03       1.817434613350e+18       5.636695621383e+13       3.079817623920e+14       1.257244724385e+18       3.075043686454e+18       3.947739824030e-08      -3.947739824030e-08       1.510668902288e-32       1.000000000000e-04       2.231849200408e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       3.075043686454e+18       1.024893112578e+18      -2.521705003844e+20       8.230229835979e-05       2.811842727172e-01 
       2.831003747483e+07       9.430563264748e-13       1.637142645450e-02       1.729286228016e+09       1.415315681733e+04       4.999342134387e-04       4.006764140391e+11       9.451992165690e-03       1.767424660381e+18       5.519963045147e+13       3.016036453226e+14       1.222649394751e+18       2.990430858407e+18       3.947739824030e-08      -3.947739824030e-08       1.542614964162e-32       1.000000000000e-04       2.279046104686e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       2.990430858407e+18       9.966913517105e+17      -2.435269919719e+20       8.246372915037e-05       2.806349535903e-01 
       2.811324471375e+07       9.563050613439e-13       1.648602302521e-02       1.705328781105e+09       1.415315670274e+04       5.034337495872e-04       3.978911720092e+11       9.518153748325e-03       1.718790820341e+18       5.405647930194e+13       2.953576152127e+14       1.189006017230e+18       2.908146251665e+18       3.947739824030e-08      -3.947739824030e-08       1.575236584168e-32       1.000000000000e-04       2.327241076062e-25       1.184321947209e-07      -1.450439088747e-07       1.776352751988e-07       2.908146251665e+18       9.692656125235e+17      -2.351797529751e+20       8.262516059215e-05       2.800877890619e-01 
